Date,JKLAKSHMI
2016-01-01,333.8
2016-01-04,334.9
2016-01-05,334.3
2016-01-06,330.4
2016-01-07,325.4
2016-01-08,322.6
2016-01-11,317.45
2016-01-12,310.45
2016-01-13,312.15
2016-01-14,305.6
2016-01-15,286.2
2016-01-18,275.15
2016-01-19,280.6
2016-01-20,280.35
2016-01-21,286.1
2016-01-22,299.25
2016-01-25,299.8
2016-01-27,299.45
2016-01-28,300.8
2016-01-29,301.65
2016-02-01,301.35
2016-02-02,284.95
2016-02-03,273.15
2016-02-04,270.15
2016-02-05,276.2
2016-02-08,275.05
2016-02-09,269.4
2016-02-10,270.15
2016-02-11,266.5
2016-02-12,263.0
2016-02-15,269.8
2016-02-16,261.65
2016-02-17,258.65
2016-02-18,261.6
2016-02-19,267.75
2016-02-22,270.65
2016-02-23,270.0
2016-02-24,265.0
2016-02-25,266.2
2016-02-26,267.2
2016-02-29,269.0
2016-03-01,287.75
2016-03-02,289.25
2016-03-03,287.95
2016-03-04,288.9
2016-03-08,295.15
2016-03-09,299.2
2016-03-10,301.25
2016-03-11,298.0
2016-03-14,292.8
2016-03-15,306.15
2016-03-16,305.1
2016-03-17,312.05
2016-03-18,329.3
2016-03-21,338.05
2016-03-22,336.3
2016-03-23,337.25
2016-03-28,332.55
2016-03-29,327.65
2016-03-30,337.1
2016-03-31,339.7
2016-04-01,336.1
2016-04-04,334.8
2016-04-05,326.6
2016-04-06,331.65
2016-04-07,326.2
2016-04-08,337.65
2016-04-11,346.4
2016-04-12,343.65
2016-04-13,345.35
2016-04-18,366.25
2016-04-20,369.3
2016-04-21,357.35
2016-04-22,347.25
2016-04-25,364.5
2016-04-26,365.45
2016-04-27,361.1
2016-04-28,350.8
2016-04-29,349.9
2016-05-02,347.9
2016-05-03,346.8
2016-05-04,341.4
2016-05-05,336.25
2016-05-06,330.7
2016-05-09,336.65
2016-05-10,337.2
2016-05-11,339.45
2016-05-12,344.35
2016-05-13,342.15
2016-05-16,339.3
2016-05-17,340.0
2016-05-18,343.4
2016-05-19,356.6
2016-05-20,349.9
2016-05-23,348.3
2016-05-24,342.25
2016-05-25,344.55
2016-05-26,345.65
2016-05-27,345.75
2016-05-30,343.4
2016-05-31,338.95
2016-06-01,345.0
2016-06-02,339.45
2016-06-03,339.25
2016-06-06,337.1
2016-06-07,345.0
2016-06-08,349.7
2016-06-09,352.95
2016-06-10,355.55
2016-06-13,361.25
2016-06-14,375.05
2016-06-15,374.8
2016-06-16,372.4
2016-06-17,378.55
2016-06-20,391.2
2016-06-21,390.55
2016-06-22,388.55
2016-06-23,384.85
2016-06-24,385.55
2016-06-27,385.75
2016-06-28,387.6
2016-06-29,386.6
2016-06-30,385.85
2016-07-01,400.25
2016-07-04,400.15
2016-07-05,398.0
2016-07-07,403.4
2016-07-08,396.3
2016-07-11,404.85
2016-07-12,403.35
2016-07-13,395.65
2016-07-14,401.6
2016-07-15,395.35
2016-07-18,401.95
2016-07-19,410.65
2016-07-20,417.25
2016-07-21,419.95
2016-07-22,419.95
2016-07-25,422.15
2016-07-26,422.65
2016-07-27,422.35
2016-07-28,423.85
2016-07-29,424.95
2016-08-01,427.8
2016-08-02,429.95
2016-08-03,426.1
2016-08-04,423.0
2016-08-05,426.9
2016-08-08,447.7
2016-08-09,440.6
2016-08-10,441.05
2016-08-11,438.65
2016-08-12,425.55
2016-08-16,433.7
2016-08-17,446.55
2016-08-18,444.95
2016-08-19,438.3
2016-08-22,431.15
2016-08-23,441.1
2016-08-24,452.25
2016-08-25,449.25
2016-08-26,453.3
2016-08-29,452.8
2016-08-30,453.4
2016-08-31,452.0
2016-09-01,458.5
2016-09-02,461.4
2016-09-06,461.75
2016-09-07,469.6
2016-09-08,471.25
2016-09-09,474.45
2016-09-12,459.7
2016-09-14,462.7
2016-09-15,473.2
2016-09-16,469.9
2016-09-19,468.1
2016-09-20,465.7
2016-09-21,470.0
2016-09-22,471.7
2016-09-23,482.15
2016-09-26,484.45
2016-09-27,489.75
2016-09-28,496.95
2016-09-29,490.1
2016-09-30,499.25
2016-10-03,495.75
2016-10-04,495.4
2016-10-05,509.55
2016-10-06,507.6
2016-10-07,504.65
2016-10-10,497.05
2016-10-13,481.05
2016-10-14,491.65
2016-10-17,483.8
2016-10-18,490.25
2016-10-19,484.6
2016-10-20,507.45
2016-10-21,498.65
2016-10-24,506.15
2016-10-25,500.45
2016-10-26,488.45
2016-10-27,481.1
2016-10-28,486.9
2016-10-30,494.8
2016-11-01,496.6
2016-11-02,481.7
2016-11-03,479.75
2016-11-04,467.4
2016-11-07,466.45
2016-11-08,465.55
2016-11-09,439.7
2016-11-10,446.8
2016-11-11,414.9
2016-11-15,381.7
2016-11-16,378.85
2016-11-17,361.25
2016-11-18,350.05
2016-11-21,345.0
2016-11-22,346.95
2016-11-23,370.0
2016-11-24,362.1
2016-11-25,370.95
2016-11-28,378.6
2016-11-29,375.05
2016-11-30,412.95
2016-12-01,384.9
2016-12-02,374.6
2016-12-05,373.65
2016-12-06,379.75
2016-12-07,378.6
2016-12-08,380.95
2016-12-09,378.6
2016-12-12,367.45
2016-12-13,359.65
2016-12-14,356.9
2016-12-15,351.95
2016-12-16,338.75
2016-12-19,335.95
2016-12-20,338.05
2016-12-21,340.35
2016-12-22,335.75
2016-12-23,339.25
2016-12-26,346.9
2016-12-27,352.75
2016-12-28,351.15
2016-12-29,350.45
2016-12-30,350.55
