Date,SSWL
2016-01-01,428.95
2016-01-04,426.65
2016-01-05,426.75
2016-01-06,425.35
2016-01-07,410.95
2016-01-08,419.05
2016-01-11,419.85
2016-01-12,414.9
2016-01-13,393.25
2016-01-14,378.3
2016-01-15,369.8
2016-01-18,318.5
2016-01-19,326.25
2016-01-20,318.65
2016-01-21,312.45
2016-01-22,320.55
2016-01-25,332.0
2016-01-27,340.05
2016-01-28,343.75
2016-01-29,353.7
2016-02-01,361.4
2016-02-02,350.75
2016-02-03,339.65
2016-02-04,336.6
2016-02-05,340.3
2016-02-08,338.4
2016-02-09,332.05
2016-02-10,326.05
2016-02-11,308.2
2016-02-12,297.3
2016-02-15,310.6
2016-02-16,300.55
2016-02-17,291.05
2016-02-18,300.15
2016-02-19,298.2
2016-02-22,309.35
2016-02-23,299.3
2016-02-24,293.7
2016-02-25,293.75
2016-02-26,290.7
2016-02-29,291.5
2016-03-01,307.45
2016-03-02,317.0
2016-03-03,326.2
2016-03-04,338.2
2016-03-08,338.15
2016-03-09,333.95
2016-03-10,333.85
2016-03-11,329.55
2016-03-14,327.6
2016-03-15,326.65
2016-03-16,325.35
2016-03-17,324.7
2016-03-18,327.45
2016-03-21,330.7
2016-03-22,332.05
2016-03-23,332.85
2016-03-28,340.3
2016-03-29,338.9
2016-03-30,341.85
2016-03-31,339.75
2016-04-01,347.6
2016-04-04,357.4
2016-04-05,353.0
2016-04-06,361.75
2016-04-07,378.75
2016-04-08,374.95
2016-04-11,374.9
2016-04-12,369.95
2016-04-13,370.15
2016-04-18,384.7
2016-04-20,396.5
2016-04-21,398.3
2016-04-22,396.0
2016-04-25,392.5
2016-04-26,394.2
2016-04-27,404.25
2016-04-28,421.0
2016-04-29,418.7
2016-05-02,419.45
2016-05-03,419.25
2016-05-04,408.85
2016-05-05,410.0
2016-05-06,411.8
2016-05-09,413.5
2016-05-10,411.3
2016-05-11,412.85
2016-05-12,416.65
2016-05-13,415.1
2016-05-16,412.15
2016-05-17,413.75
2016-05-18,411.0
2016-05-19,409.6
2016-05-20,403.95
2016-05-23,403.4
2016-05-24,397.0
2016-05-25,399.75
2016-05-26,396.55
2016-05-27,394.45
2016-05-30,384.7
2016-05-31,384.3
2016-06-01,393.85
2016-06-02,396.25
2016-06-03,417.65
2016-06-06,437.9
2016-06-07,449.75
2016-06-08,450.95
2016-06-09,439.45
2016-06-10,441.55
2016-06-13,426.85
2016-06-14,421.85
2016-06-15,438.6
2016-06-16,445.55
2016-06-17,437.15
2016-06-20,437.6
2016-06-21,444.05
2016-06-22,443.1
2016-06-23,439.8
2016-06-24,439.35
2016-06-27,439.5
2016-06-28,443.8
2016-06-29,448.7
2016-06-30,456.35
2016-07-01,473.95
2016-07-04,482.95
2016-07-05,486.55
2016-07-07,481.55
2016-07-08,476.05
2016-07-11,484.2
2016-07-12,478.15
2016-07-13,478.55
2016-07-14,477.2
2016-07-15,480.25
2016-07-18,470.8
2016-07-19,468.2
2016-07-20,477.1
2016-07-21,475.35
2016-07-22,477.9
2016-07-25,491.45
2016-07-26,505.3
2016-07-27,521.85
2016-07-28,514.35
2016-07-29,506.25
2016-08-01,496.9
2016-08-02,501.95
2016-08-03,495.9
2016-08-04,493.8
2016-08-05,514.15
2016-08-08,523.6
2016-08-09,520.9
2016-08-10,510.6
2016-08-11,507.1
2016-08-12,498.55
2016-08-16,502.8
2016-08-17,509.25
2016-08-18,519.4
2016-08-19,507.25
2016-08-22,565.1
2016-08-23,566.15
2016-08-24,568.8
2016-08-25,564.9
2016-08-26,572.5
2016-08-29,569.3
2016-08-30,566.15
2016-08-31,570.55
2016-09-01,571.4
2016-09-02,569.75
2016-09-06,569.85
2016-09-07,576.95
2016-09-08,584.75
2016-09-09,579.15
2016-09-12,564.55
2016-09-14,567.55
2016-09-15,583.95
2016-09-16,586.0
2016-09-19,576.45
2016-09-20,576.95
2016-09-21,580.6
2016-09-22,582.4
2016-09-23,590.5
2016-09-26,587.3
2016-09-27,595.3
2016-09-28,600.3
2016-09-29,567.5
2016-09-30,581.85
2016-10-03,613.25
2016-10-04,627.8
2016-10-05,647.95
2016-10-06,678.0
2016-10-07,701.55
2016-10-10,753.45
2016-10-13,735.35
2016-10-14,771.35
2016-10-17,712.15
2016-10-18,722.3
2016-10-19,706.75
2016-10-20,712.1
2016-10-21,694.15
2016-10-24,697.25
2016-10-25,697.65
2016-10-26,674.15
2016-10-27,666.2
2016-10-28,654.6
2016-10-30,678.55
2016-11-01,677.25
2016-11-02,659.85
2016-11-03,651.1
2016-11-04,621.95
2016-11-07,627.65
2016-11-08,634.25
2016-11-09,652.7
2016-11-10,642.05
2016-11-11,620.5
2016-11-15,531.6
2016-11-16,523.2
2016-11-17,518.7
2016-11-18,510.6
2016-11-21,495.15
2016-11-22,489.1
2016-11-23,515.6
2016-11-24,509.2
2016-11-25,514.85
2016-11-28,528.4
2016-11-29,540.8
2016-11-30,547.45
2016-12-01,633.95
2016-12-02,609.0
2016-12-05,615.8
2016-12-06,609.65
2016-12-07,602.85
2016-12-08,608.45
2016-12-09,604.4
2016-12-12,601.5
2016-12-13,595.85
2016-12-14,587.35
2016-12-15,588.55
2016-12-16,589.9
2016-12-19,586.2
2016-12-20,572.85
2016-12-21,572.7
2016-12-22,557.0
2016-12-23,561.0
2016-12-26,549.95
2016-12-27,558.15
2016-12-28,602.25
2016-12-29,611.9
2016-12-30,618.7
