Date,BFUTILITIE
2016-01-01,705.25
2016-01-04,684.65
2016-01-05,688.05
2016-01-06,680.85
2016-01-07,645.35
2016-01-08,660.4
2016-01-11,654.5
2016-01-12,657.3
2016-01-13,648.25
2016-01-14,640.9
2016-01-15,586.75
2016-01-18,541.85
2016-01-19,548.9
2016-01-20,513.95
2016-01-21,510.5
2016-01-22,521.4
2016-01-25,525.25
2016-01-27,524.35
2016-01-28,535.55
2016-01-29,546.75
2016-02-01,542.6
2016-02-02,528.65
2016-02-03,510.85
2016-02-04,499.7
2016-02-05,504.7
2016-02-08,506.3
2016-02-09,498.9
2016-02-10,483.7
2016-02-11,431.9
2016-02-12,410.45
2016-02-15,431.65
2016-02-16,425.3
2016-02-17,419.9
2016-02-18,430.85
2016-02-19,429.85
2016-02-22,507.8
2016-02-23,540.9
2016-02-24,514.85
2016-02-25,505.6
2016-02-26,501.75
2016-02-29,490.3
2016-03-01,514.9
2016-03-02,520.25
2016-03-03,533.75
2016-03-04,537.65
2016-03-08,536.5
2016-03-09,563.35
2016-03-10,565.95
2016-03-11,556.65
2016-03-14,579.05
2016-03-15,584.4
2016-03-16,581.55
2016-03-17,587.5
2016-03-18,590.05
2016-03-21,591.0
2016-03-22,589.45
2016-03-23,585.7
2016-03-28,566.9
2016-03-29,550.45
2016-03-30,570.9
2016-03-31,563.3
2016-04-01,568.15
2016-04-04,572.7
2016-04-05,552.55
2016-04-06,563.1
2016-04-07,554.8
2016-04-08,571.9
2016-04-11,564.4
2016-04-12,580.15
2016-04-13,585.9
2016-04-18,583.7
2016-04-20,589.2
2016-04-21,584.8
2016-04-22,582.8
2016-04-25,578.1
2016-04-26,583.2
2016-04-27,592.8
2016-04-28,584.5
2016-04-29,583.6
2016-05-02,582.35
2016-05-03,575.1
2016-05-04,555.05
2016-05-05,557.75
2016-05-06,555.0
2016-05-09,563.85
2016-05-10,568.45
2016-05-11,562.5
2016-05-12,570.05
2016-05-13,577.75
2016-05-16,568.1
2016-05-17,573.95
2016-05-18,576.45
2016-05-19,565.0
2016-05-20,551.25
2016-05-23,542.75
2016-05-24,522.25
2016-05-25,530.25
2016-05-26,536.55
2016-05-27,541.8
2016-05-30,537.4
2016-05-31,538.8
2016-06-01,541.0
2016-06-02,541.45
2016-06-03,525.6
2016-06-06,503.55
2016-06-07,514.1
2016-06-08,524.35
2016-06-09,521.7
2016-06-10,519.3
2016-06-13,510.95
2016-06-14,514.45
2016-06-15,526.6
2016-06-16,518.55
2016-06-17,529.85
2016-06-20,527.05
2016-06-21,527.45
2016-06-22,520.45
2016-06-23,515.9
2016-06-24,495.9
2016-06-27,509.8
2016-06-28,524.0
2016-06-29,527.8
2016-06-30,529.45
2016-07-01,540.75
2016-07-04,542.7
2016-07-05,536.85
2016-07-07,533.6
2016-07-08,568.35
2016-07-11,561.15
2016-07-12,547.25
2016-07-13,544.9
2016-07-14,540.55
2016-07-15,532.6
2016-07-18,526.45
2016-07-19,516.35
2016-07-20,523.35
2016-07-21,517.05
2016-07-22,518.6
2016-07-25,524.65
2016-07-26,522.45
2016-07-27,520.9
2016-07-28,525.05
2016-07-29,523.9
2016-08-01,521.15
2016-08-02,515.8
2016-08-03,519.85
2016-08-04,521.0
2016-08-05,543.35
2016-08-08,544.0
2016-08-09,529.85
2016-08-10,521.75
2016-08-11,520.1
2016-08-12,518.85
2016-08-16,515.65
2016-08-17,583.15
2016-08-18,575.55
2016-08-19,601.85
2016-08-22,591.5
2016-08-23,580.9
2016-08-24,624.7
2016-08-25,618.2
2016-08-26,617.75
2016-08-29,613.45
2016-08-30,606.3
2016-08-31,613.5
2016-09-01,611.05
2016-09-02,613.6
2016-09-06,609.25
2016-09-07,619.7
2016-09-08,617.65
2016-09-09,604.7
2016-09-12,568.85
2016-09-14,573.75
2016-09-15,571.8
2016-09-16,581.5
2016-09-19,598.35
2016-09-20,585.2
2016-09-21,584.25
2016-09-22,589.25
2016-09-23,584.4
2016-09-26,576.1
2016-09-27,577.45
2016-09-28,578.9
2016-09-29,535.25
2016-09-30,549.3
2016-10-03,589.2
2016-10-04,604.7
2016-10-05,592.55
2016-10-06,575.6
2016-10-07,575.9
2016-10-10,574.1
2016-10-13,558.8
2016-10-14,558.9
2016-10-17,559.25
2016-10-18,566.85
2016-10-19,567.9
2016-10-20,575.05
2016-10-21,570.7
2016-10-24,569.55
2016-10-25,568.6
2016-10-26,560.15
2016-10-27,549.65
2016-10-28,552.15
2016-10-30,551.3
2016-11-01,554.85
2016-11-02,540.95
2016-11-03,524.7
2016-11-04,508.0
2016-11-07,513.75
2016-11-08,511.25
2016-11-09,483.1
2016-11-10,502.2
2016-11-11,481.75
2016-11-15,449.7
2016-11-16,450.8
2016-11-17,436.05
2016-11-18,436.0
2016-11-21,398.5
2016-11-22,399.95
2016-11-23,416.25
2016-11-24,417.35
2016-11-25,425.25
2016-11-28,428.8
2016-11-29,442.85
2016-11-30,449.75
2016-12-01,442.35
2016-12-02,427.65
2016-12-05,414.2
2016-12-06,410.1
2016-12-07,404.35
2016-12-08,409.7
2016-12-09,406.65
2016-12-12,410.9
2016-12-13,407.75
2016-12-14,402.9
2016-12-15,401.7
2016-12-16,401.7
2016-12-19,398.35
2016-12-20,404.1
2016-12-21,399.0
2016-12-22,390.8
2016-12-23,386.6
2016-12-26,371.5
2016-12-27,372.1
2016-12-28,384.05
2016-12-29,391.7
2016-12-30,392.85
