Date,ZYDUSWELL
2016-01-01,863.35
2016-01-04,858.1
2016-01-05,864.7
2016-01-06,863.8
2016-01-07,850.55
2016-01-08,837.95
2016-01-11,845.65
2016-01-12,845.15
2016-01-13,824.5
2016-01-14,816.45
2016-01-15,803.6
2016-01-18,759.4
2016-01-19,760.8
2016-01-20,761.05
2016-01-21,747.5
2016-01-22,756.85
2016-01-25,753.45
2016-01-27,749.7
2016-01-28,751.7
2016-01-29,749.1
2016-02-01,765.35
2016-02-02,753.9
2016-02-03,745.2
2016-02-04,734.35
2016-02-05,700.0
2016-02-08,734.4
2016-02-09,722.8
2016-02-10,722.75
2016-02-11,680.55
2016-02-12,663.8
2016-02-15,666.9
2016-02-16,653.55
2016-02-17,658.3
2016-02-18,645.55
2016-02-19,659.7
2016-02-22,666.85
2016-02-23,662.45
2016-02-24,660.85
2016-02-25,655.3
2016-02-26,652.55
2016-02-29,645.55
2016-03-01,675.0
2016-03-02,693.9
2016-03-03,692.2
2016-03-04,700.3
2016-03-08,711.45
2016-03-09,722.8
2016-03-10,726.2
2016-03-11,741.2
2016-03-14,721.0
2016-03-15,714.85
2016-03-16,704.3
2016-03-17,708.6
2016-03-18,705.95
2016-03-21,706.85
2016-03-22,719.6
2016-03-23,718.85
2016-03-28,709.8
2016-03-29,742.15
2016-03-30,740.5
2016-03-31,729.9
2016-04-01,744.05
2016-04-04,740.6
2016-04-05,738.25
2016-04-06,733.6
2016-04-07,725.25
2016-04-08,727.0
2016-04-11,714.95
2016-04-12,721.0
2016-04-13,727.15
2016-04-18,735.7
2016-04-20,739.9
2016-04-21,738.95
2016-04-22,741.25
2016-04-25,741.15
2016-04-26,740.3
2016-04-27,744.15
2016-04-28,748.0
2016-04-29,749.55
2016-05-02,750.85
2016-05-03,751.45
2016-05-04,748.4
2016-05-05,750.05
2016-05-06,750.0
2016-05-09,754.15
2016-05-10,754.35
2016-05-11,754.0
2016-05-12,837.95
2016-05-13,811.1
2016-05-16,813.9
2016-05-17,800.55
2016-05-18,802.15
2016-05-19,783.15
2016-05-20,765.3
2016-05-23,777.35
2016-05-24,770.3
2016-05-25,767.25
2016-05-26,774.1
2016-05-27,791.0
2016-05-30,787.4
2016-05-31,772.65
2016-06-01,785.65
2016-06-02,785.0
2016-06-03,767.9
2016-06-06,761.75
2016-06-07,767.05
2016-06-08,767.95
2016-06-09,765.6
2016-06-10,764.15
2016-06-13,757.55
2016-06-14,753.5
2016-06-15,751.35
2016-06-16,799.15
2016-06-17,819.85
2016-06-20,807.65
2016-06-21,792.05
2016-06-22,806.25
2016-06-23,793.0
2016-06-24,780.75
2016-06-27,776.8
2016-06-28,783.25
2016-06-29,789.6
2016-06-30,797.1
2016-07-01,786.8
2016-07-04,794.25
2016-07-05,793.4
2016-07-07,789.05
2016-07-08,787.05
2016-07-11,791.35
2016-07-12,796.85
2016-07-13,793.9
2016-07-14,794.35
2016-07-15,785.65
2016-07-18,779.1
2016-07-19,791.5
2016-07-20,791.4
2016-07-21,784.75
2016-07-22,784.4
2016-07-25,784.3
2016-07-26,780.5
2016-07-27,796.55
2016-07-28,792.0
2016-07-29,792.35
2016-08-01,787.85
2016-08-02,790.6
2016-08-03,790.0
2016-08-04,803.65
2016-08-05,805.25
2016-08-08,806.55
2016-08-09,806.35
2016-08-10,821.75
2016-08-11,846.3
2016-08-12,854.0
2016-08-16,873.85
2016-08-17,845.2
2016-08-18,852.0
2016-08-19,857.0
2016-08-22,862.6
2016-08-23,841.7
2016-08-24,892.9
2016-08-25,891.8
2016-08-26,894.3
2016-08-29,877.5
2016-08-30,889.7
2016-08-31,879.0
2016-09-01,885.5
2016-09-02,875.9
2016-09-06,881.9
2016-09-07,904.9
2016-09-08,902.7
2016-09-09,905.45
2016-09-12,890.25
2016-09-14,895.4
2016-09-15,880.45
2016-09-16,900.2
2016-09-19,898.25
2016-09-20,893.35
2016-09-21,888.25
2016-09-22,886.0
2016-09-23,888.4
2016-09-26,890.4
2016-09-27,882.05
2016-09-28,888.1
2016-09-29,877.3
2016-09-30,888.7
2016-10-03,900.25
2016-10-04,887.95
2016-10-05,891.4
2016-10-06,880.45
2016-10-07,875.8
2016-10-10,874.6
2016-10-13,869.1
2016-10-14,872.55
2016-10-17,870.55
2016-10-18,880.95
2016-10-19,890.7
2016-10-20,882.0
2016-10-21,888.8
2016-10-24,881.75
2016-10-25,872.75
2016-10-26,873.9
2016-10-27,872.85
2016-10-28,874.75
2016-10-30,877.9
2016-11-01,869.5
2016-11-02,854.3
2016-11-03,855.5
2016-11-04,845.55
2016-11-07,853.5
2016-11-08,836.7
2016-11-09,838.85
2016-11-10,833.85
2016-11-11,819.45
2016-11-15,802.8
2016-11-16,834.45
2016-11-17,835.15
2016-11-18,849.7
2016-11-21,844.95
2016-11-22,846.4
2016-11-23,847.5
2016-11-24,840.4
2016-11-25,834.0
2016-11-28,842.95
2016-11-29,847.35
2016-11-30,864.9
2016-12-01,851.9
2016-12-02,849.75
2016-12-05,855.05
2016-12-06,850.25
2016-12-07,843.35
2016-12-08,862.3
2016-12-09,855.45
2016-12-12,851.05
2016-12-13,846.2
2016-12-14,850.65
2016-12-15,857.45
2016-12-16,855.7
2016-12-19,859.55
2016-12-20,861.1
2016-12-21,863.25
2016-12-22,849.55
2016-12-23,841.45
2016-12-26,832.7
2016-12-27,834.7
2016-12-28,870.55
2016-12-29,862.9
2016-12-30,866.15
