Date,SOTL
2016-01-01,580.0
2016-01-04,571.3
2016-01-05,578.45
2016-01-06,567.2
2016-01-07,553.25
2016-01-08,568.6
2016-01-11,574.15
2016-01-12,574.55
2016-01-13,545.2
2016-01-14,550.0
2016-01-15,534.4
2016-01-18,504.1
2016-01-19,507.75
2016-01-20,499.85
2016-01-21,502.75
2016-01-22,489.35
2016-01-25,495.5
2016-01-27,500.05
2016-01-28,513.9
2016-01-29,518.4
2016-02-01,494.0
2016-02-02,494.35
2016-02-03,488.15
2016-02-04,485.5
2016-02-05,487.0
2016-02-08,490.0
2016-02-09,475.3
2016-02-10,468.45
2016-02-11,450.8
2016-02-12,449.5
2016-02-15,459.55
2016-02-16,457.3
2016-02-17,468.75
2016-02-18,459.75
2016-02-19,469.4
2016-02-22,467.15
2016-02-23,452.85
2016-02-24,450.0
2016-02-25,455.3
2016-02-26,453.4
2016-02-29,456.5
2016-03-01,470.35
2016-03-02,478.0
2016-03-03,483.1
2016-03-04,494.5
2016-03-08,485.0
2016-03-09,480.35
2016-03-10,472.4
2016-03-11,475.15
2016-03-14,465.55
2016-03-15,453.7
2016-03-16,451.0
2016-03-17,468.5
2016-03-18,461.7
2016-03-21,460.4
2016-03-22,465.0
2016-03-23,463.3
2016-03-28,488.35
2016-03-29,472.15
2016-03-30,473.75
2016-03-31,478.0
2016-04-01,487.3
2016-04-04,497.75
2016-04-05,487.95
2016-04-06,499.15
2016-04-07,475.1
2016-04-08,498.6
2016-04-11,484.9
2016-04-12,499.4
2016-04-13,510.5
2016-04-18,508.85
2016-04-20,513.3
2016-04-21,502.0
2016-04-22,519.3
2016-04-25,505.1
2016-04-26,517.0
2016-04-27,516.3
2016-04-28,521.25
2016-04-29,508.3
2016-05-02,518.2
2016-05-03,510.05
2016-05-04,505.05
2016-05-05,509.95
2016-05-06,510.1
2016-05-09,525.2
2016-05-10,523.1
2016-05-11,524.55
2016-05-12,549.7
2016-05-13,579.3
2016-05-16,590.6
2016-05-17,589.45
2016-05-18,576.25
2016-05-19,578.15
2016-05-20,555.15
2016-05-23,553.35
2016-05-24,565.0
2016-05-25,562.6
2016-05-26,564.15
2016-05-27,563.85
2016-05-30,575.65
2016-05-31,580.7
2016-06-01,581.0
2016-06-02,583.1
2016-06-03,594.85
2016-06-06,585.0
2016-06-07,595.85
2016-06-08,593.1
2016-06-09,588.75
2016-06-10,586.9
2016-06-13,588.45
2016-06-14,598.65
2016-06-15,598.85
2016-06-16,598.65
2016-06-17,595.35
2016-06-20,577.8
2016-06-21,593.6
2016-06-22,588.65
2016-06-23,593.0
2016-06-24,576.3
2016-06-27,580.25
2016-06-28,569.65
2016-06-29,575.3
2016-06-30,585.8
2016-07-01,585.0
2016-07-04,592.5
2016-07-05,586.85
2016-07-07,591.15
2016-07-08,598.8
2016-07-11,598.9
2016-07-12,596.05
2016-07-13,585.05
2016-07-14,611.25
2016-07-15,620.95
2016-07-18,617.8
2016-07-19,609.0
2016-07-20,620.0
2016-07-21,619.85
2016-07-22,611.7
2016-07-25,607.35
2016-07-26,603.3
2016-07-27,603.9
2016-07-28,625.85
2016-07-29,637.2
2016-08-01,663.85
2016-08-02,632.6
2016-08-03,641.6
2016-08-04,632.9
2016-08-05,644.85
2016-08-08,652.0
2016-08-09,637.8
2016-08-10,634.7
2016-08-11,611.9
2016-08-12,621.75
2016-08-16,651.95
2016-08-17,645.0
2016-08-18,642.0
2016-08-19,639.75
2016-08-22,638.85
2016-08-23,645.8
2016-08-24,656.3
2016-08-25,649.0
2016-08-26,648.45
2016-08-29,644.75
2016-08-30,670.1
2016-08-31,651.45
2016-09-01,647.3
2016-09-02,631.4
2016-09-06,639.95
2016-09-07,637.8
2016-09-08,635.45
2016-09-09,632.85
2016-09-12,624.85
2016-09-14,626.1
2016-09-15,647.35
2016-09-16,662.85
2016-09-19,680.65
2016-09-20,664.3
2016-09-21,665.3
2016-09-22,673.95
2016-09-23,668.0
2016-09-26,663.65
2016-09-27,674.4
2016-09-28,669.9
2016-09-29,641.2
2016-09-30,674.9
2016-10-03,702.25
2016-10-04,707.6
2016-10-05,728.9
2016-10-06,703.75
2016-10-07,707.2
2016-10-10,691.9
2016-10-13,673.7
2016-10-14,673.75
2016-10-17,676.15
2016-10-18,706.6
2016-10-19,720.45
2016-10-20,729.1
2016-10-21,723.1
2016-10-24,744.25
2016-10-25,746.65
2016-10-26,742.6
2016-10-27,752.25
2016-10-28,751.45
2016-10-30,754.15
2016-11-01,751.4
2016-11-02,732.3
2016-11-03,733.45
2016-11-04,715.25
2016-11-07,785.45
2016-11-08,787.9
2016-11-09,749.35
2016-11-10,773.35
2016-11-11,745.05
2016-11-15,721.55
2016-11-16,706.45
2016-11-17,722.75
2016-11-18,730.25
2016-11-21,710.3
2016-11-22,720.25
2016-11-23,723.9
2016-11-24,761.15
2016-11-25,782.75
2016-11-28,739.45
2016-11-29,763.7
2016-11-30,778.8
2016-12-01,768.3
2016-12-02,749.75
2016-12-05,761.9
2016-12-06,768.0
2016-12-07,742.15
2016-12-08,750.7
2016-12-09,743.05
2016-12-12,742.25
2016-12-13,732.25
2016-12-14,739.95
2016-12-15,730.35
2016-12-16,719.7
2016-12-19,709.65
2016-12-20,710.0
2016-12-21,710.35
2016-12-22,710.6
2016-12-23,702.9
2016-12-26,697.8
2016-12-27,698.7
2016-12-28,721.25
2016-12-29,726.15
2016-12-30,722.0
