Date,BBTC
2016-01-01,492.75
2016-01-04,482.95
2016-01-05,492.25
2016-01-06,489.45
2016-01-07,469.0
2016-01-08,471.3
2016-01-11,466.95
2016-01-12,461.85
2016-01-13,444.35
2016-01-14,441.25
2016-01-15,425.3
2016-01-18,410.1
2016-01-19,414.2
2016-01-20,396.2
2016-01-21,395.0
2016-01-22,403.5
2016-01-25,403.6
2016-01-27,406.25
2016-01-28,401.85
2016-01-29,407.05
2016-02-01,418.7
2016-02-02,417.55
2016-02-03,406.6
2016-02-04,408.45
2016-02-05,407.8
2016-02-08,402.45
2016-02-09,391.45
2016-02-10,375.05
2016-02-11,335.85
2016-02-12,320.7
2016-02-15,347.95
2016-02-16,331.65
2016-02-17,333.2
2016-02-18,340.4
2016-02-19,352.7
2016-02-22,361.5
2016-02-23,346.1
2016-02-24,337.15
2016-02-25,328.65
2016-02-26,335.55
2016-02-29,330.2
2016-03-01,343.0
2016-03-02,349.55
2016-03-03,354.25
2016-03-04,373.2
2016-03-08,360.9
2016-03-09,366.75
2016-03-10,365.9
2016-03-11,367.4
2016-03-14,384.35
2016-03-15,368.65
2016-03-16,366.05
2016-03-17,365.55
2016-03-18,361.95
2016-03-21,369.0
2016-03-22,372.25
2016-03-23,383.1
2016-03-28,370.0
2016-03-29,362.95
2016-03-30,372.6
2016-03-31,366.8
2016-04-01,376.1
2016-04-04,383.35
2016-04-05,385.25
2016-04-06,384.0
2016-04-07,379.0
2016-04-08,379.5
2016-04-11,377.8
2016-04-12,392.25
2016-04-13,409.75
2016-04-18,413.05
2016-04-20,412.0
2016-04-21,402.15
2016-04-22,401.45
2016-04-25,397.2
2016-04-26,400.05
2016-04-27,405.4
2016-04-28,405.6
2016-04-29,403.2
2016-05-02,403.65
2016-05-03,403.25
2016-05-04,392.85
2016-05-05,388.15
2016-05-06,391.2
2016-05-09,397.45
2016-05-10,395.85
2016-05-11,396.65
2016-05-12,415.0
2016-05-13,415.1
2016-05-16,415.85
2016-05-17,422.3
2016-05-18,417.9
2016-05-19,413.95
2016-05-20,407.95
2016-05-23,365.35
2016-05-24,356.45
2016-05-25,367.35
2016-05-26,366.85
2016-05-27,376.2
2016-05-30,375.25
2016-05-31,375.35
2016-06-01,381.1
2016-06-02,380.65
2016-06-03,380.6
2016-06-06,380.7
2016-06-07,383.0
2016-06-08,395.65
2016-06-09,396.75
2016-06-10,399.35
2016-06-13,412.8
2016-06-14,403.8
2016-06-15,408.1
2016-06-16,404.25
2016-06-17,406.2
2016-06-20,404.1
2016-06-21,397.45
2016-06-22,403.65
2016-06-23,396.6
2016-06-24,387.5
2016-06-27,396.25
2016-06-28,402.0
2016-06-29,400.5
2016-06-30,404.65
2016-07-01,423.0
2016-07-04,414.95
2016-07-05,406.75
2016-07-07,412.6
2016-07-08,404.5
2016-07-11,410.8
2016-07-12,413.1
2016-07-13,405.9
2016-07-14,408.2
2016-07-15,404.8
2016-07-18,394.55
2016-07-19,399.7
2016-07-20,402.15
2016-07-21,400.9
2016-07-22,403.2
2016-07-25,405.9
2016-07-26,400.1
2016-07-27,402.0
2016-07-28,413.9
2016-07-29,408.15
2016-08-01,407.35
2016-08-02,400.45
2016-08-03,397.95
2016-08-04,399.7
2016-08-05,404.3
2016-08-08,485.15
2016-08-09,483.05
2016-08-10,449.15
2016-08-11,487.15
2016-08-12,472.4
2016-08-16,491.2
2016-08-17,502.3
2016-08-18,504.15
2016-08-19,493.4
2016-08-22,497.25
2016-08-23,493.2
2016-08-24,508.1
2016-08-25,501.9
2016-08-26,492.1
2016-08-29,483.1
2016-08-30,491.3
2016-08-31,502.1
2016-09-01,493.3
2016-09-02,498.0
2016-09-06,509.4
2016-09-07,587.15
2016-09-08,581.7
2016-09-09,563.05
2016-09-12,534.3
2016-09-14,582.75
2016-09-15,559.8
2016-09-16,551.2
2016-09-19,571.2
2016-09-20,561.75
2016-09-21,577.4
2016-09-22,577.55
2016-09-23,608.15
2016-09-26,608.05
2016-09-27,607.35
2016-09-28,614.35
2016-09-29,558.1
2016-09-30,570.85
2016-10-03,602.8
2016-10-04,614.45
2016-10-05,655.95
2016-10-06,630.8
2016-10-07,649.95
2016-10-10,651.15
2016-10-13,632.65
2016-10-14,633.65
2016-10-17,627.95
2016-10-18,641.75
2016-10-19,644.0
2016-10-20,640.35
2016-10-21,629.95
2016-10-24,627.7
2016-10-25,626.25
2016-10-26,607.8
2016-10-27,597.2
2016-10-28,605.45
2016-10-30,602.0
2016-11-01,611.2
2016-11-02,591.9
2016-11-03,581.65
2016-11-04,564.65
2016-11-07,576.6
2016-11-08,559.3
2016-11-09,540.7
2016-11-10,550.95
2016-11-11,529.7
2016-11-15,496.2
2016-11-16,483.45
2016-11-17,490.3
2016-11-18,487.5
2016-11-21,459.6
2016-11-22,476.85
2016-11-23,490.8
2016-11-24,492.85
2016-11-25,510.15
2016-11-28,506.75
2016-11-29,510.3
2016-11-30,511.4
2016-12-01,505.55
2016-12-02,498.55
2016-12-05,500.0
2016-12-06,499.65
2016-12-07,501.6
2016-12-08,518.6
2016-12-09,517.35
2016-12-12,508.0
2016-12-13,506.8
2016-12-14,502.95
2016-12-15,497.3
2016-12-16,493.95
2016-12-19,489.3
2016-12-20,483.55
2016-12-21,497.5
2016-12-22,489.2
2016-12-23,486.65
2016-12-26,477.4
2016-12-27,490.15
2016-12-28,505.05
2016-12-29,520.35
2016-12-30,515.3
