Date,NAHARSPING
2016-01-01,129.85
2016-01-04,127.15
2016-01-05,135.55
2016-01-06,132.4
2016-01-07,122.8
2016-01-08,124.75
2016-01-11,124.3
2016-01-12,120.4
2016-01-13,113.15
2016-01-14,111.6
2016-01-15,105.35
2016-01-18,97.95
2016-01-19,101.1
2016-01-20,98.3
2016-01-21,98.35
2016-01-22,103.65
2016-01-25,104.6
2016-01-27,104.25
2016-01-28,102.8
2016-01-29,107.2
2016-02-01,105.5
2016-02-02,104.45
2016-02-03,102.55
2016-02-04,101.65
2016-02-05,102.8
2016-02-08,103.3
2016-02-09,104.8
2016-02-10,103.0
2016-02-11,82.75
2016-02-12,84.0
2016-02-15,88.75
2016-02-16,83.15
2016-02-17,83.75
2016-02-18,85.8
2016-02-19,85.9
2016-02-22,86.25
2016-02-23,84.3
2016-02-24,83.65
2016-02-25,81.8
2016-02-26,81.3
2016-02-29,81.7
2016-03-01,83.95
2016-03-02,86.35
2016-03-03,87.6
2016-03-04,93.05
2016-03-08,90.95
2016-03-09,91.4
2016-03-10,91.0
2016-03-11,91.9
2016-03-14,92.35
2016-03-15,90.45
2016-03-16,90.15
2016-03-17,90.8
2016-03-18,91.1
2016-03-21,92.2
2016-03-22,92.75
2016-03-23,93.95
2016-03-28,91.05
2016-03-29,89.55
2016-03-30,91.35
2016-03-31,91.75
2016-04-01,92.35
2016-04-04,96.35
2016-04-05,98.45
2016-04-06,98.8
2016-04-07,96.5
2016-04-08,97.4
2016-04-11,98.7
2016-04-12,101.85
2016-04-13,102.15
2016-04-18,101.45
2016-04-20,100.9
2016-04-21,101.6
2016-04-22,101.4
2016-04-25,101.95
2016-04-26,108.7
2016-04-27,106.9
2016-04-28,106.5
2016-04-29,105.0
2016-05-02,105.75
2016-05-03,105.9
2016-05-04,102.7
2016-05-05,100.85
2016-05-06,104.95
2016-05-09,108.55
2016-05-10,106.75
2016-05-11,107.3
2016-05-12,113.1
2016-05-13,114.7
2016-05-16,112.95
2016-05-17,114.45
2016-05-18,122.9
2016-05-19,120.1
2016-05-20,116.65
2016-05-23,117.65
2016-05-24,119.5
2016-05-25,118.3
2016-05-26,118.3
2016-05-27,116.3
2016-05-30,118.1
2016-05-31,107.0
2016-06-01,107.2
2016-06-02,106.2
2016-06-03,106.3
2016-06-06,105.35
2016-06-07,105.6
2016-06-08,107.0
2016-06-09,108.25
2016-06-10,108.35
2016-06-13,106.5
2016-06-14,115.15
2016-06-15,113.75
2016-06-16,111.25
2016-06-17,110.7
2016-06-20,112.0
2016-06-21,120.2
2016-06-22,118.6
2016-06-23,116.0
2016-06-24,111.6
2016-06-27,113.75
2016-06-28,121.15
2016-06-29,119.9
2016-06-30,118.85
2016-07-01,117.35
2016-07-04,119.0
2016-07-05,119.45
2016-07-07,119.25
2016-07-08,121.3
2016-07-11,128.65
2016-07-12,127.35
2016-07-13,124.65
2016-07-14,123.7
2016-07-15,124.6
2016-07-18,129.5
2016-07-19,130.35
2016-07-20,131.0
2016-07-21,129.15
2016-07-22,128.95
2016-07-25,130.1
2016-07-26,130.85
2016-07-27,134.85
2016-07-28,132.05
2016-07-29,132.05
2016-08-01,132.1
2016-08-02,128.3
2016-08-03,124.25
2016-08-04,127.4
2016-08-05,127.2
2016-08-08,127.7
2016-08-09,125.85
2016-08-10,122.6
2016-08-11,122.9
2016-08-12,120.25
2016-08-16,116.9
2016-08-17,117.95
2016-08-18,119.55
2016-08-19,115.9
2016-08-22,119.7
2016-08-23,115.75
2016-08-24,115.95
2016-08-25,116.05
2016-08-26,115.95
2016-08-29,114.1
2016-08-30,118.25
2016-08-31,116.6
2016-09-01,115.3
2016-09-02,115.0
2016-09-06,115.05
2016-09-07,116.05
2016-09-08,115.5
2016-09-09,117.1
2016-09-12,112.25
2016-09-14,115.35
2016-09-15,115.25
2016-09-16,114.85
2016-09-19,116.9
2016-09-20,115.2
2016-09-21,119.4
2016-09-22,120.55
2016-09-23,118.7
2016-09-26,116.65
2016-09-27,120.25
2016-09-28,119.45
2016-09-29,112.6
2016-09-30,113.85
2016-10-03,124.15
2016-10-04,128.7
2016-10-05,126.15
2016-10-06,127.05
2016-10-07,126.85
2016-10-10,128.3
2016-10-13,123.55
2016-10-14,125.15
2016-10-17,127.4
2016-10-18,129.15
2016-10-19,139.4
2016-10-20,134.6
2016-10-21,136.8
2016-10-24,136.9
2016-10-25,133.0
2016-10-26,131.2
2016-10-27,131.8
2016-10-28,132.6
2016-10-30,133.35
2016-11-01,134.15
2016-11-02,129.05
2016-11-03,127.4
2016-11-04,121.85
2016-11-07,128.1
2016-11-08,125.6
2016-11-09,122.4
2016-11-10,126.05
2016-11-11,121.45
2016-11-15,115.25
2016-11-16,116.15
2016-11-17,113.0
2016-11-18,113.75
2016-11-21,107.75
2016-11-22,104.7
2016-11-23,110.9
2016-11-24,114.2
2016-11-25,115.7
2016-11-28,116.8
2016-11-29,117.7
2016-11-30,120.65
2016-12-01,117.6
2016-12-02,117.0
2016-12-05,117.8
2016-12-06,118.4
2016-12-07,118.6
2016-12-08,119.8
2016-12-09,119.75
2016-12-12,117.7
2016-12-13,122.8
2016-12-14,122.0
2016-12-15,121.35
2016-12-16,121.6
2016-12-19,121.2
2016-12-20,118.9
2016-12-21,122.15
2016-12-22,117.2
2016-12-23,117.6
2016-12-26,114.5
2016-12-27,115.25
2016-12-28,116.5
2016-12-29,116.55
2016-12-30,118.5
