Date,PGIL
2016-01-01,232.85
2016-01-04,229.3
2016-01-05,234.1
2016-01-06,228.3
2016-01-07,220.3
2016-01-08,231.1
2016-01-11,225.85
2016-01-12,217.8
2016-01-13,218.65
2016-01-14,242.5
2016-01-15,234.1
2016-01-18,223.55
2016-01-19,225.45
2016-01-20,218.7
2016-01-21,227.6
2016-01-22,229.25
2016-01-25,229.25
2016-01-27,228.6
2016-01-28,232.15
2016-01-29,228.9
2016-02-01,230.0
2016-02-02,231.8
2016-02-03,229.5
2016-02-04,226.95
2016-02-05,226.75
2016-02-08,226.4
2016-02-09,223.25
2016-02-10,220.5
2016-02-11,216.75
2016-02-12,220.2
2016-02-15,225.6
2016-02-16,226.0
2016-02-17,226.15
2016-02-18,229.9
2016-02-19,230.2
2016-02-22,229.05
2016-02-23,224.95
2016-02-24,222.0
2016-02-25,220.6
2016-02-26,211.7
2016-02-29,212.75
2016-03-01,223.9
2016-03-02,225.0
2016-03-03,228.15
2016-03-04,226.0
2016-03-08,226.0
2016-03-09,226.2
2016-03-10,225.0
2016-03-11,223.75
2016-03-14,226.9
2016-03-15,226.1
2016-03-16,225.8
2016-03-17,229.1
2016-03-18,230.0
2016-03-21,230.4
2016-03-22,226.5
2016-03-23,223.95
2016-03-28,224.05
2016-03-29,221.4
2016-03-30,226.15
2016-03-31,230.1
2016-04-01,231.7
2016-04-04,237.4
2016-04-05,233.05
2016-04-06,237.75
2016-04-07,231.9
2016-04-08,226.0
2016-04-11,233.45
2016-04-12,234.25
2016-04-13,234.4
2016-04-18,232.7
2016-04-20,231.9
2016-04-21,231.2
2016-04-22,230.0
2016-04-25,233.9
2016-04-26,233.65
2016-04-27,231.1
2016-04-28,230.55
2016-04-29,230.7
2016-05-02,233.3
2016-05-03,236.65
2016-05-04,232.8
2016-05-05,235.1
2016-05-06,231.7
2016-05-09,231.95
2016-05-10,236.45
2016-05-11,232.6
2016-05-12,238.6
2016-05-13,235.2
2016-05-16,235.6
2016-05-17,238.9
2016-05-18,238.55
2016-05-19,235.0
2016-05-20,234.95
2016-05-23,233.35
2016-05-24,234.65
2016-05-25,236.15
2016-05-26,237.95
2016-05-27,237.05
2016-05-30,230.3
2016-05-31,235.05
2016-06-01,240.8
2016-06-02,234.2
2016-06-03,229.1
2016-06-06,222.6
2016-06-07,226.1
2016-06-08,223.15
2016-06-09,222.1
2016-06-10,221.05
2016-06-13,217.75
2016-06-14,217.8
2016-06-15,220.3
2016-06-16,213.3
2016-06-17,217.5
2016-06-20,216.75
2016-06-21,222.4
2016-06-22,217.05
2016-06-23,216.35
2016-06-24,213.4
2016-06-27,215.4
2016-06-28,217.7
2016-06-29,220.15
2016-06-30,243.2
2016-07-01,246.9
2016-07-04,239.6
2016-07-05,242.3
2016-07-07,252.65
2016-07-08,248.05
2016-07-11,245.35
2016-07-12,242.25
2016-07-13,237.9
2016-07-14,231.65
2016-07-15,231.3
2016-07-18,231.5
2016-07-19,225.25
2016-07-20,230.85
2016-07-21,224.55
2016-07-22,222.9
2016-07-25,221.0
2016-07-26,217.6
2016-07-27,225.2
2016-07-28,226.85
2016-07-29,222.75
2016-08-01,219.15
2016-08-02,216.85
2016-08-03,214.3
2016-08-04,217.15
2016-08-05,219.5
2016-08-08,222.0
2016-08-09,218.15
2016-08-10,215.55
2016-08-11,213.6
2016-08-12,213.45
2016-08-16,210.85
2016-08-17,210.45
2016-08-18,219.7
2016-08-19,215.1
2016-08-22,210.0
2016-08-23,208.4
2016-08-24,208.7
2016-08-25,208.6
2016-08-26,210.25
2016-08-29,206.25
2016-08-30,203.1
2016-08-31,201.15
2016-09-01,200.3
2016-09-02,196.85
2016-09-06,198.3
2016-09-07,196.25
2016-09-08,197.85
2016-09-09,193.65
2016-09-12,189.5
2016-09-14,190.7
2016-09-15,185.3
2016-09-16,185.65
2016-09-19,187.35
2016-09-20,184.7
2016-09-21,184.05
2016-09-22,185.1
2016-09-23,185.05
2016-09-26,179.6
2016-09-27,179.35
2016-09-28,179.0
2016-09-29,160.35
2016-09-30,164.5
2016-10-03,171.7
2016-10-04,163.85
2016-10-05,168.0
2016-10-06,172.55
2016-10-07,176.6
2016-10-10,174.9
2016-10-13,176.3
2016-10-14,167.75
2016-10-17,168.5
2016-10-18,171.7
2016-10-19,172.35
2016-10-20,173.7
2016-10-21,173.05
2016-10-24,176.1
2016-10-25,170.1
2016-10-26,172.4
2016-10-27,173.95
2016-10-28,174.05
2016-10-30,178.0
2016-11-01,174.9
2016-11-02,164.25
2016-11-03,170.8
2016-11-04,162.5
2016-11-07,161.55
2016-11-08,154.3
2016-11-09,146.25
2016-11-10,152.2
2016-11-11,145.85
2016-11-15,143.8
2016-11-16,143.9
2016-11-17,143.15
2016-11-18,147.15
2016-11-21,143.85
2016-11-22,142.7
2016-11-23,140.3
2016-11-24,144.75
2016-11-25,142.25
2016-11-28,142.65
2016-11-29,143.0
2016-11-30,142.8
2016-12-01,141.5
2016-12-02,143.05
2016-12-05,141.5
2016-12-06,140.15
2016-12-07,138.65
2016-12-08,138.85
2016-12-09,137.85
2016-12-12,137.05
2016-12-13,136.8
2016-12-14,136.35
2016-12-15,135.25
2016-12-16,137.1
2016-12-19,139.4
2016-12-20,135.1
2016-12-21,134.8
2016-12-22,135.7
2016-12-23,134.7
2016-12-26,133.0
2016-12-27,131.0
2016-12-28,131.4
2016-12-29,133.4
2016-12-30,135.85
