Date,KANSAINER
2016-01-01,266.7
2016-01-04,273.85
2016-01-05,281.3
2016-01-06,284.45
2016-01-07,287.35
2016-01-08,292.2
2016-01-11,287.7
2016-01-12,278.15
2016-01-13,271.05
2016-01-14,266.2
2016-01-15,262.9
2016-01-18,255.7
2016-01-19,264.4
2016-01-20,253.35
2016-01-21,261.65
2016-01-22,264.6
2016-01-25,267.75
2016-01-27,265.05
2016-01-28,262.45
2016-01-29,262.65
2016-02-01,270.1
2016-02-02,269.6
2016-02-03,267.45
2016-02-04,269.15
2016-02-05,272.85
2016-02-08,268.25
2016-02-09,265.25
2016-02-10,267.7
2016-02-11,262.4
2016-02-12,267.4
2016-02-15,265.05
2016-02-16,263.6
2016-02-17,263.35
2016-02-18,261.8
2016-02-19,267.5
2016-02-22,267.65
2016-02-23,265.15
2016-02-24,266.15
2016-02-25,265.05
2016-02-26,268.7
2016-02-29,269.25
2016-03-01,274.2
2016-03-02,274.65
2016-03-03,281.2
2016-03-04,282.65
2016-03-08,275.15
2016-03-09,277.35
2016-03-10,275.1
2016-03-11,277.6
2016-03-14,281.8
2016-03-15,278.25
2016-03-16,278.75
2016-03-17,275.95
2016-03-18,278.95
2016-03-21,275.3
2016-03-22,274.05
2016-03-23,275.0
2016-03-28,276.15
2016-03-29,279.95
2016-03-30,281.75
2016-03-31,280.6
2016-04-01,280.05
2016-04-04,282.4
2016-04-05,280.7
2016-04-06,281.1
2016-04-07,281.9
2016-04-08,282.15
2016-04-11,280.35
2016-04-12,281.85
2016-04-13,291.95
2016-04-18,304.4
2016-04-20,304.15
2016-04-21,299.85
2016-04-22,295.65
2016-04-25,289.9
2016-04-26,292.4
2016-04-27,295.9
2016-04-28,291.45
2016-04-29,285.6
2016-05-02,291.65
2016-05-03,290.05
2016-05-04,293.75
2016-05-05,293.65
2016-05-06,294.2
2016-05-09,295.45
2016-05-10,299.8
2016-05-11,297.4
2016-05-12,299.3
2016-05-13,296.8
2016-05-16,297.5
2016-05-17,295.7
2016-05-18,292.1
2016-05-19,289.25
2016-05-20,290.65
2016-05-23,287.6
2016-05-24,288.45
2016-05-25,289.8
2016-05-26,293.8
2016-05-27,294.9
2016-05-30,298.25
2016-05-31,292.25
2016-06-01,292.55
2016-06-02,295.9
2016-06-03,295.85
2016-06-06,297.95
2016-06-07,295.25
2016-06-08,293.95
2016-06-09,293.8
2016-06-10,295.2
2016-06-13,294.95
2016-06-14,295.45
2016-06-15,300.4
2016-06-16,303.8
2016-06-17,308.95
2016-06-20,307.25
2016-06-21,309.95
2016-06-22,312.1
2016-06-23,306.35
2016-06-24,312.8
2016-06-27,307.55
2016-06-28,310.05
2016-06-29,311.6
2016-06-30,310.15
2016-07-01,308.6
2016-07-04,310.75
2016-07-05,312.1
2016-07-07,312.75
2016-07-08,318.1
2016-07-11,319.6
2016-07-12,315.95
2016-07-13,318.0
2016-07-14,328.0
2016-07-15,317.2
2016-07-18,319.05
2016-07-19,317.9
2016-07-20,317.6
2016-07-21,314.0
2016-07-22,313.75
2016-07-25,319.75
2016-07-26,324.0
2016-07-27,320.0
2016-07-28,328.9
2016-07-29,341.1
2016-08-01,347.0
2016-08-02,370.15
2016-08-03,365.4
2016-08-04,361.5
2016-08-05,372.55
2016-08-08,371.55
2016-08-09,370.0
2016-08-10,362.0
2016-08-11,362.6
2016-08-12,361.6
2016-08-16,373.95
2016-08-17,376.15
2016-08-18,374.75
2016-08-19,370.9
2016-08-22,367.1
2016-08-23,361.55
2016-08-24,365.65
2016-08-25,362.55
2016-08-26,363.7
2016-08-29,364.15
2016-08-30,369.8
2016-08-31,372.1
2016-09-01,366.55
2016-09-02,370.6
2016-09-06,378.15
2016-09-07,379.65
2016-09-08,379.45
2016-09-09,375.35
2016-09-12,367.25
2016-09-14,369.3
2016-09-15,368.95
2016-09-16,377.4
2016-09-19,374.3
2016-09-20,373.7
2016-09-21,374.75
2016-09-22,369.6
2016-09-23,370.3
2016-09-26,366.6
2016-09-27,369.75
2016-09-28,366.55
2016-09-29,360.5
2016-09-30,360.15
2016-10-03,377.75
2016-10-04,374.55
2016-10-05,385.7
2016-10-06,385.6
2016-10-07,381.15
2016-10-10,378.45
2016-10-13,373.25
2016-10-14,373.35
2016-10-17,379.9
2016-10-18,382.15
2016-10-19,379.8
2016-10-20,376.95
2016-10-21,375.4
2016-10-24,375.15
2016-10-25,371.3
2016-10-26,377.05
2016-10-27,373.35
2016-10-28,379.1
2016-10-30,384.85
2016-11-01,374.65
2016-11-02,371.85
2016-11-03,370.05
2016-11-04,369.9
2016-11-07,370.0
2016-11-08,372.65
2016-11-09,370.0
2016-11-10,357.75
2016-11-11,341.45
2016-11-15,313.25
2016-11-16,320.05
2016-11-17,319.15
2016-11-18,319.35
2016-11-21,305.1
2016-11-22,319.85
2016-11-23,336.3
2016-11-24,340.05
2016-11-25,344.55
2016-11-28,343.95
2016-11-29,344.8
2016-11-30,347.05
2016-12-01,337.75
2016-12-02,331.0
2016-12-05,332.3
2016-12-06,331.6
2016-12-07,331.75
2016-12-08,337.95
2016-12-09,340.35
2016-12-12,335.25
2016-12-13,336.55
2016-12-14,329.1
2016-12-15,328.65
2016-12-16,339.5
2016-12-19,342.1
2016-12-20,329.2
2016-12-21,322.85
2016-12-22,324.25
2016-12-23,324.7
2016-12-26,319.65
2016-12-27,317.2
2016-12-28,316.4
2016-12-29,316.3
2016-12-30,319.25
