Date,BAJAJ-AUTO
2016-01-01,2518.0
2016-01-04,2483.35
2016-01-05,2502.35
2016-01-06,2485.5
2016-01-07,2419.25
2016-01-08,2375.85
2016-01-11,2360.5
2016-01-12,2344.35
2016-01-13,2369.7
2016-01-14,2362.45
2016-01-15,2322.15
2016-01-18,2249.9
2016-01-19,2266.3
2016-01-20,2278.35
2016-01-21,2272.95
2016-01-22,2318.85
2016-01-25,2327.3
2016-01-27,2302.85
2016-01-28,2263.4
2016-01-29,2341.95
2016-02-01,2327.9
2016-02-02,2364.1
2016-02-03,2347.65
2016-02-04,2310.65
2016-02-05,2366.35
2016-02-08,2355.05
2016-02-09,2376.6
2016-02-10,2368.15
2016-02-11,2329.9
2016-02-12,2304.4
2016-02-15,2342.1
2016-02-16,2329.85
2016-02-17,2357.45
2016-02-18,2406.4
2016-02-19,2455.8
2016-02-22,2476.75
2016-02-23,2396.45
2016-02-24,2337.4
2016-02-25,2322.0
2016-02-26,2238.1
2016-02-29,2201.2
2016-03-01,2258.2
2016-03-02,2230.3
2016-03-03,2280.1
2016-03-04,2306.25
2016-03-08,2326.25
2016-03-09,2316.8
2016-03-10,2324.6
2016-03-11,2325.9
2016-03-14,2316.6
2016-03-15,2278.45
2016-03-16,2250.0
2016-03-17,2269.9
2016-03-18,2303.35
2016-03-21,2314.2
2016-03-22,2310.8
2016-03-23,2356.4
2016-03-28,2357.35
2016-03-29,2351.95
2016-03-30,2422.45
2016-03-31,2405.95
2016-04-01,2419.85
2016-04-04,2448.25
2016-04-05,2394.85
2016-04-06,2395.2
2016-04-07,2378.45
2016-04-08,2389.45
2016-04-11,2433.85
2016-04-12,2459.7
2016-04-13,2582.5
2016-04-18,2544.45
2016-04-20,2532.8
2016-04-21,2496.45
2016-04-22,2522.15
2016-04-25,2543.75
2016-04-26,2548.1
2016-04-27,2548.25
2016-04-28,2487.5
2016-04-29,2491.95
2016-05-02,2477.95
2016-05-03,2462.85
2016-05-04,2460.3
2016-05-05,2453.3
2016-05-06,2435.2
2016-05-09,2527.15
2016-05-10,2530.05
2016-05-11,2517.25
2016-05-12,2549.05
2016-05-13,2517.7
2016-05-16,2512.1
2016-05-17,2506.55
2016-05-18,2461.7
2016-05-19,2435.45
2016-05-20,2453.0
2016-05-23,2421.8
2016-05-24,2379.4
2016-05-25,2475.3
2016-05-26,2505.15
2016-05-27,2563.7
2016-05-30,2607.15
2016-05-31,2618.35
