Date,TVTODAY
2016-01-01,337.3
2016-01-04,329.25
2016-01-05,330.05
2016-01-06,326.5
2016-01-07,324.3
2016-01-08,331.45
2016-01-11,340.35
2016-01-12,332.15
2016-01-13,318.9
2016-01-14,318.2
2016-01-15,301.4
2016-01-18,278.9
2016-01-19,281.15
2016-01-20,274.0
2016-01-21,271.8
2016-01-22,288.6
2016-01-25,291.45
2016-01-27,288.0
2016-01-28,286.65
2016-01-29,289.25
2016-02-01,301.85
2016-02-02,291.55
2016-02-03,281.8
2016-02-04,286.7
2016-02-05,288.1
2016-02-08,290.4
2016-02-09,311.3
2016-02-10,301.75
2016-02-11,279.95
2016-02-12,283.65
2016-02-15,306.6
2016-02-16,292.0
2016-02-17,328.95
2016-02-18,333.25
2016-02-19,324.05
2016-02-22,314.05
2016-02-23,314.3
2016-02-24,304.25
2016-02-25,300.1
2016-02-26,298.2
2016-02-29,295.6
2016-03-01,307.15
2016-03-02,312.55
2016-03-03,309.05
2016-03-04,309.15
2016-03-08,299.1
2016-03-09,299.6
2016-03-10,303.25
2016-03-11,298.95
2016-03-14,299.5
2016-03-15,300.0
2016-03-16,298.9
2016-03-17,292.6
2016-03-18,294.4
2016-03-21,296.1
2016-03-22,299.45
2016-03-23,312.05
2016-03-28,305.7
2016-03-29,303.15
2016-03-30,312.7
2016-03-31,309.9
2016-04-01,312.25
2016-04-04,321.05
2016-04-05,309.55
2016-04-06,312.3
2016-04-07,306.6
2016-04-08,308.8
2016-04-11,313.45
2016-04-12,312.8
2016-04-13,312.6
2016-04-18,314.35
2016-04-20,326.4
2016-04-21,323.25
2016-04-22,317.95
2016-04-25,317.0
2016-04-26,317.6
2016-04-27,320.8
2016-04-28,319.55
2016-04-29,318.4
2016-05-02,312.6
2016-05-03,316.55
2016-05-04,315.55
2016-05-05,320.9
2016-05-06,320.3
2016-05-09,317.45
2016-05-10,316.65
2016-05-11,322.5
2016-05-12,325.85
2016-05-13,326.05
2016-05-16,334.85
2016-05-17,327.25
2016-05-18,326.4
2016-05-19,317.35
2016-05-20,321.7
2016-05-23,320.75
2016-05-24,322.4
2016-05-25,332.0
2016-05-26,308.65
2016-05-27,310.05
2016-05-30,306.75
2016-05-31,302.0
2016-06-01,298.1
2016-06-02,294.0
2016-06-03,290.15
2016-06-06,291.15
2016-06-07,294.85
2016-06-08,300.1
2016-06-09,301.95
2016-06-10,294.05
2016-06-13,292.6
2016-06-14,291.95
2016-06-15,294.05
2016-06-16,290.35
2016-06-17,282.6
2016-06-20,286.85
2016-06-21,287.45
2016-06-22,292.25
2016-06-23,290.35
2016-06-24,295.35
2016-06-27,293.2
2016-06-28,295.65
2016-06-29,296.75
2016-06-30,294.85
2016-07-01,296.7
2016-07-04,300.9
2016-07-05,296.5
2016-07-07,297.7
2016-07-08,296.2
2016-07-11,293.2
2016-07-12,291.85
2016-07-13,289.15
2016-07-14,290.4
2016-07-15,288.3
2016-07-18,285.9
2016-07-19,284.85
2016-07-20,287.35
2016-07-21,295.65
2016-07-22,296.5
2016-07-25,299.25
2016-07-26,297.4
2016-07-27,306.85
2016-07-28,303.0
2016-07-29,298.5
2016-08-01,293.25
2016-08-02,294.65
2016-08-03,295.25
2016-08-04,297.7
2016-08-05,301.7
2016-08-08,297.25
2016-08-09,292.85
2016-08-10,290.35
2016-08-11,292.15
2016-08-12,293.05
2016-08-16,290.15
2016-08-17,304.45
2016-08-18,302.8
2016-08-19,299.65
2016-08-22,297.65
2016-08-23,295.9
2016-08-24,302.1
2016-08-25,298.9
2016-08-26,302.95
2016-08-29,300.1
2016-08-30,306.25
2016-08-31,307.95
2016-09-01,304.95
2016-09-02,302.7
2016-09-06,305.25
2016-09-07,300.0
2016-09-08,315.0
2016-09-09,305.4
2016-09-12,298.1
2016-09-14,298.25
2016-09-15,306.5
2016-09-16,302.3
2016-09-19,313.6
2016-09-20,318.3
2016-09-21,312.25
2016-09-22,313.05
2016-09-23,312.45
2016-09-26,305.55
2016-09-27,304.55
2016-09-28,302.45
2016-09-29,297.25
2016-09-30,305.95
2016-10-03,309.0
2016-10-04,309.65
2016-10-05,310.9
2016-10-06,324.3
2016-10-07,337.85
2016-10-10,331.2
2016-10-13,325.25
2016-10-14,328.1
2016-10-17,322.65
2016-10-18,330.15
2016-10-19,334.9
2016-10-20,335.9
2016-10-21,331.4
2016-10-24,339.05
2016-10-25,335.5
2016-10-26,331.6
2016-10-27,332.6
2016-10-28,333.85
2016-10-30,337.2
2016-11-01,340.7
2016-11-02,348.5
2016-11-03,339.25
2016-11-04,340.1
2016-11-07,335.5
2016-11-08,336.1
2016-11-09,328.65
2016-11-10,337.35
2016-11-11,331.75
2016-11-15,299.35
2016-11-16,311.75
2016-11-17,313.6
2016-11-18,315.2
2016-11-21,297.8
2016-11-22,300.4
2016-11-23,315.25
2016-11-24,304.8
2016-11-25,312.2
2016-11-28,311.4
2016-11-29,310.0
2016-11-30,315.45
2016-12-01,317.15
2016-12-02,313.4
2016-12-05,293.8
2016-12-06,288.65
2016-12-07,290.1
2016-12-08,287.55
2016-12-09,280.05
2016-12-12,285.35
2016-12-13,281.25
2016-12-14,285.2
2016-12-15,277.45
2016-12-16,277.45
2016-12-19,262.5
2016-12-20,260.35
2016-12-21,263.7
2016-12-22,258.3
2016-12-23,259.1
2016-12-26,256.5
2016-12-27,257.9
2016-12-28,258.3
2016-12-29,262.35
2016-12-30,260.8
