Date,ROLTA
2016-01-01,101.8
2016-01-04,99.2
2016-01-05,99.65
2016-01-06,100.3
2016-01-07,96.5
2016-01-08,97.55
2016-01-11,96.6
2016-01-12,97.1
2016-01-13,94.25
2016-01-14,92.25
2016-01-15,89.25
2016-01-18,83.3
2016-01-19,86.85
2016-01-20,83.6
2016-01-21,83.3
2016-01-22,83.6
2016-01-25,83.4
2016-01-27,83.45
2016-01-28,83.35
2016-01-29,84.05
2016-02-01,84.25
2016-02-02,83.5
2016-02-03,80.65
2016-02-04,78.65
2016-02-05,78.85
2016-02-08,79.1
2016-02-09,78.95
2016-02-10,75.75
2016-02-11,70.6
2016-02-12,70.35
2016-02-15,72.7
2016-02-16,72.1
2016-02-17,69.8
2016-02-18,69.75
2016-02-19,68.85
2016-02-22,69.7
2016-02-23,68.25
2016-02-24,67.3
2016-02-25,70.7
2016-02-26,69.25
2016-02-29,68.75
2016-03-01,71.05
2016-03-02,74.0
2016-03-03,75.2
2016-03-04,74.75
2016-03-08,77.35
2016-03-09,76.2
2016-03-10,78.05
2016-03-11,76.9
2016-03-14,76.6
2016-03-15,74.4
2016-03-16,74.75
2016-03-17,76.95
2016-03-18,76.5
2016-03-21,77.85
2016-03-22,78.65
2016-03-23,77.6
2016-03-28,75.3
2016-03-29,75.4
2016-03-30,76.3
2016-03-31,75.85
2016-04-01,76.95
2016-04-04,78.65
2016-04-05,77.0
2016-04-06,75.7
2016-04-07,74.85
2016-04-08,74.25
2016-04-11,74.15
2016-04-12,76.25
2016-04-13,76.45
2016-04-18,78.1
2016-04-20,76.7
2016-04-21,77.5
2016-04-22,78.35
2016-04-25,77.15
2016-04-26,77.35
2016-04-27,77.85
2016-04-28,76.8
2016-04-29,77.6
2016-05-02,76.85
2016-05-03,85.15
2016-05-04,80.9
2016-05-05,81.7
2016-05-06,80.25
2016-05-09,80.05
2016-05-10,81.1
2016-05-11,79.75
2016-05-12,80.1
2016-05-13,78.65
2016-05-16,77.7
2016-05-17,80.4
2016-05-18,81.4
2016-05-19,79.55
2016-05-20,77.7
2016-05-23,75.75
2016-05-24,74.55
2016-05-25,75.9
2016-05-26,77.6
2016-05-27,79.0
2016-05-30,78.45
2016-05-31,71.75
2016-06-01,71.85
2016-06-02,67.75
2016-06-03,65.45
2016-06-06,63.95
2016-06-07,65.95
2016-06-08,66.55
2016-06-09,65.45
2016-06-10,65.95
2016-06-13,65.35
2016-06-14,65.85
2016-06-15,65.5
2016-06-16,63.75
2016-06-17,64.6
2016-06-20,64.45
2016-06-21,65.15
2016-06-22,64.6
2016-06-23,63.85
2016-06-24,61.9
2016-06-27,62.1
2016-06-28,62.9
2016-06-29,63.45
2016-06-30,64.25
2016-07-01,66.35
2016-07-04,67.55
2016-07-05,67.7
2016-07-07,66.9
2016-07-08,66.0
2016-07-11,66.05
2016-07-12,66.05
2016-07-13,65.6
2016-07-14,66.65
2016-07-15,65.95
2016-07-18,65.35
2016-07-19,65.25
2016-07-20,65.35
2016-07-21,64.85
2016-07-22,65.0
2016-07-25,65.0
2016-07-26,64.9
2016-07-27,67.05
2016-07-28,66.5
2016-07-29,67.7
2016-08-01,65.9
2016-08-02,65.1
2016-08-03,64.45
2016-08-04,63.85
2016-08-05,64.25
2016-08-08,64.95
2016-08-09,64.75
2016-08-10,63.65
2016-08-11,63.7
2016-08-12,63.2
2016-08-16,63.65
2016-08-17,63.6
2016-08-18,63.95
2016-08-19,64.45
2016-08-22,66.6
2016-08-23,66.15
2016-08-24,66.0
2016-08-25,65.35
2016-08-26,64.25
2016-08-29,63.25
2016-08-30,64.65
2016-08-31,64.65
2016-09-01,63.3
2016-09-02,63.9
2016-09-06,63.6
2016-09-07,63.55
2016-09-08,64.1
2016-09-09,64.9
2016-09-12,62.8
2016-09-14,62.9
2016-09-15,63.8
2016-09-16,60.9
2016-09-19,61.65
2016-09-20,61.85
2016-09-21,61.65
2016-09-22,62.15
2016-09-23,62.85
2016-09-26,63.35
2016-09-27,62.1
2016-09-28,62.9
2016-09-29,61.35
2016-09-30,60.85
2016-10-03,62.9
2016-10-04,62.65
2016-10-05,65.15
2016-10-06,64.65
2016-10-07,63.7
2016-10-10,64.8
2016-10-13,63.45
2016-10-14,64.55
2016-10-17,63.0
2016-10-18,63.6
2016-10-19,63.75
2016-10-20,64.1
2016-10-21,64.3
2016-10-24,64.0
2016-10-25,63.3
2016-10-26,63.05
2016-10-27,62.8
2016-10-28,62.85
2016-10-30,63.3
2016-11-01,62.65
2016-11-02,61.65
2016-11-03,61.1
2016-11-04,60.05
2016-11-07,60.4
2016-11-08,60.25
2016-11-09,58.4
2016-11-10,59.5
2016-11-11,58.0
2016-11-15,55.65
2016-11-16,55.3
2016-11-17,54.15
2016-11-18,54.05
2016-11-21,53.1
2016-11-22,52.7
2016-11-23,52.6
2016-11-24,52.65
2016-11-25,54.7
2016-11-28,55.1
2016-11-29,55.6
2016-11-30,52.7
2016-12-01,52.75
2016-12-02,52.55
2016-12-05,52.4
2016-12-06,52.6
2016-12-07,52.3
2016-12-08,52.7
2016-12-09,54.5
2016-12-12,65.4
2016-12-13,72.55
2016-12-14,68.3
2016-12-15,69.8
2016-12-16,68.15
2016-12-19,67.7
2016-12-20,64.55
2016-12-21,65.3
2016-12-22,63.2
2016-12-23,61.95
2016-12-26,59.2
2016-12-27,60.35
2016-12-28,59.6
2016-12-29,60.1
2016-12-30,60.65
