Date,KALPATPOWR
2016-01-01,255.8
2016-01-04,252.35
2016-01-05,253.4
2016-01-06,251.7
2016-01-07,248.1
2016-01-08,252.9
2016-01-11,242.7
2016-01-12,233.0
2016-01-13,222.95
2016-01-14,221.3
2016-01-15,208.2
2016-01-18,184.2
2016-01-19,195.15
2016-01-20,191.2
2016-01-21,188.05
2016-01-22,191.05
2016-01-25,201.6
2016-01-27,196.65
2016-01-28,196.05
2016-01-29,197.4
2016-02-01,203.55
2016-02-02,196.8
2016-02-03,190.35
2016-02-04,184.65
2016-02-05,178.7
2016-02-08,176.6
2016-02-09,178.1
2016-02-10,180.5
2016-02-11,167.15
2016-02-12,171.05
2016-02-15,176.5
2016-02-16,177.25
2016-02-17,173.95
2016-02-18,171.85
2016-02-19,171.45
2016-02-22,171.0
2016-02-23,167.75
2016-02-24,169.8
2016-02-25,170.1
2016-02-26,172.0
2016-02-29,165.5
2016-03-01,173.0
2016-03-02,175.95
2016-03-03,183.0
2016-03-04,180.35
2016-03-08,183.25
2016-03-09,186.95
2016-03-10,185.95
2016-03-11,195.65
2016-03-14,197.05
2016-03-15,189.05
2016-03-16,192.3
2016-03-17,193.05
2016-03-18,192.2
2016-03-21,195.7
2016-03-22,205.05
2016-03-23,216.0
2016-03-28,206.85
2016-03-29,199.55
2016-03-30,209.85
2016-03-31,205.1
2016-04-01,205.15
2016-04-04,205.9
2016-04-05,205.85
2016-04-06,206.65
2016-04-07,205.15
2016-04-08,207.7
2016-04-11,206.7
2016-04-12,211.55
2016-04-13,212.4
2016-04-18,218.2
2016-04-20,216.1
2016-04-21,216.3
2016-04-22,214.0
2016-04-25,217.25
2016-04-26,217.7
2016-04-27,214.35
2016-04-28,211.9
2016-04-29,209.05
2016-05-02,210.0
2016-05-03,208.3
2016-05-04,206.3
2016-05-05,203.55
2016-05-06,202.95
2016-05-09,210.4
2016-05-10,214.95
2016-05-11,213.75
2016-05-12,215.4
2016-05-13,218.55
2016-05-16,217.3
2016-05-17,215.95
2016-05-18,233.65
2016-05-19,225.85
2016-05-20,225.45
2016-05-23,223.85
2016-05-24,223.5
2016-05-25,230.5
2016-05-26,229.7
2016-05-27,226.85
2016-05-30,232.5
2016-05-31,237.8
2016-06-01,241.7
2016-06-02,245.05
2016-06-03,247.1
2016-06-06,254.05
2016-06-07,261.9
2016-06-08,261.5
2016-06-09,262.05
2016-06-10,258.25
2016-06-13,247.45
2016-06-14,252.75
2016-06-15,252.05
2016-06-16,257.0
2016-06-17,258.7
2016-06-20,255.35
2016-06-21,253.15
2016-06-22,247.65
2016-06-23,248.55
2016-06-24,240.15
2016-06-27,250.25
2016-06-28,249.75
2016-06-29,256.85
2016-06-30,255.7
2016-07-01,257.15
2016-07-04,262.3
2016-07-05,256.7
2016-07-07,267.9
2016-07-08,264.2
2016-07-11,264.9
2016-07-12,264.75
2016-07-13,261.25
2016-07-14,260.75
2016-07-15,261.2
2016-07-18,262.8
2016-07-19,262.1
2016-07-20,262.9
2016-07-21,268.7
2016-07-22,270.5
2016-07-25,273.9
2016-07-26,272.55
2016-07-27,265.85
2016-07-28,271.1
2016-07-29,271.5
2016-08-01,270.0
2016-08-02,266.15
2016-08-03,258.3
2016-08-04,256.05
2016-08-05,258.7
2016-08-08,265.05
2016-08-09,268.1
2016-08-10,262.6
2016-08-11,261.85
2016-08-12,260.4
2016-08-16,257.85
2016-08-17,262.25
2016-08-18,260.95
2016-08-19,256.3
2016-08-22,251.25
2016-08-23,259.2
2016-08-24,257.15
2016-08-25,258.1
2016-08-26,255.55
2016-08-29,257.75
2016-08-30,263.1
2016-08-31,261.25
2016-09-01,256.4
2016-09-02,256.05
2016-09-06,260.6
2016-09-07,261.3
2016-09-08,266.0
2016-09-09,262.35
2016-09-12,259.9
2016-09-14,259.2
2016-09-15,260.9
2016-09-16,267.7
2016-09-19,262.35
2016-09-20,269.65
2016-09-21,263.75
2016-09-22,261.0
2016-09-23,264.9
2016-09-26,261.85
2016-09-27,261.55
2016-09-28,265.6
2016-09-29,256.05
2016-09-30,260.5
2016-10-03,259.85
2016-10-04,253.95
2016-10-05,252.3
2016-10-06,253.35
2016-10-07,254.4
2016-10-10,253.8
2016-10-13,254.1
2016-10-14,255.05
2016-10-17,256.15
2016-10-18,257.0
2016-10-19,253.9
2016-10-20,255.55
2016-10-21,253.1
2016-10-24,257.15
2016-10-25,254.4
2016-10-26,254.35
2016-10-27,252.9
2016-10-28,250.65
2016-10-30,255.3
2016-11-01,253.9
2016-11-02,248.85
2016-11-03,244.75
2016-11-04,242.9
2016-11-07,245.95
2016-11-08,242.5
2016-11-09,235.7
2016-11-10,228.7
2016-11-11,226.75
2016-11-15,223.05
2016-11-16,219.25
2016-11-17,224.2
2016-11-18,234.7
2016-11-21,232.9
2016-11-22,231.2
2016-11-23,233.8
2016-11-24,233.75
2016-11-25,231.15
2016-11-28,234.2
2016-11-29,237.9
2016-11-30,242.95
2016-12-01,244.75
2016-12-02,244.75
2016-12-05,241.8
2016-12-06,236.8
2016-12-07,233.6
2016-12-08,234.0
2016-12-09,236.95
2016-12-12,241.15
2016-12-13,241.65
2016-12-14,236.4
2016-12-15,240.05
2016-12-16,237.1
2016-12-19,233.9
2016-12-20,238.1
2016-12-21,236.95
2016-12-22,224.55
2016-12-23,241.5
2016-12-26,237.4
2016-12-27,236.35
2016-12-28,244.75
2016-12-29,245.65
2016-12-30,248.55
