Date,AKZOINDIA
2016-01-01,1394.8
2016-01-04,1378.2
2016-01-05,1366.05
2016-01-06,1354.2
2016-01-07,1344.65
2016-01-08,1354.65
2016-01-11,1368.3
2016-01-12,1355.65
2016-01-13,1370.75
2016-01-14,1352.8
2016-01-15,1342.15
2016-01-18,1311.05
2016-01-19,1310.05
2016-01-20,1289.9
2016-01-21,1294.8
2016-01-22,1300.2
2016-01-25,1325.85
2016-01-27,1340.3
2016-01-28,1343.6
2016-01-29,1340.2
2016-02-01,1341.9
2016-02-02,1339.95
2016-02-03,1290.05
2016-02-04,1280.0
2016-02-05,1260.15
2016-02-08,1285.35
2016-02-09,1278.25
2016-02-10,1274.25
2016-02-11,1240.8
2016-02-12,1252.5
2016-02-15,1269.35
2016-02-16,1267.45
2016-02-17,1249.3
2016-02-18,1272.55
2016-02-19,1288.4
2016-02-22,1317.7
2016-02-23,1283.4
2016-02-24,1306.15
2016-02-25,1298.4
2016-02-26,1308.75
2016-02-29,1313.0
2016-03-01,1320.0
2016-03-02,1305.95
2016-03-03,1316.55
2016-03-04,1303.6
2016-03-08,1298.75
2016-03-09,1296.2
2016-03-10,1278.3
2016-03-11,1305.6
2016-03-14,1277.9
2016-03-15,1287.6
2016-03-16,1270.6
2016-03-17,1293.6
2016-03-18,1304.15
2016-03-21,1293.45
2016-03-22,1278.9
2016-03-23,1271.95
2016-03-28,1264.0
2016-03-29,1305.2
2016-03-30,1400.05
2016-03-31,1363.95
2016-04-01,1363.25
2016-04-04,1366.7
2016-04-05,1350.4
2016-04-06,1325.65
2016-04-07,1316.05
2016-04-08,1295.65
2016-04-11,1288.15
2016-04-12,1313.25
2016-04-13,1306.25
2016-04-18,1326.15
2016-04-20,1344.95
2016-04-21,1356.1
2016-04-22,1325.35
2016-04-25,1309.85
2016-04-26,1318.75
2016-04-27,1338.65
2016-04-28,1322.7
2016-04-29,1331.0
2016-05-02,1317.25
2016-05-03,1324.05
2016-05-04,1325.1
2016-05-05,1309.05
2016-05-06,1313.9
2016-05-09,1326.15
2016-05-10,1334.05
2016-05-11,1351.9
2016-05-12,1369.5
2016-05-13,1359.45
2016-05-16,1434.4
2016-05-17,1426.45
2016-05-18,1434.75
2016-05-19,1435.5
2016-05-20,1429.15
2016-05-23,1428.15
2016-05-24,1420.95
2016-05-25,1442.0
2016-05-26,1441.95
2016-05-27,1445.9
2016-05-30,1494.3
2016-05-31,1536.0
2016-06-01,1508.4
2016-06-02,1523.45
2016-06-03,1512.85
2016-06-06,1526.35
2016-06-07,1513.55
2016-06-08,1571.65
2016-06-09,1528.05
2016-06-10,1521.1
2016-06-13,1526.6
2016-06-14,1523.0
2016-06-15,1528.7
2016-06-16,1518.5
2016-06-17,1515.1
2016-06-20,1528.1
2016-06-21,1525.4
2016-06-22,1521.1
2016-06-23,1523.45
2016-06-24,1511.45
2016-06-27,1516.25
2016-06-28,1506.35
2016-06-29,1522.2
2016-06-30,1592.65
2016-07-01,1584.9
2016-07-04,1591.35
2016-07-05,1573.7
2016-07-07,1585.4
2016-07-08,1581.8
2016-07-11,1599.0
2016-07-12,1592.65
2016-07-13,1594.15
2016-07-14,1610.2
2016-07-15,1611.9
2016-07-18,1627.45
2016-07-19,1537.85
2016-07-20,1550.15
2016-07-21,1538.45
2016-07-22,1523.35
2016-07-25,1543.4
2016-07-26,1537.8
2016-07-27,1533.75
2016-07-28,1616.05
2016-07-29,1677.75
2016-08-01,1661.75
2016-08-02,1636.5
2016-08-03,1606.95
2016-08-04,1621.7
2016-08-05,1636.3
2016-08-08,1628.25
2016-08-09,1610.75
2016-08-10,1607.7
2016-08-11,1607.55
2016-08-12,1608.5
2016-08-16,1602.2
2016-08-17,1609.8
2016-08-18,1632.0
2016-08-19,1623.4
2016-08-22,1641.65
2016-08-23,1626.05
2016-08-24,1635.8
2016-08-25,1625.7
2016-08-26,1646.3
2016-08-29,1631.5
2016-08-30,1698.9
2016-08-31,1720.0
2016-09-01,1692.1
2016-09-02,1665.05
2016-09-06,1666.3
2016-09-07,1659.65
2016-09-08,1660.45
2016-09-09,1655.2
2016-09-12,1612.4
2016-09-14,1637.6
2016-09-15,1652.3
2016-09-16,1592.9
2016-09-19,1652.4
2016-09-20,1640.7
2016-09-21,1647.35
2016-09-22,1654.45
2016-09-23,1649.1
2016-09-26,1676.5
2016-09-27,1699.8
2016-09-28,1701.7
2016-09-29,1674.05
2016-09-30,1697.7
2016-10-03,1689.7
2016-10-04,1676.8
2016-10-05,1638.1
2016-10-06,1649.85
2016-10-07,1648.35
2016-10-10,1654.15
2016-10-13,1641.5
2016-10-14,1645.95
2016-10-17,1638.95
2016-10-18,1657.95
2016-10-19,1658.3
2016-10-20,1664.75
2016-10-21,1694.4
2016-10-24,1658.3
2016-10-25,1645.95
2016-10-26,1642.8
2016-10-27,1625.0
2016-10-28,1637.95
2016-10-30,1662.3
2016-11-01,1637.6
2016-11-02,1663.25
2016-11-03,1656.45
2016-11-04,1635.2
2016-11-07,1640.85
2016-11-08,1613.75
2016-11-09,1560.75
2016-11-10,1558.55
2016-11-11,1511.3
2016-11-15,1482.55
2016-11-16,1474.45
2016-11-17,1441.8
2016-11-18,1445.9
2016-11-21,1424.45
2016-11-22,1395.8
2016-11-23,1407.7
2016-11-24,1396.55
2016-11-25,1422.15
2016-11-28,1426.05
2016-11-29,1434.05
2016-11-30,1425.7
2016-12-01,1421.25
2016-12-02,1399.1
2016-12-05,1412.25
2016-12-06,1409.9
2016-12-07,1408.05
2016-12-08,1419.1
2016-12-09,1453.35
2016-12-12,1434.3
2016-12-13,1437.4
2016-12-14,1433.6
2016-12-15,1402.05
2016-12-16,1395.7
2016-12-19,1386.8
2016-12-20,1373.15
2016-12-21,1370.75
2016-12-22,1362.55
2016-12-23,1372.3
2016-12-26,1372.35
2016-12-27,1377.65
2016-12-28,1396.85
2016-12-29,1434.2
2016-12-30,1401.8
