Date,GPPL
2016-01-01,149.05
2016-01-04,157.35
2016-01-05,157.75
2016-01-06,158.0
2016-01-07,153.35
2016-01-08,158.05
2016-01-11,155.95
2016-01-12,153.4
2016-01-13,157.4
2016-01-14,153.05
2016-01-15,147.8
2016-01-18,141.8
2016-01-19,143.4
2016-01-20,142.55
2016-01-21,144.25
2016-01-22,148.85
2016-01-25,150.6
2016-01-27,146.45
2016-01-28,154.35
2016-01-29,161.1
2016-02-01,158.7
2016-02-02,155.55
2016-02-03,147.8
2016-02-04,147.3
2016-02-05,155.0
2016-02-08,153.85
2016-02-09,158.8
2016-02-10,159.0
2016-02-11,151.95
2016-02-12,147.85
2016-02-15,154.0
2016-02-16,156.1
2016-02-17,154.05
2016-02-18,146.75
2016-02-19,147.95
2016-02-22,151.9
2016-02-23,156.95
2016-02-24,153.95
2016-02-25,152.9
2016-02-26,149.6
2016-02-29,146.7
2016-03-01,153.8
2016-03-02,155.45
2016-03-03,155.0
2016-03-04,155.65
2016-03-08,155.0
2016-03-09,156.2
2016-03-10,158.8
2016-03-11,158.7
2016-03-14,159.15
2016-03-15,159.4
2016-03-16,159.4
2016-03-17,164.15
2016-03-18,168.3
2016-03-21,176.45
2016-03-22,175.65
2016-03-23,179.05
2016-03-28,178.5
2016-03-29,171.75
2016-03-30,172.15
2016-03-31,176.5
2016-04-01,172.35
2016-04-04,184.85
2016-04-05,174.1
2016-04-06,178.75
2016-04-07,177.05
2016-04-08,177.4
2016-04-11,173.5
2016-04-12,176.65
2016-04-13,177.85
2016-04-18,174.4
2016-04-20,174.85
2016-04-21,173.15
2016-04-22,172.55
2016-04-25,172.9
2016-04-26,172.75
2016-04-27,169.5
2016-04-28,168.75
2016-04-29,170.6
2016-05-02,169.25
2016-05-03,169.55
2016-05-04,168.7
2016-05-05,165.05
2016-05-06,162.3
2016-05-09,158.25
2016-05-10,162.1
2016-05-11,159.95
2016-05-12,159.5
2016-05-13,160.95
2016-05-16,162.85
2016-05-17,163.0
2016-05-18,162.75
2016-05-19,159.1
2016-05-20,157.45
2016-05-23,159.95
2016-05-24,160.75
2016-05-25,160.2
2016-05-26,162.85
2016-05-27,161.9
2016-05-30,162.1
2016-05-31,160.15
2016-06-01,160.25
2016-06-02,157.4
2016-06-03,158.4
2016-06-06,160.15
2016-06-07,160.95
2016-06-08,159.35
2016-06-09,159.25
2016-06-10,158.0
2016-06-13,155.55
2016-06-14,156.1
2016-06-15,155.65
2016-06-16,152.85
2016-06-17,153.85
2016-06-20,154.1
2016-06-21,159.85
2016-06-22,165.05
2016-06-23,165.25
2016-06-24,163.7
2016-06-27,162.4
2016-06-28,160.95
2016-06-29,160.0
2016-06-30,163.0
2016-07-01,162.5
2016-07-04,164.15
2016-07-05,166.15
2016-07-07,169.9
2016-07-08,176.15
2016-07-11,177.55
2016-07-12,184.3
2016-07-13,190.95
2016-07-14,184.95
2016-07-15,180.55
2016-07-18,182.5
2016-07-19,174.0
2016-07-20,174.35
2016-07-21,177.0
2016-07-22,181.35
2016-07-25,183.4
2016-07-26,180.6
2016-07-27,179.85
2016-07-28,174.55
2016-07-29,172.45
2016-08-01,171.95
2016-08-02,172.8
2016-08-03,169.75
2016-08-04,170.05
2016-08-05,170.95
2016-08-08,170.8
2016-08-09,168.3
2016-08-10,167.65
2016-08-11,169.3
2016-08-12,178.9
2016-08-16,179.7
2016-08-17,175.6
2016-08-18,174.3
2016-08-19,173.45
2016-08-22,172.0
2016-08-23,170.75
2016-08-24,171.6
2016-08-25,171.0
2016-08-26,170.25
2016-08-29,175.3
2016-08-30,178.6
2016-08-31,177.9
2016-09-01,181.05
2016-09-02,186.2
2016-09-06,186.3
2016-09-07,184.15
2016-09-08,187.4
2016-09-09,194.9
2016-09-12,193.1
2016-09-14,184.0
2016-09-15,181.7
2016-09-16,181.75
2016-09-19,176.95
2016-09-20,173.3
2016-09-21,172.5
2016-09-22,170.9
2016-09-23,171.35
2016-09-26,172.55
2016-09-27,172.85
2016-09-28,176.4
2016-09-29,170.55
2016-09-30,174.0
2016-10-03,175.45
2016-10-04,179.15
2016-10-05,176.95
2016-10-06,186.3
2016-10-07,187.5
2016-10-10,182.9
2016-10-13,176.05
2016-10-14,175.35
2016-10-17,173.3
2016-10-18,170.0
2016-10-19,170.35
2016-10-20,169.85
2016-10-21,169.35
2016-10-24,169.2
2016-10-25,169.45
2016-10-26,167.95
2016-10-27,166.55
2016-10-28,162.8
2016-10-30,166.5
2016-11-01,169.1
2016-11-02,168.2
2016-11-03,169.5
2016-11-04,167.55
2016-11-07,160.25
2016-11-08,161.05
2016-11-09,158.7
2016-11-10,155.55
2016-11-11,152.35
2016-11-15,146.9
2016-11-16,137.35
2016-11-17,132.45
2016-11-18,135.8
2016-11-21,134.8
2016-11-22,138.6
2016-11-23,140.4
2016-11-24,142.95
2016-11-25,146.2
2016-11-28,146.45
2016-11-29,140.85
2016-11-30,139.6
2016-12-01,137.6
2016-12-02,136.8
2016-12-05,139.0
2016-12-06,140.6
2016-12-07,137.75
2016-12-08,137.85
2016-12-09,139.0
2016-12-12,137.75
2016-12-13,139.55
2016-12-14,140.0
2016-12-15,140.55
2016-12-16,139.55
2016-12-19,137.05
2016-12-20,136.9
2016-12-21,135.1
2016-12-22,130.2
2016-12-23,129.25
2016-12-26,124.25
2016-12-27,131.05
2016-12-28,129.0
2016-12-29,128.6
2016-12-30,131.5
