Date,INDIAGLYCO
2016-01-01,103.05
2016-01-04,102.4
2016-01-05,104.2
2016-01-06,104.45
2016-01-07,97.2
2016-01-08,98.5
2016-01-11,97.8
2016-01-12,97.4
2016-01-13,94.1
2016-01-14,91.55
2016-01-15,88.15
2016-01-18,82.2
2016-01-19,83.95
2016-01-20,80.6
2016-01-21,79.3
2016-01-22,82.95
2016-01-25,85.0
2016-01-27,85.25
2016-01-28,84.45
2016-01-29,86.25
2016-02-01,86.65
2016-02-02,87.15
2016-02-03,83.65
2016-02-04,82.95
2016-02-05,83.5
2016-02-08,82.5
2016-02-09,81.45
2016-02-10,78.4
2016-02-11,75.1
2016-02-12,68.2
2016-02-15,72.35
2016-02-16,70.1
2016-02-17,69.5
2016-02-18,68.5
2016-02-19,70.1
2016-02-22,69.75
2016-02-23,68.65
2016-02-24,67.1
2016-02-25,67.75
2016-02-26,66.75
2016-02-29,65.05
2016-03-01,68.9
2016-03-02,71.2
2016-03-03,74.55
2016-03-04,75.3
2016-03-08,80.4
2016-03-09,80.95
2016-03-10,77.75
2016-03-11,77.0
2016-03-14,76.4
2016-03-15,76.45
2016-03-16,90.9
2016-03-17,87.95
2016-03-18,87.6
2016-03-21,86.65
2016-03-22,86.4
2016-03-23,85.35
2016-03-28,81.4
2016-03-29,84.95
2016-03-30,85.3
2016-03-31,84.35
2016-04-01,84.95
2016-04-04,87.25
2016-04-05,85.05
2016-04-06,86.45
2016-04-07,89.1
2016-04-08,89.65
2016-04-11,91.95
2016-04-12,90.05
2016-04-13,89.55
2016-04-18,86.1
2016-04-20,88.0
2016-04-21,87.25
2016-04-22,87.3
2016-04-25,86.8
2016-04-26,87.15
2016-04-27,88.45
2016-04-28,87.9
2016-04-29,86.75
2016-05-02,86.25
2016-05-03,86.4
2016-05-04,85.05
2016-05-05,88.75
2016-05-06,90.95
2016-05-09,90.95
2016-05-10,89.15
2016-05-11,88.1
2016-05-12,87.7
2016-05-13,87.0
2016-05-16,87.1
2016-05-17,87.85
2016-05-18,86.95
2016-05-19,86.1
2016-05-20,84.9
2016-05-23,83.15
2016-05-24,81.8
2016-05-25,83.2
2016-05-26,84.3
2016-05-27,81.15
2016-05-30,82.0
2016-05-31,79.5
2016-06-01,80.5
2016-06-02,81.65
2016-06-03,81.3
2016-06-06,83.2
2016-06-07,82.3
2016-06-08,83.75
2016-06-09,84.35
2016-06-10,85.7
2016-06-13,87.35
2016-06-14,89.65
2016-06-15,92.25
2016-06-16,88.9
2016-06-17,89.45
2016-06-20,89.45
2016-06-21,103.55
2016-06-22,97.05
2016-06-23,97.0
2016-06-24,91.8
2016-06-27,95.3
2016-06-28,94.65
2016-06-29,98.1
2016-06-30,96.35
2016-07-01,95.5
2016-07-04,103.1
2016-07-05,99.8
2016-07-07,101.65
2016-07-08,104.1
2016-07-11,101.35
2016-07-12,99.2
2016-07-13,96.8
2016-07-14,97.35
2016-07-15,97.55
2016-07-18,97.55
2016-07-19,96.8
2016-07-20,99.15
2016-07-21,97.7
2016-07-22,97.35
2016-07-25,97.85
2016-07-26,97.5
2016-07-27,95.9
2016-07-28,95.7
2016-07-29,101.3
2016-08-01,100.4
2016-08-02,97.85
2016-08-03,95.75
2016-08-04,96.8
2016-08-05,97.15
2016-08-08,98.05
2016-08-09,96.1
2016-08-10,93.95
2016-08-11,93.4
2016-08-12,94.1
2016-08-16,95.5
2016-08-17,95.75
2016-08-18,95.15
2016-08-19,96.6
2016-08-22,97.9
2016-08-23,97.2
2016-08-24,99.15
2016-08-25,101.85
2016-08-26,98.75
2016-08-29,101.55
2016-08-30,111.35
2016-08-31,108.05
2016-09-01,106.05
2016-09-02,108.2
2016-09-06,112.95
2016-09-07,111.15
2016-09-08,110.45
2016-09-09,108.4
2016-09-12,106.85
2016-09-14,109.5
2016-09-15,108.55
2016-09-16,107.25
2016-09-19,107.1
2016-09-20,128.5
2016-09-21,125.75
2016-09-22,132.7
2016-09-23,130.7
2016-09-26,127.65
2016-09-27,132.85
2016-09-28,130.8
2016-09-29,116.8
2016-09-30,123.15
2016-10-03,132.25
2016-10-04,130.3
2016-10-05,137.25
2016-10-06,132.1
2016-10-07,130.85
2016-10-10,132.4
2016-10-13,127.5
2016-10-14,129.7
2016-10-17,127.9
2016-10-18,134.45
2016-10-19,135.5
2016-10-20,134.2
2016-10-21,140.55
2016-10-24,140.35
2016-10-25,141.2
2016-10-26,139.2
2016-10-27,136.6
2016-10-28,137.75
2016-10-30,142.05
2016-11-01,140.35
2016-11-02,134.1
2016-11-03,134.15
2016-11-04,126.7
2016-11-07,131.0
2016-11-08,136.5
2016-11-09,126.75
2016-11-10,129.6
2016-11-11,124.75
2016-11-15,114.45
2016-11-16,112.8
2016-11-17,111.35
2016-11-18,111.95
2016-11-21,120.35
2016-11-22,119.95
2016-11-23,118.85
2016-11-24,117.55
2016-11-25,121.6
2016-11-28,125.25
2016-11-29,128.1
2016-11-30,131.15
2016-12-01,128.8
2016-12-02,131.3
2016-12-05,129.3
2016-12-06,131.55
2016-12-07,128.45
2016-12-08,129.65
2016-12-09,128.2
2016-12-12,130.9
2016-12-13,133.25
2016-12-14,131.7
2016-12-15,135.9
2016-12-16,140.05
2016-12-19,142.65
2016-12-20,141.25
2016-12-21,142.05
2016-12-22,136.65
2016-12-23,137.0
2016-12-26,130.35
2016-12-27,132.15
2016-12-28,132.65
2016-12-29,132.2
2016-12-30,134.15
