Date,BSLGOLDETF
2016-01-01,2359.0
2016-01-04,2417.6
2016-01-05,2420.0
2016-01-06,2377.0
2016-01-07,2479.0
2016-01-08,2430.0
2016-01-11,2415.85
2016-01-12,2401.35
2016-01-13,2385.0
2016-01-14,2475.0
2016-01-15,2427.7
2016-01-18,2450.0
2016-01-19,2485.0
2016-01-20,2500.0
2016-01-21,2525.0
2016-01-22,2450.8
2016-01-25,2519.95
2016-01-27,2506.1
2016-01-28,2515.0
2016-01-29,2515.0
2016-02-01,2530.0
2016-02-03,2559.0
2016-02-04,2530.55
2016-02-05,2674.0
2016-02-08,2625.0
2016-02-09,2660.0
2016-02-10,2645.35
2016-02-11,2630.05
2016-02-12,2736.75
2016-02-15,2718.75
2016-02-16,2700.0
2016-02-17,2663.5
2016-02-18,2670.0
2016-02-19,2735.0
2016-02-22,2670.05
2016-02-23,2728.0
2016-02-24,2731.1
2016-02-25,2752.4
2016-02-26,2690.75
2016-02-29,2749.95
2016-03-01,2758.4
2016-03-02,2714.45
2016-03-03,2703.7
2016-03-04,2788.95
2016-03-08,2835.0
2016-03-09,2763.7
2016-03-10,2800.0
2016-03-11,2795.0
2016-03-14,2800.0
2016-03-15,2750.0
2016-03-16,2798.2
2016-03-17,2712.0
2016-03-18,2742.3
2016-03-21,2687.55
2016-03-22,2701.0
2016-03-23,2700.0
2016-03-28,2784.0
2016-03-29,2650.0
2016-03-30,2651.1
2016-03-31,2660.0
2016-04-01,2641.05
2016-04-05,2757.0
2016-04-06,2665.0
2016-04-07,2718.55
2016-04-08,2722.75
2016-04-11,2774.95
2016-04-12,2775.0
2016-04-13,2774.0
2016-04-18,2724.65
2016-04-20,2735.0
2016-04-21,2835.2
2016-04-22,2784.8
2016-04-25,2731.3
2016-04-26,2765.0
2016-04-27,2765.0
2016-04-28,2818.0
2016-04-29,2820.0
2016-05-02,2870.0
2016-05-03,2850.05
2016-05-04,2850.0
2016-05-05,2800.2
2016-05-06,2800.0
2016-05-09,2848.6
2016-05-10,2846.95
2016-05-12,2789.0
2016-05-13,2801.4
2016-05-16,2805.45
2016-05-17,2863.0
2016-05-18,2838.85
2016-05-19,2830.0
2016-05-20,2800.0
2016-05-23,2813.0
2016-05-24,2813.0
2016-05-25,2732.7
2016-05-26,2727.0
2016-05-27,2683.8
2016-05-30,2745.0
2016-05-31,2725.0
2016-06-01,2743.7
2016-06-02,2721.15
2016-06-03,2705.1
2016-06-06,2731.0
2016-06-07,2840.0
2016-06-08,2755.0
2016-06-09,2750.0
