Date,ARROWTEX
2016-01-01,33.5
2016-01-04,32.7
2016-01-05,34.6
2016-01-06,37.15
2016-01-07,35.65
2016-01-08,42.35
2016-01-11,47.15
2016-01-12,50.75
2016-01-13,55.8
2016-01-14,55.0
2016-01-15,49.7
2016-01-18,44.75
2016-01-19,46.6
2016-01-20,47.3
2016-01-21,46.9
2016-01-22,46.35
2016-01-25,46.25
2016-01-27,44.6
2016-01-28,43.6
2016-01-29,43.25
2016-02-01,47.55
2016-02-02,49.15
2016-02-03,46.35
2016-02-04,46.75
2016-02-05,45.9
2016-02-08,39.15
2016-02-09,35.95
2016-02-10,35.05
2016-02-11,30.25
2016-02-12,30.2
2016-02-15,33.2
2016-02-16,30.15
2016-02-17,31.6
2016-02-18,32.05
2016-02-19,32.0
2016-02-22,31.65
2016-02-23,30.25
2016-02-24,29.9
2016-02-25,29.3
2016-02-26,29.0
2016-02-29,27.3
2016-03-01,30.0
2016-03-02,33.0
2016-03-03,35.4
2016-03-04,37.55
2016-03-08,35.3
2016-03-09,35.95
2016-03-10,36.7
2016-03-11,36.0
2016-03-14,36.1
2016-03-15,35.15
2016-03-16,34.4
2016-03-17,35.8
2016-03-18,35.0
2016-03-21,34.55
2016-03-22,34.5
2016-03-23,34.15
2016-03-28,31.45
2016-03-29,31.4
2016-03-30,32.95
2016-03-31,32.85
2016-04-01,35.05
2016-04-04,35.35
2016-04-05,34.45
2016-04-06,33.75
2016-04-07,34.1
2016-04-08,34.25
2016-04-11,34.05
2016-04-12,34.0
2016-04-13,34.05
2016-04-18,34.45
2016-04-20,33.8
2016-04-21,33.2
2016-04-22,32.65
2016-04-25,32.45
2016-04-26,34.25
2016-04-27,34.05
2016-04-28,33.75
2016-04-29,36.2
2016-05-02,36.05
2016-05-03,35.15
2016-05-04,33.65
2016-05-05,34.1
2016-05-06,33.95
2016-05-09,34.25
2016-05-10,35.5
2016-05-11,34.9
2016-05-12,36.2
2016-05-13,43.4
2016-05-16,46.15
2016-05-17,42.55
2016-05-18,40.85
2016-05-19,42.3
2016-05-20,40.65
2016-05-23,38.6
2016-05-24,37.45
2016-05-25,38.45
2016-05-26,37.45
2016-05-27,37.85
2016-05-30,36.75
2016-05-31,35.95
2016-06-01,39.55
2016-06-02,41.05
2016-06-03,40.75
2016-06-06,40.7
2016-06-07,41.7
2016-06-08,41.6
2016-06-09,40.4
2016-06-10,40.5
2016-06-13,40.3
2016-06-14,40.15
2016-06-15,39.85
2016-06-16,38.6
2016-06-17,39.35
2016-06-20,44.9
2016-06-21,46.05
2016-06-22,45.15
2016-06-23,43.9
2016-06-24,42.05
2016-06-27,43.15
2016-06-28,43.3
2016-06-29,43.85
2016-06-30,44.3
2016-07-01,43.85
2016-07-04,43.25
2016-07-05,42.9
2016-07-07,43.45
2016-07-08,42.85
2016-07-11,42.6
2016-07-12,42.55
2016-07-13,42.1
2016-07-14,42.35
2016-07-15,42.45
2016-07-18,41.35
2016-07-19,41.35
2016-07-20,41.15
2016-07-21,41.85
2016-07-22,41.4
2016-07-25,41.5
2016-07-26,41.1
2016-07-27,40.8
2016-07-28,40.6
2016-07-29,41.45
2016-08-01,41.5
2016-08-02,40.55
2016-08-03,39.95
2016-08-04,39.7
2016-08-05,39.9
2016-08-08,39.4
2016-08-09,39.0
2016-08-10,38.15
2016-08-11,33.9
2016-08-12,34.9
2016-08-16,33.8
2016-08-17,33.0
2016-08-18,33.35
2016-08-19,34.5
2016-08-22,34.95
2016-08-23,35.05
2016-08-24,34.95
2016-08-25,34.2
2016-08-26,35.5
2016-08-29,37.65
2016-08-30,38.35
2016-08-31,36.95
2016-09-01,36.1
2016-09-02,36.3
2016-09-06,36.05
2016-09-07,36.6
2016-09-08,36.75
2016-09-09,36.45
2016-09-12,36.65
2016-09-14,36.9
2016-09-15,37.25
2016-09-16,38.15
2016-09-19,38.15
2016-09-20,37.15
2016-09-21,37.5
2016-09-22,37.7
2016-09-23,37.1
2016-09-26,36.6
2016-09-27,36.05
2016-09-28,36.05
2016-09-29,38.6
2016-09-30,40.4
2016-10-03,46.5
2016-10-04,44.85
2016-10-05,43.75
2016-10-06,43.7
2016-10-07,43.5
2016-10-10,44.5
2016-10-13,43.55
2016-10-14,44.1
2016-10-17,44.25
2016-10-18,44.1
2016-10-19,44.2
2016-10-20,44.25
2016-10-21,44.1
2016-10-24,44.1
2016-10-25,43.85
2016-10-26,42.65
2016-10-27,42.45
2016-10-28,42.45
2016-10-30,43.85
2016-11-01,45.35
2016-11-02,43.3
2016-11-03,43.75
2016-11-04,41.55
2016-11-07,42.25
2016-11-08,42.3
2016-11-09,40.05
2016-11-10,41.4
2016-11-11,39.0
2016-11-15,36.65
2016-11-16,37.55
2016-11-17,36.6
2016-11-18,35.15
2016-11-21,32.55
2016-11-22,32.6
2016-11-23,35.05
2016-11-24,35.3
2016-11-25,35.75
2016-11-28,36.25
2016-11-29,36.15
2016-11-30,36.9
2016-12-01,36.95
2016-12-02,36.35
2016-12-05,37.05
2016-12-06,44.25
2016-12-07,42.4
2016-12-08,42.2
2016-12-09,40.9
2016-12-12,40.7
2016-12-13,39.95
2016-12-14,39.25
2016-12-15,38.0
2016-12-16,37.9
2016-12-19,37.3
2016-12-20,37.4
2016-12-21,37.65
2016-12-22,36.65
2016-12-23,36.7
2016-12-26,35.5
2016-12-27,35.8
2016-12-28,35.85
2016-12-29,35.85
2016-12-30,36.5
