Date,PRECOT
2016-01-01,64.0
2016-01-04,61.3
2016-01-05,61.3
2016-01-06,61.7
2016-01-07,58.1
2016-01-08,59.1
2016-01-11,58.6
2016-01-12,57.35
2016-01-13,55.3
2016-01-14,54.1
2016-01-15,52.05
2016-01-18,48.3
2016-01-19,49.6
2016-01-20,47.8
2016-01-21,47.95
2016-01-22,49.05
2016-01-25,48.7
2016-01-27,49.45
2016-01-28,48.5
2016-01-29,51.55
2016-02-01,50.0
2016-02-02,50.0
2016-02-03,49.9
2016-02-04,46.7
2016-02-05,49.0
2016-02-08,47.85
2016-02-09,47.45
2016-02-10,44.0
2016-02-11,40.0
2016-02-12,34.75
2016-02-15,39.4
2016-02-16,37.5
2016-02-17,38.0
2016-02-18,36.65
2016-02-19,36.75
2016-02-22,38.0
2016-02-23,37.5
2016-02-24,36.5
2016-02-25,37.0
2016-02-26,35.95
2016-02-29,37.25
2016-03-01,38.0
2016-03-02,37.9
2016-03-03,37.0
2016-03-04,38.5
2016-03-08,37.3
2016-03-09,36.95
2016-03-10,37.0
2016-03-11,36.2
2016-03-14,40.7
2016-03-15,41.95
2016-03-16,40.5
2016-03-17,42.15
2016-03-18,41.05
2016-03-21,38.75
2016-03-22,40.9
2016-03-23,42.75
2016-03-28,42.3
2016-03-29,41.2
2016-03-30,41.95
2016-03-31,42.45
2016-04-01,44.5
2016-04-04,46.45
2016-04-05,45.55
2016-04-06,51.05
2016-04-07,49.45
2016-04-08,49.0
2016-04-11,48.0
2016-04-12,48.55
2016-04-13,48.05
2016-04-18,45.5
2016-04-20,45.4
2016-04-21,45.55
2016-04-22,46.2
2016-04-25,46.0
2016-04-26,46.0
2016-04-27,45.25
2016-04-28,45.0
2016-04-29,43.4
2016-05-02,45.75
2016-05-03,44.1
2016-05-04,43.6
2016-05-05,44.0
2016-05-06,43.2
2016-05-09,41.35
2016-05-10,45.75
2016-05-11,46.3
2016-05-12,48.3
2016-05-13,50.25
2016-05-16,48.35
2016-05-17,51.2
2016-05-18,50.6
2016-05-19,48.15
2016-05-20,48.25
2016-05-23,48.5
2016-05-24,46.85
2016-05-25,46.3
2016-05-26,50.1
2016-05-27,46.7
2016-05-30,43.15
2016-05-31,43.0
2016-06-01,42.8
2016-06-02,42.5
2016-06-03,41.25
2016-06-06,41.05
2016-06-07,41.85
2016-06-08,40.85
2016-06-09,42.0
2016-06-10,49.75
2016-06-13,51.65
2016-06-14,50.95
2016-06-15,56.6
2016-06-16,56.5
2016-06-17,54.65
2016-06-20,52.75
2016-06-21,54.15
2016-06-22,54.1
2016-06-23,53.95
2016-06-24,51.05
2016-06-27,53.8
2016-06-28,53.95
2016-06-29,53.55
2016-06-30,53.9
2016-07-01,53.5
2016-07-04,56.5
2016-07-05,54.05
2016-07-07,55.5
2016-07-08,52.95
2016-07-11,60.25
2016-07-12,61.65
2016-07-13,61.4
2016-07-14,60.05
2016-07-15,58.75
2016-07-18,56.05
2016-07-19,55.5
2016-07-20,60.5
2016-07-21,58.1
2016-07-22,56.9
2016-07-25,56.4
2016-07-26,56.2
2016-07-27,57.4
2016-07-28,57.8
2016-07-29,56.25
2016-08-01,56.2
2016-08-02,52.2
2016-08-03,51.2
2016-08-04,51.35
2016-08-05,49.3
2016-08-08,48.7
2016-08-09,48.55
2016-08-10,48.0
2016-08-11,47.05
2016-08-12,45.85
2016-08-16,44.8
2016-08-17,45.05
2016-08-18,47.25
2016-08-19,47.5
2016-08-22,47.2
2016-08-23,47.0
2016-08-24,47.35
2016-08-25,49.4
2016-08-26,48.5
2016-08-29,49.85
2016-08-30,48.3
2016-08-31,48.05
2016-09-01,47.85
2016-09-02,48.0
2016-09-06,47.85
2016-09-07,50.55
2016-09-08,51.0
2016-09-09,51.85
2016-09-12,56.6
2016-09-14,55.25
2016-09-15,55.0
2016-09-16,53.0
2016-09-19,55.6
2016-09-20,53.3
2016-09-21,56.7
2016-09-22,62.6
2016-09-23,61.75
2016-09-26,60.65
2016-09-27,58.55
2016-09-28,59.0
2016-09-29,54.9
2016-09-30,56.2
2016-10-03,59.4
2016-10-04,61.95
2016-10-05,60.05
2016-10-06,60.6
2016-10-07,59.0
2016-10-10,60.5
2016-10-13,59.0
2016-10-14,59.9
2016-10-17,66.3
2016-10-18,70.1
2016-10-19,68.7
2016-10-20,69.0
2016-10-21,69.6
2016-10-24,68.75
2016-10-25,68.2
2016-10-26,69.0
2016-10-27,70.5
2016-10-28,76.55
2016-10-30,79.35
2016-11-01,84.15
2016-11-02,83.5
2016-11-03,82.6
2016-11-04,91.05
2016-11-07,85.45
2016-11-08,82.9
2016-11-09,77.1
2016-11-10,77.1
2016-11-11,73.6
2016-11-15,63.05
2016-11-16,60.85
2016-11-17,59.7
2016-11-18,70.9
2016-11-21,68.85
2016-11-22,70.85
2016-11-23,69.05
2016-11-24,68.55
2016-11-25,74.45
2016-11-28,71.95
2016-11-29,72.75
2016-11-30,72.15
2016-12-01,76.9
2016-12-02,72.1
2016-12-05,73.6
2016-12-06,75.0
2016-12-07,76.5
2016-12-08,76.0
2016-12-09,76.0
2016-12-12,72.45
2016-12-13,71.05
2016-12-14,70.7
2016-12-15,69.2
2016-12-16,68.35
2016-12-19,70.65
2016-12-20,70.6
2016-12-21,72.2
2016-12-22,65.1
2016-12-23,65.85
2016-12-26,65.1
2016-12-27,66.0
2016-12-28,64.3
2016-12-29,68.0
2016-12-30,68.0
