Date,TATASPONGE
2016-01-01,495.4
2016-01-04,484.1
2016-01-05,501.4
2016-01-06,490.75
2016-01-07,465.35
2016-01-08,476.3
2016-01-11,470.2
2016-01-12,459.45
2016-01-13,455.4
2016-01-14,444.75
2016-01-15,425.7
2016-01-18,399.35
2016-01-19,413.65
2016-01-20,404.05
2016-01-21,397.0
2016-01-22,405.9
2016-01-25,409.3
2016-01-27,408.35
2016-01-28,409.05
2016-01-29,412.45
2016-02-01,413.0
2016-02-02,404.15
2016-02-03,388.9
2016-02-04,384.95
2016-02-05,395.3
2016-02-08,397.6
2016-02-09,394.3
2016-02-10,386.55
2016-02-11,363.35
2016-02-12,348.85
2016-02-15,367.25
2016-02-16,359.9
2016-02-17,363.85
2016-02-18,364.8
2016-02-19,375.65
2016-02-22,382.45
2016-02-23,385.2
2016-02-24,375.65
2016-02-25,374.5
2016-02-26,372.75
2016-02-29,370.6
2016-03-01,380.4
2016-03-02,390.15
2016-03-03,458.7
2016-03-04,461.45
2016-03-08,461.9
2016-03-09,479.45
2016-03-10,468.0
2016-03-11,465.45
2016-03-14,478.05
2016-03-15,471.45
2016-03-16,469.4
2016-03-17,476.0
2016-03-18,478.15
2016-03-21,474.0
2016-03-22,472.8
2016-03-23,472.15
2016-03-28,452.75
2016-03-29,451.7
2016-03-30,471.55
2016-03-31,469.95
2016-04-01,472.0
2016-04-04,489.95
2016-04-05,477.5
2016-04-06,493.0
2016-04-07,483.55
2016-04-08,510.85
2016-04-11,515.45
2016-04-12,517.7
2016-04-13,512.25
2016-04-18,517.45
2016-04-20,533.45
2016-04-21,534.35
2016-04-22,558.4
2016-04-25,572.65
2016-04-26,543.2
2016-04-27,546.65
2016-04-28,549.35
2016-04-29,576.3
2016-05-02,574.85
2016-05-03,570.35
2016-05-04,568.05
2016-05-05,576.9
2016-05-06,565.45
2016-05-09,573.6
2016-05-10,568.4
2016-05-11,563.15
2016-05-12,564.35
2016-05-13,553.05
2016-05-16,543.95
2016-05-17,609.35
2016-05-18,628.85
2016-05-19,590.35
2016-05-20,582.0
2016-05-23,589.6
2016-05-24,574.5
2016-05-25,602.95
2016-05-26,610.05
2016-05-27,595.65
2016-05-30,592.05
2016-05-31,585.85
2016-06-01,611.15
2016-06-02,615.05
2016-06-03,594.6
2016-06-06,600.35
2016-06-07,602.3
2016-06-08,607.4
2016-06-09,606.65
2016-06-10,602.9
2016-06-13,590.3
2016-06-14,595.55
2016-06-15,664.85
2016-06-16,638.7
2016-06-17,639.5
2016-06-20,643.1
2016-06-21,651.0
2016-06-22,632.4
2016-06-23,618.6
2016-06-24,591.9
2016-06-27,613.4
2016-06-28,614.65
2016-06-29,617.9
2016-06-30,623.25
2016-07-01,624.2
2016-07-04,623.65
2016-07-05,617.3
2016-07-07,613.5
2016-07-08,623.5
2016-07-11,626.2
2016-07-12,621.7
2016-07-13,618.6
2016-07-14,623.15
2016-07-15,613.55
2016-07-18,612.45
2016-07-19,615.9
2016-07-20,670.2
2016-07-21,650.45
2016-07-22,638.8
2016-07-25,649.4
2016-07-26,641.45
2016-07-27,637.05
2016-07-28,624.45
2016-07-29,611.85
2016-08-01,595.7
2016-08-02,576.95
2016-08-03,564.05
2016-08-04,585.85
2016-08-05,590.7
2016-08-08,606.9
2016-08-09,594.75
2016-08-10,591.6
2016-08-11,585.25
2016-08-12,586.25
2016-08-16,576.45
2016-08-17,581.65
2016-08-18,613.05
2016-08-19,618.1
2016-08-22,621.6
2016-08-23,613.4
2016-08-24,620.85
2016-08-25,619.5
2016-08-26,616.4
2016-08-29,611.25
2016-08-30,615.05
2016-08-31,618.45
2016-09-01,614.9
2016-09-02,615.15
2016-09-06,618.7
2016-09-07,615.7
2016-09-08,623.7
2016-09-09,614.05
2016-09-12,588.6
2016-09-14,592.45
2016-09-15,593.9
2016-09-16,590.9
2016-09-19,612.2
2016-09-20,610.45
2016-09-21,609.65
2016-09-22,620.95
2016-09-23,613.8
2016-09-26,603.6
2016-09-27,595.95
2016-09-28,601.5
2016-09-29,555.85
2016-09-30,571.65
2016-10-03,587.45
2016-10-04,592.25
2016-10-05,601.95
2016-10-06,601.3
2016-10-07,606.45
2016-10-10,620.3
2016-10-13,608.6
2016-10-14,605.95
2016-10-17,625.0
2016-10-18,634.25
2016-10-19,644.45
2016-10-20,671.8
2016-10-21,649.3
2016-10-24,636.75
2016-10-25,616.1
2016-10-26,615.0
2016-10-27,589.55
2016-10-28,594.35
2016-10-30,597.55
2016-11-01,598.0
2016-11-02,584.55
2016-11-03,576.85
2016-11-04,560.05
2016-11-07,557.35
2016-11-08,556.65
2016-11-09,555.95
2016-11-10,580.75
2016-11-11,562.45
2016-11-15,535.95
2016-11-16,532.55
2016-11-17,531.65
2016-11-18,530.4
2016-11-21,507.1
2016-11-22,498.5
2016-11-23,517.35
2016-11-24,519.15
2016-11-25,527.75
2016-11-28,537.3
2016-11-29,553.1
2016-11-30,551.55
2016-12-01,546.05
2016-12-02,533.45
2016-12-05,527.65
2016-12-06,595.9
2016-12-07,574.85
2016-12-08,596.25
2016-12-09,587.4
2016-12-12,584.75
2016-12-13,588.95
2016-12-14,573.25
2016-12-15,579.95
2016-12-16,576.9
2016-12-19,575.25
2016-12-20,565.95
2016-12-21,561.75
2016-12-22,550.8
2016-12-23,559.95
2016-12-26,543.6
2016-12-27,551.05
2016-12-28,559.1
2016-12-29,561.05
2016-12-30,562.75
