Date,NATIONALUM
2016-01-01,40.25
2016-01-04,38.75
2016-01-05,38.8
2016-01-06,38.6
2016-01-07,37.2
2016-01-08,37.35
2016-01-11,39.05
2016-01-12,37.9
2016-01-13,37.0
2016-01-14,36.75
2016-01-15,35.65
2016-01-18,34.25
2016-01-19,34.75
2016-01-20,34.45
2016-01-21,34.2
2016-01-22,34.3
2016-01-25,34.75
2016-01-27,34.65
2016-01-28,34.5
2016-01-29,34.5
2016-02-01,34.6
2016-02-02,34.25
2016-02-03,33.35
2016-02-04,33.15
2016-02-05,34.1
2016-02-08,34.0
2016-02-09,34.05
2016-02-10,33.8
2016-02-11,32.45
2016-02-12,31.05
2016-02-15,32.15
2016-02-16,31.7
2016-02-17,32.55
2016-02-18,32.8
2016-02-19,33.45
2016-02-22,34.1
2016-02-23,33.8
2016-02-24,33.4
2016-02-25,32.75
2016-02-26,33.3
2016-02-29,32.9
2016-03-01,32.85
2016-03-02,33.6
2016-03-03,36.65
2016-03-04,37.6
2016-03-08,38.9
2016-03-09,38.95
2016-03-10,38.95
2016-03-11,38.55
2016-03-14,39.0
2016-03-15,40.75
2016-03-16,39.65
2016-03-17,39.9
2016-03-18,39.95
2016-03-21,39.75
2016-03-22,39.55
2016-03-23,38.55
2016-03-28,37.25
2016-03-29,37.4
2016-03-30,38.3
2016-03-31,39.5
2016-04-01,39.0
2016-04-04,39.4
2016-04-05,38.05
2016-04-06,38.3
2016-04-07,38.7
2016-04-08,38.8
2016-04-11,39.6
2016-04-12,39.15
2016-04-13,41.35
2016-04-18,45.15
2016-04-20,44.2
2016-04-21,43.75
2016-04-22,44.1
2016-04-25,43.85
2016-04-26,45.75
2016-04-27,47.55
2016-04-28,46.05
2016-04-29,46.15
2016-05-02,46.35
2016-05-03,46.75
2016-05-04,43.55
2016-05-05,42.95
2016-05-06,43.45
2016-05-09,42.3
2016-05-10,42.9
2016-05-11,42.45
2016-05-12,43.1
2016-05-13,42.7
2016-05-16,41.65
2016-05-17,42.1
2016-05-18,41.5
2016-05-19,41.1
2016-05-20,40.55
2016-05-23,41.55
2016-05-24,42.3
2016-05-25,43.1
2016-05-26,41.8
2016-05-27,41.85
2016-05-30,41.85
2016-05-31,42.9
2016-06-01,41.95
2016-06-02,42.0
2016-06-03,42.25
2016-06-06,41.65
2016-06-07,41.85
2016-06-08,41.6
2016-06-09,41.8
2016-06-10,41.55
2016-06-13,41.55
2016-06-14,41.75
2016-06-15,41.9
2016-06-16,41.8
2016-06-17,41.05
2016-06-20,41.5
2016-06-21,41.9
2016-06-22,41.1
2016-06-23,41.3
2016-06-24,41.65
2016-06-27,41.75
2016-06-28,41.65
2016-06-29,42.6
2016-06-30,43.0
2016-07-01,42.45
2016-07-04,42.8
2016-07-05,43.85
2016-07-07,44.25
2016-07-08,43.8
2016-07-11,44.25
2016-07-12,50.15
2016-07-13,48.1
2016-07-14,49.75
2016-07-15,48.2
2016-07-18,46.7
2016-07-19,49.1
2016-07-20,47.85
2016-07-21,47.55
2016-07-22,48.95
2016-07-25,48.35
2016-07-26,46.95
2016-07-27,47.95
2016-07-28,47.4
2016-07-29,46.6
2016-08-01,48.75
2016-08-02,47.3
2016-08-03,47.25
2016-08-04,48.7
2016-08-05,49.3
2016-08-08,49.4
2016-08-09,49.15
2016-08-10,47.6
2016-08-11,47.25
2016-08-12,47.55
2016-08-16,47.65
2016-08-17,47.55
2016-08-18,47.55
2016-08-19,47.65
2016-08-22,47.95
2016-08-23,47.55
2016-08-24,47.6
2016-08-25,47.15
2016-08-26,46.75
2016-08-29,46.6
2016-08-30,48.65
2016-08-31,47.1
2016-09-01,46.55
2016-09-02,46.9
2016-09-06,47.95
2016-09-07,49.15
2016-09-08,50.65
2016-09-09,49.4
2016-09-12,47.1
2016-09-14,46.2
2016-09-15,46.05
2016-09-16,44.5
2016-09-19,45.7
2016-09-20,45.9
2016-09-21,46.4
2016-09-22,45.7
2016-09-23,46.0
2016-09-26,45.95
2016-09-27,45.7
2016-09-28,46.45
2016-09-29,45.5
2016-09-30,45.75
2016-10-03,46.3
2016-10-04,47.25
2016-10-05,48.1
2016-10-06,47.95
2016-10-07,49.1
2016-10-10,52.4
2016-10-13,50.65
2016-10-14,51.7
2016-10-17,50.8
2016-10-18,51.15
2016-10-19,51.45
2016-10-20,51.35
2016-10-21,50.95
2016-10-24,50.4
2016-10-25,49.95
2016-10-26,50.4
2016-10-27,49.8
2016-10-28,53.3
2016-10-30,54.65
2016-11-01,55.1
2016-11-02,54.45
2016-11-03,53.15
2016-11-04,51.45
2016-11-07,51.85
2016-11-08,51.9
2016-11-09,51.35
2016-11-10,52.75
2016-11-11,50.8
2016-11-15,49.1
2016-11-16,48.4
2016-11-17,49.6
2016-11-18,50.15
2016-11-21,49.0
2016-11-22,52.0
2016-11-23,51.9
2016-11-24,52.95
2016-11-25,57.0
2016-11-28,57.45
2016-11-29,57.6
2016-11-30,57.1
2016-12-01,55.6
2016-12-02,54.25
2016-12-05,56.2
2016-12-06,61.75
2016-12-07,69.25
2016-12-08,67.15
2016-12-09,64.85
2016-12-12,67.45
2016-12-13,65.2
2016-12-14,66.15
2016-12-15,61.0
2016-12-16,61.65
2016-12-19,58.95
2016-12-20,59.3
2016-12-21,59.45
2016-12-22,57.05
2016-12-23,57.8
2016-12-26,54.65
2016-12-27,58.6
2016-12-28,60.0
2016-12-29,63.15
2016-12-30,65.3
