Date,MBLINFRA
2016-01-01,224.85
2016-01-04,223.65
2016-01-05,218.1
2016-01-06,218.65
2016-01-07,208.55
2016-01-08,215.8
2016-01-11,213.45
2016-01-12,214.25
2016-01-13,205.45
2016-01-14,200.3
2016-01-15,192.5
2016-01-18,165.2
2016-01-19,171.1
2016-01-20,159.5
2016-01-21,165.15
2016-01-22,171.85
2016-01-25,173.35
2016-01-27,170.0
2016-01-28,165.2
2016-01-29,162.85
2016-02-01,167.85
2016-02-02,163.4
2016-02-03,159.45
2016-02-04,157.05
2016-02-05,154.7
2016-02-08,156.85
2016-02-09,150.8
2016-02-10,144.85
2016-02-11,131.8
2016-02-12,124.05
2016-02-15,140.6
2016-02-16,135.9
2016-02-17,136.1
2016-02-18,138.5
2016-02-19,137.45
2016-02-22,135.05
2016-02-23,130.4
2016-02-24,123.7
2016-02-25,120.5
2016-02-26,119.65
2016-02-29,116.3
2016-03-01,127.25
2016-03-02,134.8
2016-03-03,136.65
2016-03-04,137.75
2016-03-08,136.65
2016-03-09,138.95
2016-03-10,139.7
2016-03-11,137.55
2016-03-14,136.8
2016-03-15,133.85
2016-03-16,132.25
2016-03-17,137.6
2016-03-18,137.95
2016-03-21,151.95
2016-03-22,153.55
2016-03-23,159.6
2016-03-28,153.7
2016-03-29,151.8
2016-03-30,154.3
2016-03-31,152.55
2016-04-01,154.0
2016-04-04,156.2
2016-04-05,154.15
2016-04-06,156.15
2016-04-07,156.6
2016-04-08,155.2
2016-04-11,154.45
2016-04-12,154.35
2016-04-13,156.25
2016-04-18,155.1
2016-04-20,154.6
2016-04-21,151.8
2016-04-22,145.5
2016-04-25,143.4
2016-04-26,146.15
2016-04-27,148.15
2016-04-28,143.75
2016-04-29,141.05
2016-05-02,142.55
2016-05-03,145.35
2016-05-04,143.5
2016-05-05,141.5
2016-05-06,136.3
2016-05-09,137.1
2016-05-10,135.3
2016-05-11,130.45
2016-05-12,131.0
2016-05-13,125.85
2016-05-16,132.45
2016-05-17,130.1
2016-05-18,130.75
2016-05-19,132.4
2016-05-20,128.75
2016-05-23,126.3
2016-05-24,123.75
2016-05-25,127.7
2016-05-26,128.25
2016-05-27,132.5
2016-05-30,133.3
2016-05-31,125.5
2016-06-01,123.7
2016-06-02,121.5
2016-06-03,121.35
2016-06-06,119.7
2016-06-07,119.0
2016-06-08,120.05
2016-06-09,121.55
2016-06-10,122.15
2016-06-13,119.55
2016-06-14,118.45
2016-06-15,117.0
2016-06-16,116.65
2016-06-17,115.75
2016-06-20,117.35
2016-06-21,116.95
2016-06-22,115.05
2016-06-23,110.9
2016-06-24,109.2
2016-06-27,118.5
2016-06-28,117.05
2016-06-29,117.85
2016-06-30,120.4
2016-07-01,121.25
2016-07-04,125.55
2016-07-05,132.4
2016-07-07,138.4
2016-07-08,139.7
2016-07-11,144.7
2016-07-12,143.6
2016-07-13,140.35
2016-07-14,142.1
2016-07-15,144.5
2016-07-18,142.3
2016-07-19,137.7
2016-07-20,139.2
2016-07-21,136.6
2016-07-22,141.1
2016-07-25,138.85
2016-07-26,135.7
2016-07-27,135.25
2016-07-28,135.3
2016-07-29,135.2
2016-08-01,132.4
2016-08-02,128.0
2016-08-03,123.0
2016-08-04,120.3
2016-08-05,123.8
2016-08-08,124.2
2016-08-09,122.75
2016-08-10,125.95
2016-08-11,127.05
2016-08-12,125.1
2016-08-16,119.2
2016-08-17,123.4
2016-08-18,120.2
2016-08-19,116.0
2016-08-22,116.95
2016-08-23,116.95
2016-08-24,114.95
2016-08-25,115.2
2016-08-26,114.3
2016-08-29,105.35
2016-08-30,96.7
2016-08-31,77.4
2016-09-01,69.7
2016-09-02,62.75
2016-09-06,69.0
2016-09-07,75.9
2016-09-08,83.45
2016-09-09,91.6
2016-09-12,96.15
2016-09-14,100.95
2016-09-15,105.95
2016-09-16,111.2
2016-09-19,116.75
2016-09-20,116.1
2016-09-21,112.45
2016-09-22,109.05
2016-09-23,107.85
2016-09-26,102.85
2016-09-27,97.75
2016-09-28,102.6
2016-09-29,98.05
2016-09-30,102.95
2016-10-03,108.05
2016-10-04,113.45
2016-10-05,114.75
2016-10-06,111.3
2016-10-07,108.35
2016-10-10,113.15
2016-10-13,108.15
2016-10-14,107.7
2016-10-17,105.15
2016-10-18,106.5
2016-10-19,106.25
2016-10-20,106.0
2016-10-21,105.0
2016-10-24,103.45
2016-10-25,101.95
2016-10-26,105.0
2016-10-27,103.9
2016-10-28,104.95
2016-10-30,105.2
2016-11-01,104.75
2016-11-02,101.95
2016-11-03,99.2
2016-11-04,98.65
2016-11-07,98.45
2016-11-08,97.05
2016-11-09,91.55
2016-11-10,97.35
2016-11-11,94.35
2016-11-15,87.3
2016-11-16,87.1
2016-11-17,80.8
2016-11-18,79.75
2016-11-21,71.9
2016-11-22,70.95
2016-11-23,74.45
2016-11-24,78.15
2016-11-25,81.3
2016-11-28,85.1
2016-11-29,87.35
2016-11-30,84.6
2016-12-01,83.3
2016-12-02,79.95
2016-12-05,76.15
2016-12-06,75.55
2016-12-07,75.05
2016-12-08,75.85
2016-12-09,79.6
2016-12-12,80.55
2016-12-13,81.95
2016-12-14,77.9
2016-12-15,74.05
2016-12-16,70.35
2016-12-19,66.85
2016-12-20,63.55
2016-12-21,60.4
2016-12-22,57.4
2016-12-23,54.55
2016-12-26,51.85
2016-12-27,49.3
2016-12-28,46.85
2016-12-29,44.55
2016-12-30,42.35
