Date,CGPOWER
2016-01-01,194.1
2016-01-04,189.95
2016-01-05,198.8
2016-01-06,192.8
2016-01-07,184.85
2016-01-08,192.95
2016-01-11,191.95
2016-01-12,186.8
2016-01-13,186.4
2016-01-14,180.4
2016-01-15,176.4
2016-01-18,174.8
2016-01-19,175.2
2016-01-20,169.45
2016-01-21,167.85
2016-01-22,171.45
2016-01-25,172.55
2016-01-27,172.95
2016-01-28,167.9
2016-01-29,171.45
2016-02-01,172.6
2016-02-02,167.25
2016-02-03,130.9
2016-02-04,134.55
2016-02-05,126.9
2016-02-08,127.65
2016-02-09,128.7
2016-02-10,127.85
2016-02-11,122.7
2016-02-12,119.9
2016-02-15,126.0
2016-02-16,123.45
2016-02-17,121.05
2016-02-18,129.4
2016-02-19,129.65
2016-02-22,138.25
2016-02-23,138.1
2016-02-24,134.5
2016-02-25,124.3
2016-02-26,127.95
2016-02-29,129.9
2016-03-01,134.5
2016-03-02,137.0
2016-03-03,137.0
2016-03-04,141.25
2016-03-08,139.45
2016-03-09,151.85
2016-03-10,150.55
2016-03-11,146.4
2016-03-14,155.3
2016-03-15,44.0
2016-03-16,46.85
2016-03-17,46.8
2016-03-18,47.7
2016-03-21,47.5
2016-03-22,47.0
2016-03-23,48.0
2016-03-28,47.25
2016-03-29,47.85
2016-03-30,48.7
2016-03-31,48.85
2016-04-01,48.6
2016-04-04,49.85
2016-04-05,49.1
2016-04-06,49.9
2016-04-07,51.05
2016-04-08,50.7
2016-04-11,52.3
2016-04-12,53.1
2016-04-13,53.95
2016-04-18,55.2
2016-04-20,58.65
2016-04-21,59.95
2016-04-22,57.95
2016-04-25,59.4
2016-04-26,59.9
2016-04-27,59.2
2016-04-28,57.95
2016-04-29,57.65
2016-05-02,57.05
2016-05-03,56.7
2016-05-04,56.95
2016-05-05,59.2
2016-05-06,58.6
2016-05-09,59.85
2016-05-10,60.75
2016-05-11,61.35
2016-05-12,63.6
2016-05-13,62.0
2016-05-16,61.45
2016-05-17,61.25
2016-05-18,60.55
2016-05-19,60.8
2016-05-20,61.3
2016-05-23,62.25
2016-05-24,62.35
2016-05-25,60.85
2016-05-26,60.35
2016-05-27,60.15
2016-05-30,68.0
2016-05-31,66.05
2016-06-01,68.25
2016-06-02,74.1
2016-06-03,71.65
2016-06-06,70.6
2016-06-07,71.25
2016-06-08,72.05
2016-06-09,71.3
2016-06-10,71.0
2016-06-13,69.45
2016-06-14,72.55
2016-06-15,74.55
2016-06-16,74.4
2016-06-17,74.95
2016-06-20,73.75
2016-06-21,72.3
2016-06-22,72.15
2016-06-23,72.7
2016-06-24,71.15
2016-06-27,71.75
2016-06-28,71.3
2016-06-29,71.95
2016-06-30,73.75
2016-07-01,73.8
2016-07-04,73.8
2016-07-05,73.95
2016-07-07,73.3
2016-07-08,71.0
2016-07-11,73.15
2016-07-12,73.1
2016-07-13,70.8
2016-07-14,70.85
2016-07-15,70.2
2016-07-18,71.05
2016-07-19,71.2
2016-07-20,73.55
2016-07-21,72.4
2016-07-22,73.4
2016-07-25,73.85
2016-07-26,72.8
2016-07-27,76.75
2016-07-28,78.1
2016-07-29,78.5
2016-08-01,78.5
2016-08-02,77.1
2016-08-03,75.0
2016-08-04,78.95
2016-08-05,80.6
2016-08-08,84.35
2016-08-09,83.35
2016-08-10,82.05
2016-08-11,82.6
2016-08-12,83.45
2016-08-16,85.95
2016-08-17,86.45
2016-08-18,87.35
2016-08-19,87.15
2016-08-22,87.4
2016-08-23,86.4
2016-08-24,86.4
2016-08-25,84.15
2016-08-26,82.85
2016-08-29,80.4
2016-08-30,81.85
2016-08-31,83.3
2016-09-01,81.1
2016-09-02,81.65
2016-09-06,82.45
2016-09-07,83.6
2016-09-08,82.7
2016-09-09,81.9
2016-09-12,79.8
2016-09-14,79.5
2016-09-15,80.0
2016-09-16,81.0
2016-09-19,82.15
2016-09-20,81.55
2016-09-21,81.05
2016-09-22,81.55
2016-09-23,80.4
2016-09-26,80.0
2016-09-27,79.0
2016-09-28,79.75
2016-09-29,74.55
2016-09-30,75.05
2016-10-03,78.75
2016-10-04,78.05
2016-10-05,78.8
2016-10-06,76.95
2016-10-07,76.85
2016-10-10,76.45
2016-10-13,75.2
2016-10-14,75.3
2016-10-17,74.35
2016-10-18,75.9
2016-10-19,76.0
2016-10-20,75.9
2016-10-21,76.4
2016-10-24,76.75
2016-10-25,76.25
2016-10-26,74.8
2016-10-27,73.85
2016-10-28,76.7
2016-10-30,76.65
2016-11-01,77.5
2016-11-02,77.2
2016-11-03,77.0
2016-11-04,77.0
2016-11-07,85.9
2016-11-08,82.95
2016-11-09,82.25
2016-11-10,81.9
2016-11-11,78.65
2016-11-15,75.35
2016-11-16,73.8
2016-11-17,72.5
2016-11-18,72.75
2016-11-21,69.25
2016-11-22,72.1
2016-11-23,73.05
2016-11-24,74.8
2016-11-25,73.65
2016-11-28,73.2
2016-11-29,73.8
2016-11-30,77.3
2016-12-01,76.4
2016-12-02,76.3
2016-12-05,68.35
2016-12-06,66.2
2016-12-07,65.65
2016-12-08,61.9
2016-12-09,63.1
2016-12-12,60.8
2016-12-13,60.1
2016-12-14,59.25
2016-12-15,59.35
2016-12-16,59.35
2016-12-19,59.0
2016-12-20,58.2
2016-12-21,57.75
2016-12-22,57.25
2016-12-23,57.65
2016-12-26,55.9
2016-12-27,57.0
2016-12-28,58.7
2016-12-29,58.35
2016-12-30,59.3
