Date,DPSCLTD
2016-01-01,11.9
2016-01-04,11.7
2016-01-05,12.55
2016-01-06,12.85
2016-01-07,11.7
2016-01-08,12.45
2016-01-11,12.75
2016-01-12,12.75
2016-01-13,12.3
2016-01-14,12.2
2016-01-15,12.25
2016-01-18,11.7
2016-01-19,11.4
2016-01-20,10.8
2016-01-21,10.5
2016-01-22,10.6
2016-01-25,10.7
2016-01-27,10.75
2016-01-28,10.9
2016-01-29,10.95
2016-02-01,10.85
2016-02-02,11.05
2016-02-03,12.05
2016-02-04,13.9
2016-02-05,14.45
2016-02-08,13.7
2016-02-09,14.25
2016-02-10,14.5
2016-02-11,14.1
2016-02-12,14.45
2016-02-15,15.65
2016-02-16,15.85
2016-02-17,15.75
2016-02-18,16.05
2016-02-19,16.25
2016-02-22,16.5
2016-02-23,16.25
2016-02-24,16.15
2016-02-25,16.0
2016-02-26,16.35
2016-02-29,16.0
2016-03-01,15.9
2016-03-02,16.2
2016-03-03,16.1
2016-03-04,16.45
2016-03-08,15.85
2016-03-09,16.9
2016-03-10,16.15
2016-03-11,16.4
2016-03-14,16.1
2016-03-15,16.7
2016-03-16,16.45
2016-03-17,16.9
2016-03-18,17.55
2016-03-21,17.5
2016-03-22,16.6
2016-03-23,15.35
2016-03-28,15.85
2016-03-29,15.75
2016-03-30,16.4
2016-03-31,17.45
2016-04-01,16.7
2016-04-04,16.55
2016-04-05,16.3
2016-04-06,16.7
2016-04-07,16.5
2016-04-08,16.55
2016-04-11,17.5
2016-04-12,17.35
2016-04-13,17.0
2016-04-18,16.25
2016-04-20,16.2
2016-04-21,16.6
2016-04-22,16.95
2016-04-25,16.65
2016-04-26,16.75
2016-04-27,17.3
2016-04-28,16.75
2016-04-29,17.0
2016-05-02,17.0
2016-05-03,17.05
2016-05-04,16.65
2016-05-05,17.45
2016-05-06,16.9
2016-05-09,17.55
2016-05-10,17.0
2016-05-11,17.15
2016-05-12,17.0
2016-05-13,17.0
2016-05-16,17.2
2016-05-17,17.7
2016-05-18,17.8
2016-05-19,18.0
2016-05-20,17.8
2016-05-23,17.5
2016-05-24,17.75
2016-05-25,17.55
2016-05-26,17.8
2016-05-27,17.95
2016-05-30,18.15
2016-05-31,19.55
2016-06-01,20.55
2016-06-02,24.45
2016-06-03,22.15
2016-06-06,21.3
2016-06-07,21.95
2016-06-08,21.6
2016-06-09,21.85
2016-06-10,21.3
2016-06-13,21.7
2016-06-14,21.3
2016-06-15,23.25
2016-06-16,23.6
2016-06-17,23.0
2016-06-20,23.55
2016-06-21,23.7
2016-06-22,23.1
2016-06-23,23.9
2016-06-24,22.5
2016-06-27,23.6
2016-06-28,23.4
2016-06-29,25.4
2016-06-30,27.25
2016-07-01,29.15
2016-07-04,30.65
2016-07-05,31.0
2016-07-07,30.0
2016-07-08,29.85
2016-07-11,30.3
2016-07-12,29.45
2016-07-13,28.15
2016-07-14,27.3
2016-07-15,25.65
2016-07-18,27.45
2016-07-19,27.3
2016-07-20,26.7
2016-07-21,27.5
2016-07-22,28.0
2016-07-25,28.9
2016-07-26,28.7
2016-07-27,28.15
2016-07-28,28.65
2016-07-29,28.4
2016-08-01,27.9
2016-08-02,27.15
2016-08-03,26.65
2016-08-04,27.25
2016-08-05,26.35
2016-08-08,27.7
2016-08-09,26.8
2016-08-10,26.8
2016-08-11,26.45
2016-08-12,27.25
2016-08-16,25.75
2016-08-17,25.8
2016-08-18,26.6
2016-08-19,25.7
2016-08-22,26.25
2016-08-23,29.0
2016-08-24,28.5
2016-08-25,29.15
2016-08-26,29.5
2016-08-29,31.55
2016-08-30,34.45
2016-08-31,36.9
2016-09-01,36.7
2016-09-02,34.15
2016-09-06,34.6
2016-09-07,35.8
2016-09-08,34.5
2016-09-09,33.35
2016-09-12,33.1
2016-09-14,34.5
2016-09-15,34.0
2016-09-16,33.65
2016-09-19,33.25
2016-09-20,32.1
2016-09-21,32.85
2016-09-22,32.1
2016-09-23,31.95
2016-09-26,32.0
2016-09-27,32.85
2016-09-28,34.35
2016-09-29,32.95
2016-09-30,33.95
2016-10-03,34.55
2016-10-04,34.6
2016-10-05,34.35
2016-10-06,34.15
2016-10-07,35.15
2016-10-10,37.15
2016-10-13,37.3
2016-10-14,37.55
2016-10-17,37.15
2016-10-18,37.55
2016-10-19,37.75
2016-10-20,37.75
2016-10-21,37.2
2016-10-24,37.25
2016-10-25,37.3
2016-10-26,37.15
2016-10-27,37.15
2016-10-28,37.85
2016-10-30,37.85
2016-11-01,38.1
2016-11-02,37.85
2016-11-03,37.5
2016-11-04,36.6
2016-11-07,36.0
2016-11-08,36.5
2016-11-09,35.0
2016-11-10,36.25
2016-11-11,35.8
2016-11-15,32.25
2016-11-16,36.95
2016-11-17,37.15
2016-11-18,36.7
2016-11-21,34.3
2016-11-22,33.75
2016-11-23,33.55
2016-11-24,33.25
2016-11-25,33.95
2016-11-28,33.75
2016-11-29,35.45
2016-11-30,36.0
2016-12-01,35.8
2016-12-02,33.75
2016-12-05,33.25
2016-12-06,33.8
2016-12-07,33.15
2016-12-08,33.5
2016-12-09,34.9
2016-12-12,34.1
2016-12-13,34.2
2016-12-14,34.85
2016-12-15,35.0
2016-12-16,36.05
2016-12-19,34.9
2016-12-20,35.2
2016-12-21,35.6
2016-12-22,34.75
2016-12-23,35.2
2016-12-26,34.1
2016-12-27,35.3
2016-12-28,35.45
2016-12-29,35.65
2016-12-30,36.1
