Date,TECHM
2016-01-01,520.05
2016-01-04,516.4
2016-01-05,521.9
2016-01-06,525.1
2016-01-07,510.8
2016-01-08,522.15
2016-01-11,507.3
2016-01-12,507.4
2016-01-13,504.45
2016-01-14,514.0
2016-01-15,520.55
2016-01-18,517.4
2016-01-19,512.5
2016-01-20,507.0
2016-01-21,507.35
2016-01-22,514.25
2016-01-25,514.55
2016-01-27,503.05
2016-01-28,500.05
2016-01-29,501.4
2016-02-01,497.6
2016-02-02,474.45
2016-02-03,472.2
2016-02-04,469.45
2016-02-05,475.1
2016-02-08,470.65
2016-02-09,448.25
2016-02-10,440.4
2016-02-11,431.95
2016-02-12,430.0
2016-02-15,430.3
2016-02-16,422.85
2016-02-17,429.55
2016-02-18,429.4
2016-02-19,440.5
2016-02-22,431.7
2016-02-23,428.6
2016-02-24,422.05
2016-02-25,416.3
2016-02-26,417.75
2016-02-29,415.55
2016-03-01,432.25
2016-03-02,455.55
2016-03-03,461.75
2016-03-04,451.25
2016-03-08,448.85
2016-03-09,464.15
2016-03-10,466.15
2016-03-11,458.05
2016-03-14,470.2
2016-03-15,460.3
2016-03-16,465.8
2016-03-17,486.75
2016-03-18,492.45
2016-03-21,490.1
2016-03-22,484.2
2016-03-23,479.9
2016-03-28,474.7
2016-03-29,467.6
2016-03-30,472.85
2016-03-31,474.95
2016-04-01,463.1
2016-04-04,470.55
2016-04-05,462.25
2016-04-06,453.0
2016-04-07,444.45
2016-04-08,455.85
2016-04-11,469.6
2016-04-12,464.45
2016-04-13,471.4
2016-04-18,476.7
2016-04-20,483.55
2016-04-21,476.35
2016-04-22,479.9
2016-04-25,472.0
2016-04-26,475.5
2016-04-27,479.25
2016-04-28,480.15
2016-04-29,486.15
2016-05-02,477.2
2016-05-03,467.2
2016-05-04,466.95
2016-05-05,479.35
2016-05-06,473.05
2016-05-09,478.6
2016-05-10,482.7
2016-05-11,473.9
2016-05-12,481.2
2016-05-13,479.8
2016-05-16,486.95
2016-05-17,483.8
2016-05-18,484.75
2016-05-19,484.0
2016-05-20,475.85
2016-05-23,476.45
2016-05-24,480.25
2016-05-25,528.5
2016-05-26,542.3
2016-05-27,535.9
2016-05-30,543.55
2016-05-31,540.35
2016-06-01,540.0
2016-06-02,546.15
2016-06-03,551.7
2016-06-06,539.6
2016-06-07,536.3
2016-06-08,535.65
2016-06-09,534.45
2016-06-10,537.55
2016-06-13,534.1
2016-06-14,533.3
2016-06-15,540.9
2016-06-16,533.1
2016-06-17,535.25
2016-06-20,544.3
2016-06-21,535.0
2016-06-22,532.75
2016-06-23,531.35
2016-06-24,507.05
2016-06-27,504.65
2016-06-28,501.0
2016-06-29,504.95
2016-06-30,505.75
2016-07-01,511.4
2016-07-04,519.1
2016-07-05,515.25
2016-07-07,504.55
2016-07-08,502.95
2016-07-11,508.4
2016-07-12,507.2
2016-07-13,506.55
2016-07-14,518.15
2016-07-15,504.05
2016-07-18,506.6
2016-07-19,507.6
2016-07-20,505.35
2016-07-21,505.3
2016-07-22,504.9
2016-07-25,508.4
2016-07-26,502.5
2016-07-27,504.25
2016-07-28,485.55
2016-07-29,487.95
2016-08-01,490.15
2016-08-02,499.2
2016-08-03,496.9
2016-08-04,499.95
2016-08-05,495.05
2016-08-08,503.65
2016-08-09,502.5
2016-08-10,497.2
2016-08-11,500.1
2016-08-12,493.35
2016-08-16,482.95
2016-08-17,474.65
2016-08-18,469.5
2016-08-19,473.2
2016-08-22,466.35
2016-08-23,465.8
2016-08-24,467.05
2016-08-25,458.1
2016-08-26,459.95
2016-08-29,449.55
2016-08-30,462.95
2016-08-31,468.8
2016-09-01,469.15
2016-09-02,471.85
2016-09-06,480.05
2016-09-07,471.85
2016-09-08,459.05
2016-09-09,458.3
2016-09-12,463.85
2016-09-14,466.7
2016-09-15,462.75
2016-09-16,465.3
2016-09-19,466.6
2016-09-20,462.2
2016-09-21,461.15
2016-09-22,454.75
2016-09-23,454.6
2016-09-26,448.95
2016-09-27,447.85
2016-09-28,440.5
2016-09-29,427.15
2016-09-30,419.85
2016-10-03,420.7
2016-10-04,428.7
2016-10-05,425.3
2016-10-06,420.75
2016-10-07,419.75
2016-10-10,421.85
2016-10-13,422.2
2016-10-14,419.1
2016-10-17,408.55
2016-10-18,425.1
2016-10-19,424.9
2016-10-20,425.0
2016-10-21,434.1
2016-10-24,429.15
2016-10-25,434.05
2016-10-26,423.05
2016-10-27,414.1
2016-10-28,435.65
2016-10-30,439.7
2016-11-01,433.55
2016-11-02,429.8
2016-11-03,428.0
2016-11-04,430.05
2016-11-07,444.85
2016-11-08,454.15
2016-11-09,434.5
2016-11-10,442.25
2016-11-11,429.4
2016-11-15,430.95
2016-11-16,443.6
2016-11-17,441.85
2016-11-18,445.3
2016-11-21,447.15
2016-11-22,453.4
2016-11-23,453.1
2016-11-24,458.65
2016-11-25,487.25
2016-11-28,489.35
2016-11-29,483.85
2016-11-30,485.2
2016-12-01,475.05
2016-12-02,473.4
2016-12-05,462.4
2016-12-06,465.45
2016-12-07,455.6
2016-12-08,463.75
2016-12-09,471.7
2016-12-12,469.4
2016-12-13,484.55
2016-12-14,476.65
2016-12-15,477.45
2016-12-16,477.15
2016-12-19,473.35
2016-12-20,476.75
2016-12-21,474.45
2016-12-22,473.95
2016-12-23,467.1
2016-12-26,463.6
2016-12-27,468.2
2016-12-28,474.15
2016-12-29,482.7
2016-12-30,488.9
