Date,CUB
2016-01-01,92.4
2016-01-04,92.0
2016-01-05,90.9
2016-01-06,90.85
2016-01-07,89.95
2016-01-08,89.7
2016-01-11,87.45
2016-01-12,85.1
2016-01-13,82.35
2016-01-14,83.65
2016-01-15,82.25
2016-01-18,80.1
2016-01-19,80.8
2016-01-20,79.5
2016-01-21,78.6
2016-01-22,79.3
2016-01-25,78.5
2016-01-27,79.45
2016-01-28,79.8
2016-01-29,80.0
2016-02-01,82.8
2016-02-02,81.6
2016-02-03,81.45
2016-02-04,81.45
2016-02-05,81.4
2016-02-08,84.4
2016-02-09,85.0
2016-02-10,83.4
2016-02-11,82.6
2016-02-12,83.85
2016-02-15,84.65
2016-02-16,83.5
2016-02-17,83.55
2016-02-18,83.5
2016-02-19,83.5
2016-02-22,84.35
2016-02-23,82.5
2016-02-24,83.4
2016-02-25,81.45
2016-02-26,82.95
2016-02-29,84.4
2016-03-01,87.05
2016-03-02,88.45
2016-03-03,89.1
2016-03-04,88.85
2016-03-08,87.5
2016-03-09,88.65
2016-03-10,85.85
2016-03-11,85.4
2016-03-14,88.1
2016-03-15,88.3
2016-03-16,87.0
2016-03-17,88.75
2016-03-18,88.9
2016-03-21,90.85
2016-03-22,91.1
2016-03-23,91.6
2016-03-28,88.0
2016-03-29,91.15
2016-03-30,93.7
2016-03-31,94.8
2016-04-01,97.25
2016-04-04,96.9
2016-04-05,96.4
2016-04-06,96.65
2016-04-07,94.9
2016-04-08,94.55
2016-04-11,93.6
2016-04-12,96.0
2016-04-13,97.0
2016-04-18,95.2
2016-04-20,93.75
2016-04-21,93.85
2016-04-22,94.8
2016-04-25,95.2
2016-04-26,95.4
2016-04-27,95.35
2016-04-28,94.2
2016-04-29,93.9
2016-05-02,93.9
2016-05-03,96.0
2016-05-04,96.25
2016-05-05,96.0
2016-05-06,96.0
2016-05-09,95.9
2016-05-10,96.25
2016-05-11,96.05
2016-05-12,96.15
2016-05-13,96.75
2016-05-16,96.25
2016-05-17,97.0
2016-05-18,98.4
2016-05-19,99.2
2016-05-20,98.0
2016-05-23,103.05
2016-05-24,104.65
2016-05-25,103.85
2016-05-26,104.25
2016-05-27,106.7
2016-05-30,107.1
2016-05-31,106.55
2016-06-01,106.45
2016-06-02,107.05
2016-06-03,105.0
2016-06-06,105.45
2016-06-07,104.15
2016-06-08,107.4
2016-06-09,109.05
2016-06-10,109.65
2016-06-13,109.45
2016-06-14,108.35
2016-06-15,109.35
2016-06-16,107.85
2016-06-17,109.1
2016-06-20,110.05
2016-06-21,108.45
2016-06-22,110.05
2016-06-23,110.05
2016-06-24,106.95
2016-06-27,109.95
2016-06-28,109.3
2016-06-29,110.8
2016-06-30,116.4
2016-07-01,120.45
2016-07-04,121.45
2016-07-05,124.7
2016-07-07,121.65
2016-07-08,118.65
2016-07-11,119.1
2016-07-12,120.15
2016-07-13,119.35
2016-07-14,119.95
2016-07-15,120.0
2016-07-18,119.45
2016-07-19,119.6
2016-07-20,121.05
2016-07-21,122.15
2016-07-22,122.6
2016-07-25,125.4
2016-07-26,125.3
2016-07-27,127.65
2016-07-28,129.75
2016-07-29,129.85
2016-08-01,128.0
2016-08-02,125.55
2016-08-03,124.75
2016-08-04,124.3
2016-08-05,124.85
2016-08-08,127.65
2016-08-09,130.0
2016-08-10,130.75
2016-08-11,129.3
2016-08-12,127.95
2016-08-16,129.55
2016-08-17,129.15
2016-08-18,133.8
2016-08-19,134.9
2016-08-22,133.45
2016-08-23,132.85
2016-08-24,129.6
2016-08-25,131.15
2016-08-26,129.95
2016-08-29,131.05
2016-08-30,134.1
2016-08-31,131.7
2016-09-01,131.9
2016-09-02,133.25
2016-09-06,129.55
2016-09-07,131.75
2016-09-08,135.15
2016-09-09,139.15
2016-09-12,135.75
2016-09-14,133.65
2016-09-15,132.25
2016-09-16,132.15
2016-09-19,130.95
2016-09-20,130.35
2016-09-21,131.65
2016-09-22,130.35
2016-09-23,128.75
2016-09-26,130.6
2016-09-27,130.95
2016-09-28,132.85
2016-09-29,132.95
2016-09-30,132.1
2016-10-03,135.3
2016-10-04,138.6
2016-10-05,137.6
2016-10-06,136.7
2016-10-07,137.6
2016-10-10,140.05
2016-10-13,140.65
2016-10-14,143.9
2016-10-17,143.0
2016-10-18,142.3
2016-10-19,143.0
2016-10-20,146.0
2016-10-21,144.2
2016-10-24,142.5
2016-10-25,143.95
2016-10-26,144.4
2016-10-27,145.25
2016-10-28,149.15
2016-10-30,149.6
2016-11-01,149.6
2016-11-02,150.05
2016-11-03,149.5
2016-11-04,149.55
2016-11-07,150.5
2016-11-08,151.6
2016-11-09,147.5
2016-11-10,151.15
2016-11-11,148.85
2016-11-15,139.55
2016-11-16,134.85
2016-11-17,131.6
2016-11-18,137.5
2016-11-21,129.9
2016-11-22,134.45
2016-11-23,134.3
2016-11-24,130.9
2016-11-25,137.45
2016-11-28,134.3
2016-11-29,134.3
2016-11-30,134.7
2016-12-01,136.45
2016-12-02,135.4
2016-12-05,137.6
2016-12-06,139.55
2016-12-07,139.1
2016-12-08,138.0
2016-12-09,135.25
2016-12-12,134.1
2016-12-13,133.9
2016-12-14,130.15
2016-12-15,130.15
2016-12-16,129.65
2016-12-19,129.65
2016-12-20,132.7
2016-12-21,129.65
2016-12-22,129.75
2016-12-23,131.25
2016-12-26,131.55
2016-12-27,130.7
2016-12-28,128.4
2016-12-29,128.85
2016-12-30,129.15
