Date,MFSL
2016-01-01,523.85
2016-01-04,517.5
2016-01-05,514.2
2016-01-06,510.0
2016-01-07,500.4
2016-01-08,490.05
2016-01-11,476.9
2016-01-12,469.1
2016-01-13,460.55
2016-01-14,479.6
2016-01-15,478.25
2016-01-18,448.85
2016-01-19,458.65
2016-01-20,446.55
2016-01-21,455.1
2016-01-22,459.7
2016-01-25,471.6
2016-02-10,360.1
2016-02-11,332.15
2016-02-12,314.65
2016-02-15,329.3
2016-02-16,330.25
2016-02-17,346.15
2016-02-18,345.2
2016-02-19,346.25
2016-02-22,346.7
2016-02-23,338.35
2016-02-24,324.5
2016-02-25,311.85
2016-02-26,327.1
2016-02-29,336.4
2016-03-01,325.15
2016-03-02,329.2
2016-03-03,321.7
2016-03-04,321.4
2016-03-08,314.25
2016-03-09,315.25
2016-03-10,330.45
2016-03-11,334.25
2016-03-14,337.65
2016-03-15,344.6
2016-03-16,340.15
2016-03-17,339.2
2016-03-18,333.05
2016-03-21,329.3
2016-03-22,329.05
2016-03-23,327.75
2016-03-28,319.8
2016-03-29,320.8
2016-03-30,324.65
2016-03-31,344.05
2016-04-01,344.9
2016-04-04,337.8
2016-04-05,340.15
2016-04-06,345.3
2016-04-07,348.5
2016-04-08,341.75
2016-04-11,345.8
2016-04-12,350.7
2016-04-13,353.1
2016-04-18,357.85
2016-04-20,359.7
2016-04-21,360.6
2016-04-22,372.35
2016-04-25,373.45
2016-04-26,374.7
2016-04-27,367.75
2016-04-28,349.05
2016-04-29,365.2
2016-05-02,372.75
2016-05-03,370.0
2016-05-04,367.1
2016-05-05,360.9
2016-05-06,362.3
2016-05-09,369.45
2016-05-10,360.85
2016-05-11,362.8
2016-05-12,369.95
2016-05-13,373.75
2016-05-16,383.0
2016-05-17,379.35
2016-05-18,379.9
2016-05-19,377.4
2016-05-20,368.15
2016-05-23,372.55
2016-05-24,380.45
2016-05-25,382.1
2016-05-26,366.3
2016-05-27,380.45
2016-05-30,381.95
2016-05-31,356.05
2016-06-01,363.1
2016-06-02,369.9
2016-06-03,380.6
2016-06-06,399.2
2016-06-07,398.8
2016-06-08,424.6
2016-06-09,419.75
2016-06-10,442.25
2016-06-13,434.2
2016-06-14,433.05
2016-06-15,434.75
2016-06-16,428.75
2016-06-17,473.85
2016-06-20,500.15
2016-06-21,504.85
2016-06-22,504.2
2016-06-23,506.3
2016-06-24,535.25
2016-06-27,552.05
2016-06-28,538.9
2016-06-29,540.5
2016-06-30,532.75
2016-07-01,529.15
2016-07-04,528.75
2016-07-05,508.5
2016-07-07,498.1
2016-07-08,504.4
2016-07-11,505.0
2016-07-12,507.85
2016-07-13,506.0
2016-07-14,504.6
2016-07-15,513.4
2016-07-18,505.65
2016-07-19,511.45
2016-07-20,559.95
2016-07-21,555.9
2016-07-22,555.25
2016-07-25,584.85
2016-07-26,578.1
2016-07-27,593.8
2016-07-28,589.05
2016-07-29,579.95
2016-08-01,556.3
2016-08-02,532.55
2016-08-03,549.25
2016-08-04,550.75
2016-08-05,551.6
2016-08-08,542.2
2016-08-09,534.0
2016-08-10,517.15
2016-08-11,510.65
2016-08-12,507.75
2016-08-16,500.45
2016-08-17,516.8
2016-08-18,507.0
2016-08-19,498.95
2016-08-22,500.35
2016-08-23,512.3
2016-08-24,523.55
2016-08-25,533.45
2016-08-26,547.65
2016-08-29,546.6
2016-08-30,565.35
2016-08-31,579.8
2016-09-01,568.95
2016-09-02,572.05
2016-09-06,595.7
2016-09-07,580.25
2016-09-08,599.1
2016-09-09,593.95
2016-09-12,605.3
2016-09-14,606.8
2016-09-15,599.4
2016-09-16,586.45
2016-09-19,570.1
2016-09-20,569.1
2016-09-21,567.75
2016-09-22,569.1
2016-09-23,565.6
2016-09-26,560.25
2016-09-27,552.15
2016-09-28,551.7
2016-09-29,553.95
2016-09-30,555.6
2016-10-03,558.55
2016-10-04,558.4
2016-10-05,562.25
2016-10-06,555.1
2016-10-07,549.35
2016-10-10,543.65
2016-10-13,549.95
2016-10-14,553.5
2016-10-17,538.85
2016-10-18,553.75
2016-10-19,555.6
2016-10-20,558.15
2016-10-21,561.8
2016-10-24,558.55
2016-10-25,555.3
2016-10-26,550.0
2016-10-27,556.9
2016-10-28,562.8
2016-10-30,563.15
2016-11-01,558.2
2016-11-02,546.85
2016-11-03,540.7
2016-11-04,542.0
2016-11-07,551.65
2016-11-08,565.15
2016-11-09,554.9
2016-11-10,573.2
2016-11-11,558.0
2016-11-15,492.9
2016-11-16,532.55
2016-11-17,525.8
2016-11-18,524.5
2016-11-21,504.35
2016-11-22,531.4
2016-11-23,548.65
2016-11-24,540.2
2016-11-25,536.3
2016-11-28,538.7
2016-11-29,558.1
2016-11-30,534.05
2016-12-01,545.8
2016-12-02,532.85
2016-12-05,545.0
2016-12-06,544.15
2016-12-07,541.5
2016-12-08,542.55
2016-12-09,542.5
2016-12-12,545.15
2016-12-13,557.0
2016-12-14,556.7
2016-12-15,556.5
2016-12-16,559.6
2016-12-19,558.9
2016-12-20,543.05
2016-12-21,536.35
2016-12-22,530.25
2016-12-23,529.2
2016-12-26,525.45
2016-12-27,531.3
2016-12-28,532.3
2016-12-29,542.85
2016-12-30,548.75
