Date,BLISSGVS
2016-01-01,181.9
2016-01-04,177.75
2016-01-05,180.45
2016-01-06,183.05
2016-01-07,179.85
2016-01-08,182.95
2016-01-11,180.5
2016-01-12,180.05
2016-01-13,175.65
2016-01-14,176.75
2016-01-15,165.95
2016-01-18,166.4
2016-01-19,165.1
2016-01-20,164.3
2016-01-21,163.5
2016-01-22,159.55
2016-01-25,165.4
2016-01-27,168.55
2016-01-28,169.35
2016-01-29,176.55
2016-02-01,175.6
2016-02-02,175.55
2016-02-03,173.25
2016-02-04,173.25
2016-02-05,173.1
2016-02-08,172.5
2016-02-09,171.6
2016-02-10,171.45
2016-02-11,149.9
2016-02-12,119.95
2016-02-15,118.95
2016-02-16,118.4
2016-02-17,130.15
2016-02-18,143.15
2016-02-19,144.4
2016-02-22,144.65
2016-02-23,147.8
2016-02-24,152.9
2016-02-25,157.45
2016-02-26,154.0
2016-02-29,148.2
2016-03-01,148.25
2016-03-02,146.9
2016-03-03,144.35
2016-03-04,139.75
2016-03-08,136.4
2016-03-09,133.8
2016-03-10,133.95
2016-03-11,131.5
2016-03-14,138.05
2016-03-15,141.5
2016-03-16,138.7
2016-03-17,136.85
2016-03-18,132.0
2016-03-21,131.45
2016-03-22,131.75
2016-03-23,131.2
2016-03-28,133.1
2016-03-29,129.6
2016-03-30,129.3
2016-03-31,125.45
2016-04-01,132.55
2016-04-04,138.45
2016-04-05,134.75
2016-04-06,139.0
2016-04-07,136.45
2016-04-08,140.95
2016-04-11,136.6
2016-04-12,136.7
2016-04-13,136.7
2016-04-18,128.2
2016-04-20,125.45
2016-04-21,124.25
2016-04-22,120.65
2016-04-25,116.75
2016-04-26,110.55
2016-04-27,110.0
2016-04-28,117.25
2016-04-29,120.2
2016-05-02,117.0
2016-05-03,114.4
2016-05-04,111.85
2016-05-05,112.05
2016-05-06,108.25
2016-05-09,108.35
2016-05-10,107.55
2016-05-11,104.2
2016-05-12,110.7
2016-05-13,110.6
2016-05-16,108.45
2016-05-17,107.65
2016-05-18,108.05
2016-05-19,105.15
2016-05-20,104.1
2016-05-23,102.55
2016-05-24,102.3
2016-05-25,95.2
2016-05-26,98.25
2016-05-27,98.7
2016-05-30,91.1
2016-05-31,90.35
2016-06-01,93.2
2016-06-02,92.6
2016-06-03,91.75
2016-06-06,89.9
2016-06-07,88.95
2016-06-08,90.25
2016-06-09,88.9
2016-06-10,87.95
2016-06-13,86.65
2016-06-14,86.1
2016-06-15,85.65
2016-06-16,82.85
2016-06-17,80.65
2016-06-20,89.35
2016-06-21,94.9
2016-06-22,90.8
2016-06-23,88.45
2016-06-24,86.3
2016-06-27,90.9
2016-06-28,92.15
2016-06-29,94.15
2016-06-30,91.85
2016-07-01,92.85
2016-07-04,91.85
2016-07-05,91.95
2016-07-07,94.05
2016-07-08,105.0
2016-07-11,108.35
2016-07-12,106.15
2016-07-13,103.0
2016-07-14,107.85
2016-07-15,106.3
2016-07-18,107.35
2016-07-19,106.6
2016-07-20,110.45
2016-07-21,108.1
2016-07-22,111.4
2016-07-25,114.45
2016-07-26,113.05
2016-07-27,114.6
2016-07-28,119.8
2016-07-29,119.2
2016-08-01,116.65
2016-08-02,119.15
2016-08-03,119.75
2016-08-04,121.8
2016-08-05,126.0
2016-08-08,124.4
2016-08-09,128.8
2016-08-10,125.95
2016-08-11,123.45
2016-08-12,124.3
2016-08-16,122.1
2016-08-17,126.85
2016-08-18,128.95
2016-08-19,132.45
2016-08-22,133.6
2016-08-23,134.3
2016-08-24,136.4
2016-08-25,138.8
2016-08-26,141.85
2016-08-29,145.25
2016-08-30,146.8
2016-08-31,149.05
2016-09-01,145.75
2016-09-02,144.35
2016-09-06,144.8
2016-09-07,147.95
2016-09-08,150.2
2016-09-09,152.05
2016-09-12,147.1
2016-09-14,151.1
2016-09-15,150.6
2016-09-16,155.8
2016-09-19,152.15
2016-09-20,148.0
2016-09-21,146.05
2016-09-22,148.2
2016-09-23,145.35
2016-09-26,141.45
2016-09-27,146.6
2016-09-28,148.45
2016-09-29,133.25
2016-09-30,137.6
2016-10-03,143.9
2016-10-04,143.3
2016-10-05,143.5
2016-10-06,141.6
2016-10-07,147.1
2016-10-10,145.55
2016-10-13,141.55
2016-10-14,145.45
2016-10-17,145.65
2016-10-18,143.85
2016-10-19,144.4
2016-10-20,147.8
2016-10-21,157.15
2016-10-24,168.75
2016-10-25,178.65
2016-10-26,181.35
2016-10-27,160.85
2016-10-28,155.05
2016-10-30,157.25
2016-11-01,160.25
2016-11-02,163.55
2016-11-03,159.95
2016-11-04,149.25
2016-11-07,145.15
2016-11-08,146.6
2016-11-09,139.15
2016-11-10,144.75
2016-11-11,140.15
2016-11-15,129.75
2016-11-16,130.0
2016-11-17,130.1
2016-11-18,128.9
2016-11-21,118.95
2016-11-22,124.55
2016-11-23,127.6
2016-11-24,132.55
2016-11-25,137.0
2016-11-28,139.05
2016-11-29,145.65
2016-11-30,158.65
2016-12-01,163.95
2016-12-02,168.3
2016-12-05,168.55
2016-12-06,169.25
2016-12-07,165.65
2016-12-08,168.2
2016-12-09,170.4
2016-12-12,170.45
2016-12-13,165.75
2016-12-14,160.7
2016-12-15,158.5
2016-12-16,159.3
2016-12-19,159.0
2016-12-20,162.85
2016-12-21,160.45
2016-12-22,158.55
2016-12-23,161.2
2016-12-26,152.4
2016-12-27,153.8
2016-12-28,152.3
2016-12-29,154.8
2016-12-30,155.75
