Date,ANDHRSUGAR
2016-01-01,145.05
2016-01-04,143.35
2016-01-05,144.35
2016-01-06,147.85
2016-01-07,139.7
2016-01-08,148.85
2016-01-11,150.9
2016-01-12,143.75
2016-01-13,139.8
2016-01-14,137.4
2016-01-15,130.1
2016-01-18,126.6
2016-01-19,129.15
2016-01-20,129.8
2016-01-21,132.95
2016-01-22,136.2
2016-01-25,132.9
2016-01-27,133.5
2016-01-28,132.25
2016-01-29,131.8
2016-02-01,133.0
2016-02-02,129.5
2016-02-03,127.2
2016-02-04,123.6
2016-02-05,127.3
2016-02-08,123.8
2016-02-09,120.45
2016-02-10,113.85
2016-02-11,103.7
2016-02-12,105.4
2016-02-15,112.85
2016-02-16,108.45
2016-02-17,110.65
2016-02-18,109.2
2016-02-19,111.7
2016-02-22,110.3
2016-02-23,109.95
2016-02-24,110.5
2016-02-25,112.05
2016-02-26,111.75
2016-02-29,110.0
2016-03-01,114.25
2016-03-02,115.1
2016-03-03,115.5
2016-03-04,120.6
2016-03-08,125.0
2016-03-09,127.55
2016-03-10,123.05
2016-03-11,121.25
2016-03-14,123.65
2016-03-15,135.2
2016-03-16,140.0
2016-03-17,136.15
2016-03-18,136.05
2016-03-21,141.25
2016-03-22,139.55
2016-03-23,139.75
2016-03-28,133.6
2016-03-29,130.75
2016-03-30,140.4
2016-03-31,138.55
2016-04-01,142.95
2016-04-04,141.15
2016-04-05,136.1
2016-04-06,142.65
2016-04-07,139.75
2016-04-08,141.05
2016-04-11,136.55
2016-04-12,136.0
2016-04-13,134.05
2016-04-18,137.75
2016-04-20,135.7
2016-04-21,135.0
2016-04-22,138.7
2016-04-25,140.05
2016-04-26,140.65
2016-04-27,139.05
2016-04-28,136.5
2016-04-29,138.55
2016-05-02,139.65
2016-05-03,137.35
2016-05-04,134.85
2016-05-05,137.8
2016-05-06,141.9
2016-05-09,163.25
2016-05-10,171.8
2016-05-11,179.1
2016-05-12,182.5
2016-05-13,179.6
2016-05-16,179.25
2016-05-17,191.6
2016-05-18,193.8
2016-05-19,189.05
2016-05-20,185.65
2016-05-23,199.55
2016-05-24,196.55
2016-05-25,190.85
2016-05-26,191.05
2016-05-27,190.95
2016-05-30,192.1
2016-05-31,188.4
2016-06-01,186.8
2016-06-02,189.05
2016-06-03,191.55
2016-06-06,195.3
2016-06-07,194.6
2016-06-08,195.65
2016-06-09,191.15
2016-06-10,206.2
2016-06-13,212.85
2016-06-14,213.2
2016-06-15,218.25
2016-06-16,230.7
2016-06-17,208.6
2016-06-20,219.85
2016-06-21,222.75
2016-06-22,212.35
2016-06-23,211.3
2016-06-24,209.6
2016-06-27,245.4
2016-06-28,247.5
2016-06-29,253.7
2016-06-30,253.55
2016-07-01,254.95
2016-07-04,255.55
2016-07-05,242.6
2016-07-07,265.85
2016-07-08,258.6
2016-07-11,253.1
2016-07-12,255.6
2016-07-13,249.25
2016-07-14,256.65
2016-07-15,251.75
2016-07-18,247.1
2016-07-19,243.8
2016-07-20,245.25
2016-07-21,238.55
2016-07-22,241.8
2016-07-25,240.1
2016-07-26,240.75
2016-07-27,238.4
2016-07-28,236.05
2016-07-29,252.95
2016-08-01,258.35
2016-08-02,256.25
2016-08-03,245.65
2016-08-04,246.8
2016-08-05,250.35
2016-08-08,248.75
2016-08-09,238.85
2016-08-10,226.4
2016-08-11,214.25
2016-08-12,228.0
2016-08-16,223.05
2016-08-17,215.25
2016-08-18,229.85
2016-08-19,229.2
2016-08-22,223.0
2016-08-23,221.4
2016-08-24,220.5
2016-08-25,220.55
2016-08-26,220.3
2016-08-29,216.25
2016-08-30,216.7
2016-08-31,222.2
2016-09-01,219.25
2016-09-02,219.2
2016-09-06,220.5
2016-09-07,218.45
2016-09-08,218.45
2016-09-09,219.6
2016-09-12,211.45
2016-09-14,215.3
2016-09-15,217.25
2016-09-16,221.95
2016-09-19,228.9
2016-09-20,225.4
2016-09-21,221.6
2016-09-22,225.55
2016-09-23,222.8
2016-09-26,220.2
2016-09-27,216.55
2016-09-28,216.85
2016-09-29,200.6
2016-09-30,207.85
2016-10-03,209.2
2016-10-04,208.75
2016-10-05,214.55
2016-10-06,210.85
2016-10-07,215.95
2016-10-10,214.75
2016-10-13,213.0
2016-10-14,214.2
2016-10-17,214.15
2016-10-18,219.7
2016-10-19,224.1
2016-10-20,222.0
2016-10-21,226.35
2016-10-24,231.3
2016-10-25,229.9
2016-10-26,228.45
2016-10-27,227.15
2016-10-28,236.45
2016-10-30,243.65
2016-11-01,254.35
2016-11-02,252.85
2016-11-03,241.9
2016-11-04,232.65
2016-11-07,242.1
2016-11-08,237.75
2016-11-09,224.95
2016-11-10,235.45
2016-11-11,225.4
2016-11-15,204.9
2016-11-16,206.05
2016-11-17,198.0
2016-11-18,207.35
2016-11-21,201.15
2016-11-22,201.5
2016-11-23,212.35
2016-11-24,207.55
2016-11-25,208.35
2016-11-28,205.5
2016-11-29,211.85
2016-11-30,213.7
2016-12-01,216.15
2016-12-02,210.7
2016-12-05,213.45
2016-12-06,211.95
2016-12-07,211.85
2016-12-08,212.35
2016-12-09,211.35
2016-12-12,211.25
2016-12-13,211.25
2016-12-14,209.95
2016-12-15,208.9
2016-12-16,208.5
2016-12-19,207.95
2016-12-20,206.6
2016-12-21,206.55
2016-12-22,200.65
2016-12-23,206.2
2016-12-26,200.6
2016-12-27,203.3
2016-12-28,204.35
2016-12-29,203.65
2016-12-30,210.55
