Date,SOUTHBANK
2016-01-01,19.65
2016-01-04,19.55
2016-01-05,19.95
2016-01-06,20.05
2016-01-07,19.55
2016-01-08,19.55
2016-01-11,19.5
2016-01-12,19.2
2016-01-13,19.15
2016-01-14,19.2
2016-01-15,18.35
2016-01-18,18.05
2016-01-19,18.35
2016-01-20,17.95
2016-01-21,18.3
2016-01-22,18.4
2016-01-25,18.35
2016-01-27,18.5
2016-01-28,18.4
2016-01-29,18.45
2016-02-01,18.65
2016-02-02,19.05
2016-02-03,18.5
2016-02-04,18.15
2016-02-05,18.55
2016-02-08,18.55
2016-02-09,18.35
2016-02-10,18.1
2016-02-11,17.15
2016-02-12,17.75
2016-02-15,18.2
2016-02-16,17.45
2016-02-17,17.15
2016-02-18,17.15
2016-02-19,16.85
2016-02-22,16.95
2016-02-23,16.85
2016-02-24,16.75
2016-02-25,16.65
2016-02-26,16.65
2016-02-29,16.65
2016-03-01,16.8
2016-03-02,17.4
2016-03-03,17.75
2016-03-04,17.8
2016-03-08,17.65
2016-03-09,17.7
2016-03-10,17.65
2016-03-11,17.4
2016-03-14,17.35
2016-03-15,17.35
2016-03-16,17.2
2016-03-17,17.35
2016-03-18,17.65
2016-03-21,17.8
2016-03-22,17.75
2016-03-23,17.75
2016-03-28,17.4
2016-03-29,17.15
2016-03-30,17.45
2016-03-31,17.65
2016-04-01,18.2
2016-04-04,18.25
2016-04-05,17.5
2016-04-06,17.45
2016-04-07,17.35
2016-04-08,17.35
2016-04-11,17.45
2016-04-12,17.65
2016-04-13,17.85
2016-04-18,17.85
2016-04-20,18.4
2016-04-21,18.25
2016-04-22,18.25
2016-04-25,18.05
2016-04-26,18.25
2016-04-27,18.25
2016-04-28,18.1
2016-04-29,18.25
2016-05-02,18.0
2016-05-03,17.9
2016-05-04,17.75
2016-05-05,17.75
2016-05-06,18.0
2016-05-09,18.05
2016-05-10,17.95
2016-05-11,18.0
2016-05-12,18.0
2016-05-13,18.65
2016-05-16,18.65
2016-05-17,18.4
2016-05-18,18.25
2016-05-19,18.05
2016-05-20,18.15
2016-05-23,18.05
2016-05-24,18.1
2016-05-25,18.25
2016-05-26,18.9
2016-05-27,19.2
2016-05-30,19.15
2016-05-31,19.05
2016-06-01,18.75
2016-06-02,19.1
2016-06-03,19.0
2016-06-06,19.6
2016-06-07,19.95
2016-06-08,20.05
2016-06-09,20.4
2016-06-10,20.45
2016-06-13,20.5
2016-06-14,20.6
2016-06-15,20.5
2016-06-16,20.15
2016-06-17,20.45
2016-06-20,20.4
2016-06-21,20.25
2016-06-22,20.05
2016-06-23,20.0
2016-06-24,19.6
2016-06-27,19.85
2016-06-28,20.0
2016-06-29,20.3
2016-06-30,19.55
2016-07-01,20.0
2016-07-04,20.45
2016-07-05,21.6
2016-07-07,22.2
2016-07-08,22.55
2016-07-11,22.8
2016-07-12,22.65
2016-07-13,22.1
2016-07-14,22.6
2016-07-15,22.0
2016-07-18,21.35
2016-07-19,21.4
2016-07-20,21.55
2016-07-21,21.45
2016-07-22,21.4
2016-07-25,21.7
2016-07-26,21.35
2016-07-27,21.4
2016-07-28,21.25
2016-07-29,21.3
2016-08-01,21.4
2016-08-02,21.4
2016-08-03,21.1
2016-08-04,21.25
2016-08-05,21.5
2016-08-08,21.55
2016-08-09,21.7
2016-08-10,21.3
2016-08-11,21.4
2016-08-12,21.35
2016-08-16,21.45
2016-08-17,21.3
2016-08-18,21.65
2016-08-19,22.3
2016-08-22,22.4
2016-08-23,22.45
2016-08-24,22.7
2016-08-25,22.3
2016-08-26,22.05
2016-08-29,22.25
2016-08-30,22.6
2016-08-31,22.5
2016-09-01,22.25
2016-09-02,22.35
2016-09-06,22.9
2016-09-07,24.3
2016-09-08,24.6
2016-09-09,24.2
2016-09-12,23.0
2016-09-14,23.75
2016-09-15,23.35
2016-09-16,23.6
2016-09-19,23.55
2016-09-20,23.25
2016-09-21,23.1
2016-09-22,23.25
2016-09-23,23.0
2016-09-26,22.4
2016-09-27,22.3
2016-09-28,22.75
2016-09-29,21.4
2016-09-30,21.85
2016-10-03,23.2
2016-10-04,23.85
2016-10-05,25.0
2016-10-06,24.8
2016-10-07,23.9
2016-10-10,23.65
2016-10-13,23.0
2016-10-14,23.65
2016-10-17,23.35
2016-10-18,23.75
2016-10-19,23.6
2016-10-20,23.85
2016-10-21,24.1
2016-10-24,24.35
2016-10-25,24.2
2016-10-26,24.05
2016-10-27,23.5
2016-10-28,23.75
2016-10-30,23.9
2016-11-01,23.7
2016-11-02,23.05
2016-11-03,22.9
2016-11-04,22.5
2016-11-07,23.0
2016-11-08,22.95
2016-11-09,22.5
2016-11-10,23.9
2016-11-11,23.3
2016-11-15,22.55
2016-11-16,22.3
2016-11-17,22.4
2016-11-18,22.1
2016-11-21,20.9
2016-11-22,20.4
2016-11-23,20.55
2016-11-24,20.5
2016-11-25,21.15
2016-11-28,20.95
2016-11-29,21.05
2016-11-30,21.5
2016-12-01,21.05
2016-12-02,21.05
2016-12-05,21.15
2016-12-06,21.25
2016-12-07,21.2
2016-12-08,21.45
2016-12-09,21.65
2016-12-12,21.55
2016-12-13,21.95
2016-12-14,21.25
2016-12-15,21.15
2016-12-16,20.9
2016-12-19,20.85
2016-12-20,20.5
2016-12-21,20.8
2016-12-22,20.5
2016-12-23,20.05
2016-12-26,18.9
2016-12-27,19.25
2016-12-28,19.05
2016-12-29,19.4
2016-12-30,19.6
