Date,PENIND
2016-01-01,54.6
2016-01-04,52.75
2016-01-05,56.6
2016-01-06,56.7
2016-01-07,54.1
2016-01-08,56.4
2016-01-11,58.85
2016-01-12,59.0
2016-01-13,55.3
2016-01-14,52.65
2016-01-15,50.65
2016-01-18,48.8
2016-01-19,49.5
2016-01-20,47.2
2016-01-21,47.95
2016-01-22,48.8
2016-01-25,49.3
2016-01-27,49.15
2016-01-28,49.4
2016-01-29,49.95
2016-02-01,49.95
2016-02-02,47.65
2016-02-03,45.9
2016-02-04,46.8
2016-02-05,47.9
2016-02-08,47.35
2016-02-09,47.65
2016-02-10,44.95
2016-02-11,43.4
2016-02-12,40.55
2016-02-15,42.35
2016-02-16,40.3
2016-02-17,40.6
2016-02-18,40.65
2016-02-19,41.9
2016-02-22,43.2
2016-02-23,43.6
2016-02-24,42.15
2016-02-25,41.7
2016-02-26,40.75
2016-02-29,40.75
2016-03-01,42.05
2016-03-02,43.1
2016-03-03,44.35
2016-03-04,44.35
2016-03-08,44.5
2016-03-09,43.75
2016-03-10,43.7
2016-03-11,46.05
2016-03-14,44.3
2016-03-15,43.25
2016-03-16,43.65
2016-03-17,45.75
2016-03-18,45.3
2016-03-21,46.15
2016-03-22,46.05
2016-03-23,46.6
2016-03-28,45.15
2016-03-29,45.2
2016-03-30,45.65
2016-03-31,48.0
2016-04-01,47.5
2016-04-04,49.6
2016-04-05,47.7
2016-04-06,50.05
2016-04-07,48.8
2016-04-08,50.15
2016-04-11,49.75
2016-04-12,51.3
2016-04-13,50.55
2016-04-18,51.9
2016-04-20,53.55
2016-04-21,50.25
2016-04-22,48.85
2016-04-25,49.2
2016-04-26,48.45
2016-04-27,49.05
2016-04-28,47.9
2016-04-29,47.95
2016-05-02,47.35
2016-05-03,47.45
2016-05-04,47.3
2016-05-05,48.0
2016-05-06,47.3
2016-05-09,48.05
2016-05-10,48.7
2016-05-11,47.5
2016-05-12,47.3
2016-05-13,46.55
2016-05-16,46.35
2016-05-17,47.95
2016-05-18,47.45
2016-05-19,46.4
2016-05-20,46.75
2016-05-23,45.4
2016-05-24,43.65
2016-05-25,43.4
2016-05-26,44.2
2016-05-27,45.15
2016-05-30,44.65
2016-05-31,44.1
2016-06-01,44.3
2016-06-02,44.05
2016-06-03,43.55
2016-06-06,43.7
2016-06-07,43.75
2016-06-08,44.25
2016-06-09,44.1
2016-06-10,44.7
2016-06-13,44.0
2016-06-14,43.85
2016-06-15,44.1
2016-06-16,43.15
2016-06-17,42.65
2016-06-20,43.25
2016-06-21,42.5
2016-06-22,42.1
2016-06-23,43.45
2016-06-24,42.2
2016-06-27,42.7
2016-06-28,45.05
2016-06-29,46.15
2016-06-30,45.4
2016-07-01,44.55
2016-07-04,44.1
2016-07-05,43.85
2016-07-07,44.2
2016-07-08,46.3
2016-07-11,46.5
2016-07-12,46.0
2016-07-13,45.9
2016-07-14,46.65
2016-07-15,46.7
2016-07-18,47.45
2016-07-19,48.55
2016-07-20,49.35
2016-07-21,47.8
2016-07-22,49.3
2016-07-25,48.75
2016-07-26,48.15
2016-07-27,46.9
2016-07-28,46.6
2016-07-29,46.25
2016-08-01,45.1
2016-08-02,45.65
2016-08-03,45.1
2016-08-04,47.05
2016-08-05,47.6
2016-08-08,46.85
2016-08-09,47.0
2016-08-10,46.8
2016-08-11,46.0
2016-08-12,46.5
2016-08-16,45.7
2016-08-17,46.45
2016-08-18,45.7
2016-08-19,44.55
2016-08-22,43.95
2016-08-23,43.85
2016-08-24,44.0
2016-08-25,43.9
2016-08-26,43.95
2016-08-29,44.0
2016-08-30,43.9
2016-08-31,44.1
2016-09-01,43.25
2016-09-02,42.95
2016-09-06,43.9
2016-09-07,43.85
2016-09-08,45.95
2016-09-09,45.4
2016-09-12,43.8
2016-09-14,43.95
2016-09-15,45.45
2016-09-16,45.35
2016-09-19,44.75
2016-09-20,46.3
2016-09-21,45.7
2016-09-22,45.9
2016-09-23,45.7
2016-09-26,45.6
2016-09-27,45.2
2016-09-28,44.85
2016-09-29,42.95
2016-09-30,44.3
2016-10-03,45.15
2016-10-04,47.15
2016-10-05,48.85
2016-10-06,52.2
2016-10-07,52.25
2016-10-10,51.65
2016-10-13,49.4
2016-10-14,50.45
2016-10-17,50.55
2016-10-18,51.4
2016-10-19,49.95
2016-10-20,49.9
2016-10-21,50.25
2016-10-24,50.5
2016-10-25,51.2
2016-10-26,51.05
2016-10-27,50.6
2016-10-28,50.15
2016-10-30,50.6
2016-11-01,50.2
2016-11-02,48.85
2016-11-03,48.45
2016-11-04,46.1
2016-11-07,46.9
2016-11-08,47.55
2016-11-09,47.0
2016-11-10,47.5
2016-11-11,45.45
2016-11-15,41.75
2016-11-16,40.15
2016-11-17,40.05
2016-11-18,40.9
2016-11-21,40.25
2016-11-22,39.65
2016-11-23,41.2
2016-11-24,41.1
2016-11-25,42.3
2016-11-28,41.85
2016-11-29,42.5
2016-11-30,43.05
2016-12-01,43.55
2016-12-02,43.45
2016-12-05,43.3
2016-12-06,43.65
2016-12-07,42.7
2016-12-08,46.2
2016-12-09,46.0
2016-12-12,44.55
2016-12-13,43.7
2016-12-14,43.0
2016-12-15,43.35
2016-12-16,43.0
2016-12-19,42.35
2016-12-20,41.5
2016-12-21,42.05
2016-12-22,41.05
2016-12-23,40.85
2016-12-26,40.2
2016-12-27,41.15
2016-12-28,40.5
2016-12-29,40.65
2016-12-30,41.05
