Date,SAREGAMA
2016-01-01,365.85
2016-01-04,355.2
2016-01-05,356.6
2016-01-06,349.75
2016-01-07,333.05
2016-01-08,353.05
2016-01-11,343.2
2016-01-12,340.25
2016-01-13,328.4
2016-01-14,314.15
2016-01-15,291.05
2016-01-18,267.95
2016-01-19,276.0
2016-01-20,258.5
2016-01-21,264.85
2016-01-22,277.05
2016-01-25,283.6
2016-01-27,287.6
2016-01-28,297.25
2016-01-29,295.5
2016-02-01,302.05
2016-02-02,290.95
2016-02-03,289.35
2016-02-04,280.8
2016-02-05,288.65
2016-02-08,283.75
2016-02-09,279.55
2016-02-10,268.15
2016-02-11,252.3
2016-02-12,239.45
2016-02-15,265.55
2016-02-16,256.0
2016-02-17,254.5
2016-02-18,259.45
2016-02-19,251.55
2016-02-22,255.9
2016-02-23,250.0
2016-02-24,238.95
2016-02-25,238.05
2016-02-26,230.1
2016-02-29,214.5
2016-03-01,233.85
2016-03-02,266.45
2016-03-03,262.2
2016-03-04,263.6
2016-03-08,259.8
2016-03-09,259.9
2016-03-10,261.05
2016-03-11,253.1
2016-03-14,253.45
2016-03-15,245.25
2016-03-16,247.1
2016-03-17,256.8
2016-03-18,262.0
2016-03-21,257.3
2016-03-22,262.7
2016-03-23,266.4
2016-03-28,271.85
2016-03-29,267.45
2016-03-30,272.25
2016-03-31,269.8
2016-04-01,273.65
2016-04-04,296.8
2016-04-05,290.8
2016-04-06,305.1
2016-04-07,298.25
2016-04-08,298.8
2016-04-11,307.25
2016-04-12,310.25
2016-04-13,306.65
2016-04-18,299.1
2016-04-20,295.2
2016-04-21,285.95
2016-04-22,286.0
2016-04-25,283.95
2016-04-26,284.7
2016-04-27,323.9
2016-04-28,315.6
2016-04-29,317.75
2016-05-02,313.7
2016-05-03,315.25
2016-05-04,309.3
2016-05-05,313.55
2016-05-06,310.05
2016-05-09,312.15
2016-05-10,306.55
2016-05-11,304.75
2016-05-12,309.4
2016-05-13,306.45
2016-05-16,306.35
2016-05-17,309.15
2016-05-18,308.1
2016-05-19,302.35
2016-05-20,303.5
2016-05-23,300.1
2016-05-24,297.8
2016-05-25,309.65
2016-05-26,292.6
2016-05-27,298.2
2016-05-30,293.45
2016-05-31,292.65
2016-06-01,291.95
2016-06-02,292.6
2016-06-03,291.4
2016-06-06,291.3
2016-06-07,315.1
2016-06-08,312.85
2016-06-09,299.55
2016-06-10,297.05
2016-06-13,295.6
2016-06-14,300.55
2016-06-15,301.7
2016-06-16,295.4
2016-06-17,293.35
2016-06-20,292.95
2016-06-21,292.0
2016-06-22,287.1
2016-06-23,288.75
2016-06-24,283.2
2016-06-27,284.85
2016-06-28,287.85
2016-06-29,293.85
2016-06-30,292.3
2016-07-01,293.15
2016-07-04,300.1
2016-07-05,297.5
2016-07-07,299.3
2016-07-08,294.7
2016-07-11,305.25
2016-07-12,294.95
2016-07-13,289.2
2016-07-14,286.6
2016-07-15,285.5
2016-07-18,287.4
2016-07-19,287.95
2016-07-20,291.3
2016-07-21,286.3
2016-07-22,287.0
2016-07-25,287.25
2016-07-26,281.65
2016-07-27,281.15
2016-07-28,281.25
2016-07-29,276.6
2016-08-01,273.35
2016-08-02,279.2
2016-08-03,262.5
2016-08-04,260.35
2016-08-05,256.45
2016-08-08,260.65
2016-08-09,258.25
2016-08-10,245.35
2016-08-11,232.8
2016-08-12,230.75
2016-08-16,234.1
2016-08-17,234.65
2016-08-18,252.1
2016-08-19,250.05
2016-08-22,243.95
2016-08-23,243.75
2016-08-24,244.15
2016-08-25,236.3
2016-08-26,232.45
2016-08-29,233.4
2016-08-30,241.75
2016-08-31,236.1
2016-09-01,239.85
2016-09-02,240.6
2016-09-06,252.15
2016-09-07,246.0
2016-09-08,243.7
2016-09-09,240.3
2016-09-12,235.05
2016-09-14,234.05
2016-09-15,233.3
2016-09-16,238.5
2016-09-19,234.3
2016-09-20,237.2
2016-09-21,234.25
2016-09-22,234.8
2016-09-23,238.2
2016-09-26,236.15
2016-09-27,232.85
2016-09-28,233.9
2016-09-29,216.35
2016-09-30,224.0
2016-10-03,226.35
2016-10-04,223.25
2016-10-05,228.4
2016-10-06,234.45
2016-10-07,226.55
2016-10-10,234.15
2016-10-13,233.9
2016-10-14,237.55
2016-10-17,233.45
2016-10-18,241.5
2016-10-19,240.15
2016-10-20,240.0
2016-10-21,234.4
2016-10-24,242.7
2016-10-25,241.8
2016-10-26,290.15
2016-10-27,272.1
2016-10-28,277.05
2016-10-30,281.4
2016-11-01,282.8
2016-11-02,270.3
2016-11-03,260.8
2016-11-04,246.85
2016-11-07,254.15
2016-11-08,251.5
2016-11-09,236.25
2016-11-10,229.0
2016-11-11,220.55
2016-11-15,206.6
2016-11-16,207.0
2016-11-17,197.6
2016-11-18,200.3
2016-11-21,190.25
2016-11-22,189.05
2016-11-23,196.75
2016-11-24,197.05
2016-11-25,200.35
2016-11-28,196.0
2016-11-29,201.5
2016-11-30,241.8
2016-12-01,231.25
2016-12-02,229.9
2016-12-05,234.1
2016-12-06,230.45
2016-12-07,227.7
2016-12-08,226.15
2016-12-09,226.75
2016-12-12,220.85
2016-12-13,245.85
2016-12-14,230.4
2016-12-15,226.15
2016-12-16,226.95
2016-12-19,229.75
2016-12-20,223.6
2016-12-21,223.0
2016-12-22,217.4
2016-12-23,213.5
2016-12-26,203.25
2016-12-27,209.65
2016-12-28,212.65
2016-12-29,212.5
2016-12-30,215.1
