Date,GAEL
2016-01-01,52.7
2016-01-04,50.1
2016-01-05,52.8
2016-01-06,47.95
2016-01-07,48.1
2016-01-08,49.15
2016-01-11,48.5
2016-01-12,47.85
2016-01-13,45.85
2016-01-14,45.4
2016-01-15,43.05
2016-01-18,41.75
2016-01-19,42.9
2016-01-20,42.6
2016-01-21,41.2
2016-01-22,42.75
2016-01-25,43.45
2016-01-27,43.3
2016-01-28,43.4
2016-01-29,44.05
2016-02-01,45.4
2016-02-02,44.2
2016-02-03,42.7
2016-02-04,42.0
2016-02-05,42.25
2016-02-08,42.15
2016-02-09,41.35
2016-02-10,40.5
2016-02-11,38.75
2016-02-12,38.2
2016-02-15,39.7
2016-02-16,39.0
2016-02-17,37.6
2016-02-18,39.0
2016-02-19,38.75
2016-02-22,38.5
2016-02-23,38.55
2016-02-24,37.45
2016-02-25,36.8
2016-02-26,36.3
2016-02-29,36.65
2016-03-01,38.15
2016-03-02,39.75
2016-03-03,39.5
2016-03-04,40.5
2016-03-08,40.0
2016-03-09,39.7
2016-03-10,39.65
2016-03-11,39.6
2016-03-14,38.35
2016-03-15,37.95
2016-03-16,37.5
2016-03-17,37.55
2016-03-18,37.4
2016-03-21,37.6
2016-03-22,42.35
2016-03-23,40.6
2016-03-28,38.6
2016-03-29,38.2
2016-03-30,38.8
2016-03-31,40.9
2016-04-01,41.55
2016-04-04,41.7
2016-04-05,41.1
2016-04-06,42.15
2016-04-07,39.25
2016-04-08,42.4
2016-04-11,43.55
2016-04-12,45.35
2016-04-13,46.65
2016-04-18,50.0
2016-04-20,47.95
2016-04-21,50.3
2016-04-22,51.35
2016-04-25,51.45
2016-04-26,53.9
2016-04-27,56.9
2016-04-28,52.85
2016-04-29,53.85
2016-05-02,53.65
2016-05-03,52.15
2016-05-04,50.4
2016-05-05,50.65
2016-05-06,50.2
2016-05-09,52.35
2016-05-10,54.45
2016-05-11,54.3
2016-05-12,55.15
2016-05-13,54.3
2016-05-16,55.85
2016-05-17,55.3
2016-05-18,55.25
2016-05-19,54.05
2016-05-20,55.7
2016-05-23,55.7
2016-05-24,53.05
2016-05-25,53.2
2016-05-26,52.8
2016-05-27,53.3
2016-05-30,54.1
2016-05-31,53.6
2016-06-01,52.65
2016-06-02,53.0
2016-06-03,51.9
2016-06-06,53.6
2016-06-07,53.15
2016-06-08,53.4
2016-06-09,53.8
2016-06-10,53.25
2016-06-13,52.75
2016-06-14,53.05
2016-06-15,55.75
2016-06-16,60.15
2016-06-17,58.45
2016-06-20,60.6
2016-06-21,65.6
2016-06-22,63.05
2016-06-23,61.95
2016-06-24,60.95
2016-06-27,60.8
2016-06-28,62.9
2016-06-29,64.35
2016-06-30,61.2
2016-07-01,63.0
2016-07-04,63.3
2016-07-05,61.55
2016-07-07,61.25
2016-07-08,63.55
2016-07-11,63.65
2016-07-12,64.1
2016-07-13,64.85
2016-07-14,65.75
2016-07-15,67.45
2016-07-18,70.75
2016-07-19,68.65
2016-07-20,70.0
2016-07-21,70.25
2016-07-22,69.25
2016-07-25,70.9
2016-07-26,69.2
2016-07-27,74.35
2016-07-28,76.05
2016-07-29,73.95
2016-08-01,79.15
2016-08-02,77.9
2016-08-03,79.1
2016-08-04,80.3
2016-08-05,78.5
2016-08-08,79.95
2016-08-09,78.9
2016-08-10,75.75
2016-08-11,72.75
2016-08-12,73.6
2016-08-16,71.4
2016-08-17,71.15
2016-08-18,78.35
2016-08-19,78.85
2016-08-22,79.65
2016-08-23,84.05
2016-08-24,86.15
2016-08-25,89.55
2016-08-26,88.6
2016-08-29,88.3
2016-08-30,89.85
2016-08-31,88.2
2016-09-01,88.25
2016-09-02,86.75
2016-09-06,82.65
2016-09-07,85.9
2016-09-08,85.55
2016-09-09,85.15
2016-09-12,81.4
2016-09-14,82.7
2016-09-15,80.95
2016-09-16,81.5
2016-09-19,80.65
2016-09-20,85.35
2016-09-21,86.65
2016-09-22,84.65
2016-09-23,83.6
2016-09-26,82.5
2016-09-27,82.15
2016-09-28,81.8
2016-09-29,77.75
2016-09-30,79.1
2016-10-03,81.25
2016-10-04,81.75
2016-10-05,83.15
2016-10-06,92.45
2016-10-07,90.9
2016-10-10,92.0
2016-10-13,88.65
2016-10-14,89.0
2016-10-17,87.75
2016-10-18,89.65
2016-10-19,94.5
2016-10-20,94.0
2016-10-21,92.8
2016-10-24,94.25
2016-10-25,94.15
2016-10-26,93.15
2016-10-27,90.9
2016-10-28,92.45
2016-10-30,95.1
2016-11-01,100.6
2016-11-02,96.15
2016-11-03,93.3
2016-11-04,92.6
2016-11-07,94.15
2016-11-08,96.15
2016-11-09,98.3
2016-11-10,99.85
2016-11-11,97.65
2016-11-15,86.75
2016-11-16,84.4
2016-11-17,80.45
2016-11-18,82.6
2016-11-21,80.3
2016-11-22,79.3
2016-11-23,80.6
2016-11-24,84.45
2016-11-25,84.65
2016-11-28,84.9
2016-11-29,85.2
2016-11-30,85.7
2016-12-01,85.95
2016-12-02,84.3
2016-12-05,85.0
2016-12-06,86.35
2016-12-07,84.65
2016-12-08,89.6
2016-12-09,89.35
2016-12-12,91.1
2016-12-13,91.4
2016-12-14,89.65
2016-12-15,89.8
2016-12-16,90.0
2016-12-19,90.4
2016-12-20,88.95
2016-12-21,89.45
2016-12-22,88.9
2016-12-23,88.95
2016-12-26,88.25
2016-12-27,88.9
2016-12-28,88.65
2016-12-29,89.0
2016-12-30,89.2
