Date,TATAGLOBAL
2016-01-01,146.4
2016-01-04,143.7
2016-01-05,148.35
2016-01-06,145.25
2016-01-07,140.05
2016-01-08,144.45
2016-01-11,141.9
2016-01-12,139.5
2016-01-13,135.6
2016-01-14,134.05
2016-01-15,128.5
2016-01-18,121.85
2016-01-19,126.4
2016-01-20,122.55
2016-01-21,121.75
2016-01-22,125.55
2016-01-25,124.3
2016-01-27,124.45
2016-01-28,123.15
2016-01-29,126.5
2016-02-01,126.6
2016-02-02,124.25
2016-02-03,121.75
2016-02-04,121.6
2016-02-05,122.5
2016-02-08,123.9
2016-02-09,120.75
2016-02-10,118.35
2016-02-11,105.25
2016-02-12,104.3
2016-02-15,106.0
2016-02-16,102.65
2016-02-17,104.0
2016-02-18,104.55
2016-02-19,107.3
2016-02-22,109.1
2016-02-23,106.65
2016-02-24,106.7
2016-02-25,106.2
2016-02-26,104.75
2016-02-29,103.55
2016-03-01,108.9
2016-03-02,109.9
2016-03-03,109.5
2016-03-04,113.25
2016-03-08,115.65
2016-03-09,116.85
2016-03-10,116.45
2016-03-11,115.85
2016-03-14,115.65
2016-03-15,115.45
2016-03-16,115.1
2016-03-17,115.8
2016-03-18,118.9
2016-03-21,119.9
2016-03-22,121.4
2016-03-23,119.45
2016-03-28,119.4
2016-03-29,119.3
2016-03-30,121.4
2016-03-31,121.25
2016-04-01,122.55
2016-04-04,121.2
2016-04-05,118.25
2016-04-06,118.85
2016-04-07,118.7
2016-04-08,117.7
2016-04-11,119.5
2016-04-12,118.35
2016-04-13,120.65
2016-04-18,120.0
2016-04-20,121.85
2016-04-21,120.1
2016-04-22,120.25
2016-04-25,121.2
2016-04-26,121.8
2016-04-27,122.4
2016-04-28,120.3
2016-04-29,120.05
2016-05-02,121.1
2016-05-03,119.45
2016-05-04,116.95
2016-05-05,116.35
2016-05-06,118.1
2016-05-09,118.75
2016-05-10,118.2
2016-05-11,117.3
2016-05-12,118.95
2016-05-13,119.55
2016-05-16,120.65
2016-05-17,120.35
2016-05-18,120.95
2016-05-19,119.95
2016-05-20,120.05
2016-05-23,120.4
2016-05-24,121.75
2016-05-25,119.5
2016-05-26,118.6
2016-05-27,117.3
2016-05-30,117.95
2016-05-31,117.75
2016-06-01,118.05
2016-06-02,119.25
2016-06-03,120.2
2016-06-06,119.3
2016-06-07,119.35
2016-06-08,124.4
2016-06-09,124.95
2016-06-10,123.65
2016-06-13,128.15
2016-06-14,126.5
2016-06-15,127.0
2016-06-16,126.1
2016-06-17,125.7
2016-06-20,126.15
2016-06-21,125.45
2016-06-22,127.25
2016-06-23,126.75
2016-06-24,124.25
2016-06-27,125.95
2016-06-28,127.85
2016-06-29,129.7
2016-06-30,131.2
2016-07-01,134.9
2016-07-04,134.1
2016-07-05,133.9
2016-07-07,134.45
2016-07-08,132.6
2016-07-11,133.1
2016-07-12,132.9
2016-07-13,132.15
2016-07-14,132.6
2016-07-15,132.6
2016-07-18,129.95
2016-07-19,130.05
2016-07-20,133.85
2016-07-21,131.8
2016-07-22,131.5
2016-07-25,133.45
2016-07-26,131.15
2016-07-27,137.45
2016-07-28,140.15
2016-07-29,142.15
2016-08-01,141.0
2016-08-02,138.4
2016-08-03,135.75
2016-08-04,138.3
2016-08-05,139.1
2016-08-08,142.9
2016-08-09,143.25
2016-08-10,137.75
2016-08-11,137.3
2016-08-12,136.95
2016-08-16,138.05
2016-08-17,137.65
2016-08-18,138.85
2016-08-19,141.25
2016-08-22,138.4
2016-08-23,139.6
2016-08-24,140.25
2016-08-25,140.45
2016-08-26,139.9
2016-08-29,139.0
2016-08-30,140.2
2016-08-31,140.25
2016-09-01,141.1
2016-09-02,141.6
2016-09-06,141.75
2016-09-07,142.2
2016-09-08,142.2
2016-09-09,139.7
2016-09-12,135.3
2016-09-14,137.45
2016-09-15,137.0
2016-09-16,139.85
2016-09-19,139.9
2016-09-20,138.0
2016-09-21,138.05
2016-09-22,138.9
2016-09-23,142.4
2016-09-26,140.65
2016-09-27,144.55
2016-09-28,146.75
2016-09-29,137.0
2016-09-30,139.6
2016-10-03,142.35
2016-10-04,141.8
2016-10-05,153.3
2016-10-06,150.9
2016-10-07,151.25
2016-10-10,151.65
2016-10-13,147.85
2016-10-14,153.2
2016-10-17,150.25
2016-10-18,151.9
2016-10-19,154.6
2016-10-20,152.35
2016-10-21,152.5
2016-10-24,154.05
2016-10-25,150.0
2016-10-26,145.4
2016-10-27,137.75
2016-10-28,139.95
2016-10-30,139.4
2016-11-01,138.6
2016-11-02,134.95
2016-11-03,131.35
2016-11-04,126.85
2016-11-07,128.0
2016-11-08,127.45
2016-11-09,121.9
2016-11-10,125.4
2016-11-11,118.65
2016-11-15,117.0
2016-11-16,121.3
2016-11-17,118.6
2016-11-18,120.1
2016-11-21,115.65
2016-11-22,117.3
2016-11-23,117.65
2016-11-24,115.1
2016-11-25,118.5
2016-11-28,120.95
2016-11-29,121.95
2016-11-30,123.85
2016-12-01,121.9
2016-12-02,121.55
2016-12-05,123.65
2016-12-06,123.4
2016-12-07,122.3
2016-12-08,123.85
2016-12-09,123.9
2016-12-12,123.35
2016-12-13,123.35
2016-12-14,122.75
2016-12-15,124.45
2016-12-16,124.3
2016-12-19,124.3
2016-12-20,121.25
2016-12-21,121.6
2016-12-22,119.4
2016-12-23,118.85
2016-12-26,117.0
2016-12-27,120.55
2016-12-28,119.6
2016-12-29,121.1
2016-12-30,122.0
