Date,RCF
2016-01-01,50.15
2016-01-04,49.9
2016-01-05,49.85
2016-01-06,48.95
2016-01-07,46.85
2016-01-08,46.9
2016-01-11,46.75
2016-01-12,47.2
2016-01-13,46.85
2016-01-14,45.5
2016-01-15,43.3
2016-01-18,41.6
2016-01-19,42.25
2016-01-20,41.8
2016-01-21,41.75
2016-01-22,41.6
2016-01-25,41.85
2016-01-27,42.05
2016-01-28,42.15
2016-01-29,42.45
2016-02-01,42.8
2016-02-02,41.75
2016-02-03,40.6
2016-02-04,40.5
2016-02-05,41.3
2016-02-08,41.9
2016-02-09,40.85
2016-02-10,40.3
2016-02-11,38.2
2016-02-12,36.35
2016-02-15,37.55
2016-02-16,37.85
2016-02-17,36.7
2016-02-18,37.55
2016-02-19,40.2
2016-02-22,43.45
2016-02-23,41.3
2016-02-24,40.2
2016-02-25,38.8
2016-02-26,39.85
2016-02-29,38.35
2016-03-01,37.4
2016-03-02,37.1
2016-03-03,38.75
2016-03-04,38.0
2016-03-08,37.95
2016-03-09,38.35
2016-03-10,37.75
2016-03-11,37.45
2016-03-14,37.4
2016-03-15,36.8
2016-03-16,36.5
2016-03-17,36.05
2016-03-18,36.05
2016-03-21,37.35
2016-03-22,37.75
2016-03-23,37.6
2016-03-28,36.8
2016-03-29,37.4
2016-03-30,38.35
2016-03-31,38.65
2016-04-01,39.45
2016-04-04,40.75
2016-04-05,39.05
2016-04-06,39.45
2016-04-07,39.6
2016-04-08,39.8
2016-04-11,40.7
2016-04-12,41.9
2016-04-13,43.7
2016-04-18,43.6
2016-04-20,45.55
2016-04-21,44.2
2016-04-22,44.65
2016-04-25,47.6
2016-04-26,48.1
2016-04-27,48.65
2016-04-28,47.0
2016-04-29,45.45
2016-05-02,46.3
2016-05-03,46.65
2016-05-04,45.5
2016-05-05,45.25
2016-05-06,44.75
2016-05-09,45.85
2016-05-10,46.3
2016-05-11,45.8
2016-05-12,47.3
2016-05-13,48.4
2016-05-16,47.75
2016-05-17,47.75
2016-05-18,47.25
2016-05-19,46.45
2016-05-20,45.4
2016-05-23,44.2
2016-05-24,44.45
2016-05-25,45.5
2016-05-26,45.5
2016-05-27,43.05
2016-05-30,43.55
2016-05-31,43.1
2016-06-01,42.85
2016-06-02,43.2
2016-06-03,43.85
2016-06-06,44.3
2016-06-07,44.75
2016-06-08,45.95
2016-06-09,46.25
2016-06-10,45.85
2016-06-13,45.15
2016-06-14,46.25
2016-06-15,46.15
2016-06-16,45.65
2016-06-17,45.5
2016-06-20,46.5
2016-06-21,46.65
2016-06-22,45.8
2016-06-23,45.35
2016-06-24,43.95
2016-06-27,45.65
2016-06-28,46.1
2016-06-29,47.1
2016-06-30,49.05
2016-07-01,50.6
2016-07-04,49.75
2016-07-05,50.65
2016-07-07,52.8
2016-07-08,52.55
2016-07-11,51.75
2016-07-12,52.15
2016-07-13,51.0
2016-07-14,51.1
2016-07-15,49.9
2016-07-18,49.75
2016-07-19,49.05
2016-07-20,49.05
2016-07-21,50.7
2016-07-22,51.4
2016-07-25,51.1
2016-07-26,50.2
2016-07-27,49.85
2016-07-28,50.1
2016-07-29,49.5
2016-08-01,49.05
2016-08-02,48.3
2016-08-03,46.9
2016-08-04,47.05
2016-08-05,47.8
2016-08-08,49.15
2016-08-09,49.15
2016-08-10,48.85
2016-08-11,47.95
2016-08-12,47.9
2016-08-16,47.45
2016-08-17,47.75
2016-08-18,48.05
2016-08-19,48.6
2016-08-22,50.05
2016-08-23,49.9
2016-08-24,52.0
2016-08-25,50.75
2016-08-26,49.7
2016-08-29,49.75
2016-08-30,47.15
2016-08-31,47.95
2016-09-01,47.25
2016-09-02,47.35
2016-09-06,47.35
2016-09-07,47.15
2016-09-08,48.25
2016-09-09,48.6
2016-09-12,46.9
2016-09-14,47.25
2016-09-15,46.7
2016-09-16,44.9
2016-09-19,45.3
2016-09-20,45.2
2016-09-21,45.0
2016-09-22,45.85
2016-09-23,45.9
2016-09-26,45.65
2016-09-27,45.85
2016-09-28,45.85
2016-09-29,43.5
2016-09-30,44.95
2016-10-03,46.3
2016-10-04,46.25
2016-10-05,47.3
2016-10-06,46.6
2016-10-07,47.05
2016-10-10,46.6
2016-10-13,45.25
2016-10-14,45.5
2016-10-17,46.45
2016-10-18,46.8
2016-10-19,50.05
2016-10-20,49.15
2016-10-21,48.15
2016-10-24,49.2
2016-10-25,49.55
2016-10-26,48.75
2016-10-27,48.4
2016-10-28,48.75
2016-10-30,49.15
2016-11-01,50.55
2016-11-02,49.15
2016-11-03,48.1
2016-11-04,46.45
2016-11-07,46.9
2016-11-08,46.65
2016-11-09,44.8
2016-11-10,46.15
2016-11-11,44.75
2016-11-15,42.1
2016-11-16,42.1
2016-11-17,41.95
2016-11-18,42.4
2016-11-21,40.75
2016-11-22,42.9
2016-11-23,43.5
2016-11-24,43.75
2016-11-25,44.05
2016-11-28,44.3
2016-11-29,44.9
2016-11-30,46.75
2016-12-01,48.25
2016-12-02,48.3
2016-12-05,49.35
2016-12-06,48.25
2016-12-07,49.2
2016-12-08,50.65
2016-12-09,49.65
2016-12-12,48.25
2016-12-13,48.7
2016-12-14,48.2
2016-12-15,47.7
2016-12-16,46.7
2016-12-19,47.1
2016-12-20,46.55
2016-12-21,46.3
2016-12-22,45.8
2016-12-23,44.95
2016-12-26,44.7
2016-12-27,45.1
2016-12-28,45.4
2016-12-29,46.7
2016-12-30,46.75
