Date,WINDMACHIN
2016-01-01,51.5
2016-01-04,49.25
2016-01-05,50.9
2016-01-06,49.6
2016-01-07,47.0
2016-01-08,48.9
2016-01-11,47.55
2016-01-12,47.1
2016-01-13,43.15
2016-01-14,42.8
2016-01-15,39.75
2016-01-18,35.8
2016-01-19,35.3
2016-01-20,33.55
2016-01-21,33.25
2016-01-22,34.9
2016-01-25,36.6
2016-01-27,38.4
2016-01-28,40.3
2016-01-29,41.25
2016-02-01,40.0
2016-02-02,40.9
2016-02-03,38.9
2016-02-04,37.0
2016-02-05,35.1
2016-02-08,36.3
2016-02-09,36.3
2016-02-10,35.5
2016-02-11,32.0
2016-02-12,32.3
2016-02-15,35.45
2016-02-16,33.3
2016-02-17,33.5
2016-02-18,34.05
2016-02-19,33.0
2016-02-22,33.35
2016-02-23,33.55
2016-02-24,31.1
2016-02-25,31.85
2016-02-26,31.1
2016-02-29,30.45
2016-03-01,31.95
2016-03-02,34.4
2016-03-03,33.55
2016-03-04,34.65
2016-03-08,34.7
2016-03-09,34.85
2016-03-10,34.35
2016-03-11,35.05
2016-03-14,35.5
2016-03-15,34.2
2016-03-16,34.35
2016-03-17,37.45
2016-03-18,35.0
2016-03-21,35.85
2016-03-22,34.8
2016-03-23,34.95
2016-03-28,34.4
2016-03-29,33.3
2016-03-30,34.35
2016-03-31,34.75
2016-04-01,35.6
2016-04-04,37.6
2016-04-05,35.5
2016-04-06,37.05
2016-04-07,35.9
2016-04-08,36.4
2016-04-11,36.45
2016-04-12,36.55
2016-04-13,37.1
2016-04-18,37.65
2016-04-20,36.7
2016-04-21,36.2
2016-04-22,36.45
2016-04-25,35.95
2016-04-26,36.1
2016-04-27,35.8
2016-04-28,35.5
2016-04-29,35.65
2016-05-02,35.8
2016-05-03,34.75
2016-05-04,34.5
2016-05-05,34.25
2016-05-06,34.25
2016-05-09,35.3
2016-05-10,37.6
2016-05-11,37.0
2016-05-12,36.7
2016-05-13,36.4
2016-05-16,36.05
2016-05-17,36.2
2016-05-18,37.1
2016-05-19,38.55
2016-05-20,36.9
2016-05-23,36.55
2016-05-24,36.9
2016-05-25,36.15
2016-05-26,37.75
2016-05-27,37.4
2016-05-30,37.05
2016-05-31,35.7
2016-06-01,35.95
2016-06-02,35.85
2016-06-03,36.1
2016-06-06,35.7
2016-06-07,36.05
2016-06-08,35.95
2016-06-09,36.5
2016-06-10,36.75
2016-06-13,36.05
2016-06-14,36.65
2016-06-15,37.0
2016-06-16,36.6
2016-06-17,36.45
2016-06-20,37.3
2016-06-21,36.65
2016-06-22,36.7
2016-06-23,36.2
2016-06-24,35.6
2016-06-27,35.25
2016-06-28,35.55
2016-06-29,35.1
2016-06-30,35.6
2016-07-01,35.55
2016-07-04,38.15
2016-07-05,43.75
2016-07-07,42.65
2016-07-08,40.75
2016-07-11,41.0
2016-07-12,41.25
2016-07-13,39.65
2016-07-14,41.7
2016-07-15,40.85
2016-07-18,40.2
2016-07-19,39.65
2016-07-20,40.55
2016-07-21,39.8
2016-07-22,39.8
2016-07-25,38.65
2016-07-26,38.1
2016-07-27,35.35
2016-07-28,34.25
2016-07-29,35.4
2016-08-01,34.75
2016-08-02,34.9
2016-08-03,34.35
2016-08-04,34.7
2016-08-05,35.4
2016-08-08,34.4
2016-08-09,34.7
2016-08-10,32.8
2016-08-11,32.45
2016-08-12,31.8
2016-08-16,32.2
2016-08-17,33.1
2016-08-18,32.5
2016-08-19,33.55
2016-08-22,32.95
2016-08-23,33.05
2016-08-24,32.65
2016-08-25,32.7
2016-08-26,32.65
2016-08-29,32.95
2016-08-30,33.1
2016-08-31,33.0
2016-09-01,33.4
2016-09-02,36.9
2016-09-06,35.85
2016-09-07,36.35
2016-09-08,35.75
2016-09-09,34.65
2016-09-12,33.55
2016-09-14,35.8
2016-09-15,36.0
2016-09-16,34.8
2016-09-19,35.05
2016-09-20,34.9
2016-09-21,34.95
2016-09-22,35.45
2016-09-23,35.4
2016-09-26,35.0
2016-09-27,34.85
2016-09-28,35.85
2016-09-29,35.45
2016-09-30,35.05
2016-10-03,35.35
2016-10-04,35.1
2016-10-05,35.15
2016-10-06,34.7
2016-10-07,35.05
2016-10-10,34.65
2016-10-13,33.95
2016-10-14,34.05
2016-10-17,34.75
2016-10-18,34.8
2016-10-19,34.75
2016-10-20,38.45
2016-10-21,37.25
2016-10-24,39.55
2016-10-25,43.65
2016-10-26,45.25
2016-10-27,43.95
2016-10-28,43.05
2016-10-30,43.55
2016-11-01,43.4
2016-11-02,41.75
2016-11-03,43.05
2016-11-04,41.2
2016-11-07,41.75
2016-11-08,42.75
2016-11-09,41.6
2016-11-10,43.05
2016-11-11,41.4
2016-11-15,42.0
2016-11-16,41.55
2016-11-17,40.65
2016-11-18,40.1
2016-11-21,36.05
2016-11-22,36.5
2016-11-23,37.45
2016-11-24,39.5
2016-11-25,40.05
2016-11-28,42.25
2016-11-29,44.25
2016-11-30,44.95
2016-12-01,43.75
2016-12-02,42.95
2016-12-05,42.8
2016-12-06,42.85
2016-12-07,42.8
2016-12-08,44.05
2016-12-09,43.95
2016-12-12,43.25
2016-12-13,43.8
2016-12-14,48.45
2016-12-15,48.5
2016-12-16,47.5
2016-12-19,47.5
2016-12-20,47.85
2016-12-21,46.25
2016-12-22,44.6
2016-12-23,48.7
2016-12-26,45.2
2016-12-27,46.3
2016-12-28,47.6
2016-12-29,49.0
2016-12-30,48.7
