Date,TIL
2016-01-01,516.7
2016-01-04,488.4
2016-01-05,491.35
2016-01-06,482.2
2016-01-07,439.3
2016-01-08,460.25
2016-01-11,452.4
2016-01-12,441.15
2016-01-13,436.0
2016-01-14,422.4
2016-01-15,412.8
2016-01-18,381.75
2016-01-19,370.55
2016-01-20,368.45
2016-01-21,368.65
2016-01-22,396.7
2016-01-25,401.05
2016-01-27,424.4
2016-01-28,429.25
2016-01-29,419.3
2016-02-01,441.4
2016-02-02,437.15
2016-02-03,405.45
2016-02-04,376.05
2016-02-05,402.7
2016-02-08,401.55
2016-02-09,385.35
2016-02-10,378.5
2016-02-11,341.9
2016-02-12,338.4
2016-02-15,357.0
2016-02-16,342.6
2016-02-17,346.0
2016-02-18,342.15
2016-02-19,339.6
2016-02-22,351.5
2016-02-23,333.5
2016-02-24,324.1
2016-02-25,298.5
2016-02-26,297.0
2016-02-29,297.6
2016-03-01,315.4
2016-03-02,318.25
2016-03-03,337.9
2016-03-04,340.4
2016-03-08,328.95
2016-03-09,328.6
2016-03-10,335.65
2016-03-11,336.65
2016-03-14,334.15
2016-03-15,328.25
2016-03-16,322.7
2016-03-17,326.95
2016-03-18,324.2
2016-03-21,332.55
2016-03-22,340.45
2016-03-23,355.9
2016-03-28,344.05
2016-03-29,338.85
2016-03-30,345.1
2016-03-31,341.25
2016-04-01,350.9
2016-04-04,366.65
2016-04-05,397.1
2016-04-06,409.65
2016-04-07,396.5
2016-04-08,392.25
2016-04-11,389.9
2016-04-12,405.45
2016-04-13,396.55
2016-04-18,396.15
2016-04-20,403.5
2016-04-21,351.75
2016-04-22,362.75
2016-04-25,333.4
2016-04-26,341.2
2016-04-27,324.3
2016-04-28,323.55
2016-04-29,328.95
2016-05-02,321.6
2016-05-03,318.75
2016-05-04,309.5
2016-05-05,305.15
2016-05-06,293.85
2016-05-09,295.35
2016-05-10,298.35
2016-05-11,291.1
2016-05-12,287.5
2016-05-13,286.75
2016-05-16,287.25
2016-05-17,300.8
2016-05-18,299.85
2016-05-19,293.6
2016-05-20,291.5
2016-05-23,287.9
2016-05-24,293.55
2016-05-25,298.1
2016-05-26,295.8
2016-05-27,307.9
2016-05-30,293.0
2016-05-31,289.8
2016-06-01,287.6
2016-06-02,287.05
2016-06-03,276.45
2016-06-06,265.45
2016-06-07,266.5
2016-06-08,265.2
2016-06-09,266.85
2016-06-10,274.1
2016-06-13,270.25
2016-06-14,266.9
2016-06-15,272.7
2016-06-16,266.4
2016-06-17,264.45
2016-06-20,256.15
2016-06-21,253.55
2016-06-22,251.45
2016-06-23,245.05
2016-06-24,238.0
2016-06-27,252.4
2016-06-28,266.15
2016-06-29,262.8
2016-06-30,257.4
2016-07-01,259.35
2016-07-04,253.55
2016-07-05,255.9
2016-07-07,257.9
2016-07-08,254.35
2016-07-11,254.95
2016-07-12,266.0
2016-07-13,259.1
2016-07-14,263.6
2016-07-15,257.35
2016-07-18,262.5
2016-07-19,254.4
2016-07-20,259.65
2016-07-21,268.95
2016-07-22,299.9
2016-07-25,290.4
2016-07-26,281.5
2016-07-27,276.7
2016-07-28,272.2
2016-07-29,269.6
2016-08-01,270.4
2016-08-02,268.9
2016-08-03,258.8
2016-08-04,255.85
2016-08-05,259.7
2016-08-08,260.1
2016-08-09,255.55
2016-08-10,250.8
2016-08-11,247.15
2016-08-12,248.5
2016-08-16,251.1
2016-08-17,249.35
2016-08-18,252.35
2016-08-19,252.4
2016-08-22,267.75
2016-08-23,271.2
2016-08-24,266.65
2016-08-25,264.0
2016-08-26,259.65
2016-08-29,259.95
2016-08-30,259.45
2016-08-31,257.45
2016-09-01,257.9
2016-09-02,254.75
2016-09-06,254.35
2016-09-07,245.95
2016-09-08,252.6
2016-09-09,251.6
2016-09-12,249.15
2016-09-14,247.25
2016-09-15,244.9
2016-09-16,243.45
2016-09-19,237.55
2016-09-20,235.5
2016-09-21,239.15
2016-09-22,236.25
2016-09-23,229.65
2016-09-26,229.8
2016-09-27,230.95
2016-09-28,232.05
2016-09-29,224.6
2016-09-30,227.4
2016-10-03,230.5
2016-10-04,231.65
2016-10-05,224.25
2016-10-06,223.05
2016-10-07,224.2
2016-10-10,222.6
2016-10-13,222.45
2016-10-14,222.45
2016-10-17,266.9
2016-10-18,298.45
2016-10-19,283.95
2016-10-20,290.95
2016-10-21,285.2
2016-10-24,292.75
2016-10-25,286.45
2016-10-26,280.2
2016-10-27,281.6
2016-10-28,280.95
2016-10-30,293.4
2016-11-01,318.55
2016-11-02,317.8
2016-11-03,306.2
2016-11-04,289.0
2016-11-07,295.45
2016-11-08,283.65
2016-11-09,271.7
2016-11-10,280.25
2016-11-11,269.55
2016-11-15,256.3
2016-11-16,254.25
2016-11-17,245.95
2016-11-18,243.5
2016-11-21,234.9
2016-11-22,247.0
2016-11-23,248.0
2016-11-24,246.6
2016-11-25,273.9
2016-11-28,270.5
2016-11-29,271.05
2016-11-30,272.0
2016-12-01,268.65
2016-12-02,267.75
2016-12-05,262.35
2016-12-06,270.5
2016-12-07,263.55
2016-12-08,269.0
2016-12-09,267.25
2016-12-12,263.25
2016-12-13,263.2
2016-12-14,262.3
2016-12-15,290.3
2016-12-16,279.2
2016-12-19,276.95
2016-12-20,264.25
2016-12-21,264.0
2016-12-22,257.85
2016-12-23,264.2
2016-12-26,255.95
2016-12-27,256.3
2016-12-28,253.4
2016-12-29,258.4
2016-12-30,260.75
