Date,DABUR
2016-01-01,276.4
2016-01-04,276.9
2016-01-05,275.95
2016-01-06,275.9
2016-01-07,267.7
2016-01-08,269.05
2016-01-11,263.1
2016-01-12,254.9
2016-01-13,256.85
2016-01-14,259.8
2016-01-15,250.3
2016-01-18,247.3
2016-01-19,249.55
2016-01-20,249.25
2016-01-21,240.4
2016-01-22,240.95
2016-01-25,237.25
2016-01-27,236.85
2016-01-28,243.5
2016-01-29,250.65
2016-02-01,251.05
2016-02-02,241.15
2016-02-03,243.45
2016-02-04,247.25
2016-02-05,251.3
2016-02-08,250.95
2016-02-09,249.25
2016-02-10,242.9
2016-02-11,239.15
2016-02-12,247.8
2016-02-15,248.9
2016-02-16,245.1
2016-02-17,241.45
2016-02-18,243.75
2016-02-19,244.4
2016-02-22,248.6
2016-02-23,238.9
2016-02-24,236.35
2016-02-25,238.6
2016-02-26,241.3
2016-02-29,237.15
2016-03-01,241.95
2016-03-02,243.55
2016-03-03,245.1
2016-03-04,249.55
2016-03-08,248.6
2016-03-09,245.85
2016-03-10,245.95
2016-03-11,249.85
2016-03-14,251.05
2016-03-15,247.4
2016-03-16,247.25
2016-03-17,247.95
2016-03-18,249.6
2016-03-21,253.1
2016-03-22,249.65
2016-03-23,248.95
2016-03-28,243.55
2016-03-29,245.1
2016-03-30,246.75
2016-03-31,249.9
2016-04-01,250.5
2016-04-04,249.55
2016-04-05,246.0
2016-04-06,247.8
2016-04-07,247.7
2016-04-08,250.05
2016-04-11,253.4
2016-04-12,262.8
2016-04-13,267.55
2016-04-18,273.65
2016-04-20,267.25
2016-04-21,267.2
2016-04-22,264.9
2016-04-25,266.8
2016-04-26,266.55
2016-04-27,272.5
2016-04-28,269.65
2016-04-29,275.8
2016-05-02,296.15
2016-05-03,290.4
2016-05-04,281.25
2016-05-05,282.6
2016-05-06,290.2
2016-05-09,287.75
2016-05-10,290.15
2016-05-11,293.1
2016-05-12,291.4
2016-05-13,289.5
2016-05-16,284.95
2016-05-17,281.2
2016-05-18,286.35
2016-05-19,281.55
2016-05-20,277.1
2016-05-23,285.6
2016-05-24,283.1
2016-05-25,288.7
2016-05-26,294.4
2016-05-27,295.8
2016-05-30,298.3
2016-05-31,289.7
2016-06-01,290.1
2016-06-02,299.3
2016-06-03,305.9
2016-06-06,303.25
2016-06-07,307.6
2016-06-08,307.65
2016-06-09,303.35
2016-06-10,301.55
2016-06-13,303.45
2016-06-14,307.9
2016-06-15,312.25
2016-06-16,314.1
2016-06-17,315.15
2016-06-20,313.25
2016-06-21,309.8
2016-06-22,309.8
2016-06-23,306.7
2016-06-24,310.85
2016-06-27,318.9
2016-06-28,313.0
2016-06-29,304.4
2016-06-30,308.65
2016-07-01,310.8
2016-07-04,307.95
2016-07-05,308.0
2016-07-07,314.6
2016-07-08,312.8
2016-07-11,315.1
2016-07-12,313.9
2016-07-13,317.2
2016-07-14,313.75
2016-07-15,312.0
2016-07-18,313.75
2016-07-19,310.75
2016-07-20,304.0
2016-07-21,305.1
2016-07-22,307.6
2016-07-25,306.85
2016-07-26,303.0
2016-07-27,307.65
2016-07-28,307.6
2016-07-29,303.6
2016-08-01,302.0
2016-08-02,301.1
2016-08-03,296.95
2016-08-04,295.65
2016-08-05,295.75
2016-08-08,292.5
2016-08-09,289.25
2016-08-10,286.05
2016-08-11,294.55
2016-08-12,295.8
2016-08-16,298.75
2016-08-17,303.45
2016-08-18,302.2
2016-08-19,299.75
2016-08-22,295.75
2016-08-23,290.8
2016-08-24,293.9
2016-08-25,292.55
2016-08-26,288.45
2016-08-29,288.15
2016-08-30,293.8
2016-08-31,290.6
2016-09-01,293.75
2016-09-02,297.0
2016-09-06,299.65
2016-09-07,297.15
2016-09-08,298.85
2016-09-09,292.8
2016-09-12,290.5
2016-09-14,293.25
2016-09-15,293.9
2016-09-16,292.8
2016-09-19,294.4
2016-09-20,291.25
2016-09-21,289.65
2016-09-22,285.35
2016-09-23,282.25
2016-09-26,281.65
2016-09-27,282.2
2016-09-28,277.3
2016-09-29,270.6
2016-09-30,271.2
2016-10-03,276.5
2016-10-04,280.05
2016-10-05,283.05
2016-10-06,286.55
2016-10-07,284.65
2016-10-10,286.35
2016-10-13,283.7
2016-10-14,279.9
2016-10-17,271.9
2016-10-18,275.0
2016-10-19,277.2
2016-10-20,281.0
2016-10-21,285.15
2016-10-24,284.05
2016-10-25,285.1
2016-10-26,296.7
2016-10-27,290.5
2016-10-28,291.55
2016-10-30,292.05
2016-11-01,291.25
2016-11-02,294.95
2016-11-03,293.15
2016-11-04,298.5
2016-11-07,297.2
2016-11-08,297.75
2016-11-09,298.45
2016-11-10,297.5
2016-11-11,280.45
2016-11-15,270.75
2016-11-16,275.05
2016-11-17,276.5
2016-11-18,278.45
2016-11-21,276.05
2016-11-22,275.95
2016-11-23,281.5
2016-11-24,276.25
2016-11-25,275.4
2016-11-28,277.9
2016-11-29,277.95
2016-11-30,283.55
2016-12-01,286.1
2016-12-02,283.95
2016-12-05,286.45
2016-12-06,280.45
2016-12-07,279.55
2016-12-08,279.0
2016-12-09,279.45
2016-12-12,276.25
2016-12-13,280.85
2016-12-14,275.4
2016-12-15,271.35
2016-12-16,271.15
2016-12-19,268.95
2016-12-20,274.65
2016-12-21,271.45
2016-12-22,265.5
2016-12-23,262.05
2016-12-26,259.95
2016-12-27,270.5
2016-12-28,274.1
2016-12-29,274.4
2016-12-30,278.15
