Date,KITEX
2016-01-01,720.95
2016-01-04,708.45
2016-01-05,712.15
2016-01-06,697.95
2016-01-07,673.8
2016-01-08,675.35
2016-01-11,665.7
2016-01-12,657.75
2016-01-13,636.25
2016-01-14,615.15
2016-01-15,581.5
2016-01-18,550.45
2016-01-19,550.25
2016-01-20,537.85
2016-01-21,533.65
2016-01-22,541.65
2016-01-25,473.15
2016-01-27,422.45
2016-01-28,398.35
2016-01-29,438.15
2016-02-01,481.35
2016-02-02,484.1
2016-02-03,462.15
2016-02-04,446.5
2016-02-05,437.9
2016-02-08,432.85
2016-02-09,428.75
2016-02-10,416.0
2016-02-11,392.8
2016-02-12,400.45
2016-02-15,406.55
2016-02-16,392.55
2016-02-17,390.35
2016-02-18,395.35
2016-02-19,388.45
2016-02-22,386.15
2016-02-23,381.75
2016-02-24,366.65
2016-02-25,356.25
2016-02-26,354.7
2016-02-29,343.05
2016-03-01,372.6
2016-03-02,383.3
2016-03-03,391.6
2016-03-04,413.25
2016-03-08,410.15
2016-03-09,408.2
2016-03-10,419.65
2016-03-11,409.55
2016-03-14,410.55
2016-03-15,404.5
2016-03-16,400.9
2016-03-17,400.2
2016-03-18,402.65
2016-03-21,405.75
2016-03-22,407.75
2016-03-23,406.65
2016-03-28,402.0
2016-03-29,406.5
2016-03-30,419.85
2016-03-31,435.25
2016-04-01,472.1
2016-04-04,490.15
2016-04-05,446.6
2016-04-06,441.8
2016-04-07,448.65
2016-04-08,448.05
2016-04-11,449.4
2016-04-12,442.15
2016-04-13,441.1
2016-04-18,436.1
2016-04-20,444.35
2016-04-21,441.0
2016-04-22,451.8
2016-04-25,459.1
2016-04-26,459.6
2016-04-27,461.3
2016-04-28,456.65
2016-04-29,462.1
2016-05-02,453.25
2016-05-03,457.4
2016-05-04,443.15
2016-05-05,453.55
2016-05-06,444.25
2016-05-09,446.3
2016-05-10,446.15
2016-05-11,441.75
2016-05-12,445.9
2016-05-13,444.5
2016-05-16,443.05
2016-05-17,445.05
2016-05-18,468.4
2016-05-19,470.35
2016-05-20,468.6
2016-05-23,459.8
2016-05-24,450.3
2016-05-25,450.6
2016-05-26,449.0
2016-05-27,458.9
2016-05-30,455.6
2016-05-31,452.3
2016-06-01,468.1
2016-06-02,472.0
2016-06-03,470.1
2016-06-06,471.8
2016-06-07,472.3
2016-06-08,475.6
2016-06-09,473.7
2016-06-10,465.65
2016-06-13,455.3
2016-06-14,465.5
2016-06-15,467.5
2016-06-16,468.55
2016-06-17,470.6
2016-06-20,465.85
2016-06-21,499.8
2016-06-22,480.8
2016-06-23,493.45
2016-06-24,481.0
2016-06-27,493.6
2016-06-28,497.45
2016-06-29,510.7
2016-06-30,526.8
2016-07-01,535.65
2016-07-04,536.0
2016-07-05,533.35
2016-07-07,536.65
2016-07-08,526.75
2016-07-11,529.1
2016-07-12,523.55
2016-07-13,523.7
2016-07-14,526.8
2016-07-15,511.85
2016-07-18,501.75
2016-07-19,488.35
2016-07-20,492.85
2016-07-21,490.15
2016-07-22,490.9
2016-07-25,490.15
2016-07-26,490.0
2016-07-27,492.2
2016-07-28,492.15
2016-07-29,495.0
2016-08-01,495.1
2016-08-02,480.2
2016-08-03,480.0
2016-08-04,464.75
2016-08-05,471.25
2016-08-08,474.55
2016-08-09,469.9
2016-08-10,468.55
2016-08-11,466.95
2016-08-12,454.65
2016-08-16,441.1
2016-08-17,437.65
2016-08-18,455.25
2016-08-19,468.6
2016-08-22,466.85
2016-08-23,478.15
2016-08-24,487.55
2016-08-25,480.2
2016-08-26,496.55
2016-08-29,485.55
2016-08-30,491.05
2016-08-31,488.45
2016-09-01,483.8
2016-09-02,479.45
2016-09-06,473.05
2016-09-07,474.65
2016-09-08,473.5
2016-09-09,471.4
2016-09-12,465.05
2016-09-14,465.45
2016-09-15,465.35
2016-09-16,493.15
2016-09-19,486.55
2016-09-20,481.0
2016-09-21,478.0
2016-09-22,469.1
2016-09-23,458.7
2016-09-26,453.7
2016-09-27,458.9
2016-09-28,455.3
2016-09-29,408.05
2016-09-30,438.55
2016-10-03,437.6
2016-10-04,443.2
2016-10-05,447.8
2016-10-06,443.2
2016-10-07,436.2
2016-10-10,434.7
2016-10-13,430.1
2016-10-14,437.15
2016-10-17,434.7
2016-10-18,448.6
2016-10-19,484.6
2016-10-20,491.2
2016-10-21,492.55
2016-10-24,514.8
2016-10-25,516.9
2016-10-26,504.4
2016-10-27,495.65
2016-10-28,500.45
2016-10-30,510.65
2016-11-01,428.75
2016-11-02,438.7
2016-11-03,427.85
2016-11-04,423.8
2016-11-07,425.2
2016-11-08,403.85
2016-11-09,410.6
2016-11-10,413.8
2016-11-11,404.0
2016-11-15,386.35
2016-11-16,383.85
2016-11-17,383.05
2016-11-18,375.4
2016-11-21,366.95
2016-11-22,356.85
2016-11-23,374.8
2016-11-24,374.75
2016-11-25,386.5
2016-11-28,390.4
2016-11-29,389.9
2016-11-30,400.75
2016-12-01,395.6
2016-12-02,403.95
2016-12-05,401.8
2016-12-06,392.15
2016-12-07,393.5
2016-12-08,401.25
2016-12-09,403.95
2016-12-12,404.5
2016-12-13,410.05
2016-12-14,409.1
2016-12-15,410.95
2016-12-16,410.95
2016-12-19,411.7
2016-12-20,408.15
2016-12-21,412.65
2016-12-22,399.3
2016-12-23,406.45
2016-12-26,395.35
2016-12-27,404.85
2016-12-28,399.6
2016-12-29,402.5
2016-12-30,406.45
