Date,HNGSNGBEES
2016-01-01,2052.0
2016-01-04,2010.0
2016-01-05,2010.0
2016-01-06,2045.0
2016-01-07,1976.0
2016-01-08,1980.0
2016-01-11,1930.0
2016-01-12,1860.0
2016-01-13,1822.36
2016-01-14,1882.65
2016-01-15,1885.0
2016-01-18,1812.0
2016-01-19,1814.54
2016-01-20,1820.0
2016-01-22,1774.0
2016-01-25,1777.75
2016-01-27,1805.54
2016-01-28,1798.16
2016-01-29,1830.0
2016-02-01,1840.1
2016-02-02,1838.6
2016-02-03,1825.5
2016-02-04,1825.0
2016-02-05,1850.0
2016-02-08,1899.99
2016-02-09,1870.0
2016-02-10,1882.03
2016-02-11,1838.33
2016-02-12,1850.0
2016-02-15,1875.0
2016-02-16,1895.0
2016-02-17,1895.01
2016-02-18,1900.0
2016-02-19,1900.0
2016-02-22,1913.16
2016-02-23,1921.66
2016-02-25,1900.0
2016-02-26,1890.0
2016-02-29,1925.0
2016-03-01,1900.0
2016-03-02,1925.0
2016-03-03,1925.0
2016-03-04,1905.7
2016-03-08,1916.2
2016-03-09,1910.1
2016-03-10,1909.56
2016-03-11,1970.0
2016-03-15,1988.9
2016-03-16,1960.0
2016-03-21,1960.0
2016-03-23,1989.0
2016-03-28,2020.0
2016-03-29,2000.0
2016-03-31,1993.12
2016-04-01,2100.0
2016-04-04,2115.0
2016-04-05,2005.5
2016-04-06,2051.26
2016-04-07,2185.0
2016-04-11,2199.99
2016-04-13,2169.79
2016-04-18,2100.0
2016-04-20,2100.0
2016-04-25,2107.86
2016-04-27,2120.0
2016-04-28,2087.5
2016-04-29,2020.0
2016-05-02,1961.13
2016-05-03,1970.0
2016-05-05,1924.0
2016-05-06,2000.01
2016-05-09,2040.0
2016-05-10,2000.0
2016-05-11,2002.0
2016-05-12,2050.0
2016-05-13,2040.99
2016-05-16,1975.0
2016-05-17,1985.0
2016-05-18,1964.0
2016-05-19,2010.0
2016-05-20,2021.0
2016-05-24,1973.0
2016-05-25,2029.9
2016-05-26,2032.74
2016-05-27,1973.03
2016-05-30,2044.0
2016-05-31,2047.99
2016-06-01,2033.94
2016-06-02,2000.11
2016-06-03,2039.76
2016-06-07,2123.0
2016-06-08,2009.81
2016-06-09,2019.0
2016-06-10,2090.0
2016-06-13,2020.0
2016-06-14,2049.9
2016-06-15,2069.1
2016-06-16,2099.8
2016-06-17,2065.0
2016-06-20,2057.12
2016-06-21,2070.0
2016-06-22,1975.02
2016-06-23,2081.6
2016-06-24,2149.85
2016-06-27,2170.0
2016-06-28,2100.0
2016-06-29,2135.0
2016-07-01,2114.99
2016-07-04,2050.0
2016-07-05,2080.0
2016-07-07,2012.03
2016-07-08,2049.99
2016-07-11,2010.01
2016-07-12,2026.0
2016-07-13,2023.35
2016-07-14,2055.0
2016-07-15,2025.0
2016-07-18,2025.01
2016-07-19,2025.01
2016-07-20,2026.23
2016-07-21,2060.0
2016-07-22,2026.5
2016-07-25,2026.04
2016-07-26,2015.0
2016-07-27,2021.5
2016-07-28,2021.5
2016-07-29,2021.61
2016-08-01,2010.0
2016-08-02,1998.8
2016-08-03,1999.0
2016-08-05,2049.99
2016-08-08,2049.93
2016-08-10,2039.25
2016-08-11,2067.8
2016-08-12,2021.59
2016-08-16,2168.75
2016-08-17,2160.0
2016-08-18,2164.07
2016-08-19,2150.0
2016-08-22,2080.2
2016-08-23,2056.1
2016-08-24,2056.11
2016-08-25,2074.42
2016-08-26,2074.5
2016-08-29,2100.31
2016-08-30,2101.0
2016-08-31,2100.0
2016-09-01,2100.0
2016-09-02,2075.61
2016-09-06,2092.0
2016-09-07,2090.4
2016-09-08,2091.0
2016-09-09,2101.0
2016-09-12,2043.33
2016-09-14,2059.99
2016-09-15,2099.93
2016-09-16,2060.13
2016-09-19,2031.01
2016-09-20,2035.0
2016-09-21,2161.0
2016-09-22,2052.31
2016-09-23,2062.0
2016-09-26,2043.06
2016-09-27,2050.0
2016-09-28,2031.99
2016-09-29,2033.0
2016-09-30,2030.0
2016-10-03,2079.99
2016-10-04,2075.0
2016-10-05,2070.0
2016-10-06,2050.0
2016-10-07,2015.5
2016-10-10,2089.96
2016-10-13,2038.46
2016-10-14,2036.0
2016-10-17,2078.99
2016-10-19,2079.94
2016-10-20,2047.28
2016-10-24,2018.02
2016-10-25,2000.5
2016-10-26,1990.0
2016-10-27,2000.27
2016-10-28,2036.09
2016-10-30,2046.93
2016-11-01,2048.0
2016-11-02,2001.01
2016-11-03,2115.0
2016-11-04,2096.96
2016-11-07,2243.4
2016-11-08,2083.8
2016-11-10,2056.9
2016-11-11,2191.0
2016-11-15,2180.0
2016-11-16,2150.0
2016-11-21,2085.0
2016-11-22,2023.38
2016-11-25,2144.12
2016-11-28,2035.95
2016-11-29,2050.0
2016-11-30,2050.99
2016-12-01,2017.0
2016-12-02,2051.0
2016-12-05,2244.43
2016-12-06,2222.0
2016-12-07,2230.09
2016-12-08,2231.0
2016-12-09,2105.0
2016-12-12,2219.0
2016-12-13,2219.0
2016-12-15,2210.01
2016-12-16,2247.15
2016-12-19,2200.0
2016-12-21,2214.27
2016-12-22,2142.89
2016-12-23,2229.0
2016-12-26,2160.0
2016-12-28,2150.0
2016-12-29,2200.0
2016-12-30,2103.0
