Date,MRO-TEK
2016-01-01,39.1
2016-01-04,43.0
2016-01-05,42.8
2016-01-06,40.85
2016-01-07,38.8
2016-01-08,39.35
2016-01-11,43.25
2016-01-12,40.65
2016-01-13,38.85
2016-01-14,38.4
2016-01-15,37.1
2016-01-18,36.1
2016-01-19,37.0
2016-01-20,37.7
2016-01-21,41.45
2016-01-22,41.15
2016-01-25,41.2
2016-01-27,39.85
2016-01-28,39.3
2016-01-29,39.25
2016-02-01,39.6
2016-02-02,41.05
2016-02-03,39.2
2016-02-04,39.3
2016-02-05,47.1
2016-02-08,43.2
2016-02-09,43.75
2016-02-10,41.6
2016-02-11,41.75
2016-02-12,42.6
2016-02-15,45.9
2016-02-16,43.3
2016-02-17,41.2
2016-02-18,42.45
2016-02-19,41.3
2016-02-22,44.1
2016-02-23,40.85
2016-02-24,42.95
2016-02-25,41.35
2016-02-26,40.2
2016-02-29,41.3
2016-03-01,42.35
2016-03-02,43.1
2016-03-03,41.65
2016-03-04,41.5
2016-03-08,40.75
2016-03-09,40.85
2016-03-10,40.3
2016-03-11,40.5
2016-03-14,40.25
2016-03-15,40.6
2016-03-16,41.0
2016-03-17,40.85
2016-03-18,41.0
2016-03-21,40.5
2016-03-22,40.4
2016-03-23,40.1
2016-03-28,41.0
2016-03-29,41.0
2016-03-30,41.0
2016-03-31,38.35
2016-04-01,40.75
2016-04-04,41.1
2016-04-05,40.75
2016-04-06,41.3
2016-04-07,41.7
2016-04-08,41.05
2016-04-11,41.05
2016-04-12,41.15
2016-04-13,41.45
2016-04-18,43.55
2016-04-20,41.8
2016-04-21,41.2
2016-04-22,41.05
2016-04-25,41.2
2016-04-26,41.55
2016-04-27,42.25
2016-04-28,41.9
2016-04-29,41.55
2016-05-02,41.0
2016-05-03,41.8
2016-05-04,40.4
2016-05-05,40.7
2016-05-06,40.55
2016-05-09,39.95
2016-05-10,40.1
2016-05-11,39.75
2016-05-12,39.7
2016-05-13,39.9
2016-05-16,40.0
2016-05-17,40.0
2016-05-18,40.7
2016-05-19,40.0
2016-05-20,40.1
2016-05-23,40.0
2016-05-24,39.55
2016-05-25,39.8
2016-05-26,40.5
2016-05-27,40.5
2016-05-30,41.6
2016-05-31,42.0
2016-06-01,42.35
2016-06-02,42.2
2016-06-03,41.3
2016-06-06,40.45
2016-06-07,40.45
2016-06-08,40.5
2016-06-09,40.2
2016-06-10,40.25
2016-06-13,46.55
2016-06-14,50.2
2016-06-15,48.7
2016-06-16,47.4
2016-06-17,44.4
2016-06-20,45.2
2016-06-21,45.1
2016-06-22,43.8
2016-06-23,45.55
2016-06-24,44.1
2016-06-27,43.4
2016-06-28,44.35
2016-06-29,44.15
2016-06-30,43.1
2016-07-01,42.7
2016-07-04,42.1
2016-07-05,42.9
2016-07-07,43.7
2016-07-08,43.6
2016-07-11,42.4
2016-07-12,42.55
2016-07-13,42.3
2016-07-14,42.4
2016-07-15,46.9
2016-07-18,46.95
2016-07-19,47.7
2016-07-20,47.9
2016-07-21,48.0
2016-07-22,48.7
2016-07-25,48.6
2016-07-26,46.7
2016-07-27,45.95
2016-07-28,44.7
2016-07-29,44.95
2016-08-01,45.35
2016-08-02,44.85
2016-08-03,43.95
2016-08-04,44.45
2016-08-05,44.1
2016-08-08,43.85
2016-08-09,49.15
2016-08-10,45.3
2016-08-11,44.65
2016-08-12,44.0
2016-08-16,42.1
2016-08-17,42.05
2016-08-18,41.95
2016-08-19,41.75
2016-08-22,45.0
2016-08-23,43.4
2016-08-24,43.8
2016-08-25,42.45
2016-08-26,42.45
2016-08-29,48.0
2016-08-30,45.6
2016-08-31,45.2
2016-09-01,45.6
2016-09-02,45.5
2016-09-06,45.4
2016-09-07,45.5
2016-09-08,46.0
2016-09-09,45.35
2016-09-12,45.75
2016-09-14,47.05
2016-09-15,48.65
2016-09-16,45.9
2016-09-19,47.8
2016-09-20,48.05
2016-09-21,49.45
2016-09-22,52.6
2016-09-23,63.1
2016-09-26,75.7
2016-09-27,83.25
2016-09-28,76.8
2016-09-29,69.5
2016-09-30,72.75
2016-10-03,74.05
2016-10-04,74.5
2016-10-05,76.15
2016-10-06,73.5
2016-10-07,72.3
2016-10-10,71.45
2016-10-13,68.4
2016-10-14,66.5
2016-10-17,67.25
2016-10-18,67.9
2016-10-19,68.05
2016-10-20,70.7
2016-10-21,71.9
2016-10-24,73.5
2016-10-25,73.75
2016-10-26,72.6
2016-10-27,72.05
2016-10-28,71.2
2016-10-30,70.7
2016-11-01,69.4
2016-11-02,68.4
2016-11-03,69.3
2016-11-04,61.3
2016-11-07,63.6
2016-11-08,60.15
2016-11-09,57.2
2016-11-10,58.9
2016-11-11,55.75
2016-11-15,48.8
2016-11-16,46.45
2016-11-17,45.8
2016-11-18,46.8
2016-11-21,44.9
2016-11-22,42.3
2016-11-23,50.75
2016-11-24,60.9
2016-11-25,65.9
2016-11-28,61.7
2016-11-29,59.0
2016-11-30,64.9
2016-12-01,60.35
2016-12-02,60.25
2016-12-05,60.9
2016-12-06,60.2
2016-12-07,63.85
2016-12-08,63.35
2016-12-09,61.55
2016-12-12,60.1
2016-12-13,58.6
2016-12-14,57.4
2016-12-15,57.9
2016-12-16,62.1
2016-12-19,59.65
2016-12-20,61.65
2016-12-21,65.25
2016-12-22,62.8
2016-12-23,62.45
2016-12-26,58.85
2016-12-27,59.95
2016-12-28,60.65
2016-12-29,60.4
2016-12-30,60.05
