Date,ONMOBILE
2016-01-01,129.45
2016-01-04,123.95
2016-01-05,127.3
2016-01-06,127.05
2016-01-07,122.45
2016-01-08,123.35
2016-01-11,120.4
2016-01-12,119.35
2016-01-13,111.4
2016-01-14,106.6
2016-01-15,105.45
2016-01-18,91.55
2016-01-19,99.2
2016-01-20,95.35
2016-01-21,99.35
2016-01-22,98.6
2016-01-25,103.85
2016-01-27,120.6
2016-01-28,125.85
2016-01-29,130.4
2016-02-01,133.75
2016-02-02,134.7
2016-02-03,130.2
2016-02-04,124.25
2016-02-05,121.0
2016-02-08,120.6
2016-02-09,120.4
2016-02-10,118.3
2016-02-11,113.75
2016-02-12,109.7
2016-02-15,113.6
2016-02-16,109.15
2016-02-17,106.85
2016-02-18,104.9
2016-02-19,103.1
2016-02-22,107.2
2016-02-23,105.75
2016-02-24,105.45
2016-02-25,106.65
2016-02-26,106.9
2016-02-29,105.35
2016-03-01,109.6
2016-03-02,115.15
2016-03-03,117.45
2016-03-04,116.45
2016-03-08,119.75
2016-03-09,122.55
2016-03-10,126.3
2016-03-11,124.3
2016-03-14,126.7
2016-03-15,126.85
2016-03-16,127.6
2016-03-17,127.0
2016-03-18,126.55
2016-03-21,127.5
2016-03-22,125.0
2016-03-23,124.15
2016-03-28,121.05
2016-03-29,120.1
2016-03-30,123.75
2016-03-31,123.4
2016-04-01,124.15
2016-04-04,124.3
2016-04-05,123.75
2016-04-06,123.5
2016-04-07,124.1
2016-04-08,124.6
2016-04-11,125.9
2016-04-12,124.95
2016-04-13,124.7
2016-04-18,121.85
2016-04-20,120.95
2016-04-21,120.45
2016-04-22,120.55
2016-04-25,119.3
2016-04-26,119.3
2016-04-27,119.5
2016-04-28,118.55
2016-04-29,116.35
2016-05-02,117.5
2016-05-03,115.25
2016-05-04,117.3
2016-05-05,118.85
2016-05-06,116.05
2016-05-09,117.55
2016-05-10,121.4
2016-05-11,118.75
2016-05-12,118.4
2016-05-13,118.5
2016-05-16,117.5
2016-05-17,117.2
2016-05-18,115.25
2016-05-19,114.2
2016-05-20,111.95
2016-05-23,111.9
2016-05-24,115.05
2016-05-25,114.2
2016-05-26,115.35
2016-05-27,114.2
2016-05-30,112.4
2016-05-31,112.5
2016-06-01,112.55
2016-06-02,110.95
2016-06-03,105.8
2016-06-06,109.7
2016-06-07,110.6
2016-06-08,111.8
2016-06-09,112.45
2016-06-10,111.9
2016-06-13,110.05
2016-06-14,110.65
2016-06-15,109.7
2016-06-16,107.85
2016-06-17,106.6
2016-06-20,103.1
2016-06-21,103.2
2016-06-22,97.3
2016-06-23,98.95
2016-06-24,94.25
2016-06-27,97.2
2016-06-28,99.5
2016-06-29,98.3
2016-06-30,98.55
2016-07-01,100.65
2016-07-04,102.05
2016-07-05,104.45
2016-07-07,105.4
2016-07-08,105.75
2016-07-11,117.65
2016-07-12,116.5
2016-07-13,116.0
2016-07-14,121.25
2016-07-15,124.45
2016-07-18,119.8
2016-07-19,118.55
2016-07-20,117.45
2016-07-21,117.15
2016-07-22,116.15
2016-07-25,117.35
2016-07-26,115.9
2016-07-27,116.35
2016-07-28,113.45
2016-07-29,113.65
2016-08-01,117.95
2016-08-02,117.7
2016-08-03,116.95
2016-08-04,115.65
2016-08-05,116.5
2016-08-08,116.2
2016-08-09,117.7
2016-08-10,116.35
2016-08-11,115.4
2016-08-12,114.8
2016-08-16,113.75
2016-08-17,111.6
2016-08-18,112.35
2016-08-19,110.0
2016-08-22,107.5
2016-08-23,108.3
2016-08-24,107.2
2016-08-25,105.15
2016-08-26,103.55
2016-08-29,107.85
2016-08-30,108.65
2016-08-31,110.05
2016-09-01,110.7
2016-09-02,108.55
2016-09-06,107.25
2016-09-07,109.05
2016-09-08,109.35
2016-09-09,114.2
2016-09-12,117.75
2016-09-14,113.7
2016-09-15,108.0
2016-09-16,106.55
2016-09-19,107.4
2016-09-20,105.05
2016-09-21,105.25
2016-09-22,104.85
2016-09-23,105.9
2016-09-26,103.95
2016-09-27,103.8
2016-09-28,107.45
2016-09-29,100.65
2016-09-30,98.2
2016-10-03,101.95
2016-10-04,103.0
2016-10-05,109.4
2016-10-06,114.4
2016-10-07,111.4
2016-10-10,114.55
2016-10-13,109.3
2016-10-14,113.35
2016-10-17,119.0
2016-10-18,120.75
2016-10-19,119.15
2016-10-20,113.6
2016-10-21,112.15
2016-10-24,113.55
2016-10-25,109.65
2016-10-26,108.45
2016-10-27,110.6
2016-10-28,113.9
2016-10-30,113.55
2016-11-01,110.5
2016-11-02,108.55
2016-11-03,109.05
2016-11-04,105.45
2016-11-07,105.15
2016-11-08,106.25
2016-11-09,99.1
2016-11-10,104.6
2016-11-11,98.2
2016-11-15,93.5
2016-11-16,93.15
2016-11-17,92.85
2016-11-18,86.7
2016-11-21,81.1
2016-11-22,78.9
2016-11-23,81.0
2016-11-24,82.75
2016-11-25,81.3
2016-11-28,80.45
2016-11-29,92.25
2016-11-30,92.15
2016-12-01,87.2
2016-12-02,87.2
2016-12-05,87.75
2016-12-06,87.4
2016-12-07,86.45
2016-12-08,86.7
2016-12-09,94.55
2016-12-12,89.6
2016-12-13,91.2
2016-12-14,88.15
2016-12-15,87.95
2016-12-16,86.9
2016-12-19,86.55
2016-12-20,85.35
2016-12-21,84.7
2016-12-22,83.2
2016-12-23,81.55
2016-12-26,78.5
2016-12-27,79.95
2016-12-28,81.35
2016-12-29,81.4
2016-12-30,81.9
