Date,HEG
2016-01-01,180.65
2016-01-04,173.75
2016-01-05,174.55
2016-01-06,171.1
2016-01-07,164.05
2016-01-08,165.1
2016-01-11,164.25
2016-01-12,163.7
2016-01-13,157.85
2016-01-14,155.3
2016-01-15,151.1
2016-01-18,146.55
2016-01-19,149.6
2016-01-20,143.45
2016-01-21,144.6
2016-01-22,147.45
2016-01-25,148.2
2016-01-27,149.9
2016-01-28,140.35
2016-01-29,136.25
2016-02-01,141.3
2016-02-02,138.05
2016-02-03,135.95
2016-02-04,132.05
2016-02-05,133.15
2016-02-08,134.25
2016-02-09,133.0
2016-02-10,128.35
2016-02-11,123.5
2016-02-12,123.5
2016-02-15,127.9
2016-02-16,125.9
2016-02-17,121.15
2016-02-18,121.1
2016-02-19,122.5
2016-02-22,125.2
2016-02-23,124.1
2016-02-24,122.4
2016-02-25,119.75
2016-02-26,118.75
2016-02-29,119.05
2016-03-01,125.75
2016-03-02,129.05
2016-03-03,133.5
2016-03-04,135.15
2016-03-08,140.35
2016-03-09,142.3
2016-03-10,139.85
2016-03-11,142.6
2016-03-14,140.3
2016-03-15,141.85
2016-03-16,139.35
2016-03-17,142.4
2016-03-18,143.1
2016-03-21,139.55
2016-03-22,139.1
2016-03-23,142.8
2016-03-28,136.15
2016-03-29,135.2
2016-03-30,140.35
2016-03-31,139.8
2016-04-01,139.6
2016-04-04,141.85
2016-04-05,138.65
2016-04-06,138.95
2016-04-07,144.9
2016-04-08,147.75
2016-04-11,146.9
2016-04-12,147.3
2016-04-13,150.8
2016-04-18,149.3
2016-04-20,157.25
2016-04-21,161.95
2016-04-22,165.55
2016-04-25,163.95
2016-04-26,168.9
2016-04-27,169.55
2016-04-28,163.3
2016-04-29,160.6
2016-05-02,158.7
2016-05-03,160.15
2016-05-04,155.35
2016-05-05,153.25
2016-05-06,150.75
2016-05-09,155.65
2016-05-10,156.3
2016-05-11,155.85
2016-05-12,164.5
2016-05-13,162.05
2016-05-16,161.85
2016-05-17,161.9
2016-05-18,159.8
2016-05-19,159.05
2016-05-20,158.75
2016-05-23,155.45
2016-05-24,152.4
2016-05-25,153.05
2016-05-26,154.55
2016-05-27,157.7
2016-05-30,152.2
2016-05-31,152.5
2016-06-01,152.1
2016-06-02,153.25
2016-06-03,149.6
2016-06-06,149.85
2016-06-07,150.3
2016-06-08,150.1
2016-06-09,152.45
2016-06-10,154.6
2016-06-13,156.15
2016-06-14,158.35
2016-06-15,162.45
2016-06-16,158.1
2016-06-17,154.85
2016-06-20,158.3
2016-06-21,163.75
2016-06-22,165.55
2016-06-23,159.9
2016-06-24,159.1
2016-06-27,158.2
2016-06-28,160.85
2016-06-29,161.0
2016-06-30,158.4
2016-07-01,159.35
2016-07-04,161.6
2016-07-05,164.5
2016-07-07,161.7
2016-07-08,159.25
2016-07-11,160.05
2016-07-12,162.8
2016-07-13,172.75
2016-07-14,181.8
2016-07-15,178.3
2016-07-18,185.35
2016-07-19,188.2
2016-07-20,186.35
2016-07-21,184.65
2016-07-22,181.25
2016-07-25,184.15
2016-07-26,186.3
2016-07-27,182.25
2016-07-28,192.2
2016-07-29,187.2
2016-08-01,191.3
2016-08-02,187.4
2016-08-03,165.85
2016-08-04,168.55
2016-08-05,172.4
2016-08-08,167.7
2016-08-09,166.4
2016-08-10,163.25
2016-08-11,162.3
2016-08-12,159.75
2016-08-16,159.0
2016-08-17,161.8
2016-08-18,162.05
2016-08-19,161.6
2016-08-22,160.3
2016-08-23,160.9
2016-08-24,161.75
2016-08-25,163.2
2016-08-26,166.35
2016-08-29,171.8
2016-08-30,173.2
2016-08-31,177.75
2016-09-01,179.45
2016-09-02,176.35
2016-09-06,177.25
2016-09-07,180.75
2016-09-08,178.75
2016-09-09,174.95
2016-09-12,171.6
2016-09-14,178.75
2016-09-15,185.15
2016-09-16,191.35
2016-09-19,188.3
2016-09-20,193.55
2016-09-21,193.35
2016-09-22,189.05
2016-09-23,185.3
2016-09-26,183.25
2016-09-27,185.6
2016-09-28,183.55
2016-09-29,172.25
2016-09-30,178.0
2016-10-03,178.35
2016-10-04,179.45
2016-10-05,180.6
2016-10-06,179.5
2016-10-07,177.75
2016-10-10,176.85
2016-10-13,170.95
2016-10-14,171.85
2016-10-17,170.2
2016-10-18,169.95
2016-10-19,174.45
2016-10-20,174.8
2016-10-21,171.45
2016-10-24,172.35
2016-10-25,171.7
2016-10-26,170.7
2016-10-27,172.1
2016-10-28,170.85
2016-10-30,174.6
2016-11-01,170.4
2016-11-02,170.65
2016-11-03,168.95
2016-11-04,165.35
2016-11-07,168.2
2016-11-08,173.95
2016-11-09,165.5
2016-11-10,168.65
2016-11-11,164.95
2016-11-15,158.15
2016-11-16,157.8
2016-11-17,154.65
2016-11-18,155.7
2016-11-21,146.3
2016-11-22,148.3
2016-11-23,153.55
2016-11-24,152.15
2016-11-25,161.5
2016-11-28,159.0
2016-11-29,156.7
2016-11-30,161.1
2016-12-01,160.05
2016-12-02,156.8
2016-12-05,151.15
2016-12-06,153.8
2016-12-07,153.9
2016-12-08,154.7
2016-12-09,156.1
2016-12-12,155.8
2016-12-13,159.0
2016-12-14,158.25
2016-12-15,157.8
2016-12-16,158.7
2016-12-19,152.9
2016-12-20,151.9
2016-12-21,152.0
2016-12-22,151.75
2016-12-23,149.2
2016-12-26,148.45
2016-12-27,149.25
2016-12-28,150.4
2016-12-29,149.6
2016-12-30,150.1
