Date,GILLETTE
2016-01-01,4646.25
2016-01-04,4635.3
2016-01-05,4687.0
2016-01-06,4646.55
2016-01-07,4650.0
2016-01-08,4653.9
2016-01-11,4625.1
2016-01-12,4647.55
2016-01-13,4653.55
2016-01-14,4624.2
2016-01-15,4576.85
2016-01-18,4464.3
2016-01-19,4545.6
2016-01-20,4490.35
2016-01-21,4486.95
2016-01-22,4511.55
2016-01-25,4486.9
2016-01-27,4488.3
2016-01-28,4488.75
2016-01-29,4482.4
2016-02-01,4448.9
2016-02-02,4452.45
2016-02-03,4405.4
2016-02-04,4397.2
2016-02-05,4395.2
2016-02-08,4367.95
2016-02-09,4291.05
2016-02-10,4139.15
2016-02-11,4003.95
2016-02-12,4070.2
2016-02-15,4290.5
2016-02-16,4239.05
2016-02-17,4360.45
2016-02-18,4417.45
2016-02-19,4436.45
2016-02-22,4480.45
2016-02-23,4492.85
2016-02-24,4480.85
2016-02-25,4457.4
2016-02-26,4459.9
2016-02-29,4409.7
2016-03-01,4450.85
2016-03-02,4494.5
2016-03-03,4495.75
2016-03-04,4499.7
2016-03-08,4502.0
2016-03-09,4469.45
2016-03-10,4498.6
2016-03-11,4500.45
2016-03-14,4494.6
2016-03-15,4471.7
2016-03-16,4480.6
2016-03-17,4459.15
2016-03-18,4387.75
2016-03-21,4460.3
2016-03-22,4432.45
2016-03-23,4444.2
2016-03-28,4388.5
2016-03-29,4381.5
2016-03-30,4412.45
2016-03-31,4412.0
2016-04-01,4387.05
2016-04-04,4412.25
2016-04-05,4424.8
2016-04-06,4401.6
2016-04-07,4401.8
2016-04-08,4439.2
2016-04-11,4399.0
2016-04-12,4427.65
2016-04-13,4448.55
2016-04-18,4409.85
2016-04-20,4390.95
2016-04-21,4381.4
2016-04-22,4400.5
2016-04-25,4379.9
2016-04-26,4284.35
2016-04-27,4265.55
2016-04-28,4248.85
2016-04-29,4180.9
2016-05-02,4224.25
2016-05-03,4227.75
2016-05-04,4280.2
2016-05-05,4428.55
2016-05-06,4434.3
2016-05-09,4502.7
2016-05-10,4531.75
2016-05-11,4523.05
2016-05-12,4561.05
2016-05-13,4662.85
2016-05-16,4709.25
2016-05-17,4724.8
2016-05-18,4776.05
2016-05-19,4753.35
2016-05-20,4708.0
2016-05-23,4659.35
2016-05-24,4730.15
2016-05-25,4702.15
2016-05-26,4723.35
2016-05-27,4697.8
2016-05-30,4714.2
2016-05-31,4612.15
2016-06-01,4675.2
2016-06-02,4696.15
2016-06-03,4669.05
2016-06-06,4619.5
2016-06-07,4624.75
2016-06-08,4593.8
2016-06-09,4568.1
2016-06-10,4582.2
2016-06-13,4552.05
2016-06-14,4533.55
2016-06-15,4535.55
2016-06-16,4472.5
2016-06-17,4536.65
2016-06-20,4443.25
2016-06-21,4449.35
2016-06-22,4521.55
2016-06-23,4543.45
2016-06-24,4487.85
2016-06-27,4505.6
2016-06-28,4529.55
2016-06-29,4528.85
2016-06-30,4582.8
2016-07-01,4767.8
2016-07-04,4695.25
2016-07-05,4674.8
2016-07-07,4698.7
2016-07-08,4690.55
2016-07-11,4767.85
2016-07-12,4785.15
2016-07-13,4790.45
2016-07-14,4747.1
2016-07-15,4738.0
2016-07-18,4700.1
2016-07-19,4756.3
2016-07-20,4702.5
2016-07-21,4676.3
2016-07-22,4716.55
2016-07-25,4762.95
2016-07-26,4679.9
2016-07-27,4691.0
2016-07-28,4743.45
2016-07-29,4747.05
2016-08-01,4806.4
2016-08-02,4646.8
2016-08-03,4678.75
2016-08-04,4676.85
2016-08-05,4742.9
2016-08-08,4857.9
2016-08-09,4751.85
2016-08-10,4702.0
2016-08-11,4746.2
2016-08-12,4794.2
2016-08-16,4832.3
2016-08-17,4705.6
2016-08-18,4765.25
2016-08-19,4728.9
2016-08-22,4782.75
2016-08-23,4678.7
2016-08-24,4541.8
2016-08-25,4495.65
2016-08-26,4499.65
2016-08-29,4520.85
2016-08-30,4481.35
2016-08-31,4469.4
2016-09-01,4460.7
2016-09-02,4460.35
2016-09-06,4513.3
2016-09-07,4487.55
2016-09-08,4509.05
2016-09-09,4502.9
2016-09-12,4481.4
2016-09-14,4472.7
2016-09-15,4485.9
2016-09-16,4500.8
2016-09-19,4510.8
2016-09-20,4502.55
2016-09-21,4478.85
2016-09-22,4497.65
