Date,GUFICBIO
2016-01-01,55.7
2016-01-04,53.85
2016-01-05,59.2
2016-01-06,56.6
2016-01-07,55.15
2016-01-08,55.45
2016-01-11,53.8
2016-01-12,52.8
2016-01-13,48.5
2016-01-14,44.45
2016-01-15,40.05
2016-01-18,38.05
2016-01-19,38.85
2016-01-20,37.15
2016-01-21,37.05
2016-01-22,37.95
2016-01-25,38.7
2016-01-27,40.6
2016-01-28,42.6
2016-01-29,44.7
2016-02-01,46.15
2016-02-02,44.1
2016-02-03,41.95
2016-02-04,40.6
2016-02-05,42.0
2016-02-08,40.4
2016-02-09,41.75
2016-02-10,40.65
2016-02-11,37.0
2016-02-12,40.25
2016-02-15,42.9
2016-02-16,39.9
2016-02-17,41.45
2016-02-18,39.9
2016-02-19,39.35
2016-02-22,40.15
2016-02-23,38.85
2016-02-24,37.55
2016-02-25,37.35
2016-02-26,37.1
2016-02-29,37.55
2016-03-01,39.0
2016-03-02,40.0
2016-03-03,41.5
2016-03-04,46.95
2016-03-08,47.05
2016-03-09,47.55
2016-03-10,45.95
2016-03-11,44.45
2016-03-14,43.9
2016-03-15,42.0
2016-03-16,41.35
2016-03-17,43.05
2016-03-18,42.65
2016-03-21,42.4
2016-03-22,41.95
2016-03-23,40.95
2016-03-28,40.35
2016-03-29,40.1
2016-03-30,42.1
2016-03-31,41.45
2016-04-01,41.65
2016-04-04,41.8
2016-04-05,40.8
2016-04-06,42.65
2016-04-07,41.55
2016-04-08,41.45
2016-04-11,41.4
2016-04-12,41.1
2016-04-13,42.45
2016-04-18,40.9
2016-04-20,40.95
2016-04-21,40.1
2016-04-22,39.45
2016-04-25,39.4
2016-04-26,39.8
2016-04-27,39.9
2016-04-28,39.4
2016-04-29,39.7
2016-05-02,43.5
2016-05-03,43.35
2016-05-04,43.4
2016-05-05,43.7
2016-05-06,43.3
2016-05-09,44.35
2016-05-10,42.75
2016-05-11,42.1
2016-05-12,42.95
2016-05-13,42.0
2016-05-16,41.55
2016-05-17,41.15
2016-05-18,40.9
2016-05-19,40.35
2016-05-20,40.1
2016-05-23,42.45
2016-05-24,42.6
2016-05-25,41.05
2016-05-26,42.15
2016-05-27,41.4
2016-05-30,41.55
2016-05-31,41.1
2016-06-01,41.4
2016-06-02,41.05
2016-06-03,41.2
2016-06-06,41.2
2016-06-07,41.05
2016-06-08,45.8
2016-06-09,44.35
2016-06-10,46.25
2016-06-13,46.8
2016-06-14,49.65
2016-06-15,48.6
2016-06-16,47.35
2016-06-17,47.05
2016-06-20,46.2
2016-06-21,46.4
2016-06-22,45.15
2016-06-23,45.2
2016-06-24,44.6
2016-06-27,44.95
2016-06-28,44.35
2016-06-29,44.2
2016-06-30,44.4
2016-07-01,44.35
2016-07-04,43.0
2016-07-05,43.5
2016-07-07,43.6
2016-07-08,43.7
2016-07-11,43.95
2016-07-12,42.7
2016-07-13,43.0
2016-07-14,42.55
2016-07-15,42.7
2016-07-18,41.35
2016-07-19,41.35
2016-07-20,44.35
2016-07-21,43.1
2016-07-22,42.95
2016-07-25,43.75
2016-07-26,43.0
2016-07-27,42.2
2016-07-28,42.9
2016-07-29,42.1
2016-08-01,41.1
2016-08-02,41.1
2016-08-03,41.25
2016-08-04,41.1
2016-08-05,41.35
2016-08-08,41.9
2016-08-09,41.4
2016-08-10,40.0
2016-08-11,39.6
2016-08-12,40.9
2016-08-16,40.0
2016-08-17,38.75
2016-08-18,40.0
2016-08-19,39.65
2016-08-22,38.6
2016-08-23,40.45
2016-08-24,41.2
2016-08-25,40.0
2016-08-26,39.85
2016-08-29,39.85
2016-08-30,40.05
2016-08-31,39.65
2016-09-01,39.8
2016-09-02,39.05
2016-09-06,39.3
2016-09-07,38.7
2016-09-08,39.1
2016-09-09,37.8
2016-09-12,37.85
2016-09-14,39.05
2016-09-15,42.2
2016-09-16,40.45
2016-09-19,39.15
2016-09-20,38.55
2016-09-21,38.25
2016-09-22,38.4
2016-09-23,38.15
2016-09-26,38.15
2016-09-27,37.15
2016-09-28,37.4
2016-09-29,35.05
2016-09-30,35.95
2016-10-03,36.6
2016-10-04,37.35
2016-10-05,37.4
2016-10-06,35.85
2016-10-07,35.85
2016-10-10,36.05
2016-10-13,34.05
2016-10-14,35.7
2016-10-17,40.9
2016-10-18,44.45
2016-10-19,41.95
2016-10-20,41.15
2016-10-21,41.35
2016-10-24,48.7
2016-10-25,46.2
2016-10-26,45.55
2016-10-27,45.6
2016-10-28,51.35
2016-10-30,57.85
2016-11-01,57.05
2016-11-02,54.9
2016-11-03,53.5
2016-11-04,48.15
2016-11-07,49.55
2016-11-08,49.3
2016-11-09,48.95
2016-11-10,50.05
2016-11-11,48.1
2016-11-15,44.3
2016-11-16,43.2
2016-11-17,41.6
2016-11-18,42.15
2016-11-21,41.75
2016-11-22,42.5
2016-11-23,45.1
2016-11-24,45.6
2016-11-25,46.85
2016-11-28,48.1
2016-11-29,47.25
2016-11-30,47.75
2016-12-01,47.0
2016-12-02,45.6
2016-12-05,46.25
2016-12-06,46.05
2016-12-07,46.6
2016-12-08,46.65
2016-12-09,51.6
2016-12-12,50.0
2016-12-13,50.7
2016-12-14,51.85
2016-12-15,51.25
2016-12-16,51.15
2016-12-19,52.55
2016-12-20,50.95
2016-12-21,50.45
2016-12-22,55.15
2016-12-23,53.4
2016-12-26,51.85
2016-12-27,52.8
2016-12-28,52.25
2016-12-29,52.7
2016-12-30,53.2
