Date,SRHHYPOLTD
2016-01-01,72.05
2016-01-04,68.35
2016-01-05,74.9
2016-01-06,77.7
2016-01-07,72.4
2016-01-08,73.9
2016-01-11,76.85
2016-01-12,77.2
2016-01-13,74.4
2016-01-14,71.55
2016-01-15,65.35
2016-01-18,62.45
2016-01-19,65.8
2016-01-20,62.6
2016-01-21,63.15
2016-01-22,63.75
2016-01-25,63.95
2016-01-27,64.0
2016-01-28,63.15
2016-01-29,64.45
2016-02-01,64.9
2016-02-02,64.75
2016-02-03,60.5
2016-02-04,56.35
2016-02-05,55.15
2016-02-08,57.15
2016-02-09,54.0
2016-02-10,54.7
2016-02-11,49.05
2016-02-12,52.65
2016-02-15,59.15
2016-02-16,57.4
2016-02-17,57.2
2016-02-18,57.7
2016-02-19,58.0
2016-02-22,58.75
2016-02-23,52.85
2016-02-24,50.05
2016-02-25,51.0
2016-02-26,51.4
2016-02-29,52.7
2016-03-01,53.65
2016-03-02,54.2
2016-03-03,56.3
2016-03-04,57.15
2016-03-08,56.45
2016-03-09,56.8
2016-03-10,57.0
2016-03-11,57.3
2016-03-14,56.15
2016-03-15,57.7
2016-03-16,55.9
2016-03-17,56.5
2016-03-18,56.0
2016-03-21,58.05
2016-03-22,58.3
2016-03-23,58.65
2016-03-28,58.3
2016-03-29,58.7
2016-03-30,61.9
2016-03-31,66.6
2016-04-01,68.4
2016-04-04,72.1
2016-04-05,73.7
2016-04-06,75.65
2016-04-07,73.7
2016-04-08,72.7
2016-04-11,73.2
2016-04-12,69.85
2016-04-13,71.65
2016-04-18,69.35
2016-04-20,69.5
2016-04-21,68.95
2016-04-22,69.0
2016-04-25,69.3
2016-04-26,69.75
2016-04-27,70.1
2016-04-28,68.85
2016-04-29,70.5
2016-05-02,70.0
2016-05-03,70.95
2016-05-04,70.0
2016-05-05,69.1
2016-05-06,67.15
2016-05-09,69.95
2016-05-10,69.95
2016-05-11,71.0
2016-05-12,71.55
2016-05-13,70.75
2016-05-16,76.0
2016-05-17,75.95
2016-05-18,72.95
2016-05-19,72.35
2016-05-20,73.8
2016-05-23,73.25
2016-05-24,73.4
2016-05-25,74.65
2016-05-26,74.05
2016-05-27,73.0
2016-05-30,74.1
2016-05-31,85.45
2016-06-01,84.7
2016-06-02,83.4
2016-06-03,83.35
2016-06-06,84.6
2016-06-07,84.95
2016-06-08,88.7
2016-06-09,88.15
2016-06-10,87.65
2016-06-13,86.3
2016-06-14,84.05
2016-06-15,88.55
2016-06-16,95.95
2016-06-17,107.45
2016-06-20,105.6
2016-06-21,102.8
2016-06-22,97.55
2016-06-23,94.2
2016-06-24,89.4
2016-06-27,93.15
2016-06-28,96.1
2016-06-29,96.4
2016-06-30,97.2
2016-07-01,94.1
2016-07-04,94.95
2016-07-05,93.15
2016-07-07,97.95
2016-07-08,97.7
2016-07-11,105.0
2016-07-12,102.75
2016-07-13,97.7
2016-07-14,98.2
2016-07-15,98.35
2016-07-18,95.1
2016-07-19,95.25
2016-07-20,96.85
2016-07-21,95.1
2016-07-22,109.85
2016-07-25,112.5
2016-07-26,106.95
2016-07-27,106.15
2016-07-28,111.2
2016-07-29,106.6
2016-08-01,106.25
2016-08-02,104.2
2016-08-03,104.5
2016-08-04,104.45
2016-08-05,104.4
2016-08-08,102.9
2016-08-09,103.55
2016-08-10,99.0
2016-08-11,99.45
2016-08-12,101.5
2016-08-16,92.85
2016-08-17,93.15
2016-08-18,94.25
2016-08-19,95.9
2016-08-22,96.6
2016-08-23,100.3
2016-08-24,104.65
2016-08-25,99.55
2016-08-26,103.7
2016-08-29,103.35
2016-08-30,107.35
2016-08-31,104.35
2016-09-01,101.35
2016-09-02,102.0
2016-09-06,100.9
2016-09-07,106.3
2016-09-08,108.0
2016-09-09,105.25
2016-09-12,99.95
2016-09-14,101.7
2016-09-15,107.1
2016-09-16,105.35
2016-09-19,104.85
2016-09-20,123.65
2016-09-21,122.35
2016-09-22,119.7
2016-09-23,124.45
2016-09-26,123.75
2016-09-27,121.45
2016-09-28,122.9
2016-09-29,109.6
2016-09-30,119.5
2016-10-03,122.3
2016-10-04,127.7
2016-10-05,142.0
2016-10-06,139.15
2016-10-07,137.65
2016-10-10,136.2
2016-10-13,128.75
2016-10-14,127.6
2016-10-17,126.4
2016-10-18,126.3
2016-10-19,127.25
2016-10-20,133.95
2016-10-21,132.0
2016-10-24,131.85
2016-10-25,136.95
2016-10-26,144.3
2016-10-27,142.55
2016-10-28,142.7
2016-10-30,140.25
2016-11-01,138.1
2016-11-02,153.9
2016-11-03,165.5
2016-11-04,161.9
2016-11-07,158.35
2016-11-08,156.7
2016-11-09,142.05
2016-11-10,153.25
2016-11-11,149.0
2016-11-15,132.85
2016-11-16,126.85
2016-11-17,134.8
2016-11-18,131.4
2016-11-21,124.45
2016-11-22,132.1
2016-11-23,132.5
2016-11-24,131.45
2016-11-25,135.1
2016-11-28,145.3
2016-11-29,150.6
2016-11-30,146.15
2016-12-01,143.65
2016-12-02,138.05
2016-12-05,138.5
2016-12-06,141.7
2016-12-07,139.15
2016-12-08,143.0
2016-12-09,141.05
2016-12-12,136.65
2016-12-13,137.55
2016-12-14,137.1
2016-12-15,137.8
2016-12-16,137.75
2016-12-19,136.45
2016-12-20,129.45
2016-12-21,130.05
2016-12-22,129.05
2016-12-23,130.25
2016-12-26,125.9
2016-12-27,123.25
2016-12-28,128.95
2016-12-29,130.5
2016-12-30,130.0
