Date,HARITASEAT
2016-01-01,444.85
2016-01-04,432.5
2016-01-05,434.5
2016-01-06,427.15
2016-01-07,413.7
2016-01-08,427.85
2016-01-11,417.6
2016-01-12,411.85
2016-01-13,383.35
2016-01-14,373.1
2016-01-15,354.55
2016-01-18,328.8
2016-01-19,394.55
2016-01-20,368.6
2016-01-21,396.3
2016-01-22,442.25
2016-01-25,432.9
2016-01-27,426.25
2016-01-28,416.55
2016-01-29,415.6
2016-02-01,421.45
2016-02-02,411.45
2016-02-03,396.25
2016-02-04,386.65
2016-02-05,394.1
2016-02-08,392.25
2016-02-09,384.3
2016-02-10,372.6
2016-02-11,383.85
2016-02-12,381.35
2016-02-15,386.95
2016-02-16,372.45
2016-02-17,377.5
2016-02-18,381.3
2016-02-19,392.9
2016-02-22,399.2
2016-02-23,394.35
2016-02-24,382.35
2016-02-25,392.8
2016-02-26,393.35
2016-02-29,386.9
2016-03-01,408.05
2016-03-02,428.7
2016-03-03,415.45
2016-03-04,432.2
2016-03-08,425.6
2016-03-09,418.45
2016-03-10,422.75
2016-03-11,427.0
2016-03-14,446.7
2016-03-15,440.1
2016-03-16,435.35
2016-03-17,433.7
2016-03-18,435.85
2016-03-21,439.25
2016-03-22,441.25
2016-03-23,443.35
2016-03-28,432.75
2016-03-29,439.55
2016-03-30,440.15
2016-03-31,436.7
2016-04-01,448.85
2016-04-04,504.3
2016-04-05,517.15
2016-04-06,513.0
2016-04-07,526.9
2016-04-08,517.1
2016-04-11,555.8
2016-04-12,545.0
2016-04-13,550.2
2016-04-18,533.15
2016-04-20,518.6
2016-04-21,523.5
2016-04-22,512.75
2016-04-25,518.6
2016-04-26,514.9
2016-04-27,511.05
2016-04-28,506.5
2016-04-29,510.65
2016-05-02,509.4
2016-05-03,517.8
2016-05-04,517.95
2016-05-05,519.35
2016-05-06,518.8
2016-05-09,490.25
2016-05-10,488.8
2016-05-11,485.3
2016-05-12,494.85
2016-05-13,496.4
2016-05-16,489.4
2016-05-17,512.05
2016-05-18,528.55
2016-05-19,515.85
2016-05-20,530.4
2016-05-23,602.85
2016-05-24,600.25
2016-05-25,581.15
2016-05-26,591.75
2016-05-27,575.85
2016-05-30,564.6
2016-05-31,551.55
2016-06-01,555.95
2016-06-02,559.45
2016-06-03,557.55
2016-06-06,546.6
2016-06-07,555.9
2016-06-08,559.9
2016-06-09,553.85
2016-06-10,555.75
2016-06-13,537.4
2016-06-14,548.9
2016-06-15,541.5
2016-06-16,542.0
2016-06-17,535.95
2016-06-20,533.5
2016-06-21,543.5
2016-06-22,547.45
2016-06-23,541.25
2016-06-24,527.8
2016-06-27,528.8
2016-06-28,535.9
2016-06-29,543.7
2016-06-30,548.15
2016-07-01,562.6
2016-07-04,567.2
2016-07-05,569.6
2016-07-07,562.9
2016-07-08,555.35
2016-07-11,549.0
2016-07-12,545.45
2016-07-13,528.15
2016-07-14,534.0
2016-07-15,529.95
2016-07-18,525.65
2016-07-19,527.35
2016-07-20,538.5
2016-07-21,583.0
2016-07-22,591.7
2016-07-25,595.9
2016-07-26,573.9
2016-07-27,589.75
2016-07-28,576.45
2016-07-29,602.95
2016-08-01,624.05
2016-08-02,616.8
2016-08-03,609.6
2016-08-04,612.3
2016-08-05,630.25
2016-08-08,634.45
2016-08-09,540.75
2016-08-10,537.95
2016-08-11,525.35
2016-08-12,526.1
2016-08-16,499.0
2016-08-17,521.55
2016-08-18,524.0
2016-08-19,522.1
2016-08-22,518.25
2016-08-23,524.75
2016-08-24,522.95
2016-08-25,520.55
2016-08-26,517.15
2016-08-29,517.35
2016-08-30,522.15
2016-08-31,520.75
2016-09-01,517.45
2016-09-02,518.85
2016-09-06,521.8
2016-09-07,550.7
2016-09-08,556.55
2016-09-09,553.15
2016-09-12,544.75
2016-09-14,539.95
2016-09-15,557.3
2016-09-16,560.3
2016-09-19,559.1
2016-09-20,552.25
2016-09-21,546.25
2016-09-22,551.9
2016-09-23,546.85
2016-09-26,554.55
2016-09-27,548.0
2016-09-28,557.4
2016-09-29,530.65
2016-09-30,534.45
2016-10-03,540.2
2016-10-04,549.25
2016-10-05,564.4
2016-10-06,556.45
2016-10-07,552.4
2016-10-10,535.0
2016-10-13,532.8
2016-10-14,535.6
2016-10-17,548.7
2016-10-18,558.6
2016-10-19,559.05
2016-10-20,562.9
2016-10-21,606.35
2016-10-24,673.8
2016-10-25,660.9
2016-10-26,639.0
2016-10-27,663.7
2016-10-28,655.55
2016-10-30,695.55
2016-11-01,734.3
2016-11-02,735.1
2016-11-03,745.15
2016-11-04,701.8
2016-11-07,710.5
2016-11-08,701.6
2016-11-09,711.5
2016-11-10,703.25
2016-11-11,677.3
2016-11-15,580.0
2016-11-16,591.55
2016-11-17,566.35
2016-11-18,608.3
2016-11-21,585.45
2016-11-22,578.65
2016-11-23,606.75
2016-11-24,613.9
2016-11-25,639.75
2016-11-28,682.9
2016-11-29,687.7
2016-11-30,691.65
2016-12-01,697.45
2016-12-02,685.05
2016-12-05,697.25
2016-12-06,723.0
2016-12-07,696.25
2016-12-08,707.2
2016-12-09,742.95
2016-12-12,720.35
2016-12-13,714.5
2016-12-14,694.6
2016-12-15,702.0
2016-12-16,707.05
2016-12-19,702.4
2016-12-20,681.7
2016-12-21,684.6
2016-12-22,667.05
2016-12-23,672.8
2016-12-26,655.05
2016-12-27,662.75
2016-12-28,662.8
2016-12-29,667.55
2016-12-30,670.2
