Date,BOSCHLTD
2016-05-12,20925.25
2016-05-13,20676.15
2016-05-16,21363.6
2016-05-17,21603.3
2016-05-18,21052.85
2016-05-19,20988.1
2016-05-20,21049.55
2016-05-23,21057.3
2016-05-24,21221.65
2016-05-25,21894.85
2016-05-26,21817.35
2016-05-27,21947.0
2016-05-30,22217.2
2016-05-31,22347.55
2016-06-01,22266.8
2016-06-02,22074.45
2016-06-03,22269.35
2016-06-06,22191.7
2016-06-07,22358.25
2016-06-08,22244.55
2016-06-09,21799.6
2016-06-10,21492.45
2016-06-13,21597.95
2016-06-14,21821.1
2016-06-15,21881.55
2016-06-16,21830.05
2016-06-17,22075.6
2016-06-20,22091.15
2016-06-21,21981.2
2016-06-22,21735.05
2016-06-23,21850.6
2016-06-24,21159.75
2016-06-27,20930.7
2016-06-28,21523.4
2016-06-29,22686.2
2016-06-30,22648.75
2016-07-01,22684.3
2016-07-04,22249.0
2016-07-05,22538.6
2016-07-07,22729.35
2016-07-08,22789.15
2016-07-11,23383.45
2016-07-12,23454.95
2016-07-13,23239.55
2016-07-14,23428.9
2016-07-15,23907.6
2016-07-18,24033.15
2016-07-19,24390.35
2016-07-20,24898.8
2016-07-21,24528.65
2016-07-22,24315.7
2016-07-25,24465.5
2016-07-26,24060.6
2016-07-27,24082.05
2016-07-28,24636.35
2016-07-29,24976.55
2016-08-01,24721.95
2016-08-02,24453.45
2016-08-03,24753.95
2016-08-04,24957.25
2016-08-05,25035.1
2016-08-08,25442.35
2016-08-09,25379.25
2016-08-10,25022.0
2016-08-11,24781.05
2016-08-12,24548.3
2016-08-16,24002.9
2016-08-17,23975.1
2016-08-18,24090.95
2016-08-19,23980.05
2016-08-22,23695.55
2016-08-23,23598.45
2016-08-24,23678.65
2016-08-25,23771.85
2016-08-26,23695.35
2016-08-29,23764.15
2016-08-30,24734.25
2016-08-31,24167.8
2016-09-01,24118.1
2016-09-02,24010.85
2016-09-06,24460.15
2016-09-07,24267.65
2016-09-08,24447.7
2016-09-09,24164.05
2016-09-12,23481.5
2016-09-14,23020.65
2016-09-15,23197.2
2016-09-16,23438.1
2016-09-19,23392.85
2016-09-20,23255.5
2016-09-21,23346.9
2016-09-22,23403.55
2016-09-23,23340.1
2016-09-26,22844.7
2016-09-27,22747.75
2016-09-28,23189.45
2016-09-29,22634.2
2016-09-30,22797.85
2016-10-03,22752.95
2016-10-04,22838.35
2016-10-05,22803.6
2016-10-06,23098.35
2016-10-07,23135.55
2016-10-10,23101.55
2016-10-13,22784.1
2016-10-14,22803.85
2016-10-17,22150.9
2016-10-18,22485.65
2016-10-19,22376.15
2016-10-20,22406.4
2016-10-21,22633.6
2016-10-24,22936.35
2016-10-25,22622.55
2016-10-26,22462.15
2016-10-27,22207.75
2016-10-28,21891.05
2016-10-30,21876.2
2016-11-01,22314.2
2016-11-02,21678.95
2016-11-03,21510.25
2016-11-04,21511.0
2016-11-07,21422.6
2016-11-08,21580.9
2016-11-09,21259.4
2016-11-10,20866.35
2016-11-11,20023.0
2016-11-15,19511.2
2016-11-16,19174.25
2016-11-17,19016.75
2016-11-18,19226.85
2016-11-21,18407.9
2016-11-22,18523.8
2016-11-23,18975.15
2016-11-24,18828.05
2016-11-25,18840.9
2016-11-28,19407.55
2016-11-29,20171.1
2016-11-30,20525.35
2016-12-01,20382.3
2016-12-02,20361.65
2016-12-05,20850.8
2016-12-06,20465.6
2016-12-07,20253.5
2016-12-08,20922.6
2016-12-09,20739.05
2016-12-12,20764.9
2016-12-13,20916.6
2016-12-14,20366.2
2016-12-15,19974.85
2016-12-16,20123.45
2016-12-19,19822.2
2016-12-20,19235.7
2016-12-21,19314.25
2016-12-22,19234.95
2016-12-23,19715.95
2016-12-26,19318.25
2016-12-27,19958.8
2016-12-28,20172.0
2016-12-29,20650.0
2016-12-30,21049.95
