Date,UNICHEMLAB
2016-01-01,269.0
2016-01-04,260.8
2016-01-05,259.2
2016-01-06,260.1
2016-01-07,249.8
2016-01-08,252.75
2016-01-11,250.55
2016-01-12,245.1
2016-01-13,248.0
2016-01-14,250.05
2016-01-15,243.15
2016-01-18,225.1
2016-01-19,222.1
2016-01-20,204.7
2016-01-21,216.4
2016-01-22,228.2
2016-01-25,240.7
2016-01-27,235.7
2016-01-28,232.65
2016-01-29,239.1
2016-02-01,240.75
2016-02-02,232.4
2016-02-03,222.4
2016-02-04,220.5
2016-02-05,217.6
2016-02-08,215.7
2016-02-09,211.6
2016-02-10,203.85
2016-02-11,194.95
2016-02-12,204.2
2016-02-15,209.8
2016-02-16,206.1
2016-02-17,199.75
2016-02-18,206.35
2016-02-19,201.25
2016-02-22,201.85
2016-02-23,199.1
2016-02-24,199.85
2016-02-25,198.65
2016-02-26,198.85
2016-02-29,198.1
2016-03-01,205.0
2016-03-02,211.55
2016-03-03,214.25
2016-03-04,220.2
2016-03-08,223.6
2016-03-09,231.55
2016-03-10,237.6
2016-03-11,230.85
2016-03-14,228.95
2016-03-15,217.55
2016-03-16,219.15
2016-03-17,215.4
2016-03-18,212.5
2016-03-21,213.8
2016-03-22,224.5
2016-03-23,221.05
2016-03-28,218.75
2016-03-29,220.75
2016-03-30,222.05
2016-03-31,221.0
2016-04-01,222.2
2016-04-04,228.05
2016-04-05,226.15
2016-04-06,229.05
2016-04-07,233.8
2016-04-08,229.65
2016-04-11,225.45
2016-04-12,225.3
2016-04-13,226.8
2016-04-18,236.35
2016-04-20,231.3
2016-04-21,232.3
2016-04-22,238.0
2016-04-25,238.35
2016-04-26,238.65
2016-04-27,249.6
2016-04-28,249.0
2016-04-29,246.45
2016-05-02,250.1
2016-05-03,252.75
2016-05-04,247.85
2016-05-05,244.7
2016-05-06,243.55
2016-05-09,243.05
2016-05-10,238.85
2016-05-11,243.0
2016-05-12,241.45
2016-05-13,248.2
2016-05-16,253.7
2016-05-17,254.05
2016-05-18,268.65
2016-05-19,268.0
2016-05-20,264.2
2016-05-23,269.95
2016-05-24,268.7
2016-05-25,265.95
2016-05-26,261.55
2016-05-27,263.9
2016-05-30,263.25
2016-05-31,262.8
2016-06-01,265.5
2016-06-02,268.5
2016-06-03,258.1
2016-06-06,257.7
2016-06-07,257.35
2016-06-08,252.85
2016-06-09,249.65
2016-06-10,247.45
2016-06-13,242.95
2016-06-14,249.8
2016-06-15,255.3
2016-06-16,257.9
2016-06-17,259.4
2016-06-20,258.55
2016-06-21,260.2
2016-06-22,270.8
2016-06-23,272.5
2016-06-24,265.5
2016-06-27,272.2
2016-06-28,269.5
2016-06-29,290.3
2016-06-30,285.7
2016-07-01,284.35
2016-07-04,283.9
2016-07-05,275.95
2016-07-07,273.75
2016-07-08,274.3
2016-07-11,296.0
2016-07-12,299.45
2016-07-13,293.3
2016-07-14,297.15
2016-07-15,295.8
2016-07-18,307.1
2016-07-19,305.3
2016-07-20,304.3
2016-07-21,303.8
2016-07-22,303.55
2016-07-25,293.35
2016-07-26,286.05
2016-07-27,291.85
2016-07-28,287.8
2016-07-29,284.7
2016-08-01,286.45
2016-08-02,276.45
2016-08-03,276.3
2016-08-04,273.5
2016-08-05,280.3
2016-08-08,284.25
2016-08-09,283.25
2016-08-10,276.0
2016-08-11,278.3
2016-08-12,278.6
2016-08-16,277.6
2016-08-17,273.7
2016-08-18,275.1
2016-08-19,270.15
2016-08-22,271.0
2016-08-23,278.65
2016-08-24,273.8
2016-08-25,273.6
2016-08-26,272.1
2016-08-29,271.1
2016-08-30,268.4
2016-08-31,269.35
2016-09-01,268.0
2016-09-02,267.75
2016-09-06,268.05
2016-09-07,268.4
2016-09-08,269.95
2016-09-09,273.5
2016-09-12,260.9
2016-09-14,260.2
2016-09-15,259.85
2016-09-16,269.6
2016-09-19,267.95
2016-09-20,267.7
2016-09-21,262.95
2016-09-22,262.25
2016-09-23,264.3
2016-09-26,265.6
2016-09-27,265.4
2016-09-28,271.8
2016-09-29,265.05
2016-09-30,269.55
2016-10-03,285.3
2016-10-04,285.95
2016-10-05,283.45
2016-10-06,283.0
2016-10-07,281.4
2016-10-10,293.15
2016-10-13,285.05
2016-10-14,290.5
2016-10-17,285.0
2016-10-18,297.2
2016-10-19,312.55
2016-10-20,304.9
2016-10-21,284.9
2016-10-24,288.9
2016-10-25,290.35
2016-10-26,291.4
2016-10-27,287.95
2016-10-28,291.35
2016-10-30,290.5
2016-11-01,293.5
2016-11-02,284.05
2016-11-03,279.0
2016-11-04,272.65
2016-11-07,271.35
2016-11-08,269.9
2016-11-09,272.45
2016-11-10,274.55
2016-11-11,270.45
2016-11-15,259.35
2016-11-16,257.9
2016-11-17,258.55
2016-11-18,261.75
2016-11-21,251.95
2016-11-22,256.45
2016-11-23,258.55
2016-11-24,262.8
2016-11-25,265.15
2016-11-28,263.95
2016-11-29,264.15
2016-11-30,268.8
2016-12-01,268.75
2016-12-02,266.8
2016-12-05,266.1
2016-12-06,263.7
2016-12-07,263.4
2016-12-08,266.75
2016-12-09,266.7
2016-12-12,262.95
2016-12-13,267.1
2016-12-14,263.35
2016-12-15,264.9
2016-12-16,268.25
2016-12-19,266.85
2016-12-20,269.7
2016-12-21,268.05
2016-12-22,264.35
2016-12-23,257.8
2016-12-26,252.95
2016-12-27,247.0
2016-12-28,255.35
2016-12-29,253.55
2016-12-30,256.35
