Date,GODREJCP
2016-01-01,1342.05
2016-01-04,1329.75
2016-01-05,1315.9
2016-01-06,1306.15
2016-01-07,1260.9
2016-01-08,1244.3
2016-01-11,1231.25
2016-01-12,1269.25
2016-01-13,1272.05
2016-01-14,1282.8
2016-01-15,1240.5
2016-01-18,1210.6
2016-01-19,1207.85
2016-01-20,1187.8
2016-01-21,1129.0
2016-01-22,1130.5
2016-01-25,1149.8
2016-01-27,1146.8
2016-01-28,1171.45
2016-01-29,1224.95
2016-02-01,1262.8
2016-02-02,1237.25
2016-02-03,1233.8
2016-02-04,1240.05
2016-02-05,1245.9
2016-02-08,1245.7
2016-02-09,1236.15
2016-02-10,1214.7
2016-02-11,1187.0
2016-02-12,1209.3
2016-02-15,1246.15
2016-02-16,1196.5
2016-02-17,1178.3
2016-02-18,1207.6
2016-02-19,1199.85
2016-02-22,1212.9
2016-02-23,1199.85
2016-02-24,1175.45
2016-02-25,1177.7
2016-02-26,1199.6
2016-02-29,1188.35
2016-03-01,1248.9
2016-03-02,1260.5
2016-03-03,1243.55
2016-03-04,1249.65
2016-03-08,1253.7
2016-03-09,1258.75
2016-03-10,1249.75
2016-03-11,1300.4
2016-03-14,1295.0
2016-03-15,1261.6
2016-03-16,1278.8
2016-03-17,1293.35
2016-03-18,1326.95
2016-03-21,1338.6
2016-03-22,1295.65
2016-03-23,1300.15
2016-03-28,1325.55
2016-03-29,1331.35
2016-03-30,1388.15
2016-03-31,1380.8
2016-04-01,1385.2
2016-04-04,1421.3
2016-04-05,1352.45
2016-04-06,1361.5
2016-04-07,1351.95
2016-04-08,1376.65
2016-04-11,1352.85
2016-04-12,1344.7
2016-04-13,1374.75
2016-04-18,1377.35
2016-04-20,1352.15
2016-04-21,1366.1
2016-04-22,1367.0
2016-04-25,1365.05
2016-04-26,1355.35
2016-04-27,1368.6
2016-04-28,1332.3
2016-04-29,1321.65
2016-05-02,1371.3
2016-05-03,1366.35
2016-05-04,1332.9
2016-05-05,1327.6
2016-05-06,1323.75
2016-05-09,1348.75
2016-05-10,1383.35
2016-05-11,1395.55
2016-05-12,1439.25
2016-05-13,1392.4
2016-05-16,1392.1
2016-05-17,1379.2
2016-05-18,1384.85
2016-05-19,1364.0
2016-05-20,1370.0
2016-05-23,1361.45
2016-05-24,1394.75
2016-05-25,1457.1
2016-05-26,1484.5
2016-05-27,1526.45
2016-05-30,1528.6
2016-05-31,1482.65
2016-06-01,1485.1
2016-06-02,1543.2
2016-06-03,1570.45
2016-06-06,1522.75
2016-06-07,1544.35
2016-06-08,1530.45
2016-06-09,1517.55
2016-06-10,1505.6
2016-06-13,1485.6
2016-06-14,1487.0
2016-06-15,1481.6
2016-06-16,1488.9
2016-06-17,1531.85
2016-06-20,1552.15
2016-06-21,1571.2
2016-06-22,1574.0
2016-06-23,1549.55
2016-06-24,1511.5
2016-06-27,1521.85
2016-06-28,1528.8
2016-06-29,1556.85
2016-06-30,1607.25
2016-07-01,1628.6
2016-07-04,1638.0
2016-07-05,1661.75
2016-07-07,1631.6
2016-07-08,1646.5
2016-07-11,1657.15
2016-07-12,1618.0
2016-07-13,1598.6
2016-07-14,1580.25
2016-07-15,1599.05
2016-07-18,1585.05
2016-07-19,1582.7
2016-07-20,1613.05
2016-07-21,1611.8
2016-07-22,1650.55
2016-07-25,1643.1
2016-07-26,1586.25
2016-07-27,1617.05
2016-07-28,1635.3
2016-07-29,1590.8
2016-08-01,1590.1
2016-08-02,1598.0
2016-08-03,1566.95
2016-08-04,1585.7
2016-08-05,1589.6
2016-08-08,1568.45
2016-08-09,1530.0
2016-08-10,1501.9
2016-08-11,1510.3
2016-08-12,1550.05
2016-08-16,1527.95
2016-08-17,1525.6
2016-08-18,1529.5
2016-08-19,1545.05
2016-08-22,1529.6
2016-08-23,1499.1
2016-08-24,1535.65
2016-08-25,1529.6
2016-08-26,1518.2
2016-08-29,1536.25
2016-08-30,1562.65
2016-08-31,1516.7
2016-09-01,1556.15
2016-09-02,1568.2
2016-09-06,1623.05
2016-09-07,1669.9
2016-09-08,1680.7
2016-09-09,1654.65
2016-09-12,1611.6
2016-09-14,1651.9
2016-09-15,1672.95
2016-09-16,1687.25
2016-09-19,1658.35
2016-09-20,1634.75
2016-09-21,1606.7
2016-09-22,1588.75
2016-09-23,1581.15
2016-09-26,1604.65
2016-09-27,1613.1
2016-09-28,1601.55
2016-09-29,1577.05
2016-09-30,1586.65
2016-10-03,1638.9
2016-10-04,1643.9
2016-10-05,1621.75
2016-10-06,1636.65
2016-10-07,1634.05
2016-10-10,1615.3
2016-10-13,1564.8
2016-10-14,1573.1
2016-10-17,1564.5
2016-10-18,1590.4
2016-10-19,1578.05
2016-10-20,1582.85
2016-10-21,1624.2
2016-10-24,1595.9
2016-10-25,1622.5
2016-10-26,1579.3
2016-10-27,1580.05
2016-10-28,1609.1
2016-10-30,1603.45
2016-11-01,1573.7
2016-11-02,1563.05
2016-11-03,1535.3
2016-11-04,1526.25
2016-11-07,1520.75
2016-11-08,1531.45
2016-11-09,1481.9
2016-11-10,1506.75
2016-11-11,1449.1
2016-11-15,1353.7
2016-11-16,1418.65
2016-11-17,1399.3
2016-11-18,1420.5
2016-11-21,1412.9
2016-11-22,1420.8
2016-11-23,1419.85
2016-11-24,1434.9
2016-11-25,1440.05
2016-11-28,1433.1
2016-11-29,1410.65
2016-11-30,1457.15
2016-12-01,1496.55
2016-12-02,1449.85
2016-12-05,1474.75
2016-12-06,1466.6
2016-12-07,1448.25
2016-12-08,1479.0
2016-12-09,1477.45
2016-12-12,1441.3
2016-12-13,1443.15
2016-12-14,1450.15
2016-12-15,1454.7
2016-12-16,1477.3
2016-12-19,1450.7
2016-12-20,1450.1
2016-12-21,1451.1
2016-12-22,1440.0
2016-12-23,1433.6
2016-12-26,1432.1
2016-12-27,1454.15
2016-12-28,1470.4
2016-12-29,1486.45
2016-12-30,1509.95
