Date,TCIDEVELOP
2016-01-01,319.25
2016-01-04,311.25
2016-01-05,307.0
2016-01-06,311.55
2016-01-07,305.1
2016-01-08,302.05
2016-01-11,297.5
2016-01-12,300.0
2016-01-13,296.5
2016-01-14,295.5
2016-01-15,296.5
2016-01-18,291.0
2016-01-19,281.7
2016-01-20,280.0
2016-01-21,285.0
2016-01-22,290.0
2016-01-27,292.0
2016-01-28,289.0
2016-02-02,294.0
2016-02-03,290.0
2016-02-04,291.0
2016-02-05,286.1
2016-02-08,290.0
2016-02-09,300.7
2016-02-10,300.0
2016-02-11,285.55
2016-02-12,310.1
2016-02-15,305.0
2016-02-16,298.5
2016-02-17,295.9
2016-02-18,294.6
2016-02-19,299.5
2016-02-22,298.95
2016-02-23,295.5
2016-02-24,295.5
2016-02-25,295.0
2016-02-26,300.9
2016-02-29,299.8
2016-03-01,304.15
2016-03-02,299.5
2016-03-03,299.0
2016-03-04,318.75
2016-03-08,311.65
2016-03-09,304.55
2016-03-10,300.5
2016-03-11,299.0
2016-03-14,300.0
2016-03-15,320.4
2016-03-16,307.1
2016-03-17,316.95
2016-03-18,324.0
2016-03-21,320.0
2016-03-22,321.05
2016-03-23,320.0
2016-03-28,317.0
2016-03-29,316.0
2016-03-30,327.2
2016-03-31,321.0
2016-04-01,319.5
2016-04-04,315.65
2016-04-05,319.0
2016-04-06,325.0
2016-04-07,320.0
2016-04-08,330.1
2016-04-11,368.4
2016-04-12,379.5
2016-04-13,373.95
2016-04-18,369.25
2016-04-20,372.0
2016-04-21,362.2
2016-04-22,360.85
2016-04-25,368.95
2016-04-26,360.3
2016-04-27,353.3
2016-04-28,331.95
2016-04-29,333.75
2016-05-03,334.95
2016-05-04,343.7
2016-05-05,334.6
2016-05-09,325.0
2016-05-10,324.0
2016-05-11,327.6
2016-05-12,323.8
2016-05-13,323.0
2016-05-17,330.0
2016-05-18,334.25
2016-05-19,326.7
2016-05-20,328.05
2016-05-24,328.15
2016-05-25,328.5
2016-05-26,328.0
2016-05-27,333.3
2016-05-30,337.9
2016-05-31,327.75
2016-06-01,325.0
2016-06-02,328.0
2016-06-03,334.8
2016-06-06,324.65
2016-06-07,326.85
2016-06-08,344.0
2016-06-09,324.9
2016-06-10,339.0
2016-06-13,327.5
2016-06-14,329.0
2016-06-15,329.0
2016-06-16,328.4
2016-06-17,328.9
2016-06-20,344.1
2016-06-21,337.75
2016-06-22,350.0
2016-06-23,340.1
2016-06-24,330.0
2016-06-27,328.55
2016-06-28,335.0
2016-06-29,331.5
2016-06-30,334.2
2016-07-01,336.4
2016-07-04,350.0
2016-07-05,355.5
2016-07-07,344.2
2016-07-08,343.3
2016-07-11,385.05
2016-07-12,373.3
2016-07-13,381.1
2016-07-14,390.0
2016-07-15,384.65
2016-07-18,381.65
2016-07-19,370.95
2016-07-20,366.0
2016-07-21,358.8
2016-07-22,358.05
2016-07-25,356.0
2016-07-26,368.45
2016-07-27,355.2
2016-07-28,365.0
2016-07-29,373.85
2016-08-01,368.85
2016-08-02,362.5
2016-08-03,353.4
2016-08-04,358.0
2016-08-05,366.65
2016-08-08,356.0
2016-08-09,382.4
2016-08-10,359.2
2016-08-11,351.8
2016-08-12,353.0
2016-08-16,353.5
2016-08-17,351.55
2016-08-18,352.0
2016-08-19,350.5
2016-08-22,356.85
2016-08-23,350.0
2016-08-24,351.7
2016-08-25,347.55
2016-08-26,350.35
2016-08-29,361.4
2016-08-30,350.15
2016-08-31,350.0
2016-09-01,349.0
2016-09-02,349.0
2016-09-06,349.0
2016-09-07,349.4
2016-09-08,347.5
2016-09-09,355.5
2016-09-12,345.0
2016-09-14,342.5
2016-09-15,343.0
2016-09-16,342.35
2016-09-19,350.0
2016-09-20,345.0
2016-09-21,359.9
2016-09-22,349.65
2016-09-23,346.25
2016-09-26,348.0
2016-09-27,348.0
2016-09-28,349.95
2016-09-29,347.1
2016-09-30,344.5
2016-10-03,346.0
2016-10-04,351.9
2016-10-05,359.25
2016-10-06,349.95
2016-10-07,350.0
2016-10-10,345.0
2016-10-13,345.0
2016-10-14,345.0
2016-10-17,344.6
2016-10-18,364.05
2016-10-19,366.65
2016-10-20,359.15
2016-10-21,371.95
2016-10-24,372.25
2016-10-25,364.6
2016-10-26,349.05
2016-10-27,360.4
2016-10-28,352.1
2016-10-30,343.6
2016-11-01,342.5
2016-11-02,345.0
2016-11-03,344.9
2016-11-04,339.5
2016-11-07,341.0
2016-11-08,341.0
2016-11-09,326.7
2016-11-10,340.95
2016-11-11,330.0
2016-11-15,327.4
2016-11-16,319.95
2016-11-17,324.85
2016-11-18,313.25
2016-11-21,310.0
2016-11-22,332.1
2016-11-23,332.6
2016-11-24,340.0
2016-11-25,330.2
2016-11-28,357.95
2016-11-29,344.6
2016-11-30,347.1
2016-12-01,331.0
2016-12-02,330.9
2016-12-05,325.0
2016-12-06,339.95
2016-12-07,345.0
2016-12-08,342.95
2016-12-09,360.0
2016-12-12,342.0
2016-12-13,349.15
2016-12-14,353.4
2016-12-15,350.0
2016-12-16,350.0
2016-12-19,356.45
2016-12-22,375.7
2016-12-23,361.0
2016-12-26,347.0
2016-12-27,370.3
2016-12-28,349.1
2016-12-29,348.85
2016-12-30,349.5
