Date,MADHAV
2016-01-01,75.55
2016-01-04,75.7
2016-01-05,82.7
2016-01-06,77.75
2016-01-07,74.4
2016-01-08,76.5
2016-01-11,75.75
2016-01-12,72.7
2016-01-13,68.55
2016-01-14,66.5
2016-01-15,61.9
2016-01-18,56.25
2016-01-19,58.65
2016-01-20,57.8
2016-01-21,58.0
2016-01-22,60.9
2016-01-25,63.85
2016-01-27,63.55
2016-01-28,61.35
2016-01-29,62.35
2016-02-01,62.15
2016-02-02,59.7
2016-02-03,59.25
2016-02-04,58.85
2016-02-05,57.3
2016-02-08,59.1
2016-02-09,57.1
2016-02-10,55.5
2016-02-11,50.95
2016-02-12,46.4
2016-02-15,41.8
2016-02-16,39.75
2016-02-17,37.8
2016-02-18,37.3
2016-02-19,39.15
2016-02-22,40.05
2016-02-23,39.95
2016-02-24,38.35
2016-02-25,38.4
2016-02-26,38.35
2016-02-29,37.0
2016-03-01,38.6
2016-03-02,40.35
2016-03-03,41.05
2016-03-04,42.9
2016-03-08,42.8
2016-03-09,43.0
2016-03-10,44.05
2016-03-11,43.55
2016-03-14,42.75
2016-03-15,43.35
2016-03-16,44.25
2016-03-17,43.65
2016-03-18,43.95
2016-03-21,44.4
2016-03-22,44.3
2016-03-23,43.5
2016-03-28,42.6
2016-03-29,41.75
2016-03-30,42.55
2016-03-31,43.8
2016-04-01,45.6
2016-04-04,45.95
2016-04-05,44.3
2016-04-06,45.4
2016-04-07,46.25
2016-04-08,45.85
2016-04-11,46.05
2016-04-12,46.5
2016-04-13,46.2
2016-04-18,46.7
2016-04-20,47.2
2016-04-21,48.95
2016-04-22,50.9
2016-04-25,50.4
2016-04-26,48.9
2016-04-27,48.65
2016-04-28,48.75
2016-04-29,47.95
2016-05-02,46.8
2016-05-03,47.5
2016-05-04,47.1
2016-05-05,47.35
2016-05-06,48.2
2016-05-09,49.35
2016-05-10,48.1
2016-05-11,48.0
2016-05-12,48.6
2016-05-13,46.85
2016-05-16,46.6
2016-05-17,46.15
2016-05-18,46.75
2016-05-19,45.65
2016-05-20,45.6
2016-05-23,44.2
2016-05-24,43.3
2016-05-25,43.4
2016-05-26,43.15
2016-05-27,45.15
2016-05-30,47.3
2016-05-31,47.25
2016-06-01,47.4
2016-06-02,46.65
2016-06-03,46.9
2016-06-06,46.75
2016-06-07,47.2
2016-06-08,48.65
2016-06-09,48.9
2016-06-10,49.95
2016-06-13,52.35
2016-06-14,54.55
2016-06-15,55.65
2016-06-16,54.8
2016-06-17,53.95
2016-06-20,54.4
2016-06-21,53.75
2016-06-22,53.55
2016-06-23,53.2
2016-06-24,53.6
2016-06-27,54.6
2016-06-28,65.2
2016-06-29,65.05
2016-06-30,65.4
2016-07-01,64.1
2016-07-04,64.1
2016-07-05,66.15
2016-07-07,66.3
2016-07-08,64.7
2016-07-11,65.8
2016-07-12,65.6
2016-07-13,62.7
2016-07-14,63.3
2016-07-15,61.5
2016-07-18,60.85
2016-07-19,62.25
2016-07-20,64.35
2016-07-21,63.9
2016-07-22,65.5
2016-07-25,64.2
2016-07-26,63.4
2016-07-27,63.0
2016-07-28,62.4
2016-07-29,62.55
2016-08-01,62.4
2016-08-02,62.05
2016-08-03,61.9
2016-08-04,60.15
2016-08-05,60.9
2016-08-08,61.5
2016-08-09,59.35
2016-08-10,58.05
2016-08-11,59.65
2016-08-12,57.0
2016-08-16,48.25
2016-08-17,48.95
2016-08-18,48.3
2016-08-19,48.1
2016-08-22,48.95
2016-08-23,48.6
2016-08-24,48.5
2016-08-25,48.75
2016-08-26,50.9
2016-08-29,51.5
2016-08-30,51.0
2016-08-31,50.55
2016-09-01,50.4
2016-09-02,50.4
2016-09-06,51.7
2016-09-07,51.45
2016-09-08,51.7
2016-09-09,52.1
2016-09-12,51.8
2016-09-14,51.35
2016-09-15,53.75
2016-09-16,53.4
2016-09-19,58.15
2016-09-20,56.25
2016-09-21,54.7
2016-09-22,58.8
2016-09-23,57.5
2016-09-26,54.8
2016-09-27,55.05
2016-09-28,55.0
2016-09-29,50.15
2016-09-30,52.6
2016-10-03,53.35
2016-10-04,54.05
2016-10-05,55.3
2016-10-06,58.05
2016-10-07,58.7
2016-10-10,59.1
2016-10-13,57.2
2016-10-14,57.55
2016-10-17,56.55
2016-10-18,56.75
2016-10-19,53.3
2016-10-20,59.05
2016-10-21,62.35
2016-10-24,62.55
2016-10-25,60.95
2016-10-26,61.2
2016-10-27,59.55
2016-10-28,59.45
2016-10-30,60.15
2016-11-01,58.85
2016-11-02,58.15
2016-11-03,56.95
2016-11-04,54.05
2016-11-07,57.0
2016-11-08,56.65
2016-11-09,54.15
2016-11-10,55.2
2016-11-11,53.6
2016-11-15,50.05
2016-11-16,49.65
2016-11-17,50.0
2016-11-18,49.4
2016-11-21,45.6
2016-11-22,46.25
2016-11-23,48.3
2016-11-24,48.5
2016-11-25,49.45
2016-11-28,49.95
2016-11-29,51.05
2016-11-30,51.2
2016-12-01,50.85
2016-12-02,50.0
2016-12-05,49.85
2016-12-06,49.9
2016-12-07,49.1
2016-12-08,49.6
2016-12-09,49.4
2016-12-12,49.3
2016-12-13,49.5
2016-12-14,48.65
2016-12-15,48.7
2016-12-16,48.2
2016-12-19,48.75
2016-12-20,47.8
2016-12-21,48.35
2016-12-22,47.3
2016-12-23,48.85
2016-12-26,47.8
2016-12-27,51.6
2016-12-28,52.5
2016-12-29,55.35
2016-12-30,60.3
