Date,RENUKA
2016-01-01,13.7
2016-01-04,14.3
2016-01-05,14.05
2016-01-06,14.55
2016-01-07,13.75
2016-01-08,14.75
2016-01-11,15.0
2016-01-12,14.75
2016-01-13,14.55
2016-01-14,13.95
2016-01-15,13.1
2016-01-18,12.55
2016-01-19,12.95
2016-01-20,12.2
2016-01-21,11.55
2016-01-22,12.25
2016-01-25,12.15
2016-01-27,12.1
2016-01-28,11.95
2016-01-29,12.2
2016-02-01,12.45
2016-02-02,12.15
2016-02-03,11.75
2016-02-04,11.4
2016-02-05,11.75
2016-02-08,12.05
2016-02-09,12.25
2016-02-10,11.75
2016-02-11,11.05
2016-02-12,10.75
2016-02-15,11.4
2016-02-16,11.35
2016-02-17,11.1
2016-02-18,11.35
2016-02-19,11.2
2016-02-22,11.15
2016-02-23,11.25
2016-02-24,11.8
2016-02-25,11.85
2016-02-26,11.75
2016-02-29,11.65
2016-03-01,11.9
2016-03-02,12.05
2016-03-03,12.1
2016-03-04,13.9
2016-03-08,14.3
2016-03-09,13.95
2016-03-10,13.3
2016-03-11,13.45
2016-03-14,13.85
2016-03-15,15.0
2016-03-16,15.15
2016-03-17,14.5
2016-03-18,14.9
2016-03-21,14.95
2016-03-22,15.05
2016-03-23,14.1
2016-03-28,14.0
2016-03-29,13.9
2016-03-30,14.55
2016-03-31,14.65
2016-04-01,14.95
2016-04-04,14.85
2016-04-05,14.35
2016-04-06,14.85
2016-04-07,14.3
2016-04-08,13.95
2016-04-11,13.7
2016-04-12,13.55
2016-04-13,13.5
2016-04-18,14.0
2016-04-20,13.75
2016-04-21,13.6
2016-04-22,13.6
2016-04-25,13.65
2016-04-26,13.6
2016-04-27,13.5
2016-04-28,13.15
2016-04-29,13.4
2016-05-02,13.5
2016-05-03,13.35
2016-05-04,13.1
2016-05-05,13.25
2016-05-06,13.1
2016-05-09,13.1
2016-05-10,12.9
2016-05-11,13.5
2016-05-12,14.0
2016-05-13,14.7
2016-05-16,14.75
2016-05-17,14.15
2016-05-18,13.95
2016-05-19,13.5
2016-05-20,13.15
2016-05-23,13.25
2016-05-24,12.9
2016-05-25,13.0
2016-05-26,13.1
2016-05-27,13.2
2016-05-30,13.75
2016-05-31,14.1
2016-06-01,14.05
2016-06-02,13.8
2016-06-03,14.05
2016-06-06,13.9
2016-06-07,14.0
2016-06-08,14.15
2016-06-09,14.2
2016-06-10,14.9
2016-06-13,17.2
2016-06-14,18.45
2016-06-15,18.45
2016-06-16,17.5
2016-06-17,16.8
2016-06-20,17.15
2016-06-21,16.8
2016-06-22,16.0
2016-06-23,15.9
2016-06-24,15.4
2016-06-27,17.15
2016-06-28,16.65
2016-06-29,16.95
2016-06-30,17.1
2016-07-01,16.85
2016-07-04,17.15
2016-07-05,16.7
2016-07-07,17.2
2016-07-08,16.95
2016-07-11,17.0
2016-07-12,16.9
2016-07-13,16.65
2016-07-14,16.95
2016-07-15,16.6
2016-07-18,16.5
2016-07-19,16.6
2016-07-20,16.65
2016-07-21,16.45
2016-07-22,16.4
2016-07-25,16.6
2016-07-26,16.3
2016-07-27,18.05
2016-07-28,17.55
2016-07-29,18.25
2016-08-01,18.0
2016-08-02,17.45
2016-08-03,17.05
2016-08-04,17.1
2016-08-05,17.1
2016-08-08,16.95
2016-08-09,16.4
2016-08-10,16.2
2016-08-11,15.9
2016-08-12,15.65
2016-08-16,15.55
2016-08-17,15.15
2016-08-18,16.0
2016-08-19,16.6
2016-08-22,16.7
2016-08-23,16.4
2016-08-24,15.9
2016-08-25,16.05
2016-08-26,15.95
2016-08-29,16.95
2016-08-30,16.85
2016-08-31,17.0
2016-09-01,16.85
2016-09-02,16.3
2016-09-06,16.1
2016-09-07,16.15
2016-09-08,16.2
2016-09-09,16.45
2016-09-12,15.9
2016-09-14,15.8
2016-09-15,15.8
2016-09-16,16.2
2016-09-19,16.8
2016-09-20,16.75
2016-09-21,16.45
2016-09-22,16.95
2016-09-23,16.6
2016-09-26,16.25
2016-09-27,16.1
2016-09-28,16.1
2016-09-29,15.4
2016-09-30,15.35
2016-10-03,15.7
2016-10-04,15.7
2016-10-05,16.45
2016-10-06,16.55
2016-10-07,16.6
2016-10-10,16.55
2016-10-13,16.3
2016-10-14,16.15
2016-10-17,15.8
2016-10-18,15.9
2016-10-19,15.9
2016-10-20,15.85
2016-10-21,15.9
2016-10-24,15.8
2016-10-25,15.7
2016-10-26,15.5
2016-10-27,15.65
2016-10-28,15.55
2016-10-30,15.85
2016-11-01,15.65
2016-11-02,15.25
2016-11-03,15.2
2016-11-04,14.75
2016-11-07,15.0
2016-11-08,14.85
2016-11-09,14.0
2016-11-10,14.35
2016-11-11,14.15
2016-11-15,13.45
2016-11-16,13.4
2016-11-17,13.25
2016-11-18,13.55
2016-11-21,13.3
2016-11-22,13.15
2016-11-23,13.75
2016-11-24,13.65
2016-11-25,13.75
2016-11-28,13.85
2016-11-29,13.85
2016-11-30,14.05
2016-12-01,14.1
2016-12-02,13.95
2016-12-05,13.85
2016-12-06,13.8
2016-12-07,13.9
2016-12-08,14.1
2016-12-09,14.0
2016-12-12,13.65
2016-12-13,13.75
2016-12-14,13.65
2016-12-15,13.75
2016-12-16,13.5
2016-12-19,13.45
2016-12-20,13.35
2016-12-21,13.3
2016-12-22,13.2
2016-12-23,13.2
2016-12-26,12.95
2016-12-27,12.85
2016-12-28,12.85
2016-12-29,13.1
2016-12-30,13.85
