Date,TGBHOTELS
2016-01-01,116.4
2016-01-04,131.35
2016-01-05,128.25
2016-01-06,126.5
2016-01-07,115.25
2016-01-08,117.4
2016-01-11,113.1
2016-01-12,110.85
2016-01-13,106.25
2016-01-14,106.0
2016-01-15,100.85
2016-01-18,96.6
2016-01-19,99.0
2016-01-20,79.9
2016-01-21,78.25
2016-01-22,81.85
2016-01-25,83.45
2016-01-27,85.7
2016-01-28,85.05
2016-01-29,84.6
2016-02-01,84.6
2016-02-02,85.8
2016-02-03,82.75
2016-02-04,82.1
2016-02-05,80.95
2016-02-08,81.75
2016-02-09,78.45
2016-02-10,78.2
2016-02-11,70.0
2016-02-12,72.0
2016-02-15,77.9
2016-02-16,76.05
2016-02-17,75.95
2016-02-18,76.05
2016-02-19,75.15
2016-02-22,74.6
2016-02-23,72.45
2016-02-24,69.95
2016-02-25,69.8
2016-02-26,69.95
2016-02-29,69.95
2016-03-01,74.65
2016-03-02,72.95
2016-03-03,73.65
2016-03-04,72.9
2016-03-08,71.5
2016-03-09,71.05
2016-03-10,74.75
2016-03-11,73.6
2016-03-14,72.85
2016-03-15,69.2
2016-03-16,72.1
2016-03-17,70.3
2016-03-18,70.0
2016-03-21,69.25
2016-03-22,70.9
2016-03-23,72.1
2016-03-28,67.95
2016-03-29,67.3
2016-03-30,70.5
2016-03-31,69.1
2016-04-01,70.25
2016-04-04,71.2
2016-04-05,69.45
2016-04-06,71.15
2016-04-07,71.05
2016-04-08,78.5
2016-04-11,77.95
2016-04-12,75.85
2016-04-13,74.2
2016-04-18,74.3
2016-04-20,75.95
2016-04-21,77.0
2016-04-22,79.05
2016-04-25,76.3
2016-04-26,77.35
2016-04-27,77.0
2016-04-28,74.85
2016-04-29,74.2
2016-05-02,74.35
2016-05-03,74.45
2016-05-04,73.15
2016-05-05,73.85
2016-05-06,74.3
2016-05-09,72.05
2016-05-10,72.75
2016-05-11,71.1
2016-05-12,71.65
2016-05-13,71.75
2016-05-16,71.75
2016-05-17,73.5
2016-05-18,72.9
2016-05-19,71.25
2016-05-20,72.45
2016-05-23,72.15
2016-05-24,70.8
2016-05-25,70.4
2016-05-26,69.7
2016-05-27,68.5
2016-05-30,66.7
2016-05-31,66.95
2016-06-01,66.1
2016-06-02,65.65
2016-06-03,63.35
2016-06-06,62.6
2016-06-07,60.4
2016-06-08,57.8
2016-06-09,58.9
2016-06-10,58.7
2016-06-13,58.75
2016-06-14,59.85
2016-06-15,63.85
2016-06-16,63.85
2016-06-17,63.0
2016-06-20,61.6
2016-06-21,61.4
2016-06-22,61.75
2016-06-23,61.2
2016-06-24,59.2
2016-06-27,62.5
2016-06-28,61.65
2016-06-29,61.25
2016-06-30,61.1
2016-07-01,60.6
2016-07-04,61.85
2016-07-05,61.6
2016-07-07,62.85
2016-07-08,74.9
2016-07-11,74.8
2016-07-12,72.9
2016-07-13,70.5
2016-07-14,71.45
2016-07-15,71.2
2016-07-18,69.55
2016-07-19,69.25
2016-07-20,68.4
2016-07-21,69.1
2016-07-22,68.1
2016-07-25,67.05
2016-07-26,66.45
2016-07-27,66.75
2016-07-28,69.3
2016-07-29,68.4
2016-08-01,66.75
2016-08-02,67.7
2016-08-03,66.85
2016-08-04,67.05
2016-08-05,69.4
2016-08-08,69.1
2016-08-09,67.7
2016-08-10,67.1
2016-08-11,67.25
2016-08-12,66.35
2016-08-16,65.6
2016-08-17,66.75
2016-08-18,66.6
2016-08-19,67.05
2016-08-22,66.8
2016-08-23,66.55
2016-08-24,66.45
2016-08-25,66.15
2016-08-26,69.25
2016-08-29,75.8
2016-08-30,75.75
2016-08-31,72.7
2016-09-01,71.5
2016-09-02,75.9
2016-09-06,91.05
2016-09-07,96.55
2016-09-08,91.75
2016-09-09,90.05
2016-09-12,84.4
2016-09-14,91.95
2016-09-15,89.8
2016-09-16,91.9
2016-09-19,94.15
2016-09-20,91.2
2016-09-21,90.6
2016-09-22,97.2
2016-09-23,98.35
2016-09-26,108.65
2016-09-27,112.25
2016-09-28,105.5
2016-09-29,92.5
2016-09-30,96.55
2016-10-03,96.1
2016-10-04,93.6
2016-10-05,93.4
2016-10-06,90.1
2016-10-07,86.2
2016-10-10,91.55
2016-10-13,89.0
2016-10-14,91.45
2016-10-17,92.55
2016-10-18,93.25
2016-10-19,91.2
2016-10-20,90.4
2016-10-21,88.8
2016-10-24,88.05
2016-10-25,86.85
2016-10-26,85.7
2016-10-27,88.1
2016-10-28,87.05
2016-10-30,88.8
2016-11-01,85.6
2016-11-02,82.3
2016-11-03,80.85
2016-11-04,75.3
2016-11-07,77.25
2016-11-08,77.15
2016-11-09,69.2
2016-11-10,72.95
2016-11-11,67.9
2016-11-15,63.05
2016-11-16,64.5
2016-11-17,63.7
2016-11-18,63.3
2016-11-21,58.95
2016-11-22,58.6
2016-11-23,62.1
2016-11-24,62.7
2016-11-25,66.35
2016-11-28,68.15
2016-11-29,67.75
2016-11-30,68.0
2016-12-01,66.9
2016-12-02,64.95
2016-12-05,65.3
2016-12-06,65.4
2016-12-07,72.6
2016-12-08,72.55
2016-12-09,71.15
2016-12-12,68.95
2016-12-13,71.35
2016-12-14,70.4
2016-12-15,66.95
2016-12-16,67.85
2016-12-19,67.4
2016-12-20,66.9
2016-12-21,66.1
2016-12-22,65.15
2016-12-23,64.2
2016-12-26,62.85
2016-12-27,66.15
2016-12-28,67.4
2016-12-29,78.85
2016-12-30,74.6
