Date,PAISALO
2016-01-01,270.0
2016-01-04,271.25
2016-01-05,272.5
2016-01-06,272.25
2016-01-07,270.0
2016-01-08,271.5
2016-01-11,274.75
2016-01-12,271.4
2016-01-13,239.8
2016-01-14,237.6
2016-01-15,221.75
2016-01-18,223.1
2016-01-19,230.0
2016-01-20,217.8
2016-01-21,192.85
2016-01-22,195.15
2016-01-25,194.5
2016-01-27,191.4
2016-01-28,189.5
2016-01-29,182.1
2016-02-01,192.4
2016-02-02,197.8
2016-02-03,191.15
2016-02-04,181.7
2016-02-05,195.1
2016-02-08,187.0
2016-02-09,187.25
2016-02-10,181.0
2016-02-11,188.55
2016-02-12,165.55
2016-02-15,170.0
2016-02-16,170.0
2016-02-17,177.3
2016-02-18,170.1
2016-02-19,175.15
2016-02-22,177.9
2016-02-23,165.7
2016-02-24,168.4
2016-02-25,171.45
2016-02-26,177.0
2016-02-29,184.2
2016-03-01,194.3
2016-03-02,195.9
2016-03-03,189.15
2016-03-04,186.6
2016-03-08,185.95
2016-03-09,189.95
2016-03-10,185.0
2016-03-11,185.0
2016-03-14,184.95
2016-03-15,185.0
2016-03-16,183.0
2016-03-17,185.0
2016-03-18,185.95
2016-03-21,181.45
2016-03-22,181.35
2016-03-23,180.5
2016-03-28,178.0
2016-03-29,180.0
2016-03-30,180.0
2016-03-31,197.65
2016-04-01,197.8
2016-04-04,196.0
2016-04-06,190.0
2016-04-07,185.0
2016-04-08,185.0
2016-04-11,177.2
2016-04-12,183.8
2016-04-13,183.0
2016-04-18,178.25
2016-04-20,189.7
2016-04-21,187.0
2016-04-22,187.0
2016-04-25,183.0
2016-04-26,186.0
2016-04-27,181.05
2016-04-28,181.9
2016-04-29,177.35
2016-05-02,179.0
2016-05-03,186.95
2016-05-04,177.2
2016-05-05,180.0
2016-05-06,176.0
2016-05-09,182.35
2016-05-10,183.05
2016-05-11,177.35
2016-05-12,179.95
2016-05-13,176.6
2016-05-16,183.2
2016-05-17,177.05
2016-05-18,182.85
2016-05-19,175.0
2016-05-20,180.95
2016-05-23,180.75
2016-05-24,178.85
2016-05-25,175.25
2016-05-26,170.0
2016-05-27,170.4
2016-05-30,170.0
2016-05-31,169.9
2016-06-01,161.9
2016-06-02,161.55
2016-06-03,161.55
2016-06-06,159.0
2016-06-07,165.0
2016-06-08,166.0
2016-06-09,160.0
2016-06-10,167.95
2016-06-13,167.25
2016-06-14,167.95
2016-06-15,167.95
2016-06-16,166.0
2016-06-17,165.2
2016-06-20,170.0
2016-06-21,170.0
2016-06-22,166.1
2016-06-23,169.6
2016-06-24,165.05
2016-06-27,162.55
2016-06-28,163.95
2016-06-29,163.2
2016-06-30,168.0
2016-07-01,166.0
2016-07-04,169.6
2016-07-05,166.65
2016-07-07,166.75
2016-07-08,165.5
2016-07-11,182.5
2016-07-12,187.5
2016-07-13,182.05
2016-07-14,179.05
2016-07-15,181.95
2016-07-18,180.5
2016-07-19,175.7
2016-07-20,176.95
2016-07-21,171.2
2016-07-22,171.6
2016-07-25,171.0
2016-07-26,169.0
2016-07-28,188.4
2016-07-29,186.95
2016-08-01,189.9
2016-08-02,180.2
2016-08-03,189.7
2016-08-04,186.7
2016-08-05,185.0
2016-08-08,186.0
2016-08-09,184.95
2016-08-10,181.3
2016-08-12,181.05
2016-08-16,182.35
2016-08-17,189.35
2016-08-18,187.5
2016-08-22,193.7
2016-08-23,191.5
2016-08-24,181.4
2016-08-25,175.45
2016-08-26,176.1
2016-08-29,175.0
2016-08-30,173.05
2016-08-31,175.0
2016-09-01,169.0
2016-09-02,170.05
2016-09-06,171.75
2016-09-07,167.15
2016-09-08,200.55
2016-09-09,236.6
2016-09-12,279.35
2016-09-14,292.35
2016-09-15,277.85
2016-09-16,264.95
2016-09-19,272.75
2016-09-20,258.55
2016-09-21,254.15
2016-09-22,253.15
2016-09-23,238.95
2016-09-26,230.25
2016-09-27,220.0
2016-09-28,220.0
2016-09-29,206.4
2016-09-30,207.6
2016-10-03,217.7
2016-10-04,217.65
2016-10-05,239.4
2016-10-06,263.3
2016-10-07,250.9
2016-10-10,249.05
2016-10-13,240.05
2016-10-14,233.5
2016-10-17,236.05
2016-10-18,233.95
2016-10-19,237.45
2016-10-20,236.5
2016-10-21,228.2
2016-10-24,233.05
2016-10-25,226.75
2016-10-26,224.7
2016-10-27,227.85
2016-10-28,224.7
2016-10-30,229.3
2016-11-01,221.05
2016-11-02,231.2
2016-11-03,226.5
2016-11-04,225.05
2016-11-07,223.5
2016-11-08,223.0
2016-11-09,209.7
2016-11-10,216.7
2016-11-11,215.0
2016-11-15,189.7
2016-11-16,186.65
2016-11-17,187.1
2016-11-18,186.0
2016-11-21,184.0
2016-11-22,188.0
2016-11-23,199.5
2016-11-24,197.75
2016-11-25,212.9
2016-11-28,207.25
2016-11-29,215.5
2016-11-30,207.6
2016-12-01,212.0
2016-12-02,199.85
2016-12-05,201.55
2016-12-06,206.3
2016-12-07,201.0
2016-12-08,201.15
2016-12-09,197.55
2016-12-12,196.5
2016-12-13,201.3
2016-12-14,202.05
2016-12-15,198.0
2016-12-16,198.4
2016-12-19,196.5
2016-12-20,188.15
2016-12-21,186.0
2016-12-22,187.85
2016-12-23,185.3
2016-12-26,183.95
2016-12-27,191.1
2016-12-28,191.2
2016-12-29,184.4
2016-12-30,181.45
