Date,SHALPAINTS
2016-01-01,143.15
2016-01-04,141.35
2016-01-05,140.45
2016-01-06,140.3
2016-01-07,134.75
2016-01-08,139.4
2016-01-11,140.3
2016-01-12,137.35
2016-01-13,133.8
2016-01-14,131.35
2016-01-15,122.65
2016-01-18,112.35
2016-01-19,116.0
2016-01-20,110.45
2016-01-21,109.6
2016-01-22,116.3
2016-01-25,117.5
2016-01-27,121.05
2016-01-28,122.1
2016-01-29,123.9
2016-02-01,126.75
2016-02-02,124.3
2016-02-03,116.2
2016-02-04,108.15
2016-02-05,112.3
2016-02-08,111.9
2016-02-09,105.9
2016-02-10,105.65
2016-02-11,99.25
2016-02-12,101.3
2016-02-15,121.55
2016-02-16,115.1
2016-02-17,119.1
2016-02-18,117.0
2016-02-19,121.3
2016-02-22,118.2
2016-02-23,113.7
2016-02-24,108.2
2016-02-25,106.65
2016-02-26,104.85
2016-02-29,105.6
2016-03-01,111.1
2016-03-02,112.05
2016-03-03,113.8
2016-03-04,112.7
2016-03-08,111.65
2016-03-09,113.45
2016-03-10,110.3
2016-03-11,110.1
2016-03-14,110.1
2016-03-15,107.4
2016-03-16,108.65
2016-03-17,108.0
2016-03-18,107.9
2016-03-21,108.45
2016-03-22,108.0
2016-03-23,108.25
2016-03-28,108.1
2016-03-29,110.65
2016-03-30,110.6
2016-03-31,110.7
2016-04-01,113.8
2016-04-04,114.35
2016-04-05,112.75
2016-04-06,113.5
2016-04-07,110.9
2016-04-08,112.65
2016-04-11,111.8
2016-04-12,112.15
2016-04-13,131.25
2016-04-18,140.5
2016-04-20,141.45
2016-04-21,139.65
2016-04-22,143.45
2016-04-25,139.95
2016-04-26,141.55
2016-04-27,139.05
2016-04-28,136.65
2016-04-29,133.1
2016-05-02,132.35
2016-05-03,138.65
2016-05-04,132.9
2016-05-05,133.15
2016-05-06,135.3
2016-05-09,135.45
2016-05-10,132.55
2016-05-11,131.35
2016-05-12,136.15
2016-05-13,133.1
2016-05-16,136.7
2016-05-17,134.2
2016-05-18,133.65
2016-05-19,134.05
2016-05-20,137.05
2016-05-23,143.15
2016-05-24,140.25
2016-05-25,140.05
2016-05-26,137.4
2016-05-27,137.8
2016-05-30,145.2
2016-05-31,143.45
2016-06-01,145.55
2016-06-02,142.7
2016-06-03,142.0
2016-06-06,139.55
2016-06-07,136.3
2016-06-08,133.6
2016-06-09,135.8
2016-06-10,135.25
2016-06-13,132.9
2016-06-14,134.95
2016-06-15,134.3
2016-06-16,132.4
2016-06-17,133.9
2016-06-20,130.7
2016-06-21,133.2
2016-06-22,130.85
2016-06-23,132.65
2016-06-24,128.05
2016-06-27,130.1
2016-06-28,134.75
2016-06-29,135.15
2016-06-30,134.7
2016-07-01,141.15
2016-07-04,144.05
2016-07-05,141.1
2016-07-07,137.95
2016-07-08,138.35
2016-07-11,140.75
2016-07-12,138.15
2016-07-13,137.1
2016-07-14,138.85
2016-07-15,135.7
2016-07-18,132.15
2016-07-19,134.3
2016-07-20,134.7
2016-07-21,135.3
2016-07-22,136.5
2016-07-25,137.45
2016-07-26,135.5
2016-07-27,135.2
2016-07-28,147.5
2016-07-29,155.0
2016-08-01,158.4
2016-08-02,158.2
2016-08-03,171.95
2016-08-04,169.95
2016-08-05,167.7
2016-08-08,165.95
2016-08-09,163.05
2016-08-10,162.05
2016-08-11,164.9
2016-08-12,161.8
2016-08-16,153.2
2016-08-17,154.05
2016-08-18,184.85
2016-08-19,195.2
2016-08-22,212.3
2016-08-23,207.55
2016-08-24,210.3
2016-08-25,207.35
2016-08-26,200.0
2016-08-29,207.35
2016-08-30,206.2
2016-08-31,201.3
2016-09-01,199.9
2016-09-02,204.85
2016-09-06,205.2
2016-09-07,207.4
2016-09-08,205.05
2016-09-09,204.15
2016-09-12,197.35
2016-09-14,199.05
2016-09-15,197.05
2016-09-16,196.45
2016-09-19,196.25
2016-09-20,194.9
2016-09-21,194.9
2016-09-22,195.25
2016-09-23,192.45
2016-09-26,191.95
2016-09-27,191.9
2016-09-28,192.6
2016-09-29,191.55
2016-09-30,195.15
2016-10-03,198.05
2016-10-04,198.0
2016-10-05,207.25
2016-10-06,204.3
2016-10-07,202.4
2016-10-10,202.05
2016-10-13,196.6
2016-10-14,201.2
2016-10-17,199.5
2016-10-18,200.95
2016-10-19,201.35
2016-10-20,200.1
2016-10-21,198.75
2016-10-24,198.35
2016-10-25,197.7
2016-10-26,196.5
2016-10-27,194.4
2016-10-28,192.95
2016-10-30,197.65
2016-11-01,196.7
2016-11-02,194.05
2016-11-03,191.2
2016-11-04,178.95
2016-11-07,190.5
2016-11-08,187.05
2016-11-09,181.0
2016-11-10,179.9
2016-11-11,171.1
2016-11-15,151.0
2016-11-16,148.05
2016-11-17,142.4
2016-11-18,142.3
2016-11-21,122.25
2016-11-22,129.0
2016-11-23,135.15
2016-11-24,135.7
2016-11-25,150.5
2016-11-28,146.35
2016-11-29,157.9
2016-11-30,161.1
2016-12-01,153.8
2016-12-02,149.5
2016-12-05,149.4
2016-12-06,149.95
2016-12-07,148.7
2016-12-08,148.85
2016-12-09,150.2
2016-12-12,148.1
2016-12-13,149.05
2016-12-14,146.35
2016-12-15,145.95
2016-12-16,142.85
2016-12-19,142.75
2016-12-20,140.85
2016-12-21,138.9
2016-12-22,136.25
2016-12-23,138.1
2016-12-26,131.85
2016-12-27,133.85
2016-12-28,135.35
2016-12-29,136.45
2016-12-30,139.25
