Date,STERTOOLS
2016-01-01,530.65
2016-01-04,519.5
2016-01-05,514.7
2016-01-06,524.15
2016-01-07,484.55
2016-01-08,510.05
2016-01-11,499.85
2016-01-12,484.65
2016-01-13,473.6
2016-01-14,459.75
2016-01-15,446.65
2016-01-18,410.5
2016-01-19,437.9
2016-01-20,415.1
2016-01-21,416.25
2016-01-22,442.4
2016-01-25,478.55
2016-01-27,474.5
2016-01-28,461.8
2016-01-29,467.95
2016-02-01,471.0
2016-02-02,459.5
2016-02-03,460.45
2016-02-04,478.75
2016-02-05,477.15
2016-02-08,482.05
2016-02-09,461.2
2016-02-10,443.0
2016-02-11,419.0
2016-02-12,422.25
2016-02-15,439.0
2016-02-16,406.1
2016-02-17,416.3
2016-02-18,424.45
2016-02-19,429.95
2016-02-22,425.0
2016-02-24,410.85
2016-02-25,419.9
2016-02-26,415.0
2016-02-29,406.15
2016-03-01,420.0
2016-03-02,425.55
2016-03-03,447.7
2016-03-04,454.45
2016-03-08,451.1
2016-03-09,450.5
2016-03-10,455.1
2016-03-11,453.9
2016-03-15,450.9
2016-03-16,446.0
2016-03-17,444.85
2016-03-18,450.25
2016-03-21,441.65
2016-03-22,441.65
2016-03-23,451.7
2016-03-28,455.0
2016-03-29,440.5
2016-03-30,448.0
2016-03-31,450.6
2016-04-01,468.75
2016-04-04,465.55
2016-04-05,471.8
2016-04-06,475.1
2016-04-07,453.8
2016-04-08,459.0
2016-04-11,461.45
2016-04-12,475.2
2016-04-13,483.3
2016-04-18,500.05
2016-04-20,508.75
2016-04-21,503.1
2016-04-22,514.3
2016-04-25,510.0
2016-04-26,506.35
2016-04-27,502.65
2016-04-28,502.05
2016-04-29,514.7
2016-05-02,503.0
2016-05-03,515.55
2016-05-04,505.8
2016-05-05,518.3
2016-05-06,509.3
2016-05-09,504.7
2016-05-10,512.6
2016-05-11,509.6
2016-05-12,520.15
2016-05-13,511.85
2016-05-16,520.0
2016-05-17,513.15
2016-05-18,514.8
2016-05-19,524.8
2016-05-20,507.1
2016-05-23,466.5
2016-05-24,450.0
2016-05-25,446.6
2016-05-26,438.45
2016-05-27,448.4
2016-05-30,456.5
2016-05-31,448.55
2016-06-01,451.75
2016-06-02,437.2
2016-06-03,441.45
2016-06-06,454.0
2016-06-07,450.1
2016-06-08,454.95
2016-06-09,450.7
2016-06-10,451.0
2016-06-13,444.45
2016-06-14,446.15
2016-06-15,464.35
2016-06-16,464.0
2016-06-17,459.25
2016-06-20,469.8
2016-06-22,477.0
2016-06-23,479.45
2016-06-24,469.1
2016-06-27,489.05
2016-06-28,494.45
2016-06-29,495.1
2016-06-30,501.75
2016-07-01,490.0
2016-07-04,490.3
2016-07-05,500.0
2016-07-07,485.35
2016-07-08,481.55
2016-07-11,480.75
2016-07-12,476.15
2016-07-13,472.9
2016-07-14,480.0
2016-07-15,509.25
2016-07-18,539.4
2016-07-19,565.8
2016-07-20,562.75
2016-07-21,548.45
2016-07-22,550.6
2016-07-25,568.95
2016-07-26,557.6
2016-07-27,565.3
2016-07-28,570.1
2016-07-29,567.65
2016-08-01,560.2
2016-08-02,548.3
2016-08-03,530.35
2016-08-04,537.2
2016-08-05,552.05
2016-08-08,620.8
2016-08-09,681.2
2016-08-10,682.45
2016-08-11,685.25
2016-08-12,695.35
2016-08-16,702.55
2016-08-17,745.45
2016-08-18,737.35
2016-08-19,727.35
2016-08-22,733.9
2016-08-23,734.75
2016-08-24,735.65
2016-08-25,726.05
2016-08-26,705.8
2016-08-29,708.3
2016-08-30,728.9
2016-08-31,717.75
2016-09-01,723.9
2016-09-02,723.9
2016-09-06,727.25
2016-09-07,737.9
2016-09-08,733.8
2016-09-09,721.0
2016-09-12,719.9
2016-09-14,735.75
2016-09-15,747.5
2016-09-16,746.35
2016-09-19,781.4
2016-09-20,769.3
2016-09-21,769.05
2016-09-22,787.7
2016-09-23,779.95
2016-09-26,774.1
2016-09-27,772.85
2016-09-28,788.05
2016-09-29,706.7
2016-09-30,733.1
2016-10-03,749.0
2016-10-04,804.9
2016-10-05,851.75
2016-10-06,877.9
2016-10-07,862.55
2016-10-10,879.4
2016-10-13,849.65
2016-10-14,856.65
2016-10-17,850.95
2016-10-18,877.8
2016-10-19,996.75
2016-10-20,950.8
2016-10-21,973.3
2016-10-24,978.5
2016-10-25,984.1
2016-10-26,967.65
2016-10-27,940.85
2016-10-28,982.65
2016-10-30,1008.25
2016-11-01,983.65
2016-11-02,957.15
2016-11-03,957.35
2016-11-04,912.5
2016-11-07,913.55
2016-11-08,987.4
2016-11-09,954.0
2016-11-10,968.85
2016-11-11,955.6
2016-11-15,893.8
2016-11-16,890.5
2016-11-17,882.6
2016-11-18,890.55
2016-11-21,831.2
2016-11-22,839.7
2016-11-23,858.0
2016-11-24,892.4
2016-11-25,874.8
2016-11-28,874.35
2016-11-29,882.1
2016-11-30,889.5
2016-12-01,896.8
2016-12-02,881.25
2016-12-05,885.65
2016-12-06,899.35
2016-12-07,893.55
2016-12-08,915.45
2016-12-09,902.05
2016-12-12,905.35
2016-12-13,892.45
2016-12-14,883.95
2016-12-15,896.65
2016-12-16,886.25
2016-12-19,877.6
2016-12-20,879.45
2016-12-21,878.15
2016-12-22,876.35
2016-12-23,870.25
2016-12-26,852.5
2016-12-27,860.9
2016-12-28,870.2
2016-12-29,906.65
2016-12-30,933.15
