Date,GMRINFRA
2016-01-01,16.45
2016-01-04,15.95
2016-01-05,15.95
2016-01-06,15.9
2016-01-07,14.85
2016-01-08,15.25
2016-01-11,15.1
2016-01-12,14.85
2016-01-13,14.25
2016-01-14,13.9
2016-01-15,13.3
2016-01-18,12.65
2016-01-19,13.0
2016-01-20,12.4
2016-01-21,12.6
2016-01-22,13.0
2016-01-25,12.7
2016-01-27,12.9
2016-01-28,12.6
2016-01-29,13.0
2016-02-01,12.95
2016-02-02,12.7
2016-02-03,12.05
2016-02-04,11.95
2016-02-05,12.3
2016-02-08,12.5
2016-02-09,12.3
2016-02-10,12.0
2016-02-11,10.5
2016-02-12,11.0
2016-02-15,11.45
2016-02-16,10.95
2016-02-17,11.1
2016-02-18,11.1
2016-02-19,11.2
2016-02-22,11.1
2016-02-23,11.25
2016-02-24,11.7
2016-02-25,11.2
2016-02-26,11.15
2016-02-29,10.9
2016-03-01,11.4
2016-03-02,11.55
2016-03-03,11.6
2016-03-04,11.85
2016-03-08,12.0
2016-03-09,12.15
2016-03-10,11.85
2016-03-11,11.85
2016-03-14,11.55
2016-03-15,11.6
2016-03-16,11.65
2016-03-17,11.55
2016-03-18,11.55
2016-03-21,11.8
2016-03-22,12.0
2016-03-23,11.75
2016-03-28,11.4
2016-03-29,11.3
2016-03-30,11.5
2016-03-31,11.6
2016-04-01,12.0
2016-04-04,11.95
2016-04-05,11.4
2016-04-06,11.45
2016-04-07,11.35
2016-04-08,11.4
2016-04-11,11.6
2016-04-12,11.55
2016-04-13,11.85
2016-04-18,11.85
2016-04-20,12.45
2016-04-21,12.25
2016-04-22,12.15
2016-04-25,12.2
2016-04-26,12.35
2016-04-27,12.45
2016-04-28,12.0
2016-04-29,12.6
2016-05-02,12.7
2016-05-03,12.3
2016-05-04,11.9
2016-05-05,11.95
2016-05-06,12.35
2016-05-09,12.5
2016-05-10,12.35
2016-05-11,11.95
2016-05-12,12.0
2016-05-13,11.65
2016-05-16,11.65
2016-05-17,11.75
2016-05-18,11.75
2016-05-19,11.45
2016-05-20,11.25
2016-05-23,10.95
2016-05-24,10.8
2016-05-25,11.2
2016-05-26,11.35
2016-05-27,11.45
2016-05-30,11.5
2016-05-31,11.25
2016-06-01,11.25
2016-06-02,11.15
2016-06-03,11.1
2016-06-06,11.2
2016-06-07,11.5
2016-06-08,11.85
2016-06-09,11.85
2016-06-10,12.1
2016-06-13,12.35
2016-06-14,12.45
2016-06-15,12.55
2016-06-16,12.75
2016-06-17,12.8
2016-06-20,12.8
2016-06-21,12.8
2016-06-22,12.45
2016-06-23,12.55
2016-06-24,12.0
2016-06-27,12.45
2016-06-28,12.7
2016-06-29,12.7
2016-06-30,13.35
2016-07-01,13.15
2016-07-04,13.3
2016-07-05,13.95
2016-07-07,13.75
2016-07-08,13.45
2016-07-11,13.7
2016-07-12,14.1
2016-07-13,14.8
2016-07-14,14.65
2016-07-15,14.4
2016-07-18,14.15
2016-07-19,14.05
2016-07-20,14.2
2016-07-21,14.05
2016-07-22,14.25
2016-07-25,14.55
2016-07-26,14.3
2016-07-27,14.2
2016-07-28,14.6
2016-07-29,14.3
2016-08-01,13.95
2016-08-02,13.7
2016-08-03,13.6
2016-08-04,13.75
2016-08-05,13.9
2016-08-08,14.25
2016-08-09,14.0
2016-08-10,13.05
2016-08-11,13.15
2016-08-12,13.1
2016-08-16,12.9
2016-08-17,12.95
2016-08-18,13.05
2016-08-19,13.15
2016-08-22,13.05
2016-08-23,13.4
2016-08-24,13.45
2016-08-25,13.25
2016-08-26,13.15
2016-08-29,13.3
2016-08-30,13.3
2016-08-31,13.6
2016-09-01,13.2
2016-09-02,13.5
2016-09-06,13.95
2016-09-07,14.0
2016-09-08,15.1
2016-09-09,14.9
2016-09-12,14.1
2016-09-14,14.55
2016-09-15,14.3
2016-09-16,13.75
2016-09-19,13.95
2016-09-20,13.8
2016-09-21,13.65
2016-09-22,14.0
2016-09-23,13.85
2016-09-26,13.6
2016-09-27,13.45
2016-09-28,13.75
2016-09-29,12.35
2016-09-30,12.7
2016-10-03,13.15
2016-10-04,13.15
2016-10-05,13.05
2016-10-06,12.85
2016-10-07,12.85
2016-10-10,12.85
2016-10-13,12.5
2016-10-14,12.65
2016-10-17,12.4
2016-10-18,12.7
2016-10-19,12.8
2016-10-20,13.05
2016-10-21,13.1
2016-10-24,13.4
2016-10-25,13.2
2016-10-26,13.85
2016-10-27,13.6
2016-10-28,13.7
2016-10-30,13.75
2016-11-01,13.8
2016-11-02,13.25
2016-11-03,12.9
2016-11-04,12.35
2016-11-07,12.65
2016-11-08,12.7
2016-11-09,11.95
2016-11-10,12.4
2016-11-11,11.8
2016-11-15,11.35
2016-11-16,11.15
2016-11-17,11.25
2016-11-18,11.4
2016-11-21,11.0
2016-11-22,11.05
2016-11-23,11.25
2016-11-24,11.05
2016-11-25,11.3
2016-11-28,11.4
2016-11-29,11.5
2016-11-30,12.0
2016-12-01,11.75
2016-12-02,11.8
2016-12-05,11.9
2016-12-06,12.0
2016-12-07,11.75
2016-12-08,11.95
2016-12-09,11.8
2016-12-12,11.75
2016-12-13,11.75
2016-12-14,11.8
2016-12-15,11.7
2016-12-16,11.75
2016-12-19,11.85
2016-12-20,11.7
2016-12-21,11.75
2016-12-22,11.6
2016-12-23,11.7
2016-12-26,11.3
2016-12-27,11.5
2016-12-28,11.4
2016-12-29,11.6
2016-12-30,11.85
