Date,NITCO
2016-01-01,49.5
2016-01-04,48.05
2016-01-05,49.0
2016-01-06,47.55
2016-01-07,43.6
2016-01-08,44.2
2016-01-11,42.85
2016-01-12,45.45
2016-01-13,41.0
2016-01-14,39.85
2016-01-15,38.5
2016-01-18,31.95
2016-01-19,34.35
2016-01-20,33.05
2016-01-21,33.85
2016-01-22,38.45
2016-01-25,40.0
2016-01-27,39.4
2016-01-28,40.5
2016-01-29,41.35
2016-02-01,43.2
2016-02-02,41.2
2016-02-03,39.4
2016-02-04,38.7
2016-02-05,37.8
2016-02-08,36.5
2016-02-09,36.45
2016-02-10,34.35
2016-02-11,31.25
2016-02-12,29.55
2016-02-15,32.65
2016-02-16,30.15
2016-02-17,29.8
2016-02-18,31.1
2016-02-19,30.85
2016-02-22,31.6
2016-02-23,31.9
2016-02-24,31.2
2016-02-25,29.95
2016-02-26,30.0
2016-02-29,30.45
2016-03-01,31.5
2016-03-02,32.15
2016-03-03,35.35
2016-03-04,35.65
2016-03-08,37.3
2016-03-09,36.3
2016-03-10,37.35
2016-03-11,39.1
2016-03-14,39.45
2016-03-15,38.05
2016-03-16,37.4
2016-03-17,38.3
2016-03-18,37.95
2016-03-21,39.25
2016-03-22,39.0
2016-03-23,39.35
2016-03-28,37.4
2016-03-29,37.2
2016-03-30,40.8
2016-03-31,39.45
2016-04-01,41.45
2016-04-04,42.45
2016-04-05,39.4
2016-04-06,39.7
2016-04-07,39.95
2016-04-08,39.4
2016-04-11,42.65
2016-04-12,42.75
2016-04-13,43.3
2016-04-18,41.9
2016-04-20,41.35
2016-04-21,40.25
2016-04-22,41.05
2016-04-25,41.4
2016-04-26,41.9
2016-04-27,41.5
2016-04-28,41.65
2016-04-29,44.45
2016-05-02,43.3
2016-05-03,42.3
2016-05-04,43.8
2016-05-05,42.9
2016-05-06,42.55
2016-05-09,45.65
2016-05-10,46.05
2016-05-11,45.55
2016-05-12,46.25
2016-05-13,45.4
2016-05-16,46.15
2016-05-17,44.95
2016-05-18,44.35
2016-05-19,44.15
2016-05-20,42.75
2016-05-23,42.25
2016-05-24,41.65
2016-05-25,41.1
2016-05-26,42.6
2016-05-27,42.85
2016-05-30,42.2
2016-05-31,40.2
2016-06-01,39.85
2016-06-02,39.6
2016-06-03,41.45
2016-06-06,40.7
2016-06-07,40.2
2016-06-08,41.25
2016-06-09,42.05
2016-06-10,41.6
2016-06-13,40.6
2016-06-14,40.7
2016-06-15,41.1
2016-06-16,40.4
2016-06-17,39.85
2016-06-20,40.15
2016-06-21,41.75
2016-06-22,45.9
2016-06-23,50.55
2016-06-24,50.15
2016-06-27,59.95
2016-06-28,61.55
2016-06-29,62.4
2016-06-30,67.1
2016-07-01,67.85
2016-07-04,67.25
2016-07-05,67.05
2016-07-07,65.75
2016-07-08,65.0
2016-07-11,64.55
2016-07-12,62.25
2016-07-13,62.25
2016-07-14,63.35
2016-07-15,65.35
2016-07-18,63.35
2016-07-19,62.4
2016-07-20,63.55
2016-07-21,62.2
2016-07-22,62.15
2016-07-25,62.45
2016-07-26,61.8
2016-07-27,61.75
2016-07-28,67.3
2016-07-29,66.65
2016-08-01,63.55
2016-08-02,60.6
2016-08-03,61.7
2016-08-04,62.25
2016-08-05,61.8
2016-08-08,61.15
2016-08-09,60.55
2016-08-10,58.65
2016-08-11,59.85
2016-08-12,59.15
2016-08-16,56.8
2016-08-17,56.35
2016-08-18,56.35
2016-08-19,56.55
2016-08-22,54.35
2016-08-23,56.35
2016-08-24,56.4
2016-08-25,55.45
2016-08-26,55.45
2016-08-29,55.1
2016-08-30,54.6
2016-08-31,54.3
2016-09-01,62.55
2016-09-02,63.3
2016-09-06,62.65
2016-09-07,69.7
2016-09-08,68.6
2016-09-09,62.55
2016-09-12,58.35
2016-09-14,62.4
2016-09-15,68.45
2016-09-16,66.0
2016-09-19,79.2
2016-09-20,75.05
2016-09-21,79.0
2016-09-22,81.1
2016-09-23,84.0
2016-09-26,82.05
2016-09-27,78.9
2016-09-28,80.4
2016-09-29,71.25
2016-09-30,75.85
2016-10-03,78.9
2016-10-04,83.1
2016-10-05,80.35
2016-10-06,78.95
2016-10-07,77.0
2016-10-10,76.95
2016-10-13,75.45
2016-10-14,77.0
2016-10-17,80.4
2016-10-18,80.3
2016-10-19,78.4
2016-10-20,78.3
2016-10-21,77.35
2016-10-24,77.0
2016-10-25,74.4
2016-10-26,74.15
2016-10-27,71.1
2016-10-28,72.55
2016-10-30,73.45
2016-11-01,72.05
2016-11-02,67.25
2016-11-03,68.4
2016-11-04,64.4
2016-11-07,64.55
2016-11-08,61.75
2016-11-09,54.25
2016-11-10,60.75
2016-11-11,56.25
2016-11-15,50.4
2016-11-16,49.6
2016-11-17,48.6
2016-11-18,47.95
2016-11-21,42.9
2016-11-22,47.15
2016-11-23,51.7
2016-11-24,51.75
2016-11-25,53.4
2016-11-28,57.0
2016-11-29,57.55
2016-11-30,57.05
2016-12-01,55.0
2016-12-02,53.0
2016-12-05,53.65
2016-12-06,53.15
2016-12-07,52.95
2016-12-08,54.45
2016-12-09,54.95
2016-12-12,55.0
2016-12-13,54.35
2016-12-14,52.7
2016-12-15,52.75
2016-12-16,51.5
2016-12-19,53.85
2016-12-20,51.3
2016-12-21,50.45
2016-12-22,49.05
2016-12-23,48.1
2016-12-26,46.05
2016-12-27,46.35
2016-12-28,47.05
2016-12-29,47.45
2016-12-30,49.8
