Date,SUPERHOUSE
2016-01-01,199.25
2016-01-04,208.65
2016-01-05,228.05
2016-01-06,217.3
2016-01-07,204.8
2016-01-08,206.95
2016-01-11,201.45
2016-01-12,194.95
2016-01-13,183.15
2016-01-14,180.45
2016-01-15,170.5
2016-01-18,160.35
2016-01-19,164.35
2016-01-20,158.7
2016-01-21,163.85
2016-01-22,165.75
2016-01-25,168.9
2016-01-27,169.15
2016-01-28,170.3
2016-01-29,173.35
2016-02-01,174.55
2016-02-02,168.9
2016-02-03,160.8
2016-02-04,160.65
2016-02-05,166.0
2016-02-08,160.45
2016-02-09,160.65
2016-02-10,155.25
2016-02-11,146.1
2016-02-12,143.5
2016-02-15,148.6
2016-02-16,143.25
2016-02-17,138.75
2016-02-18,141.45
2016-02-19,143.35
2016-02-22,141.4
2016-02-23,137.0
2016-02-24,134.95
2016-02-25,129.05
2016-02-26,130.95
2016-02-29,129.25
2016-03-01,133.85
2016-03-02,136.5
2016-03-03,138.5
2016-03-04,140.55
2016-03-08,143.85
2016-03-09,139.15
2016-03-10,140.4
2016-03-11,139.6
2016-03-14,137.6
2016-03-15,139.6
2016-03-16,135.4
2016-03-17,136.3
2016-03-18,137.15
2016-03-21,137.8
2016-03-22,137.45
2016-03-23,139.0
2016-03-28,136.5
2016-03-29,139.25
2016-03-30,139.0
2016-03-31,136.9
2016-04-01,137.3
2016-04-04,155.45
2016-04-05,152.8
2016-04-06,155.25
2016-04-07,152.8
2016-04-08,151.4
2016-04-11,152.5
2016-04-12,152.6
2016-04-13,153.8
2016-04-18,152.25
2016-04-20,153.0
2016-04-21,156.0
2016-04-22,153.65
2016-04-25,151.2
2016-04-26,153.0
2016-04-27,152.4
2016-04-28,149.45
2016-04-29,148.35
2016-05-02,150.15
2016-05-03,149.0
2016-05-04,145.4
2016-05-05,140.65
2016-05-06,139.8
2016-05-09,142.9
2016-05-10,145.0
2016-05-11,143.8
2016-05-12,148.8
2016-05-13,152.45
2016-05-16,159.75
2016-05-17,167.2
2016-05-18,164.5
2016-05-19,161.1
2016-05-20,153.9
2016-05-23,151.05
2016-05-24,148.05
2016-05-25,148.2
2016-05-26,151.0
2016-05-27,149.05
2016-05-30,152.8
2016-05-31,159.8
2016-06-01,160.1
2016-06-02,161.25
2016-06-03,158.75
2016-06-06,158.7
2016-06-07,159.1
2016-06-08,158.8
2016-06-09,162.15
2016-06-10,164.05
2016-06-13,162.4
2016-06-14,161.95
2016-06-15,167.05
2016-06-16,162.4
2016-06-17,160.15
2016-06-20,160.4
2016-06-21,160.35
2016-06-22,159.7
2016-06-23,155.9
2016-06-24,151.45
2016-06-27,147.95
2016-06-28,151.0
2016-06-29,151.7
2016-06-30,154.5
2016-07-01,158.7
2016-07-04,162.15
2016-07-05,159.15
2016-07-07,160.1
2016-07-08,158.5
2016-07-11,163.25
2016-07-12,163.35
2016-07-13,170.15
2016-07-14,170.4
2016-07-15,168.25
2016-07-18,163.55
2016-07-19,163.35
2016-07-20,166.7
2016-07-21,164.25
2016-07-22,165.7
2016-07-25,167.5
2016-07-26,166.8
2016-07-27,164.8
2016-07-28,168.85
2016-07-29,166.45
2016-08-01,166.05
2016-08-02,164.15
2016-08-03,165.2
2016-08-04,163.2
2016-08-05,162.0
2016-08-08,162.9
2016-08-09,164.25
2016-08-10,163.75
2016-08-11,165.5
2016-08-12,161.95
2016-08-16,151.9
2016-08-17,148.1
2016-08-18,151.8
2016-08-19,148.35
2016-08-22,147.9
2016-08-23,148.25
2016-08-24,150.05
2016-08-25,159.55
2016-08-26,155.4
2016-08-29,165.75
2016-08-30,164.4
2016-08-31,160.65
2016-09-01,160.6
2016-09-02,160.4
2016-09-06,161.5
2016-09-07,160.25
2016-09-08,158.15
2016-09-09,162.4
2016-09-12,156.2
2016-09-14,158.5
2016-09-15,159.2
2016-09-16,158.55
2016-09-19,158.3
2016-09-20,157.6
2016-09-21,164.55
2016-09-22,172.1
2016-09-23,171.3
2016-09-26,171.6
2016-09-27,170.25
2016-09-28,168.85
2016-09-29,157.45
2016-09-30,159.45
2016-10-03,164.05
2016-10-04,162.15
2016-10-05,160.55
2016-10-06,168.8
2016-10-07,168.7
2016-10-10,164.55
2016-10-13,162.35
2016-10-14,160.8
2016-10-17,158.35
2016-10-18,158.05
2016-10-19,161.75
2016-10-20,164.05
2016-10-21,161.1
2016-10-24,162.95
2016-10-25,163.55
2016-10-26,164.0
2016-10-27,160.7
2016-10-28,163.65
2016-10-30,166.45
2016-11-01,166.5
2016-11-02,163.4
2016-11-03,166.75
2016-11-04,161.1
2016-11-07,162.3
2016-11-08,161.25
2016-11-09,156.3
2016-11-10,158.9
2016-11-11,156.15
2016-11-15,140.8
2016-11-16,136.55
2016-11-17,137.15
2016-11-18,137.4
2016-11-21,131.05
2016-11-22,129.15
2016-11-23,131.8
2016-11-24,133.9
2016-11-25,139.4
2016-11-28,138.25
2016-11-29,138.15
2016-11-30,141.25
2016-12-01,140.05
2016-12-02,150.3
2016-12-05,155.6
2016-12-06,156.3
2016-12-07,151.5
2016-12-08,154.0
2016-12-09,153.2
2016-12-12,152.2
2016-12-13,152.95
2016-12-14,150.15
2016-12-15,149.35
2016-12-16,150.35
2016-12-19,148.6
2016-12-20,149.0
2016-12-21,149.2
2016-12-22,147.55
2016-12-23,146.5
2016-12-26,144.3
2016-12-27,145.35
2016-12-28,146.05
2016-12-29,146.2
2016-12-30,147.15
