Date,MERCK
2016-01-01,778.3
2016-01-04,771.35
2016-01-05,767.9
2016-01-06,764.4
2016-01-07,748.0
2016-01-08,756.3
2016-01-11,760.1
2016-01-12,763.35
2016-01-13,747.45
2016-01-14,741.5
2016-01-15,727.4
2016-01-18,706.7
2016-01-19,715.85
2016-01-20,702.55
2016-01-21,700.15
2016-01-22,707.85
2016-01-25,714.8
2016-01-27,719.85
2016-01-28,729.15
2016-01-29,722.5
2016-02-01,716.65
2016-02-02,711.1
2016-02-03,704.3
2016-02-04,689.55
2016-02-05,701.2
2016-02-08,697.25
2016-02-09,690.3
2016-02-10,685.2
2016-02-11,669.95
2016-02-12,630.6
2016-02-15,649.0
2016-02-16,636.85
2016-02-17,643.15
2016-02-18,650.15
2016-02-19,650.6
2016-02-22,648.15
2016-02-23,646.55
2016-02-24,647.2
2016-02-25,632.6
2016-02-26,642.6
2016-02-29,653.25
2016-03-01,662.5
2016-03-02,669.75
2016-03-03,670.4
2016-03-04,667.7
2016-03-08,663.4
2016-03-09,658.0
2016-03-10,659.25
2016-03-11,657.2
2016-03-14,649.4
2016-03-15,640.2
2016-03-16,644.9
2016-03-17,641.55
2016-03-18,643.85
2016-03-21,633.5
2016-03-22,640.35
2016-03-23,645.05
2016-03-28,640.55
2016-03-29,635.1
2016-03-30,643.5
2016-03-31,641.5
2016-04-01,648.3
2016-04-04,649.9
2016-04-05,649.35
2016-04-06,646.1
2016-04-07,645.9
2016-04-08,645.9
2016-04-11,644.75
2016-04-12,649.3
2016-04-13,649.5
2016-04-18,652.85
2016-04-20,683.15
2016-04-21,680.2
2016-04-22,676.25
2016-04-25,665.8
2016-04-26,673.35
2016-04-27,675.85
2016-04-28,672.35
2016-04-29,668.8
2016-05-02,670.6
2016-05-03,667.7
2016-05-04,669.55
2016-05-05,669.6
2016-05-06,667.9
2016-05-09,670.85
2016-05-10,675.85
2016-05-11,671.85
2016-05-12,673.8
2016-05-13,682.05
2016-05-16,725.1
2016-05-17,721.75
2016-05-18,712.35
2016-05-19,706.55
2016-05-20,705.35
2016-05-23,703.15
2016-05-24,711.8
2016-05-25,713.15
2016-05-26,721.8
2016-05-27,714.75
2016-05-30,726.25
2016-05-31,733.1
2016-06-01,724.3
2016-06-02,720.75
2016-06-03,721.8
2016-06-06,727.6
2016-06-07,729.1
2016-06-08,733.75
2016-06-09,727.3
2016-06-10,725.9
2016-06-13,707.4
2016-06-14,698.45
2016-06-15,700.75
2016-06-16,693.9
2016-06-17,694.65
2016-06-20,696.9
2016-06-21,696.7
2016-06-22,700.0
2016-06-23,702.95
2016-06-24,692.45
2016-06-27,701.85
2016-06-28,696.95
2016-06-29,700.9
2016-06-30,705.5
2016-07-01,710.85
2016-07-04,712.0
2016-07-05,710.95
2016-07-07,707.8
2016-07-08,704.45
2016-07-11,706.95
2016-07-12,708.45
2016-07-13,697.75
2016-07-14,700.85
2016-07-15,699.05
2016-07-18,701.25
2016-07-19,700.0
2016-07-20,699.8
2016-07-21,722.3
2016-07-22,728.6
2016-07-25,728.6
2016-07-26,710.8
2016-07-27,703.0
2016-07-28,703.4
2016-07-29,703.6
2016-08-01,700.55
2016-08-02,702.45
2016-08-03,700.75
2016-08-04,699.1
2016-08-05,701.4
2016-08-08,716.45
2016-08-09,709.35
2016-08-10,701.9
2016-08-11,700.8
2016-08-12,705.75
2016-08-16,704.35
2016-08-17,710.45
2016-08-18,721.3
2016-08-19,734.45
2016-08-22,735.3
2016-08-23,741.5
2016-08-24,735.65
2016-08-25,734.45
2016-08-26,728.5
2016-08-29,722.35
2016-08-30,719.85
2016-08-31,724.25
2016-09-01,715.15
2016-09-02,714.15
2016-09-06,731.15
2016-09-07,735.25
2016-09-08,731.95
2016-09-09,736.1
2016-09-12,726.6
2016-09-14,728.5
2016-09-15,727.65
2016-09-16,728.75
2016-09-19,723.15
2016-09-20,725.95
2016-09-21,726.15
2016-09-22,727.75
2016-09-23,719.25
2016-09-26,717.2
2016-09-27,712.0
2016-09-28,712.0
2016-09-29,695.45
2016-09-30,701.1
2016-10-03,710.3
2016-10-04,708.25
2016-10-05,710.45
2016-10-06,712.8
2016-10-07,717.55
2016-10-10,717.45
2016-10-13,707.5
2016-10-14,714.1
2016-10-17,715.05
2016-10-18,712.5
2016-10-19,716.15
2016-10-20,712.7
2016-10-21,756.1
2016-10-24,844.25
2016-10-25,820.3
2016-10-26,818.6
2016-10-27,813.6
2016-10-28,831.05
2016-10-30,847.15
2016-11-01,834.9
2016-11-02,817.65
2016-11-03,810.4
2016-11-04,792.4
2016-11-07,810.25
2016-11-08,802.4
2016-11-09,779.3
2016-11-10,807.75
2016-11-11,799.35
2016-11-15,855.45
2016-11-16,853.5
2016-11-17,864.85
2016-11-18,904.65
2016-11-21,879.35
2016-11-22,872.6
2016-11-23,885.0
2016-11-24,896.55
2016-11-25,935.15
2016-11-28,1005.95
2016-11-29,992.4
2016-11-30,1000.0
2016-12-01,977.15
2016-12-02,953.8
2016-12-05,961.5
2016-12-06,992.6
2016-12-07,986.9
2016-12-08,982.3
2016-12-09,987.75
2016-12-12,979.7
2016-12-13,980.7
2016-12-14,1006.85
2016-12-15,1023.15
2016-12-16,1039.15
2016-12-19,1032.2
2016-12-20,994.8
2016-12-21,988.15
2016-12-22,969.8
2016-12-23,969.75
2016-12-26,946.15
2016-12-27,968.0
2016-12-28,983.6
2016-12-29,997.8
2016-12-30,999.3
