Date,JINDALPOLY
2016-01-01,494.35
2016-01-04,489.55
2016-01-05,485.55
2016-01-06,506.65
2016-01-07,483.3
2016-01-08,491.65
2016-01-11,494.65
2016-01-12,498.55
2016-01-13,472.35
2016-01-14,466.15
2016-01-15,434.2
2016-01-18,413.75
2016-01-19,420.55
2016-01-20,385.85
2016-01-21,407.5
2016-01-22,477.25
2016-01-25,481.35
2016-01-27,492.8
2016-01-28,499.4
2016-01-29,514.05
2016-02-01,493.95
2016-02-02,470.3
2016-02-03,448.0
2016-02-04,439.4
2016-02-05,459.2
2016-02-08,440.1
2016-02-09,433.8
2016-02-10,422.3
2016-02-11,392.7
2016-02-12,396.2
2016-02-15,410.4
2016-02-16,393.9
2016-02-17,399.05
2016-02-18,408.85
2016-02-19,422.95
2016-02-22,424.2
2016-02-23,420.1
2016-02-24,408.7
2016-02-25,396.75
2016-02-26,384.8
2016-02-29,376.25
2016-03-01,396.0
2016-03-02,406.9
2016-03-03,415.2
2016-03-04,418.2
2016-03-08,432.65
2016-03-09,434.7
2016-03-10,426.7
2016-03-11,433.5
2016-03-14,439.25
2016-03-15,443.1
2016-03-16,440.0
2016-03-17,436.9
2016-03-18,437.7
2016-03-21,444.5
2016-03-22,440.4
2016-03-23,439.05
2016-03-28,419.85
2016-03-29,412.2
2016-03-30,427.95
2016-03-31,423.15
2016-04-01,427.0
2016-04-04,438.05
2016-04-05,429.6
2016-04-06,438.85
2016-04-07,480.5
2016-04-08,484.7
2016-04-11,499.6
2016-04-12,498.75
2016-04-13,490.05
2016-04-18,484.65
2016-04-20,495.55
2016-04-21,499.05
2016-04-22,502.75
2016-04-25,493.4
2016-04-26,502.85
2016-04-27,509.0
2016-04-28,504.9
2016-04-29,488.65
2016-05-02,491.85
2016-05-03,492.45
2016-05-04,482.05
2016-05-05,501.15
2016-05-06,512.8
2016-05-09,518.65
2016-05-10,529.75
2016-05-11,523.4
2016-05-12,517.1
2016-05-13,505.35
2016-05-16,504.2
2016-05-17,503.25
2016-05-18,500.7
2016-05-19,492.25
2016-05-20,486.75
2016-05-23,475.85
2016-05-24,464.0
2016-05-25,465.4
2016-05-26,469.85
2016-05-27,470.45
2016-05-30,473.3
2016-05-31,454.0
2016-06-01,467.4
2016-06-02,463.4
2016-06-03,461.75
2016-06-06,447.1
2016-06-07,472.5
2016-06-08,477.25
2016-06-09,471.0
2016-06-10,469.25
2016-06-13,462.85
2016-06-14,468.15
2016-06-15,471.3
2016-06-16,464.5
2016-06-17,457.25
2016-06-20,453.9
2016-06-21,453.65
2016-06-22,448.15
2016-06-23,437.05
2016-06-24,421.85
2016-06-27,430.05
2016-06-28,427.8
2016-06-29,434.5
2016-06-30,435.6
2016-07-01,434.25
2016-07-04,442.8
2016-07-05,444.85
2016-07-07,437.65
2016-07-08,433.85
2016-07-11,432.5
2016-07-12,432.75
2016-07-13,425.2
2016-07-14,434.3
2016-07-15,431.05
2016-07-18,431.45
2016-07-19,433.15
2016-07-20,451.95
2016-07-21,442.75
2016-07-22,441.3
2016-07-25,442.1
2016-07-26,434.25
2016-07-27,431.75
2016-07-28,442.15
2016-07-29,433.1
2016-08-01,430.95
2016-08-02,421.7
2016-08-03,417.5
2016-08-04,421.25
2016-08-05,420.45
2016-08-08,416.1
2016-08-09,421.6
2016-08-10,417.4
2016-08-11,413.95
2016-08-12,412.65
2016-08-16,408.55
2016-08-17,411.75
2016-08-18,410.15
2016-08-19,413.35
2016-08-22,423.8
2016-08-23,422.35
2016-08-24,416.8
2016-08-25,419.25
2016-08-26,413.6
2016-08-29,414.85
2016-08-30,416.3
2016-08-31,419.25
2016-09-01,415.85
2016-09-02,421.05
2016-09-06,430.35
2016-09-07,411.2
2016-09-08,411.05
2016-09-09,409.1
2016-09-12,398.9
2016-09-14,396.5
2016-09-15,397.35
2016-09-16,382.8
2016-09-19,406.35
2016-09-20,407.15
2016-09-21,403.9
2016-09-22,405.65
2016-09-23,406.5
2016-09-26,404.85
2016-09-27,404.8
2016-09-28,404.55
2016-09-29,386.85
2016-09-30,392.15
2016-10-03,402.85
2016-10-04,415.75
2016-10-05,415.6
2016-10-06,418.4
2016-10-07,415.3
2016-10-10,414.9
2016-10-13,405.35
2016-10-14,410.45
2016-10-17,406.7
2016-10-18,414.1
2016-10-19,433.65
2016-10-20,436.6
2016-10-21,434.8
2016-10-24,431.5
2016-10-25,432.55
2016-10-26,427.05
2016-10-27,417.6
2016-10-28,418.85
2016-10-30,424.4
2016-11-01,423.25
2016-11-02,412.8
2016-11-03,409.7
2016-11-04,405.6
2016-11-07,408.05
2016-11-08,403.95
2016-11-09,391.15
2016-11-10,401.55
2016-11-11,387.25
2016-11-15,370.5
2016-11-16,367.1
2016-11-17,358.0
2016-11-18,354.7
2016-11-21,337.15
2016-11-22,327.95
2016-11-23,340.9
2016-11-24,350.4
2016-11-25,339.35
2016-11-28,343.1
2016-11-29,345.85
2016-11-30,347.85
2016-12-01,352.05
2016-12-02,342.75
2016-12-05,342.55
2016-12-06,367.25
2016-12-07,359.15
2016-12-08,360.5
2016-12-09,355.9
2016-12-12,350.8
2016-12-13,349.05
2016-12-14,346.3
2016-12-15,345.15
2016-12-16,345.55
2016-12-19,339.9
2016-12-20,335.5
2016-12-21,333.45
2016-12-22,328.7
2016-12-23,325.1
2016-12-26,308.1
2016-12-27,317.3
2016-12-28,312.05
2016-12-29,315.45
2016-12-30,319.6
