Date,SUNDARMFIN
2016-01-01,1373.0
2016-01-04,1396.05
2016-01-05,1380.85
2016-01-06,1381.7
2016-01-07,1391.05
2016-01-08,1383.95
2016-01-11,1389.35
2016-01-12,1388.95
2016-01-13,1382.05
2016-01-14,1337.0
2016-01-15,1325.0
2016-01-18,1295.3
2016-01-19,1339.55
2016-01-20,1299.75
2016-01-21,1295.9
2016-01-22,1300.0
2016-01-25,1355.1
2016-01-27,1323.75
2016-01-28,1329.45
2016-01-29,1362.05
2016-02-01,1354.45
2016-02-02,1356.95
2016-02-03,1313.95
2016-02-04,1300.2
2016-02-05,1315.1
2016-02-08,1290.35
2016-02-09,1309.85
2016-02-10,1277.8
2016-02-11,1238.1
2016-02-12,1201.15
2016-02-15,1181.35
2016-02-16,1154.1
2016-02-17,1149.85
2016-02-18,1155.55
2016-02-19,1148.05
2016-02-22,1142.0
2016-02-23,1187.15
2016-02-24,1180.5
2016-02-25,1190.3
2016-02-26,1179.85
2016-02-29,1215.7
2016-03-01,1239.05
2016-03-02,1215.75
2016-03-03,1247.25
2016-03-04,1240.95
2016-03-08,1228.05
2016-03-09,1200.4
2016-03-10,1209.75
2016-03-11,1212.2
2016-03-14,1239.7
2016-03-15,1227.15
2016-03-16,1225.75
2016-03-17,1292.55
2016-03-18,1262.4
2016-03-21,1270.1
2016-03-22,1274.7
2016-03-23,1285.2
2016-03-28,1271.2
2016-03-29,1269.95
2016-03-30,1299.7
2016-03-31,1300.6
2016-04-01,1270.2
2016-04-04,1283.3
2016-04-05,1266.5
2016-04-06,1282.05
2016-04-07,1271.3
2016-04-08,1252.45
2016-04-11,1236.05
2016-04-12,1234.5
2016-04-13,1269.4
2016-04-18,1276.7
2016-04-20,1292.05
2016-04-21,1300.55
2016-04-22,1297.55
2016-04-25,1299.9
2016-04-26,1305.75
2016-04-27,1283.85
2016-04-28,1266.2
2016-04-29,1279.15
2016-05-02,1282.1
2016-05-03,1304.0
2016-05-04,1321.75
2016-05-05,1305.2
2016-05-06,1319.45
2016-05-09,1347.15
2016-05-10,1350.7
2016-05-11,1374.85
2016-05-12,1385.55
2016-05-13,1375.6
2016-05-16,1351.65
2016-05-17,1339.35
2016-05-18,1347.4
2016-05-19,1342.6
2016-05-20,1330.8
2016-05-23,1314.85
2016-05-24,1315.25
2016-05-25,1340.65
2016-05-26,1359.75
2016-05-27,1397.7
2016-05-30,1420.9
2016-05-31,1389.4
2016-06-01,1403.4
2016-06-02,1462.05
2016-06-03,1432.6
2016-06-06,1469.7
2016-06-07,1469.1
2016-06-08,1440.65
2016-06-09,1447.95
2016-06-10,1450.9
2016-06-13,1438.25
2016-06-14,1481.4
2016-06-15,1476.25
2016-06-16,1469.85
2016-06-17,1463.55
2016-06-20,1459.05
2016-06-21,1451.5
2016-06-22,1455.45
2016-06-23,1468.1
2016-06-24,1466.35
2016-06-27,1450.25
2016-06-28,1465.2
2016-06-29,1500.05
2016-06-30,1523.9
2016-07-01,1526.4
2016-07-04,1493.85
2016-07-05,1490.2
2016-07-07,1494.9
2016-07-08,1473.0
2016-07-11,1496.4
2016-07-12,1537.8
2016-07-13,1540.6
2016-07-14,1518.45
2016-07-15,1508.75
2016-07-18,1505.75
2016-07-19,1484.1
2016-07-20,1500.05
2016-07-21,1508.15
2016-07-22,1516.5
2016-07-25,1524.4
2016-07-26,1506.3
2016-07-27,1534.75
2016-07-28,1533.75
2016-07-29,1491.8
2016-08-01,1473.7
2016-08-02,1461.1
2016-08-03,1476.6
2016-08-04,1482.5
2016-08-05,1500.7
2016-08-08,1497.5
2016-08-09,1494.9
2016-08-10,1471.85
2016-08-11,1470.0
2016-08-12,1450.65
2016-08-16,1469.75
2016-08-17,1468.45
2016-08-18,1467.1
2016-08-19,1450.2
2016-08-22,1460.55
2016-08-23,1443.75
2016-08-24,1459.2
2016-08-25,1439.9
2016-08-26,1435.8
2016-08-29,1428.65
2016-08-30,1441.85
2016-08-31,1454.75
2016-09-01,1449.75
2016-09-02,1443.15
2016-09-06,1457.15
2016-09-07,1434.85
2016-09-08,1440.25
2016-09-09,1430.05
2016-09-12,1416.9
2016-09-14,1417.35
2016-09-15,1404.7
2016-09-16,1404.8
2016-09-19,1410.15
2016-09-20,1401.65
2016-09-21,1399.85
2016-09-22,1378.6
2016-09-23,1371.4
2016-09-26,1349.3
2016-09-27,1352.9
2016-09-28,1354.05
2016-09-29,1339.75
2016-09-30,1329.6
2016-10-03,1353.85
2016-10-04,1350.7
2016-10-05,1349.2
2016-10-06,1357.8
2016-10-07,1363.85
2016-10-10,1364.85
2016-10-13,1352.75
2016-10-14,1360.2
2016-10-17,1345.2
2016-10-18,1356.5
2016-10-19,1344.45
2016-10-20,1338.95
2016-10-21,1398.9
2016-10-24,1420.1
2016-10-25,1373.75
2016-10-26,1386.1
2016-10-27,1369.45
2016-10-28,1371.3
2016-10-30,1400.2
2016-11-01,1397.1
2016-11-02,1373.35
2016-11-03,1364.35
2016-11-04,1341.35
2016-11-07,1326.3
2016-11-08,1361.3
2016-11-09,1339.8
2016-11-10,1355.75
2016-11-11,1311.95
2016-11-15,1275.85
2016-11-16,1258.25
2016-11-17,1240.8
2016-11-18,1234.8
2016-11-21,1227.45
2016-11-22,1212.5
2016-11-23,1209.4
2016-11-24,1208.05
2016-11-25,1211.85
2016-11-28,1199.2
2016-11-29,1220.45
2016-11-30,1277.6
2016-12-01,1238.85
2016-12-02,1218.5
2016-12-05,1214.0
2016-12-06,1205.55
2016-12-07,1200.6
2016-12-08,1217.7
2016-12-09,1210.95
2016-12-12,1221.8
2016-12-13,1242.7
2016-12-14,1212.8
2016-12-15,1198.1
2016-12-16,1174.6
2016-12-19,1183.6
2016-12-20,1176.55
2016-12-21,1174.65
2016-12-22,1150.2
2016-12-23,1139.4
2016-12-26,1115.55
2016-12-27,1113.6
2016-12-28,1130.7
2016-12-29,1150.5
2016-12-30,1150.3
