Date,ELECTCAST
2016-01-01,23.1
2016-01-04,22.6
2016-01-05,23.9
2016-01-06,24.9
2016-01-07,23.1
2016-01-08,25.35
2016-01-11,26.05
2016-01-12,25.0
2016-01-13,23.45
2016-01-14,23.8
2016-01-15,21.85
2016-01-18,20.55
2016-01-19,21.65
2016-01-20,20.35
2016-01-21,19.9
2016-01-22,21.75
2016-01-25,22.1
2016-01-27,22.8
2016-01-28,22.8
2016-01-29,22.25
2016-02-01,21.1
2016-02-02,20.6
2016-02-03,20.25
2016-02-04,19.5
2016-02-05,19.9
2016-02-08,20.15
2016-02-09,20.0
2016-02-10,19.35
2016-02-11,18.2
2016-02-12,17.6
2016-02-15,19.15
2016-02-16,18.1
2016-02-17,17.45
2016-02-18,17.6
2016-02-19,17.7
2016-02-22,17.9
2016-02-23,17.25
2016-02-24,16.95
2016-02-25,17.1
2016-02-26,17.0
2016-02-29,17.25
2016-03-01,17.95
2016-03-02,18.5
2016-03-03,19.2
2016-03-04,18.7
2016-03-08,18.4
2016-03-09,18.5
2016-03-10,18.35
2016-03-11,18.35
2016-03-14,18.55
2016-03-15,18.15
2016-03-16,18.15
2016-03-17,18.15
2016-03-18,18.7
2016-03-21,18.7
2016-03-22,19.35
2016-03-23,19.1
2016-03-28,18.55
2016-03-29,18.75
2016-03-30,19.25
2016-03-31,18.95
2016-04-01,18.55
2016-04-04,18.75
2016-04-05,18.6
2016-04-06,18.9
2016-04-07,18.4
2016-04-08,18.45
2016-04-11,18.6
2016-04-12,18.45
2016-04-13,18.6
2016-04-18,18.3
2016-04-20,19.0
2016-04-21,18.95
2016-04-22,19.0
2016-04-25,18.75
2016-04-26,19.1
2016-04-27,19.45
2016-04-28,19.0
2016-04-29,18.9
2016-05-02,18.75
2016-05-03,18.55
2016-05-04,18.3
2016-05-05,18.3
2016-05-06,18.15
2016-05-09,18.5
2016-05-10,18.85
2016-05-11,18.75
2016-05-12,19.15
2016-05-13,18.85
2016-05-16,18.45
2016-05-17,18.4
2016-05-18,18.5
2016-05-19,18.4
2016-05-20,18.25
2016-05-23,18.05
2016-05-24,17.6
2016-05-25,17.85
2016-05-26,17.9
2016-05-27,17.65
2016-05-30,17.45
2016-05-31,17.5
2016-06-01,17.7
2016-06-02,17.65
2016-06-03,17.35
2016-06-06,17.3
2016-06-07,17.45
2016-06-08,18.0
2016-06-09,18.0
2016-06-10,19.0
2016-06-13,18.65
2016-06-14,19.1
2016-06-15,19.05
2016-06-16,19.0
2016-06-17,18.8
2016-06-20,18.8
2016-06-21,18.8
2016-06-22,18.6
2016-06-23,18.5
2016-06-24,17.85
2016-06-27,17.8
2016-06-28,18.05
2016-06-29,18.2
2016-06-30,18.5
2016-07-01,18.8
2016-07-04,19.5
2016-07-05,19.1
2016-07-07,19.4
2016-07-08,19.0
2016-07-11,19.25
2016-07-12,19.6
2016-07-13,20.65
2016-07-14,21.2
2016-07-15,20.5
2016-07-18,20.1
2016-07-19,19.55
2016-07-20,20.8
2016-07-21,20.4
2016-07-22,21.0
2016-07-25,21.25
2016-07-26,21.5
2016-07-27,21.65
2016-07-28,23.05
2016-07-29,22.45
2016-08-01,22.05
2016-08-02,21.95
2016-08-03,21.5
2016-08-04,21.3
2016-08-05,21.85
2016-08-08,22.85
2016-08-09,21.95
2016-08-10,21.5
2016-08-11,21.15
2016-08-12,21.7
2016-08-16,21.15
2016-08-17,21.55
2016-08-18,21.15
2016-08-19,22.4
2016-08-22,22.75
2016-08-23,23.2
2016-08-24,23.45
2016-08-25,23.05
2016-08-26,23.75
2016-08-29,23.55
2016-08-30,23.45
2016-08-31,23.25
2016-09-01,21.95
2016-09-02,21.8
2016-09-06,23.9
2016-09-07,22.8
2016-09-08,22.15
2016-09-09,22.7
2016-09-12,22.05
2016-09-14,22.2
2016-09-15,22.05
2016-09-16,22.0
2016-09-19,21.85
2016-09-20,22.1
2016-09-21,21.95
2016-09-22,22.4
2016-09-23,21.75
2016-09-26,21.75
2016-09-27,21.9
2016-09-28,21.95
2016-09-29,20.9
2016-09-30,20.8
2016-10-03,21.75
2016-10-04,22.5
2016-10-05,23.3
2016-10-06,23.25
2016-10-07,24.1
2016-10-10,24.25
2016-10-13,25.25
2016-10-14,24.95
2016-10-17,24.95
2016-10-18,24.9
2016-10-19,25.05
2016-10-20,27.25
2016-10-21,28.1
2016-10-24,29.55
2016-10-25,29.35
2016-10-26,28.9
2016-10-27,27.45
2016-10-28,27.5
2016-10-30,27.8
2016-11-01,27.65
2016-11-02,26.5
2016-11-03,26.2
2016-11-04,24.45
2016-11-07,24.9
2016-11-08,24.75
2016-11-09,23.95
2016-11-10,25.45
2016-11-11,24.65
2016-11-15,22.35
2016-11-16,22.45
2016-11-17,21.3
2016-11-18,21.35
2016-11-21,20.6
2016-11-22,20.8
2016-11-23,21.45
2016-11-24,21.1
2016-11-25,22.05
2016-11-28,22.55
2016-11-29,23.45
2016-11-30,23.65
2016-12-01,22.65
2016-12-02,21.7
2016-12-05,21.5
2016-12-06,21.35
2016-12-07,20.9
2016-12-08,21.75
2016-12-09,21.65
2016-12-12,23.25
2016-12-13,23.0
2016-12-14,22.7
2016-12-15,22.5
2016-12-16,22.65
2016-12-19,23.05
2016-12-20,22.5
2016-12-21,22.3
2016-12-22,22.05
2016-12-23,22.0
2016-12-26,21.9
2016-12-27,22.4
2016-12-28,22.8
2016-12-29,22.95
2016-12-30,23.25
